trial,N,n,p,K,plsi_err,plsi_acc,splsi_err,splsi_acc,slda_err,slda_acc,plsi_time,splsi_time,slda_time,spatial_lambd,seed,regens,splsi_iters
44,30,1000,50,3,11.1411847601499,0.727,5.581264997712106,0.819,15.741790427673727,0.513,0.0228397846221923,74.07302808761597,86.30932211875916,0.0164313809438748,,,
45,30,1000,50,3,11.511777289355148,0.804,6.016435655254407,0.925,18.28863922835101,0.415,0.0227196216583251,44.9140248298645,87.40078830718994,0.022182364274231,,,
46,30,1000,50,3,12.71963335458268,0.657,6.881021243063198,0.816,18.24782411365973,0.382,0.0226621627807617,49.01915621757507,87.76063323020935,0.0164313809438748,,,
47,30,1000,50,3,11.864406931428988,0.708,6.387321099995193,0.864,16.626739765535703,0.517,0.0231664180755615,56.355700731277466,85.68270325660706,0.0299461917702118,,,
48,30,1000,50,3,11.288400190708291,0.828,5.136564706218164,0.943,18.847643324591328,0.353,0.0225343704223632,59.895140647888184,86.80914306640625,0.0164313809438748,,,
49,30,1000,50,3,11.774606682342728,0.821,6.205667535481035,0.958,19.06738005455634,0.507,0.0232062339782714,59.80648136138916,86.8279402256012,0.0164313809438748,,,
0,200,1000,30,3,4.489809804036084,0.952,2.3463180699741284,0.962,18.7267255922361,0.489,0.0216090679168701,20.902445793151855,89.07213854789734,0.0121713932917591,,,
1,200,1000,30,3,5.379149505617967,0.888,2.8477045534540815,0.903,17.88921868855644,0.454,0.0213220119476318,49.80998682975769,89.44368195533752,0.0164313809438748,,,
2,200,1000,30,3,4.898286286722995,0.91,2.841885784550142,0.927,19.14328140988858,0.409,0.0212543010711669,38.76843738555908,88.70093011856079,0.0121713932917591,,,
3,200,1000,30,3,5.032953754431153,0.865,2.480681807796608,0.965,18.190636748123204,0.437,0.0210382938385009,39.51652765274048,88.48476099967957,0.0090158468827845,,,
4,200,1000,30,3,4.965536946578482,0.895,2.35203251875377,0.916,15.660437686754614,0.6,0.0215735435485839,21.371293544769287,89.92001366615295,0.0121713932917591,,,
5,200,1000,30,3,4.497988551530989,0.908,3.2428159737052584,0.925,15.539294537867374,0.603,0.0208735466003417,45.02681541442871,90.01969122886658,0.0121713932917591,,,
6,200,1000,30,3,5.00833306548769,0.832,2.5738042953478755,0.847,17.058627160284566,0.517,0.0211536884307861,40.182876110076904,89.17353868484497,0.0121713932917591,,,
7,200,1000,30,3,6.131822898072155,0.955,2.34006531217793,0.996,16.66049815870967,0.655,0.0207636356353759,51.98144173622131,89.48175001144409,0.0121713932917591,,,
8,200,1000,30,3,4.4739378361835564,0.863,2.351500469537376,0.898,14.758776125403411,0.59,0.0207095146179199,20.1344313621521,90.27043056488036,0.0121713932917591,,,
9,200,1000,30,3,5.985655278138181,0.985,2.5926099525460944,0.996,20.251853916627095,0.48,0.0211081504821777,32.387375354766846,88.81691789627075,0.0121713932917591,,,
10,200,1000,30,3,5.543144126475174,0.944,3.183125938964419,0.971,19.21166434782425,0.389,0.0207335948944091,52.75717329978943,89.18521094322205,0.0121713932917591,,,
11,200,1000,30,3,5.092315816820748,0.908,2.4698580305053808,0.939,18.0401235951215,0.438,0.0210201740264892,45.05435609817505,89.46847319602966,0.0121713932917591,,,
12,200,1000,30,3,5.413431134967091,0.835,2.7723007079774695,0.903,15.046302837793853,0.546,0.0212063789367675,38.20365262031555,90.08856225013731,0.0090158468827845,,,
13,200,1000,30,3,4.46517306578516,0.927,2.0373292005761687,0.952,18.405313135235183,0.452,0.0207786560058593,23.697153329849243,89.92076539993286,0.0090158468827845,,,
14,200,1000,30,3,4.561870804117822,0.85,2.464340478630217,0.937,17.779414657755428,0.514,0.0207831859588623,30.320868968963623,89.4079601764679,0.0121713932917591,,,
15,200,1000,30,3,5.472234476244182,0.945,2.4714079449020177,0.985,16.97586429907678,0.52,0.020991563796997,36.45981407165527,89.74625897407532,0.0090158468827845,,,
16,200,1000,30,3,5.29318390755717,0.906,2.5347886067521173,0.93,15.189713606887988,0.634,0.0212633609771728,26.23221015930176,89.11146283149719,0.0121713932917591,,,
17,200,1000,30,3,4.5274070244543925,0.937,2.9824188817957267,0.96,14.436530175130487,0.595,0.021019697189331,20.260124921798703,89.64811825752258,0.0121713932917591,,,
18,200,1000,30,3,5.071558929554234,0.93,2.76724050458135,0.945,17.319349173713842,0.449,0.0210402011871337,46.884684562683105,90.17085886001588,0.0121713932917591,,,
19,200,1000,30,3,4.848392773917908,0.917,4.080753782071973,0.925,14.830118624666072,0.619,0.0209286212921142,35.23480415344238,88.7835795879364,0.0121713932917591,,,
20,200,1000,30,3,4.65029777140645,0.888,2.3908637133645434,0.923,16.864795036890072,0.449,0.0210146903991699,37.03506946563721,90.54583978652954,0.0121713932917591,,,
21,200,1000,30,3,5.976072352638475,0.874,2.845935101285673,0.868,17.15893980956153,0.477,0.0213439464569091,70.04737186431885,88.85328722000122,0.0121713932917591,,,
22,200,1000,30,3,5.7804001023237594,0.826,2.4378664333365547,0.85,15.551859118651414,0.561,0.0208721160888671,30.647225379943848,88.52409148216248,0.0121713932917591,,,
23,200,1000,30,3,5.010106757345138,0.907,2.9739286894461094,0.982,15.840678410103308,0.529,0.0208995342254638,48.45290446281433,89.97200274467468,0.0121713932917591,,,
24,200,1000,30,3,5.2586718314766046,0.88,2.2960534609814895,0.92,15.5080349462785,0.597,0.0209236145019531,37.2702419757843,90.1443214416504,0.0121713932917591,,,
25,200,1000,30,3,6.191954324118849,0.929,2.868464542830571,0.956,17.670947462739363,0.475,0.0208966732025146,49.57271599769592,89.78386735916138,0.0121713932917591,,,
26,200,1000,30,3,4.37158812004986,0.955,2.7928405870646458,0.983,17.165031543991294,0.491,0.020780324935913,35.28794240951538,88.99131751060486,0.0121713932917591,,,
27,200,1000,30,3,4.708732359667774,0.844,2.1732105853284263,0.861,15.38748082967935,0.504,0.0208637714385986,52.250701904296875,89.9538893699646,0.0090158468827845,,,
28,200,1000,30,3,4.946958484379572,0.927,2.4689771005051475,0.949,19.26610780135609,0.481,0.0210895538330078,33.389761209487915,88.68983244895935,0.0090158468827845,,,
29,200,1000,30,3,5.072148629842507,0.964,2.8751531632808938,0.953,15.918434124099264,0.621,0.0210752487182617,27.425137996673584,87.89613151550293,0.0090158468827845,,,
30,200,1000,30,3,4.765117649191556,0.851,2.1748626094320684,0.847,19.71872753828113,0.417,0.0208258628845214,19.23114323616028,90.0425271987915,0.0121713932917591,,,
31,200,1000,30,3,4.690597385818986,0.932,2.4316002482353696,0.954,15.853738302472903,0.603,0.0209558010101318,29.75492286682129,89.38108587265015,0.0121713932917591,,,
32,200,1000,30,3,4.901027376990835,0.872,2.903543870537699,0.908,20.27880323843664,0.393,0.0211474895477294,25.005124807357788,89.95785617828369,0.0164313809438748,,,
33,200,1000,30,3,4.922766072696729,0.921,2.765250363331959,0.964,16.530276693742177,0.587,0.0206847190856933,52.63886642456055,89.55900144577026,0.0121713932917591,,,
34,200,1000,30,3,5.42651950797093,0.876,2.409317458264129,0.921,15.422666783953025,0.632,0.0207805633544921,38.45544767379761,90.0012800693512,0.0090158468827845,,,
35,200,1000,30,3,6.902968626487138,0.924,2.991656294810375,0.952,19.46463880778765,0.429,0.0208756923675537,56.57825255393982,88.85907316207886,0.0121713932917591,,,
36,200,1000,30,3,4.68324739206186,0.914,2.4468280903832156,0.928,17.757236826443602,0.461,0.0210247039794921,34.62635660171509,90.15983891487122,0.0121713932917591,,,
37,200,1000,30,3,5.983205384716596,0.797,2.657946461661424,0.845,15.72388094716016,0.529,0.0209095478057861,36.760122299194336,88.8586094379425,0.0121713932917591,,,
38,200,1000,30,3,5.266317100624609,0.901,3.234905039965175,0.935,18.51230057647943,0.482,0.021092414855957,44.0289523601532,88.40330386161804,0.0121713932917591,,,
39,200,1000,30,3,4.957981073136499,0.843,2.708856711328029,0.89,14.982356617335403,0.601,0.0209550857543945,35.276275396347046,89.95503616333008,0.0164313809438748,,,
40,200,1000,30,3,4.559514493670892,0.9,2.7574178404240097,0.896,15.684894274852583,0.53,0.0208551883697509,30.61217164993286,90.4695463180542,0.0121713932917591,,,
41,200,1000,30,3,4.497031374593264,0.832,2.676946169835095,0.813,15.38410568396961,0.59,0.0207719802856445,27.117071628570557,88.89001178741455,0.0164313809438748,,,
42,200,1000,30,3,4.7350663384499425,0.82,2.653870174650105,0.892,14.99109521992186,0.583,0.0208103656768798,56.684524059295654,90.16221928596497,0.0121713932917591,,,
43,200,1000,30,3,5.1424145130811505,0.95,2.445349707657293,0.98,15.529639750753594,0.609,0.0210731029510498,22.282403469085693,89.56580972671509,0.0121713932917591,,,
44,200,1000,30,3,5.702126028326973,0.911,3.010519877412179,0.929,18.16955800227919,0.484,0.0208687782287597,85.32830548286438,89.90195727348328,0.0121713932917591,,,
45,200,1000,30,3,5.050310936101555,0.903,2.4275328540403396,0.917,15.346493305917978,0.643,0.0209181308746337,23.10878038406372,89.01261878013611,0.0121713932917591,,,
46,200,1000,30,3,5.493317457762036,0.87,3.1156854749067553,0.875,15.001883958289886,0.579,0.0215485095977783,40.97556138038635,89.37848806381226,0.0121713932917591,,,
47,200,1000,30,3,4.92361307044753,0.821,2.5955860002012585,0.849,22.02555515429858,0.365,0.0215718746185302,62.157262325286865,89.24821019172668,0.0121713932917591,,,
48,200,1000,30,3,4.756773872103056,0.861,2.8355972965388725,0.855,16.805216575670098,0.485,0.0212080478668212,43.510337591171265,88.88193225860596,0.0121713932917591,,,
49,200,1000,30,3,4.641437836601862,0.805,2.889420416618574,0.819,17.198695282888497,0.48,0.0215091705322265,40.108673095703125,88.68656992912292,0.0164313809438748,,,
0,1000,1000,50,3,3.033764706890816,0.927,2.3326781594560195,0.954,19.952041024328462,0.411,0.0227973461151123,22.173407077789307,88.63940906524658,0.0090158468827845,,,
1,1000,1000,50,3,2.5352495515114923,0.881,2.1006004574667383,0.913,17.792733384871475,0.426,0.0217890739440917,28.38524889945984,87.8822112083435,0.0049469667395251,,,
2,1000,1000,50,3,2.261165754646605,0.927,2.2467457536831996,0.927,19.502950560720823,0.452,0.0219767093658447,20.292993307113647,87.73168921470642,0.0090158468827845,,,
3,1000,1000,50,3,2.330580817087844,0.955,2.032614601306451,0.96,18.180396815911887,0.445,0.0220024585723876,21.26510334014893,88.32442927360535,0.0066784050983589,,,
4,1000,1000,50,3,2.4653397652157203,0.956,2.421036508231715,0.961,19.7741249830146,0.477,0.021744966506958,21.623766899108887,87.35600423812866,0.0090158468827845,,,
5,1000,1000,50,3,2.637133840726006,0.938,2.367283811156186,0.954,16.213618393165717,0.586,0.0216965675354003,25.862704515457153,87.7443106174469,0.0066784050983589,,,
6,1000,1000,50,3,2.737704010758468,0.894,2.313366325950113,0.919,20.15666954026595,0.393,0.0218772888183593,23.002894639968872,87.83914852142334,0.0090158468827845,,,
7,1000,1000,50,3,3.4609160788343516,0.953,2.324610687680238,0.96,19.559646554705058,0.429,0.0216724872589111,24.811180591583252,87.96928000450134,0.0066784050983589,,,
8,1000,1000,50,3,2.6660467673150574,0.95,2.1383916290229252,0.97,19.92584114222918,0.42,0.0219497680664062,24.19961190223694,87.8273537158966,0.0066784050983589,,,
9,1000,1000,50,3,3.2590744787353256,0.886,2.0389108125499287,0.909,20.18527891304143,0.401,0.0218892097473144,27.62167453765869,89.13113021850586,0.0066784050983589,,,
10,1000,1000,50,3,2.595643199111649,0.975,2.7762494225989247,0.971,15.95514432235852,0.656,0.0218284130096435,36.98317813873291,87.29156923294067,0.0090158468827845,,,
11,1000,1000,50,3,2.7461458230857496,0.931,2.119679359678487,0.933,23.918921391917017,0.343,0.0220584869384765,23.592024087905884,87.3598198890686,0.0066784050983589,,,
12,1000,1000,50,3,2.33579658704341,0.817,2.2182417122320124,0.822,17.76260183112344,0.414,0.0217270851135253,30.35825490951538,88.32544279098511,0.0090158468827845,,,
13,1000,1000,50,3,2.686666313082918,0.976,2.223627942906113,0.985,23.277737571137543,0.361,0.0217583179473876,25.88442969322205,88.0384521484375,0.0090158468827845,,,
14,1000,1000,50,3,2.716692367337678,0.89,2.156505793422213,0.908,17.90035820391407,0.415,0.0219039916992187,26.90044617652893,88.95412015914917,0.0066784050983589,,,
15,1000,1000,50,3,3.2728270918121205,0.946,2.354668593102307,0.93,19.857658628205265,0.394,0.0216131210327148,34.83086919784546,86.64661478996277,0.0090158468827845,,,
16,1000,1000,50,3,2.5691359672723735,0.972,2.3741642086203583,0.991,23.008345488123275,0.305,0.0217139720916748,17.815932750701904,87.49828886985779,0.0066784050983589,,,
17,1000,1000,50,3,2.589285944508512,0.867,2.383180403732206,0.866,15.47597353321748,0.544,0.0218582153320312,32.763272523880005,87.77848267555237,0.0090158468827845,,,
18,1000,1000,50,3,2.907533490831376,0.873,2.897474445145032,0.854,18.748213187492716,0.475,0.0220067501068115,44.486199140548706,88.88458299636841,0.0090158468827845,,,
19,1000,1000,50,3,2.6546585188907974,0.927,2.8089648786208263,0.929,20.806637379221037,0.454,0.0218446254730224,29.875524044036865,88.95311212539673,0.0121713932917591,,,
20,1000,1000,50,3,2.09017202118273,0.983,2.3439137712879505,0.996,15.242328142022808,0.656,0.021761417388916,29.911006450653076,88.12465906143188,0.0090158468827845,,,
21,1000,1000,50,3,2.5980415845802107,0.937,2.4016498779905544,0.934,16.168556946165236,0.604,0.0218753814697265,31.77207589149475,86.80925369262695,0.0090158468827845,,,
22,1000,1000,50,3,3.187281590709337,0.976,2.0370473100347923,0.979,16.78671005142733,0.6,0.0221197605133056,23.71699595451355,88.50574040412903,0.0066784050983589,,,
23,1000,1000,50,3,2.3751535032518247,0.969,1.7788551962029662,0.997,19.31391715384301,0.391,0.0220494270324707,19.300240993499756,86.65210008621216,0.0049469667395251,,,
24,1000,1000,50,3,2.364081407476128,0.965,1.807987934654873,0.987,19.147157638674493,0.433,0.0219621658325195,21.45713496208191,88.59859204292297,0.0066784050983589,,,
25,1000,1000,50,3,2.4775946428605855,0.944,1.9850689954290937,0.995,23.37684334168935,0.369,0.0219249725341796,24.08988094329834,88.05249905586243,0.0066784050983589,,,
26,1000,1000,50,3,2.9661491038083616,0.971,1.9762853374250384,0.992,15.922733822888157,0.637,0.0218613147735595,23.01013946533203,88.53699064254761,0.0066784050983589,,,
27,1000,1000,50,3,3.3843163874700584,0.951,2.419680824390475,0.992,19.00736697716733,0.385,0.0219192504882812,29.89777398109436,87.5023341178894,0.0049469667395251,,,
28,1000,1000,50,3,2.4235087256922903,0.873,2.7604638112548394,0.845,17.836561005674348,0.467,0.0219087600708007,48.359275341033936,88.08282160758972,0.0066784050983589,,,
29,1000,1000,50,3,2.7595866999967265,0.937,2.2234293038856903,0.964,23.12802430552753,0.339,0.0218489170074462,33.624743700027466,87.2329969406128,0.0066784050983589,,,
30,1000,1000,50,3,2.921419024470825,0.903,2.9144928455180588,0.908,23.02425794818613,0.348,0.0221033096313476,32.91147971153259,87.89349031448364,0.0066784050983589,,,
31,1000,1000,50,3,3.0704295577526435,0.903,2.622106575987732,0.901,19.42092836270332,0.417,0.0221560001373291,29.398212432861328,87.93113279342651,0.0090158468827845,,,
32,1000,1000,50,3,2.0476401074220423,0.963,2.312635425185141,0.986,18.46769019075502,0.402,0.0219161510467529,20.02223229408264,87.09047317504883,0.0090158468827845,,,
33,1000,1000,50,3,2.2243594792879824,0.998,2.5883852719180447,0.988,15.673774749793967,0.641,0.0219500064849853,19.606607913970947,88.38363409042358,0.0121713932917591,,,
34,1000,1000,50,3,2.280244004866681,0.92,1.9592296088144716,0.94,17.375557483826025,0.463,0.0219578742980957,34.42827868461609,88.2948055267334,0.0090158468827845,,,
35,1000,1000,50,3,2.3788920291603732,0.989,2.1747616799202283,0.998,18.403498114928983,0.479,0.02168869972229,30.178616762161255,88.79550552368164,0.0090158468827845,,,
36,1000,1000,50,3,2.5273573975177195,0.911,2.0725040021121095,0.937,15.915702295187884,0.39,0.0218405723571777,37.69480800628662,88.30086207389832,0.0049469667395251,,,
37,1000,1000,50,3,3.0099953184843944,0.978,2.239214406033871,0.998,19.22252574789926,0.462,0.0222249031066894,52.21293044090271,89.08291578292847,0.0066784050983589,,,
38,1000,1000,50,3,2.0831106422521324,0.96,1.8501319573849444,0.988,17.281599659549798,0.453,0.0216648578643798,21.114593505859375,87.90998959541321,0.0066784050983589,,,
39,1000,1000,50,3,2.430271040442306,0.98,2.286988819306483,0.991,16.02199108580244,0.643,0.0218195915222167,23.497893810272217,88.65164589881897,0.0090158468827845,,,
40,1000,1000,50,3,2.5871175387404004,0.941,2.631058018262709,0.939,19.457079791806713,0.405,0.0218508243560791,29.28511905670166,88.61814832687378,0.0090158468827845,,,
41,1000,1000,50,3,2.7522608510067097,0.964,2.28173715277664,0.984,15.276268240921429,0.606,0.0219879150390625,31.03895854949951,88.77673983573914,0.0066784050983589,,,
42,1000,1000,50,3,2.7801255247653907,0.993,1.8795218309212984,0.998,18.93021631666688,0.506,0.0221438407897949,39.28795576095581,88.78205227851868,0.0066784050983589,,,
43,1000,1000,50,3,2.380816401689444,0.952,2.2823725959023378,0.962,17.45647607275799,0.459,0.0220580101013183,27.114863872528076,88.70650124549866,0.0090158468827845,,,
44,1000,1000,50,3,2.6124923927171344,0.928,2.088935077141876,0.951,20.256609399446702,0.44,0.0222423076629638,27.50345349311829,88.09904384613037,0.0066784050983589,,,
45,1000,1000,50,3,2.4579270543648692,0.953,2.155622462190076,0.962,19.992526216412102,0.488,0.0223901271820068,30.2672917842865,88.46228671073914,0.0066784050983589,,,
46,1000,1000,50,3,2.9333122725415395,0.901,2.1767409005297527,0.899,18.342936605585955,0.439,0.0219812393188476,29.10521101951599,87.95509123802185,0.0066784050983589,,,
47,1000,1000,50,3,2.7026377264953143,0.981,2.7236720661169227,0.967,15.71031906809567,0.645,0.0218515396118164,43.88341569900513,88.01785659790039,0.0090158468827845,,,
48,1000,1000,50,3,2.8728786655837983,0.938,2.9290041981317465,0.946,19.06571438693015,0.45,0.0222482681274414,31.81386089324951,87.07324242591858,0.0066784050983589,,,
49,1000,1000,50,3,2.3239683865869587,0.918,2.6950722143851205,0.913,17.605782161298183,0.404,0.0221271514892578,39.56280493736267,87.11118650436401,0.0090158468827845,,,
0,30,1000,30,5,15.619300026859792,0.473,7.546917177331663,0.833,19.344985071463647,0.389,0.02290940284729,278.15133905410767,143.5919189453125,0.040427358889786,,,
1,30,1000,30,5,17.34847186418563,0.436,6.434296335736259,0.839,19.658427322222316,0.414,0.0226509571075439,299.94920587539673,144.7702760696411,0.0299461917702118,,,
2,30,1000,30,5,16.217079615159946,0.43,6.603672176468927,0.878,18.072218030803356,0.437,0.0227458477020263,320.5569198131561,144.17689847946167,0.040427358889786,,,
3,30,1000,30,5,16.94605013906107,0.429,7.485037664260233,0.827,20.28417857656817,0.342,0.0228869915008544,457.2912600040436,146.19634652137756,0.040427358889786,,,
4,30,1000,30,5,16.849102591312587,0.487,7.285025540078625,0.794,20.63985704308048,0.374,0.0228450298309326,218.95789575576785,143.3198869228363,0.040427358889786,,,
5,30,1000,30,5,17.773712440640875,0.309,7.215882284408155,0.777,21.89553402178184,0.307,0.0227999687194824,210.4463129043579,143.73331952095032,0.040427358889786,,,
6,30,1000,30,5,13.917610008692783,0.546,7.508495195680403,0.83,20.110071739894632,0.367,0.022608995437622,218.32427549362183,144.77849221229553,0.040427358889786,,,
7,30,1000,30,5,14.430200826926326,0.46,7.136774338724721,0.801,20.47205668264668,0.3,0.0228819847106933,394.0556547641754,143.47702932357788,0.040427358889786,,,
8,30,1000,30,5,16.348347923906598,0.48,7.780412809613484,0.787,20.336369491691,0.318,0.022944688796997,284.6961741447449,143.0495183467865,0.0299461917702118,,,
9,30,1000,30,5,16.20925334452554,0.489,8.004911364946175,0.851,20.866416659511497,0.294,0.022651195526123,236.657249212265,144.25600862503052,0.040427358889786,,,
10,30,1000,30,5,16.100026898959495,0.402,9.341444859179346,0.819,22.838632664554865,0.215,0.0224430561065673,332.1323766708374,143.2770597934723,0.040427358889786,,,
11,30,1000,30,5,16.8736673731302,0.434,7.8870120265877475,0.849,19.721136600792075,0.404,0.0226752758026123,270.8122706413269,143.46368050575256,0.040427358889786,,,
