trial,N,n,p,K,plsi_err,plsi_acc,splsi_err,splsi_acc,slda_err,slda_acc,plsi_time,splsi_time,slda_time,spatial_lambd,seed,regens,splsi_iters
48,50,1000,1000,3,12.59120160337168,0.717,5.32428301664843,0.924,25.7717790061223,0.315,0.2634642124176025,64.39262366294861,95.72394561767578,0.0036644198070556,,,
49,50,1000,1000,3,13.540446051490347,0.721,6.213844684399454,0.914,25.30325315078712,0.306,0.2819616794586181,70.20914340019226,95.20241832733154,0.0036644198070556,,,
0,200,1000,500,3,6.0197923220858325,0.918,2.9494686983739067,0.962,25.582560908349883,0.338,0.09531831741333,31.770343780517575,87.16870474815369,0.0027143850422634,,,
1,200,1000,500,3,6.8037953260095,0.932,2.6261882017308293,0.955,25.33819129774215,0.394,0.0927860736846923,20.65342426300049,87.9072151184082,0.0027143850422634,,,
2,200,1000,500,3,6.185102907196191,0.883,3.360545340021995,0.926,25.68352514051456,0.358,0.0943331718444824,45.407623291015625,87.76248121261597,0.0036644198070556,,,
3,200,1000,500,3,6.091325030038134,0.835,3.535632438863258,0.868,23.17920376186506,0.365,0.0939471721649169,24.864901304244995,86.57748556137085,0.0027143850422634,,,
4,200,1000,500,3,6.308157794095967,0.912,2.8054828809278836,0.908,26.280181011147928,0.343,0.0925490856170654,24.994340658187863,87.7487952709198,0.0027143850422634,,,
5,200,1000,500,3,8.862162156195664,0.81,3.0508009802656457,0.883,24.706098004165067,0.323,0.0947530269622802,33.08404278755188,87.42106437683105,0.0036644198070556,,,
6,200,1000,500,3,5.833610088542564,0.956,3.981818384214373,0.991,24.50589314752775,0.343,0.093571662902832,26.094347953796387,86.0734965801239,0.0036644198070556,,,
7,200,1000,500,3,5.654384897105526,0.856,3.3844587841960965,0.915,24.843825883364424,0.351,0.0950996875762939,31.52247738838196,88.40635704994202,0.0036644198070556,,,
8,200,1000,500,3,7.108987009983717,0.901,2.993105042848471,0.962,24.914964655602013,0.334,0.0930047035217285,34.98463273048401,87.32151961326599,0.0027143850422634,,,
9,200,1000,500,3,6.468382905680751,0.926,3.11285192757696,0.904,24.638125385171737,0.406,0.0939650535583496,30.713868379592896,87.08159375190735,0.0020106555868618,,,
10,200,1000,500,3,6.821997619288045,0.945,2.8257051256007233,0.988,26.906040741002354,0.317,0.0959689617156982,28.088944911956787,87.72557854652405,0.0020106555868618,,,
11,200,1000,500,3,5.686502452600525,0.891,2.795885996806619,0.908,25.088830318082884,0.343,0.0950117111206054,32.78545331954956,86.4140899181366,0.0027143850422634,,,
12,200,1000,500,3,6.379629011268073,0.872,2.77757375226004,0.885,25.345660774636524,0.355,0.0927875041961669,21.835405349731445,87.70375394821167,0.0036644198070556,,,
13,200,1000,500,3,6.155073340404806,0.93,2.802372180471023,0.991,24.973036901517258,0.389,0.0936603546142578,27.669400691986084,87.39473533630371,0.0027143850422634,,,
14,200,1000,500,3,5.65502628927706,0.956,3.5222955902625683,0.989,25.56632123326595,0.364,0.0933194160461425,26.198266744613647,88.29597282409668,0.0036644198070556,,,
15,200,1000,500,3,5.530231490136023,0.93,3.3914285130123214,0.924,25.242851749495443,0.286,0.0941705703735351,38.50157165527344,85.94484853744507,0.0036644198070556,,,
16,200,1000,500,3,5.898281020553315,0.879,3.020824000018885,0.912,24.10763303742463,0.332,0.0936267375946044,31.83303165435791,86.95756769180298,0.0027143850422634,,,
17,200,1000,500,3,6.529421672684261,0.907,2.962139109441189,0.926,26.163359848734423,0.401,0.0934853553771972,40.25851225852966,87.2759006023407,0.0027143850422634,,,
18,200,1000,500,3,6.125170794425259,0.963,3.0572796049248394,0.972,26.05518864878691,0.373,0.0931682586669921,32.549487352371216,85.79989123344421,0.0027143850422634,,,
19,200,1000,500,3,5.921210071678219,0.889,2.719411340842226,0.909,26.375387842232207,0.345,0.094789981842041,28.956543922424316,87.26434874534607,0.0027143850422634,,,
20,200,1000,500,3,6.10691798306773,0.958,2.5052542504331967,0.998,26.036899281389733,0.321,0.0945961475372314,24.19206953048706,88.02697396278381,0.0020106555868618,,,
21,200,1000,500,3,6.538840001338571,0.956,3.0031994864958196,0.987,26.03281059287737,0.343,0.0932710170745849,24.630250692367554,86.50229573249817,0.0027143850422634,,,
22,200,1000,500,3,6.245955717403709,0.878,2.9666585522103053,0.959,25.441237559685465,0.332,0.0943729877471923,28.849966526031498,87.2089729309082,0.0027143850422634,,,
23,200,1000,500,3,6.530899703672395,0.958,3.012576894869854,0.992,26.422654192266315,0.342,0.0937130451202392,25.38984203338623,87.34136199951172,0.0020106555868618,,,
24,200,1000,500,3,6.795391142095349,0.895,2.6449363332047273,0.938,25.741549381922074,0.337,0.0941860675811767,36.74155855178833,86.26590490341187,0.0027143850422634,,,
25,200,1000,500,3,5.620000045854512,0.945,2.8156351260512067,0.962,25.903764174700328,0.368,0.093017578125,25.393442153930664,87.38217306137085,0.0027143850422634,,,
26,200,1000,500,3,6.105195250012611,0.921,3.1418909224054477,0.986,25.55140265723885,0.355,0.0950791835784912,34.68015766143799,86.41765928268433,0.0027143850422634,,,
27,200,1000,500,3,5.982259924111459,0.907,2.8235871449017074,0.952,25.71695070899895,0.349,0.0933349132537841,32.98402667045593,86.49089646339417,0.0027143850422634,,,
28,200,1000,500,3,5.877711512054007,0.92,2.569773715868112,0.992,25.447995219577304,0.313,0.0933096408843994,28.082751989364624,87.58374166488647,0.0027143850422634,,,
29,200,1000,500,3,6.425942056804949,0.92,3.365326134850363,0.939,26.051941795325934,0.355,0.0924067497253418,32.99038910865784,87.6190972328186,0.0027143850422634,,,
30,200,1000,500,3,6.383029248153049,0.914,2.842256073393378,0.962,25.23750251725143,0.362,0.0942258834838867,32.82471036911011,86.82507228851318,0.0020106555868618,,,
31,200,1000,500,3,7.55842521300003,0.936,3.034452912845615,0.948,24.51419962307828,0.369,0.0930798053741455,31.419090032577515,87.74825191497803,0.0036644198070556,,,
32,200,1000,500,3,6.293824605880308,0.904,2.8925243589343097,0.933,25.72798722336486,0.34,0.0999035835266113,34.51571178436279,86.78528904914856,0.0027143850422634,,,
33,200,1000,500,3,7.581324129908411,0.885,3.096934187939684,0.943,26.05349678763596,0.359,0.0927622318267822,33.989262104034424,87.31232619285583,0.0027143850422634,,,
34,200,1000,500,3,6.974615252305593,0.962,2.9702149420186688,0.986,25.530333975274225,0.316,0.0935089588165283,24.90439200401306,87.91724014282227,0.0020106555868618,,,
35,200,1000,500,3,6.977960596497521,0.884,3.0561670660970117,0.936,25.798531412850735,0.31,0.0925168991088867,36.92969703674317,87.98218607902527,0.0027143850422634,,,
36,200,1000,500,3,5.654647689299449,0.955,3.007049929719839,0.986,25.11869550549575,0.323,0.0937857627868652,30.156795978546143,87.57363200187683,0.0027143850422634,,,
37,200,1000,500,3,6.009024519429864,0.869,2.8791735204540534,0.93,24.61523721516727,0.28,0.0930976867675781,29.662885665893555,86.70508313179016,0.0027143850422634,,,
38,200,1000,500,3,6.278691140954081,0.912,2.549785294409556,0.963,26.071704732427374,0.357,0.0935988426208496,27.571518659591675,87.37935280799866,0.0027143850422634,,,
39,200,1000,500,3,5.991980014216312,0.843,3.930997223829775,0.878,24.528187081348992,0.311,0.0925042629241943,26.315988779067993,87.38589429855347,0.0036644198070556,,,
40,200,1000,500,3,6.185467461521156,0.889,2.7571709850659936,0.96,25.65537895698664,0.356,0.0932874679565429,32.019487380981445,88.19780158996582,0.0027143850422634,,,
41,200,1000,500,3,6.417887104562369,0.945,3.2914247153371408,0.956,25.5096290045661,0.352,0.0933070182800293,29.72711706161499,87.2621476650238,0.0036644198070556,,,
42,200,1000,500,3,6.439890460656714,0.904,2.702930648674441,0.959,26.07650026934452,0.327,0.0943703651428222,31.71805715560913,86.7039623260498,0.0027143850422634,,,
43,200,1000,500,3,6.037126691924184,0.895,2.6849769225957867,0.98,25.240034714914874,0.332,0.0942254066467285,33.04787039756775,87.59595274925232,0.0020106555868618,,,
44,200,1000,500,3,5.558830029754307,0.958,3.1231063255105846,0.968,24.67324375091591,0.388,0.0941190719604492,28.227545261383057,87.63653635978699,0.0027143850422634,,,
45,200,1000,500,3,6.188389604967307,0.88,3.10291453288225,0.912,25.993016729014677,0.341,0.0950117111206054,32.3308162689209,87.8079240322113,0.0027143850422634,,,
46,200,1000,500,3,5.772518637648739,0.889,2.326332123796337,0.924,25.544181919231463,0.321,0.0945801734924316,38.68693399429321,87.99943900108337,0.0027143850422634,,,
47,200,1000,500,3,5.954230568929797,0.867,4.434116035028289,0.889,24.29223005715446,0.361,0.0926172733306884,29.67152166366577,87.99387764930725,0.0020106555868618,,,
48,200,1000,500,3,6.1580140919776465,0.923,2.7018439699646577,0.956,26.211504505074306,0.372,0.0935165882110595,31.225006103515625,86.49128460884094,0.0027143850422634,,,
49,200,1000,500,3,5.666634190754755,0.897,2.683007410308075,0.946,24.906791063045137,0.325,0.0926430225372314,25.69560480117798,86.62025904655457,0.0027143850422634,,,
0,200,1000,50,3,5.551563436496148,0.878,2.412877850714308,0.908,20.4644153606938,0.374,0.0221047401428222,39.449061155319214,86.97055220603943,0.0090158468827845,,,
1,200,1000,50,3,5.708090075362133,0.931,2.954635980867228,0.977,22.31623045564175,0.352,0.0221366882324218,42.27906537055969,85.8205406665802,0.0090158468827845,,,
2,200,1000,50,3,5.452409435727851,0.886,2.9404501741671245,0.888,17.894926935246215,0.486,0.0277020931243896,47.91004514694214,87.60290741920471,0.0121713932917591,,,
3,200,1000,50,3,5.986588897314826,0.893,2.7740693317359506,0.916,19.096978821913577,0.467,0.0219902992248535,67.32967829704285,90.59612727165222,0.0066784050983589,,,
4,200,1000,50,3,6.523675139203849,0.904,2.758212119260144,0.929,24.014036731188945,0.332,0.0220668315887451,64.67355561256409,89.08101916313171,0.0090158468827845,,,
5,200,1000,50,3,6.243291028048469,0.857,2.4422731179815975,0.908,21.45680378703724,0.344,0.0221171379089355,35.48656725883484,88.2145676612854,0.0090158468827845,,,
6,200,1000,50,3,6.861397382351313,0.903,3.087206159654435,0.934,19.01170342284272,0.417,0.022073745727539,24.6401686668396,86.6080846786499,0.0090158468827845,,,
7,200,1000,50,3,5.437536883388424,0.964,2.5530221078269912,0.985,20.394963086977988,0.357,0.0223968029022216,49.573012828826904,86.0045096874237,0.0066784050983589,,,
8,200,1000,50,3,6.2209847532888505,0.917,3.013810042535315,0.97,23.47809949457167,0.366,0.0277173519134521,37.19321870803833,89.04328227043152,0.0090158468827845,,,
9,200,1000,50,3,5.339025351606223,0.994,2.268378517941086,0.994,16.16443018185829,0.593,0.0278465747833251,56.94572353363037,89.31116247177124,0.0066784050983589,,,
10,200,1000,50,3,5.394293115585032,0.874,2.4443596805500727,0.898,16.08421555434174,0.608,0.0221900939941406,44.759469747543335,86.78238153457642,0.0090158468827845,,,
11,200,1000,50,3,5.7113938076264334,0.905,3.0459250924163457,0.953,18.971394621477668,0.394,0.0276882648468017,54.100751876831055,86.34232974052429,0.0090158468827845,,,
12,200,1000,50,3,6.333144574916594,0.905,3.141435994043921,0.936,18.565937038950548,0.404,0.0276534557342529,44.656973361968994,90.23949241638184,0.0090158468827845,,,
13,200,1000,50,3,5.2199801472749146,0.931,2.7808691063687463,0.986,15.24034259085778,0.614,0.0223362445831298,47.683448791503906,88.95237302780151,0.0090158468827845,,,
14,200,1000,50,3,5.9381352993590895,0.862,2.9595190317718405,0.905,18.693399164870804,0.419,0.0219721794128417,47.67801213264465,86.70046067237854,0.0090158468827845,,,
15,200,1000,50,3,5.745732978874793,0.916,2.8432841851784385,0.942,19.950784884249632,0.419,0.027674913406372,41.591145515441895,87.71790146827698,0.0090158468827845,,,
16,200,1000,50,3,6.8519360143802865,0.917,3.167825326875803,0.957,19.61865139600582,0.464,0.0226118564605712,52.99944758415222,87.16569018363953,0.0121713932917591,,,
17,200,1000,50,3,4.796178886146151,0.892,2.7455613133017818,0.915,15.51573585007347,0.584,0.027740478515625,41.751898527145386,92.61794543266296,0.0090158468827845,,,
18,200,1000,50,3,5.595767208951165,0.915,3.0137243780204344,0.94,19.717005599762487,0.316,0.0220580101013183,30.76566457748413,91.48948550224304,0.0090158468827845,,,
19,200,1000,50,3,6.352618664427154,0.899,2.6594112252280673,0.905,18.773658194956862,0.412,0.0276434421539306,28.944485902786255,86.90380525588989,0.0066784050983589,,,
20,200,1000,50,3,5.898955900760752,0.924,3.5062180092497996,0.93,15.86772157371527,0.619,0.0280842781066894,86.60312628746033,87.24077010154724,0.0090158468827845,,,
21,200,1000,50,3,4.9621833929560815,0.919,2.378797110607122,0.923,17.757532631960338,0.48,0.024625539779663,41.856709003448486,88.02400350570679,0.0090158468827845,,,
22,200,1000,50,3,6.500120545257524,0.924,3.298407351927301,0.953,19.770795091487788,0.376,0.0219039916992187,36.68953013420105,86.43863916397095,0.0066784050983589,,,
23,200,1000,50,3,5.582297131074208,0.908,2.7633295278324836,0.977,22.4923493913362,0.378,0.0220811367034912,34.36285901069641,86.70372343063354,0.0066784050983589,,,
24,200,1000,50,3,5.5253652163740306,0.935,2.9399828497445117,0.994,23.920270441588624,0.333,0.0220284461975097,44.23963403701782,86.9493157863617,0.0090158468827845,,,
25,200,1000,50,3,5.4530383668092615,0.986,2.510709772305624,0.994,18.67443716792759,0.532,0.0277917385101318,33.5282347202301,89.6745195388794,0.0090158468827845,,,
26,200,1000,50,3,5.533467251092101,0.925,2.508864020491633,0.945,15.546327551105778,0.616,0.0221638679504394,32.236727237701416,88.66899394989014,0.0090158468827845,,,
27,200,1000,50,3,5.3903809078285025,0.915,3.3151687662385716,0.97,17.02195634112142,0.394,0.0222702026367187,42.83966946601868,90.59112906455994,0.0090158468827845,,,
28,200,1000,50,3,5.552131814587062,0.965,2.9707575334093343,0.992,23.802464790680485,0.393,0.0221920013427734,30.6613450050354,89.26835298538208,0.0090158468827845,,,
29,200,1000,50,3,5.138694665458289,0.87,2.428856971208513,0.896,17.66162082808628,0.439,0.0219438076019287,37.72717595100403,86.98186421394348,0.0066784050983589,,,
30,200,1000,50,3,5.182389938067401,0.944,2.5248268568712713,0.978,15.634854639088775,0.615,0.0278801918029785,68.03681182861328,90.94331240653992,0.0090158468827845,,,
31,200,1000,50,3,4.644395680634709,0.917,3.188275336982257,0.957,17.43512294919969,0.496,0.0219068527221679,37.5418426990509,86.73829817771912,0.0090158468827845,,,
32,200,1000,50,3,6.22517123292907,0.896,3.963328687618091,0.923,15.554180863072386,0.614,0.0221984386444091,45.463526248931885,85.56419944763184,0.0090158468827845,,,
33,200,1000,50,3,5.470857690235068,0.822,2.6221973496086246,0.855,17.76136201546754,0.379,0.0220091342926025,35.98254203796387,86.36927723884583,0.0090158468827845,,,
34,200,1000,50,3,5.728343530105337,0.932,3.037270202770368,0.99,18.545464670181328,0.405,0.022068977355957,43.279932498931885,90.46510338783264,0.0090158468827845,,,
35,200,1000,50,3,5.135614219821773,0.952,3.0407392665147035,0.971,19.062512631754625,0.465,0.0277082920074462,54.75680375099182,89.7600359916687,0.0090158468827845,,,
36,200,1000,50,3,5.863866194904124,0.9,3.014313706455163,0.919,16.130989580246972,0.596,0.0220885276794433,38.92673397064209,87.57623195648193,0.0090158468827845,,,
37,200,1000,50,3,5.084578942456996,0.923,2.685908687727675,0.962,15.553673713091284,0.537,0.0219442844390869,40.672696352005005,87.74449849128723,0.0090158468827845,,,
38,200,1000,50,3,5.383820749417495,0.937,2.944386878041653,0.965,17.68969484203042,0.54,0.0278425216674804,46.33529734611511,88.05844020843506,0.0090158468827845,,,
39,200,1000,50,3,5.6132021230756255,0.946,2.8564770946226723,0.993,17.882522862889903,0.478,0.0221996307373046,40.04671359062195,86.37736201286316,0.0090158468827845,,,
40,200,1000,50,3,6.075269449258792,0.93,2.505512907519316,0.917,20.49396738297077,0.466,0.0280482769012451,34.11767506599426,92.09293603897096,0.0066784050983589,,,
41,200,1000,50,3,5.676705926120465,0.951,3.174100104848794,0.947,18.870182213751526,0.424,0.0220718383789062,29.869604349136353,90.93167114257812,0.0066784050983589,,,
42,200,1000,50,3,5.933693545237963,0.91,3.3915170980517497,0.937,15.59100625403529,0.596,0.0224785804748535,39.717357873916626,91.07127642631532,0.0066784050983589,,,
43,200,1000,50,3,5.749559010524693,0.943,2.64943385017221,0.988,19.59759596604099,0.475,0.0278007984161376,29.505089044570923,86.8256983757019,0.0090158468827845,,,
44,200,1000,50,3,5.078190633982715,0.895,2.4909760871166475,0.913,18.885030655923483,0.497,0.0221908092498779,37.888059854507446,86.87015128135681,0.0090158468827845,,,
45,200,1000,50,3,6.231369199119876,0.938,2.771907217780399,0.953,16.505133442183826,0.621,0.0220839977264404,43.97993278503418,87.5216817855835,0.0090158468827845,,,
46,200,1000,50,3,5.840963301501864,0.869,3.1175805232781992,0.952,20.390238459737983,0.444,0.0220556259155273,39.82269787788391,85.93112778663635,0.0121713932917591,,,
47,200,1000,50,3,6.193556011375688,0.89,3.03648241678216,0.916,17.573811980505184,0.435,0.0222702026367187,35.896321535110474,88.40046548843384,0.0090158468827845,,,
48,200,1000,50,3,4.883574170466402,0.879,2.406318974036989,0.92,16.168542272601083,0.597,0.0220098495483398,35.527557373046875,90.25290107727052,0.0090158468827845,,,
49,200,1000,50,3,5.851724056951897,0.9,3.208258075362624,0.93,15.9962910530415,0.566,0.0220763683319091,60.55613088607788,86.60052037239075,0.0121713932917591,,,
0,1000,1000,30,3,2.5779404348441144,0.969,2.529514996060491,0.996,19.594953272145784,0.452,0.0214812755584716,30.272035837173465,86.89571475982666,0.0121713932917591,,,
1,1000,1000,30,3,3.1335513085193276,0.9,2.861858998192101,0.927,18.51255036666787,0.476,0.0218448638916015,26.7544367313385,86.40433430671692,0.0090158468827845,,,
2,1000,1000,30,3,2.737607084221896,0.924,1.9521027723046456,0.939,16.739108476635053,0.492,0.021472692489624,19.324090003967285,86.30398321151733,0.0090158468827845,,,
3,1000,1000,30,3,2.3633499839438707,0.951,2.7428588253047455,0.954,15.644331776461,0.62,0.0214722156524658,30.62072777748108,86.48644542694092,0.0121713932917591,,,
4,1000,1000,30,3,2.2680062154927203,0.933,2.0343621908877605,0.959,15.077437937703069,0.531,0.0216407775878906,18.55064582824707,85.57762718200684,0.0066784050983589,,,
5,1000,1000,30,3,2.4974879977224647,0.943,2.609866768672779,0.957,18.95118310751996,0.449,0.0214660167694091,27.10417079925537,86.41329979896545,0.0121713932917591,,,
6,1000,1000,30,3,2.601093759812485,0.947,1.819046813509265,0.949,16.804409859458897,0.464,0.0218629837036132,20.646472215652462,86.59566712379456,0.0090158468827845,,,
7,1000,1000,30,3,2.3659577121908932,0.977,2.412386883843812,0.996,15.95198556461422,0.653,0.0215404033660888,22.79417943954468,86.34212040901184,0.0121713932917591,,,
8,1000,1000,30,3,2.130636425283978,0.898,1.7980113725281768,0.905,17.71567379806787,0.485,0.0215585231781005,20.72790789604187,86.52446484565735,0.0066784050983589,,,
9,1000,1000,30,3,2.185287535571505,0.959,2.8574415934817847,0.966,19.38491200215742,0.349,0.0215306282043457,23.59163236618042,87.00491166114807,0.0121713932917591,,,
10,1000,1000,30,3,2.7668360219088415,0.897,2.4450724469262988,0.944,19.806168838755184,0.452,0.0217278003692626,18.882166385650635,86.08203506469727,0.0090158468827845,,,
11,1000,1000,30,3,2.603645512621992,0.986,2.4608621030771705,0.97,19.726316802767652,0.384,0.0213637351989746,24.514112949371334,86.22499132156372,0.0121713932917591,,,
12,1000,1000,30,3,2.3162626638408064,0.957,2.3633931228056047,0.951,17.257686207225383,0.399,0.0214064121246337,35.378445625305176,86.66265439987183,0.0121713932917591,,,
13,1000,1000,30,3,2.728253951138844,0.949,2.9786527316710893,0.959,17.912934805511423,0.48,0.0217065811157226,46.611557960510254,87.83659672737122,0.0121713932917591,,,
14,1000,1000,30,3,2.5311478071884603,0.997,2.01985884675953,0.996,17.91164058415719,0.47,0.0214865207672119,19.952561140060425,86.36505675315857,0.0090158468827845,,,
15,1000,1000,30,3,2.647110076405926,0.928,3.0502071904969466,0.942,17.770251963914326,0.447,0.0215146541595459,21.321036338806152,86.6299216747284,0.0090158468827845,,,
16,1000,1000,30,3,2.5535783955537905,0.977,2.4402468356950853,0.989,16.472116405920737,0.599,0.021449327468872,29.664361715316772,86.86419725418091,0.0090158468827845,,,
17,1000,1000,30,3,2.7137288252189276,0.972,1.9915792560737464,0.994,18.158561551023386,0.442,0.0214436054229736,22.994688510894775,85.94830393791199,0.0090158468827845,,,
18,1000,1000,30,3,2.7517400619222916,0.941,2.1107030948430294,0.971,18.38263595720951,0.425,0.0219044685363769,21.649874210357662,86.9536759853363,0.0121713932917591,,,
19,1000,1000,30,3,2.050972285452727,0.959,3.0625605909953473,0.959,18.289681936464476,0.459,0.0215442180633544,30.403773307800293,87.31540727615356,0.0121713932917591,,,
20,1000,1000,30,3,2.527819844717157,0.946,3.104890677825129,0.933,17.339972851901724,0.446,0.0216004848480224,22.14044213294983,85.69401693344116,0.0090158468827845,,,
21,1000,1000,30,3,2.3347201709233065,0.898,2.023981385528955,0.849,15.174813638547043,0.567,0.0214531421661376,52.97155237197876,85.40024518966675,0.0121713932917591,,,
22,1000,1000,30,3,2.018137592288317,0.933,2.504670956355892,0.953,14.837586173955623,0.615,0.0216283798217773,28.998344898223877,85.12615060806274,0.0121713932917591,,,
23,1000,1000,30,3,2.048290412639191,0.942,2.4110843677660956,0.925,14.724341321733652,0.598,0.0220692157745361,34.56025743484497,86.32244777679443,0.0121713932917591,,,
24,1000,1000,30,3,2.1005797372635837,0.991,2.334430875009474,0.997,18.78594066787886,0.451,0.021275520324707,24.59351396560669,85.7827136516571,0.0121713932917591,,,
25,1000,1000,30,3,2.433776672319095,0.896,2.2782440145813183,0.902,19.648227944917476,0.389,0.0212671756744384,24.710994005203247,85.67341303825378,0.0090158468827845,,,
26,1000,1000,30,3,2.1848874112133823,0.899,2.460584407012506,0.909,20.370752103879493,0.445,0.021653413772583,29.295860767364506,86.36116361618042,0.0121713932917591,,,
27,1000,1000,30,3,1.9924810355442384,0.918,1.780210087615382,0.941,18.487003099371083,0.445,0.0214297771453857,32.36498165130615,86.29099369049072,0.0090158468827845,,,
28,1000,1000,30,3,2.7583692212452746,0.978,2.051636558136817,0.995,16.420427784938305,0.606,0.021575927734375,23.403104543685913,86.48655939102173,0.0090158468827845,,,
29,1000,1000,30,3,2.0919841121906972,0.971,2.33384493866916,0.976,18.990073115955408,0.504,0.0212993621826171,17.59773349761963,85.86246967315674,0.0164313809438748,,,
30,1000,1000,30,3,2.082051574283678,0.966,2.811567231129319,0.943,21.51216122603271,0.329,0.0213890075683593,20.181421995162964,85.99407291412354,0.0090158468827845,,,
31,1000,1000,30,3,2.5599814941527805,0.96,2.429849534939893,0.934,19.17460364766494,0.506,0.021458625793457,28.08103585243225,86.0395941734314,0.0121713932917591,,,
32,1000,1000,30,3,2.50294510812335,0.934,2.320633602899768,0.94,19.628958794735663,0.437,0.021904706954956,28.435696601867676,86.01767921447754,0.0121713932917591,,,
33,1000,1000,30,3,2.039750129554481,0.883,3.0448363402583425,0.914,16.55812650863831,0.414,0.0215401649475097,22.44845080375671,87.04250741004944,0.0164313809438748,,,
34,1000,1000,30,3,2.883047015678782,0.974,2.81996091032532,0.974,17.6757525800308,0.531,0.0215344429016113,20.89240527153015,87.15916705131531,0.0121713932917591,,,
35,1000,1000,30,3,2.49668058973592,0.987,1.9302187701626,0.989,15.146798315225896,0.593,0.0216102600097656,26.244222402572632,86.46027874946594,0.0090158468827845,,,
36,1000,1000,30,3,2.7200943239842155,0.996,2.0004596519672244,0.997,20.93971227833263,0.441,0.0215950012207031,24.813833236694336,86.577397108078,0.0090158468827845,,,
37,1000,1000,30,3,2.516362785601146,0.942,2.5376286782472453,0.939,18.1562567202362,0.477,0.0215775966644287,23.22539758682251,85.78419041633606,0.0121713932917591,,,
38,1000,1000,30,3,2.5002208311258993,0.909,2.273728065159992,0.921,15.094734804417614,0.516,0.021416425704956,34.525951862335205,87.05245614051819,0.0090158468827845,,,
39,1000,1000,30,3,2.365675894678436,0.982,2.005864898359122,0.975,17.91894171405741,0.555,0.0216095447540283,19.992675065994263,85.93715643882751,0.0090158468827845,,,
40,1000,1000,30,3,2.6911468079630683,0.918,2.0117908744588937,0.892,22.4496051426888,0.362,0.0215895175933837,32.97818112373352,85.89947509765625,0.0090158468827845,,,
41,1000,1000,30,3,2.008111872050812,0.929,2.17424274452275,0.928,15.364846376786447,0.602,0.0217361450195312,31.701208114624023,85.76112675666809,0.0090158468827845,,,
42,1000,1000,30,3,2.901423204891088,0.899,2.0929640986857296,0.926,18.759160803809916,0.421,0.0216338634490966,30.475285291671753,85.70502758026123,0.0090158468827845,,,
43,1000,1000,30,3,2.564551412134248,0.909,2.182883251275612,0.931,19.714399747831504,0.418,0.0214428901672363,24.123886346817017,86.31009268760681,0.0121713932917591,,,
44,1000,1000,30,3,2.228673349623073,0.955,2.314247305843699,0.953,19.057578708586416,0.433,0.0216803550720214,20.710357189178467,86.5008819103241,0.0121713932917591,,,
45,1000,1000,30,3,1.9642212470347895,0.94,2.1996094557932104,0.942,19.098365543435477,0.435,0.0217890739440917,43.02611446380615,86.18642568588257,0.0121713932917591,,,
46,1000,1000,30,3,1.973519334050956,0.959,2.151887612368713,0.95,15.973725742272634,0.591,0.0216453075408935,28.706733465194706,87.45897507667542,0.0090158468827845,,,
47,1000,1000,30,3,3.1842459149307345,0.97,2.5214303457785983,0.992,20.09258800264978,0.473,0.02178955078125,27.83535099029541,86.35446119308472,0.0121713932917591,,,
48,1000,1000,30,3,2.390884645781047,0.9,2.013018657993137,0.891,16.545806423145912,0.407,0.0219459533691406,32.164323568344116,86.36131858825684,0.0066784050983589,,,
49,1000,1000,30,3,2.294917451177243,0.953,1.8364760173996888,0.939,15.415251584403146,0.613,0.0215785503387451,27.681628227233887,85.95609283447266,0.0090158468827845,,,
0,100,1000,100,3,7.869867426985378,0.899,3.454648654297547,0.938,25.3016064039583,0.341,0.0270583629608154,37.70980167388916,96.81174898147584,0.0066784050983589,,,
1,100,1000,100,3,8.494409933846532,0.914,3.827721324682445,0.944,22.297814392175273,0.39,0.030665636062622,44.11522054672241,97.73231983184814,0.0090158468827845,,,
2,100,1000,100,3,7.119901042874166,0.866,4.319599407871059,0.961,22.94695265730855,0.366,0.0268659591674804,36.64891743659973,95.44536018371582,0.0090158468827845,,,
3,100,1000,100,3,7.224702979911275,0.884,3.055061046739363,0.963,24.412924556622663,0.326,0.0281722545623779,51.21045112609863,97.4629089832306,0.0066784050983589,,,
4,100,1000,100,3,8.32253701659615,0.861,3.599372325282604,0.91,19.221740377180534,0.459,0.0271148681640625,31.32763147354126,97.68177366256714,0.0066784050983589,,,
5,100,1000,100,3,7.766880458904087,0.911,3.602269819765269,0.954,21.744702565510927,0.31,0.0277607440948486,29.39338231086731,97.53989243507384,0.0066784050983589,,,
6,100,1000,100,3,7.486121296255834,0.925,3.8151823392881385,0.96,19.28498406109976,0.337,0.0263099670410156,39.03422164916992,97.00527811050416,0.0090158468827845,,,
7,100,1000,100,3,7.518675398182258,0.897,2.987748639178779,0.969,19.139164281670865,0.363,0.0257914066314697,50.65106534957886,98.69129395484924,0.0066784050983589,,,
8,100,1000,100,3,7.523801656055861,0.879,3.5095947495025706,0.922,21.745720886376628,0.344,0.0268504619598388,35.34427309036255,96.29324173927309,0.0090158468827845,,,
9,100,1000,100,3,8.672682717056851,0.811,4.2966213092655146,0.872,24.51895234037239,0.347,0.0290474891662597,34.76377320289612,96.80324578285216,0.0090158468827845,,,
10,100,1000,100,3,9.166518977899155,0.893,3.3930386565039448,0.995,21.515364860008795,0.426,0.0283834934234619,51.42647123336792,97.96050238609314,0.0090158468827845,,,
