seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
1,10,1000,50,3,0.05,5,0.1,1482.4245072999038,9.89036320747266,0.968,3.526667194906622,17.51581857976614,0.572
385,30,1000,10,3,0.05,5,0.1,741.0357354693115,8.602952408405592,0.979,3.3658202961087227,8.408120057997268,0.896
88,100,1000,30,3,0.05,5,0.1,1632.2071114876308,16.34419534271331,0.97,3.383507322985679,11.499319629992527,0.296
58,200,1000,30,3,0.05,5,0.1,742.2879834091291,15.787657055719569,0.957,3.522848827764392,7.10372824225665,0.873
41,50,1000,50,3,0.05,5,0.1,921.0830211420543,9.37998545966594,0.943,3.090237209107727,14.2024382001209,0.723
313,30,1000,30,3,0.05,5,0.1,1260.3534594886005,11.302749699432912,0.97,3.1544433794915676,14.793318543443752,0.61
19,10,1000,50,3,0.05,5,0.1,3894.482230899855,10.691657981345514,0.862,3.2967659612186253,15.834987227091704,0.408
74,50,1000,50,3,0.05,5,0.1,894.9928166186437,13.338934850461918,0.96,3.3345327489078045,13.580974629078565,0.558
326,30,1000,30,3,0.05,5,0.1,991.5618102476,8.762612192247303,0.964,3.419143967330456,13.361716143786312,0.927
339,10,1000,30,3,0.05,5,0.1,1248.8233467824757,9.29346362710365,0.928,3.2814068272709846,20.23091161866315,0.541
369,100,1000,10,3,0.05,5,0.1,600.6776510886848,10.63848134556592,0.962,2.7556213550269604,7.860579263949312,0.991
361,50,1000,30,3,0.05,5,0.1,949.3837904147804,12.579187830443075,0.946,3.3066862262785435,15.636562850674228,0.703
33,30,1000,50,3,0.05,5,0.1,723.9965779152699,9.027236189280153,0.954,3.455216918606311,10.711694117493805,0.891
328,30,1000,30,3,0.05,5,0.1,1399.7146799750626,10.702067506267932,0.956,3.14548210054636,13.544333800020016,0.774
22,10,1000,50,3,0.05,5,0.1,7109.85533619998,12.207480780599246,0.895,3.5767402201890945,16.09276877385349,0.468
19,200,1000,30,3,0.05,5,0.1,824.2813184452243,12.22682965076117,0.969,3.4705677200108767,10.48826310244444,0.996
337,10,1000,30,3,0.05,5,0.1,3404.622676167637,13.78170958714568,0.83,3.3205045610666275,13.582729153433268,0.364
302,10,1000,30,3,0.05,5,0.1,1769.429319947958,10.297033175268146,0.912,3.2685173712670803,17.432726923102475,0.471
8,100,1000,10,3,0.05,5,0.1,480.9870500182733,8.708518540554635,0.987,3.716429064050317,4.687191048338034,0.998
17,10,1000,50,3,0.05,5,0.1,9959.398742013143,14.78692597938714,0.596,3.3049044590443373,13.326042378868966,0.331
394,10,1000,10,3,0.05,5,0.1,1552.0242832116785,12.079234027536463,0.951,3.1078955195844173,14.254316726144994,0.573
374,10,1000,30,3,0.05,5,0.1,994.465729638934,7.793849634858725,0.963,3.18160567432642,17.593382459765945,0.689
39,50,1000,50,3,0.05,5,0.1,1239.5438840729184,12.660502984110462,0.949,3.430196278262883,11.212308272211338,0.666
67,200,1000,50,3,0.05,5,0.1,556.745968780946,9.471126977380562,0.962,3.3467463101260364,6.591609696564959,0.998
94,200,1000,10,3,0.05,5,0.1,482.9785617128946,10.358699488782866,0.954,3.5812852890230715,3.432289712472849,0.991
44,100,1000,10,3,0.05,5,0.1,654.1962261479348,9.45085598394251,0.955,3.3374149068258703,7.431614541922692,0.998
6,100,1000,30,3,0.05,5,0.1,962.3513588537462,9.920050914379123,0.972,3.7974159070290625,7.289763949389415,0.988
54,10,1000,50,3,0.05,5,0.1,3838.8567862808704,9.543568811228662,0.934,3.473536618053913,18.729768631421432,0.407
341,10,1000,30,3,0.05,5,0.1,1508.60695239529,9.522719378917534,0.955,3.339322552084923,18.98946233492965,0.488
319,50,1000,30,3,0.05,5,0.1,674.076476983726,10.789096415113342,0.972,3.1542355194687843,9.953215269004966,0.954
17,200,1000,10,3,0.05,5,0.1,887.0661601061001,16.40445247230085,0.936,3.632976700551808,9.833497593974032,0.678
34,100,1000,50,3,0.05,5,0.1,934.5880722729488,12.537586080354986,0.95,2.8222668771632016,7.598458154738465,0.862
350,30,1000,30,3,0.05,5,0.1,983.00541016832,12.27724277769112,0.964,3.3905544094741344,15.54872376925088,0.48
381,50,1000,10,3,0.05,5,0.1,704.0839821472764,13.201944023061763,0.978,3.6834170445799823,9.415716251444673,0.886
26,200,1000,50,3,0.05,5,0.1,643.8176494087093,7.576781343213288,0.966,2.805847739800811,7.427632837319673,0.998
45,30,1000,50,3,0.05,5,0.1,4667.087525151204,12.961999925795746,0.889,3.3510816311463714,12.08617318738537,0.586
317,50,1000,30,3,0.05,5,0.1,690.2455084659159,10.07570141783662,0.96,3.112305160611868,10.114398989621296,0.885
75,100,1000,50,3,0.05,5,0.1,1048.8633340899833,12.569865288857354,0.956,3.501918493770063,10.137717957618012,0.962
70,30,1000,50,3,0.05,5,0.1,823.1656718179584,10.447582147815174,0.954,3.7356641767546535,13.287190015093806,0.821
56,200,1000,10,3,0.05,5,0.1,953.177993346937,14.472994215405738,0.94,2.8161226511001587,9.629975614023802,0.695
86,100,1000,10,3,0.05,5,0.1,523.048552504275,11.399348937151505,0.977,3.3842158247716725,5.328025733970833,0.997
322,50,1000,30,3,0.05,5,0.1,783.1775444224477,9.719325706162822,0.955,3.2266998551785946,13.999774538446973,0.837
365,30,1000,30,3,0.05,5,0.1,908.5401733517648,7.97391620107929,0.949,3.219477377831936,12.533063046774368,0.94
37,50,1000,50,3,0.05,5,0.1,1052.048916107975,13.660768588568397,0.955,3.3608855847269297,12.454722247077362,0.742
358,50,1000,30,3,0.05,5,0.1,2329.5874617919326,10.569932787440305,0.963,3.3334460482001305,12.394483509791716,0.635
389,30,1000,10,3,0.05,5,0.1,471.31904013082385,8.642969875772152,0.967,3.146396543830633,9.749745817368604,0.996
94,100,1000,30,3,0.05,5,0.1,957.9462458291092,10.57664760872526,0.963,3.2993204188533127,6.6241624948708635,0.965
44,200,1000,30,3,0.05,5,0.1,686.1931157968938,9.054414348536575,0.972,2.796428918838501,7.477869059529068,0.998
396,10,1000,10,3,0.05,5,0.1,1749.142810232937,10.739204171332473,0.953,3.192987773567438,15.130742039755004,0.532
15,10,1000,50,3,0.05,5,0.1,2061.7785528409295,8.783319625608883,0.959,3.453500882256776,18.961488509413236,0.417
6,200,1000,10,3,0.05,5,0.1,582.1742894169874,10.875793106939746,0.971,3.3122115046717227,4.480407308359895,0.998
20,10,1000,50,3,0.05,5,0.1,2624.218390940689,7.951392731288501,0.859,3.281346545089036,16.65074207243189,0.406
17,100,1000,30,3,0.05,5,0.1,1390.9267163560726,14.140805194168848,0.937,3.2022977033630013,10.659644517336464,0.577
324,30,1000,30,3,0.05,5,0.1,957.039389874786,10.060613755226203,0.959,3.5578647404909134,13.070696859831616,0.872
363,50,1000,30,3,0.05,5,0.1,1132.1022471301258,11.939622911999122,0.949,3.468440134078264,11.05430832463554,0.917
31,30,1000,50,3,0.05,5,0.1,1116.717273388058,9.685821729849032,0.942,3.0838007419370115,11.937175552563485,0.839
56,100,1000,30,3,0.05,5,0.1,2229.0342850373127,14.457032281490571,0.943,2.8112283032387495,10.776698559156886,0.539
334,100,1000,10,3,0.05,5,0.1,691.9878267087042,11.672151447991968,0.96,3.449849162250757,8.00661126188584,0.722
86,200,1000,30,3,0.05,5,0.1,739.8217206480913,11.4511566586931,0.977,2.814643085002899,6.727328606881574,0.995
387,30,1000,10,3,0.05,5,0.1,702.7951243817806,11.282938767846368,0.964,3.345868729054928,9.204938853765212,0.918
356,50,1000,30,3,0.05,5,0.1,623.2521799318492,7.233219947542248,0.965,3.3061597757041454,10.84820102393254,0.982
3,10,1000,50,3,0.05,5,0.1,3203.7766329669394,11.708001285313514,0.936,3.1410222640261054,16.397067802308406,0.523
43,50,1000,50,3,0.05,5,0.1,772.9347337768413,8.946220508974747,0.963,3.416142544709146,9.543592203949032,0.952
311,30,1000,30,3,0.05,5,0.1,1223.1379345916212,14.14605984179203,0.961,3.470245122909546,13.637326181700717,0.627
398,10,1000,10,3,0.05,5,0.1,1071.0768326036632,10.141106932325409,0.968,3.244658697396517,18.471938474220774,0.558
371,30,1000,10,3,0.05,5,0.1,488.2075532488525,8.61525772089981,0.957,3.4076478332281113,8.246600509514868,0.969
336,50,1000,10,3,0.05,5,0.1,556.5226094201207,10.13093303431353,0.969,3.325119022279978,6.634037020927377,0.98
50,100,1000,10,3,0.05,5,0.1,515.5812365389429,12.208893655822996,0.936,3.5372684439644217,6.311217749198269,0.927
80,200,1000,10,3,0.05,5,0.1,432.6201686859131,8.155398890469685,0.963,3.2537479577586055,4.4764861436893515,0.998
73,200,1000,50,3,0.05,5,0.1,690.1726437308826,7.160755347610336,0.971,3.6018248330801725,6.374690960636852,0.998
303,50,1000,10,3,0.05,5,0.1,674.7775131836534,10.408710773905549,0.958,3.4904822185635567,8.363661397148558,0.867
344,30,1000,10,3,0.05,5,0.1,686.7998867221177,7.200577069275491,0.967,3.3178275041282177,11.134000379194784,0.974
20,100,1000,50,3,0.05,5,0.1,891.6604294762947,10.022841129094228,0.958,3.5313214301131666,7.273903688905707,0.94
395,50,1000,30,3,0.05,5,0.1,985.255991537124,7.780102938436768,0.951,3.2256767489016056,12.533155184813609,0.937
32,200,1000,50,3,0.05,5,0.1,718.8656043880619,7.766803638796437,0.982,2.7951424340717494,6.977156860889383,0.998
355,10,1000,10,3,0.05,5,0.1,1319.7748683951795,11.642181907681868,0.9,3.2593533396720886,15.871164871891567,0.542
11,100,1000,10,3,0.05,5,0.1,516.8658097349107,12.602004017858224,0.976,3.880674063693732,6.9580541320030855,0.925
92,100,1000,10,3,0.05,5,0.1,618.9475138140842,16.572394472190457,0.962,3.444857298862189,6.999524394365198,0.902
42,200,1000,10,3,0.05,5,0.1,422.4168113381602,9.421978293480365,0.965,2.800584787968546,4.262475483793158,0.997
61,100,1000,50,3,0.05,5,0.1,628.8791331183165,8.43325979813285,0.968,3.20495115686208,7.526431682026989,0.995
360,10,1000,10,3,0.05,5,0.1,970.4963743574916,8.766674880955877,0.947,3.327310550957918,13.87278690403444,0.539
338,50,1000,10,3,0.05,5,0.1,946.9954176172614,15.33435523701731,0.981,3.3737534433603287,9.618768848124136,0.894
305,30,1000,10,3,0.05,5,0.1,401.7700893767178,7.532905510748735,0.963,3.190852392464876,10.033283350171832,0.984
86,30,1000,50,3,0.05,5,0.1,1164.4520688457417,10.628036554785226,0.973,3.271022845990956,17.32369443672987,0.542
99,10,1000,50,3,0.05,5,0.1,4224.361306214705,10.106745771279511,0.919,3.3278701161034405,14.395539901936232,0.397
393,30,1000,30,3,0.05,5,0.1,912.362427275628,10.335366709945196,0.954,3.425245951861143,11.13203208341089,0.836
50,200,1000,30,3,0.05,5,0.1,901.6582846180536,12.037066474579545,0.965,2.797515347134322,6.6922901377551804,0.959
342,50,1000,10,3,0.05,5,0.1,449.4070351161063,11.331609599306937,0.949,3.3517953008413315,8.678431089682618,0.964
80,100,1000,30,3,0.05,5,0.1,556.5012084590271,8.388694606152939,0.968,3.430865788832307,7.132019773207952,0.998
377,50,1000,10,3,0.05,5,0.1,693.0636825710535,10.682526780536485,0.957,3.442641708999872,10.326635529311298,0.981
361,100,1000,10,3,0.05,5,0.1,742.0073257870972,13.347810021131034,0.955,3.483940925449133,10.38206840785155,0.991
330,30,1000,10,3,0.05,5,0.1,664.7533319368958,11.194558051982233,0.952,3.207066100090742,10.876743805196352,0.919
11,200,1000,30,3,0.05,5,0.1,742.991034984123,12.425652326804869,0.968,3.2368910289369524,5.967619074117666,0.98
321,10,1000,10,3,0.05,5,0.1,3884.908388763666,9.875578849138812,0.59,3.1504211015999317,11.786344225751616,0.547
379,50,1000,10,3,0.05,5,0.1,662.0253685824573,12.056288317928583,0.949,3.121076751500368,11.277979877636024,0.941
88,30,1000,50,3,0.05,5,0.1,3662.34723924892,12.212066715000915,0.923,3.3319838088937104,11.972173379872174,0.55
382,10,1000,30,3,0.05,5,0.1,2934.4955630265176,14.30845685287944,0.911,3.4906632602214813,16.711157941090647,0.353
320,100,1000,10,3,0.05,5,0.1,441.9676002264023,13.168651350291338,0.96,3.200694218277931,9.487067121524351,0.993
92,200,1000,30,3,0.05,5,0.1,1054.3492107698694,16.47600861156675,0.954,3.605261106044054,8.669550321766877,0.935
42,100,1000,30,3,0.05,5,0.1,623.8758253157139,9.579103028032382,0.959,2.8596094748936594,6.881941524226077,0.994
314,10,1000,10,3,0.05,5,0.1,1055.7928932830691,15.363859657715008,0.968,3.122349951416254,14.98867090526196,0.668
97,10,1000,50,3,0.05,5,0.1,3655.97889366094,11.082558492381116,0.923,3.360142908990383,18.046453772228983,0.346
57,10,1000,10,3,0.05,5,0.1,1320.121854245197,9.065901675865463,0.928,3.3517407891340554,17.154617978190196,0.575
48,30,1000,10,3,0.05,5,0.1,577.974747590255,9.766017908734904,0.959,3.3773490651510656,8.426854914574497,0.979
99,50,1000,30,3,0.05,5,0.1,1211.1366501199082,12.636805656474914,0.955,3.3045591698028147,10.0559757463957,0.79
62,10,1000,10,3,0.05,5,0.1,854.7482888279483,11.535210088606595,0.963,3.246582318097353,19.919379314864177,0.406
73,30,1000,10,3,0.05,5,0.1,486.84925734531134,6.703437446075744,0.966,3.4071907359175384,9.224507275438407,0.991
34,50,1000,10,3,0.05,5,0.1,766.9950409238227,13.069493040734129,0.959,3.237533560022712,9.07642883639564,0.88
59,10,1000,10,3,0.05,5,0.1,663.4568051667884,10.44565773597645,0.947,3.3022317620925605,13.137627805572269,0.766
382,50,1000,50,3,0.05,5,0.1,1289.711827866733,12.224106932360971,0.948,3.442629791796207,15.356587818820008,0.478
97,50,1000,30,3,0.05,5,0.1,916.2668066020124,11.812040100270838,0.972,3.3248457689769566,11.166853426134727,0.814
46,30,1000,10,3,0.05,5,0.1,664.2498012897559,10.040488488341204,0.944,3.323049345985055,8.57357728379464,0.987
23,10,1000,10,3,0.05,5,0.1,1585.605749783106,9.804358364201532,0.897,3.50455808872357,16.478971854070107,0.482
80,10,1000,30,3,0.05,5,0.1,1244.3592323493212,8.857015694133368,0.948,3.3580876141786575,18.177500522198645,0.588
16,10,1000,10,3,0.05,5,0.1,1212.6545532359742,11.215458548673045,0.926,3.256310374941677,15.050363754705783,0.553
384,30,1000,50,3,0.05,5,0.1,827.7768519483507,10.271597003693174,0.959,3.182249516248703,17.533521504786254,0.435
40,50,1000,10,3,0.05,5,0.1,518.3548725969158,10.554334513229575,0.96,3.428410756867379,7.704645447743445,0.985
18,10,1000,10,3,0.05,5,0.1,927.3250820171088,10.973791931057114,0.936,3.247318189125508,13.096025242986707,0.662
91,30,1000,30,3,0.05,5,0.1,1025.441557053011,10.20203286579278,0.956,3.104747829027474,11.14450518809258,0.807
75,50,1000,10,3,0.05,5,0.1,505.11569435475394,12.389732106694415,0.963,3.3107873681001365,8.663622984800162,0.975
32,30,1000,10,3,0.05,5,0.1,468.2848159349523,8.156134534847954,0.964,3.209168960340321,8.44262454081103,0.987
83,50,1000,10,3,0.05,5,0.1,1232.2118009380065,11.411449902756576,0.892,3.073608559090644,9.053228293205263,0.803
358,10,1000,50,3,0.05,5,0.1,16897.35916957259,9.94672604857172,0.831,3.2661455161869526,14.524888040591048,0.546
52,30,1000,30,3,0.05,5,0.1,788.294130822178,7.879317259726658,0.957,3.402945205103606,12.40400566239198,0.916
347,30,1000,50,3,0.05,5,0.1,973.135949894786,11.329737491904252,0.948,3.296962063759566,11.54983376174772,0.814
15,50,1000,30,3,0.05,5,0.1,1111.0534398378804,9.525040862990409,0.964,3.2854163027368486,10.039243018587792,0.959
79,200,1000,30,3,0.05,5,0.1,644.4425833770074,10.493790722272744,0.954,2.8029275382868946,8.476685476055398,0.996
400,50,1000,10,3,0.05,5,0.1,630.4000236876309,11.017159239573026,0.909,3.1925891526043415,6.776749114615562,0.826
372,30,1000,50,3,0.05,5,0.1,1084.5324102565646,7.348322458036613,0.947,3.371083464473486,12.612963612225917,0.916
20,50,1000,30,3,0.05,5,0.1,1184.6492802691646,10.493641225941868,0.947,3.320266129914671,10.462893766495256,0.874
78,10,1000,30,3,0.05,5,0.1,1707.4198380899616,9.936742033186006,0.932,3.4652332994155586,15.289026744628922,0.387
67,30,1000,30,3,0.05,5,0.1,803.7563136019744,10.080290463840065,0.964,3.4174237907864153,12.210317318233306,0.942
335,50,1000,50,3,0.05,5,0.1,896.6710843481123,8.118714673775566,0.95,3.2678298726677895,10.491171548533892,0.957
348,100,1000,10,3,0.05,5,0.1,819.7573642097414,13.318996829443114,0.941,3.2157086320221424,11.40622003556976,0.914
76,10,1000,30,3,0.05,5,0.1,1829.448534745723,10.867642314446814,0.953,3.3080790140666068,16.301372912670647,0.581
38,200,1000,30,3,0.05,5,0.1,647.3500552722253,9.576545464766973,0.964,3.3560303458943963,8.490645304147503,0.997
69,30,1000,30,3,0.05,5,0.1,580.4326575212181,6.764893694586241,0.977,3.1187759242020547,13.450248368989142,0.94
3,50,1000,30,3,0.05,5,0.1,1017.6778832799756,11.659906620770103,0.964,3.2889536968432367,10.920405880539407,0.847
356,10,1000,50,3,0.05,5,0.1,1431.0469651035964,7.89937496739471,0.947,3.286562103778124,18.674686235856417,0.639
309,100,1000,10,3,0.05,5,0.1,453.4292724058032,12.379680667317864,0.956,3.669552844017744,4.183920844878702,0.85
349,30,1000,50,3,0.05,5,0.1,1783.3416813537478,11.067862441256946,0.958,3.0728605575859547,13.197090604614312,0.584
43,10,1000,30,3,0.05,5,0.1,1973.8394712661393,10.227176668408276,0.947,3.256340892985463,17.440564883775806,0.516
374,50,1000,50,3,0.05,5,0.1,963.5692274160684,7.314545466642864,0.976,3.220944792032242,11.746139791119957,0.952
26,30,1000,30,3,0.05,5,0.1,878.5152372461744,7.744737556309831,0.958,3.4215803830884397,14.58936634950978,0.872
79,100,1000,10,3,0.05,5,0.1,552.25689281011,10.73761369096342,0.955,3.349631297867745,9.136355895553857,0.995
61,50,1000,30,3,0.05,5,0.1,976.9492821353488,8.250441811846883,0.971,3.2656703144311905,9.158867248067136,0.945
333,30,1000,50,3,0.05,5,0.1,1177.452219221741,12.22215737786237,0.95,3.3120105527341366,14.616757918819872,0.616
39,10,1000,30,3,0.05,5,0.1,3546.785398606211,15.302747856766212,0.817,3.459735620301217,16.639798486792046,0.413
54,50,1000,30,3,0.05,5,0.1,846.6072110207751,10.011016468815589,0.981,3.2622975590638816,8.788729466339152,0.95
306,30,1000,50,3,0.05,5,0.1,1404.0623420402408,10.096033935657154,0.937,3.3249745331704617,15.319991395697356,0.535
85,30,1000,10,3,0.05,5,0.1,887.7683719168417,9.73280108434069,0.958,3.3430564519949257,8.266464419924686,0.914
319,10,1000,50,3,0.05,5,0.1,1608.6659469529986,10.120158225712013,0.92,3.2746743708848953,18.617741094175635,0.445
341,50,1000,50,3,0.05,5,0.1,1089.2938022315502,10.056650106517097,0.971,3.395009722560644,9.354801223238155,0.939
13,30,1000,30,3,0.05,5,0.1,2317.3546336242,11.431693718754929,0.878,3.181914357934147,16.230683928946018,0.464
38,100,1000,10,3,0.05,5,0.1,515.9993318431079,10.205466694268804,0.971,3.304647452197969,7.715047136373044,0.996
308,30,1000,50,3,0.05,5,0.1,1181.962905228138,12.054650383325924,0.95,3.073795937001705,15.614985735074905,0.571
5,30,1000,30,3,0.05,5,0.1,779.0326102627441,9.343145214124393,0.955,3.2064463030546904,12.765136576113932,0.897
317,10,1000,50,3,0.05,5,0.1,2647.221317254007,8.331706420874788,0.881,3.2889779917895794,18.81585926619854,0.419
94,10,1000,10,3,0.05,5,0.1,1069.7335557769984,9.410667291299728,0.947,3.3220533030107617,12.608417899449222,0.663
48,100,1000,50,3,0.05,5,0.1,559.5052952789702,9.74199831545135,0.96,3.3804531362839043,6.849432256612862,0.993
98,200,1000,50,3,0.05,5,0.1,616.9454213310964,9.340808798716848,0.956,2.8121036901138723,7.272424058866117,0.998
322,10,1000,50,3,0.05,5,0.1,2444.3725519627333,10.567623916975185,0.958,3.481896787881851,16.197848331168082,0.51
28,30,1000,30,3,0.05,5,0.1,916.1872232602908,8.664182154512279,0.953,3.516882214229554,13.924746639534856,0.841
37,10,1000,30,3,0.05,5,0.1,3175.1001117238775,11.416479225758668,0.823,3.2428791420534253,15.587721576291012,0.335
12,30,1000,30,3,0.05,5,0.1,1044.9551960420797,8.739554076959056,0.959,3.466702450066805,11.894899589219593,0.933
318,10,1000,50,3,0.05,5,0.1,1828.897679347545,10.867251761809284,0.955,3.2781777158379555,19.569546725919984,0.49
55,50,1000,30,3,0.05,5,0.1,885.0666625429876,9.63471724348096,0.961,3.2820297461003065,8.795371296371979,0.956
307,30,1000,50,3,0.05,5,0.1,2661.8444324061275,8.66080797780363,0.943,3.0540795736014843,12.590928030716736,0.64
84,30,1000,10,3,0.05,5,0.1,775.1940546301194,11.69674468315432,0.975,3.3638875377364457,12.176489333230869,0.936
38,10,1000,30,3,0.05,5,0.1,1918.185745137278,10.41973496920884,0.921,3.318793931044638,18.366594109458887,0.444
60,50,1000,30,3,0.05,5,0.1,914.8387942011468,8.838904442360498,0.953,3.9627226013690233,9.765137734460836,0.939
332,30,1000,50,3,0.05,5,0.1,1681.6174807362258,12.657380151375998,0.967,3.742501340806484,15.278052105285765,0.436
375,50,1000,50,3,0.05,5,0.1,800.7397026233375,10.77957183288657,0.943,3.246022306382656,9.610828442638114,0.912
27,30,1000,30,3,0.05,5,0.1,870.2343462696299,10.372505417522271,0.964,3.190514294896275,18.77724534017266,0.508
