trial,N,n,p,K,vanilla_err,vanilla_acc,splsi_err,splsi_acc,slda_err,slda_acc,time_v,time_splsi,time_slda,spatial_lambd
6,50,1000,20,3,8.913265027292018,0.824,4.117459054890363,0.895,15.234334932786808,0.607,0.020742654800415,39.47461938858032,80.95140242576599,0.0299461917702118
7,50,1000,20,3,8.386614432677746,0.956,3.6272824324028816,0.988,16.55709832296559,0.65,0.0207197666168212,23.293394804000854,80.98343420028687,0.022182364274231
8,50,1000,20,3,9.81013460646927,0.824,4.836541080328718,0.866,15.41436703865527,0.592,0.0204546451568603,51.71426844596863,81.37340807914734,0.0164313809438748
9,50,1000,20,3,9.825660025101564,0.832,5.082583015580417,0.899,16.02195282644317,0.622,0.0205028057098388,45.09188675880432,81.19431781768799,0.022182364274231
10,50,1000,20,3,8.799438912287373,0.874,5.396030539286393,0.947,13.657162125426275,0.583,0.0208542346954345,47.88817620277405,79.9547770023346,0.0299461917702118
11,50,1000,20,3,9.04918641737653,0.738,4.81155869735692,0.769,17.293154106032432,0.421,0.0206799507141113,57.842891454696655,82.40270733833313,0.022182364274231
13,50,1000,20,3,9.596117853107216,0.826,5.616725113533444,0.946,16.815404338948294,0.447,0.0201921463012695,55.75414490699768,81.88298225402832,0.022182364274231
14,50,1000,20,3,8.074118118810205,0.83,4.101051728313129,0.896,14.978123219119206,0.606,0.0204801559448242,48.12923765182495,82.67796158790588,0.022182364274231
15,50,1000,20,3,8.015915053253838,0.829,3.581918121732951,0.887,15.454293122755884,0.593,0.020637035369873,49.350141286849976,81.75228428840637,0.022182364274231
16,50,1000,20,3,9.138751762980313,0.899,3.787525122090191,0.922,16.664037455171577,0.638,0.0206336975097656,32.15887475013733,81.8146800994873,0.0299461917702118
17,50,1000,20,3,10.699648466207597,0.768,4.521861735336256,0.915,15.128990166338598,0.603,0.0205216407775878,40.54090762138367,81.86579656600952,0.022182364274231
18,50,1000,20,3,9.79328986084186,0.856,5.438928613370952,0.972,15.830362723436672,0.619,0.020745038986206,46.32445788383484,81.19045352935791,0.022182364274231
19,50,1000,20,3,8.795895671890436,0.873,3.6614676788506793,0.939,15.711167591292735,0.587,0.0207669734954834,47.78794717788696,81.89762544631958,0.022182364274231
20,50,1000,20,3,8.20885584365727,0.844,4.047139387142696,0.945,14.370784525019504,0.641,0.0206356048583984,31.655708074569706,81.51823830604553,0.0299461917702118
21,50,1000,20,3,7.169780043491324,0.916,3.5155893740968165,0.974,14.689905947039662,0.662,0.0206000804901123,27.644525051116943,81.8354218006134,0.022182364274231
22,50,1000,20,3,9.04472369213705,0.908,3.44887650337884,0.951,15.911800457302204,0.617,0.0206620693206787,49.328837394714355,81.43312621116638,0.022182364274231
23,50,1000,20,3,8.450111487025621,0.857,4.942797733016429,0.874,18.584962155491283,0.501,0.0205740928649902,44.21193742752075,81.64628791809082,0.022182364274231
24,50,1000,20,3,8.41843473500959,0.898,4.609425781044237,0.952,15.23243588425792,0.627,0.0206589698791503,49.36732506752014,82.5853533744812,0.022182364274231
25,50,1000,20,3,9.063817878824045,0.819,3.771281025280704,0.917,14.755888381133976,0.599,0.020496129989624,56.25877332687378,81.09874486923218,0.022182364274231
26,50,1000,20,3,8.182739151160124,0.879,4.278444768563486,0.905,15.012197945499976,0.621,0.0209746360778808,45.42188143730163,80.73506474494934,0.0299461917702118
27,50,1000,20,3,8.362111792922828,0.891,4.636379016737836,0.953,15.846579429249491,0.61,0.0204761028289794,36.30976319313049,81.68000888824463,0.022182364274231
28,50,1000,20,3,9.512715226165216,0.782,3.996691032448166,0.883,15.140749923075166,0.553,0.0206539630889892,65.74528217315674,82.02336812019348,0.022182364274231
29,50,1000,20,3,9.026449838294557,0.898,4.045417061135756,0.941,15.290043910168915,0.611,0.0205132961273193,89.96310591697693,80.96250677108765,0.022182364274231
30,50,1000,20,3,10.24702752099854,0.779,4.422305648697961,0.87,15.28735624573722,0.569,0.0206427574157714,54.34767746925354,81.94023442268372,0.022182364274231
31,50,1000,20,3,8.197316642353305,0.865,4.376426575387834,0.933,15.137246189500075,0.619,0.0207021236419677,66.5075318813324,81.09872460365295,0.022182364274231
32,50,1000,20,3,7.809222321095911,0.771,4.421210610174119,0.871,14.094848834943258,0.57,0.0206902027130126,59.82679843902588,80.45897936820984,0.022182364274231
33,50,1000,20,3,7.740868309878421,0.889,4.174828591199903,0.98,15.282678694037651,0.567,0.0206542015075683,32.86903429031372,81.52173709869385,0.0299461917702118
34,50,1000,20,3,8.908072930232116,0.861,3.7554341468104377,0.909,14.21995170680974,0.622,0.0208957195281982,34.16251349449158,81.30148768424988,0.0299461917702118
35,50,1000,20,3,11.156226922474485,0.86,5.228235509313154,0.946,17.943088285458845,0.51,0.0206332206726074,60.72603273391723,82.56783175468445,0.0299461917702118
36,50,1000,20,3,9.70760719174174,0.782,3.743367070537451,0.95,17.103122112338728,0.441,0.0207939147949218,47.27978539466858,81.64869523048401,0.022182364274231
37,50,1000,20,3,8.8006313736014,0.901,4.254758146048293,0.942,15.632178010771709,0.608,0.020867109298706,61.59549427032471,81.28903293609619,0.022182364274231
38,50,1000,20,3,8.997134500366666,0.791,4.143006078200109,0.815,16.747199975039756,0.474,0.0206959247589111,74.03961634635925,81.66815996170044,0.022182364274231
39,50,1000,20,3,9.1540054108206,0.818,3.905513236488031,0.922,16.102645857786243,0.493,0.020684003829956,37.027984380722046,82.60859394073486,0.022182364274231
40,50,1000,20,3,7.748367650682166,0.816,4.16276727725444,0.866,15.195615985457886,0.563,0.0205278396606445,41.65750241279602,81.3313684463501,0.022182364274231
41,50,1000,20,3,9.905562943309642,0.886,3.942331065121276,0.939,16.608553229529825,0.626,0.020557165145874,25.39417600631714,82.56809067726135,0.022182364274231
42,50,1000,20,3,8.883192560066767,0.908,4.443715794350229,0.938,18.71213701860105,0.492,0.0207881927490234,43.56523156166077,81.13655638694763,0.0164313809438748
43,50,1000,20,3,8.651938580745114,0.861,3.8764847859659985,0.934,14.644146218988835,0.643,0.0206170082092285,35.562838554382324,81.76510524749756,0.0164313809438748
44,50,1000,20,3,8.222843121228474,0.837,4.694653091598708,0.883,14.43113358738541,0.635,0.0205075740814209,39.93667960166931,81.7180392742157,0.0299461917702118
45,50,1000,20,3,8.150937781657158,0.797,4.329457112829992,0.894,16.101707625090437,0.438,0.0206432342529296,59.9353928565979,82.32478356361389,0.0299461917702118
46,50,1000,20,3,7.968964420073609,0.904,4.538101666884468,0.925,15.211342952124197,0.656,0.0207407474517822,46.70130014419556,81.34815406799316,0.0164313809438748
48,50,1000,20,3,10.191285750788149,0.883,4.131614828424612,0.946,16.85173335947689,0.624,0.0197865962982177,52.88740682601929,81.58728981018066,0.022182364274231
49,50,1000,20,3,9.3174142214644,0.86,4.235813758357209,0.903,15.166549006096757,0.623,0.0205631256103515,60.54607176780701,81.62260174751282,0.022182364274231
0,50,1000,30,3,9.62796507780617,0.767,4.906325127271006,0.859,15.302288892100185,0.555,0.0247755050659179,65.6724922657013,82.84341740608215,0.022182364274231
1,50,1000,30,3,8.901173492214927,0.762,3.950366428455721,0.882,17.011112007275777,0.442,0.0205793380737304,67.42065405845642,80.96820855140686,0.0164313809438748
2,50,1000,30,3,9.119918749409864,0.873,4.131400675012016,0.934,15.82762369107088,0.561,0.0207133293151855,54.66172671318054,81.89649939537048,0.0121713932917591
3,50,1000,30,3,8.592094604776568,0.86,4.098045008599317,0.959,15.325767053210654,0.566,0.0204086303710937,46.66849112510681,81.01887035369873,0.022182364274231
4,50,1000,30,3,9.58216707130554,0.893,4.159976854207719,0.962,15.841648641073212,0.647,0.0206265449523925,61.492172718048096,81.04003167152405,0.0164313809438748
5,50,1000,30,3,9.019564185449978,0.853,4.593484638074038,0.889,16.6842102998685,0.596,0.0208864212036132,58.108367681503296,82.33722376823425,0.0164313809438748
6,50,1000,30,3,7.852511425885628,0.819,4.889600881802925,0.882,14.4082224685965,0.584,0.0204331874847412,33.5083589553833,81.81912207603455,0.022182364274231
7,50,1000,30,3,10.553249676567717,0.848,4.504966299731722,0.928,16.488055453532635,0.601,0.0205857753753662,50.353530168533325,81.51730227470398,0.0164313809438748
8,50,1000,30,3,8.359029094507129,0.896,3.790870612689396,0.963,15.715226440655012,0.534,0.0204274654388427,29.50137495994568,81.46704268455505,0.0164313809438748
9,50,1000,30,3,9.607805409829131,0.927,4.592152621256986,0.981,19.295349201679088,0.404,0.0205781459808349,46.26564264297485,81.5357735157013,0.022182364274231
10,50,1000,30,3,8.545920190270678,0.877,3.878685351682758,0.923,15.912855071664644,0.604,0.02073335647583,44.441797733306885,81.74729013442993,0.022182364274231
11,50,1000,30,3,8.843245827959274,0.912,4.527848501315193,0.965,16.28875364250773,0.571,0.0204546451568603,55.678279638290405,81.86630129814148,0.0164313809438748
12,50,1000,30,3,8.057896895189588,0.852,4.207932652070887,0.981,14.657287580827957,0.645,0.0203263759613037,26.80093216896057,81.5176956653595,0.022182364274231
13,50,1000,30,3,8.53955215242553,0.899,3.6822050332578575,0.955,16.127371701787535,0.621,0.0203044414520263,75.295645236969,80.72211360931396,0.022182364274231
14,50,1000,30,3,9.498320855281492,0.823,4.176148656325501,0.92,18.614373431786422,0.461,0.020547866821289,87.14475989341736,81.21628856658936,0.0164313809438748
15,50,1000,30,3,7.787762261895496,0.82,4.058422162989281,0.921,17.412577731179212,0.453,0.0205311775207519,65.03566646575928,82.3592357635498,0.0164313809438748
16,50,1000,30,3,9.63847857364986,0.903,4.356157316677554,0.976,15.723407760102964,0.633,0.0200872421264648,49.1978964805603,81.99122881889343,0.022182364274231
17,50,1000,30,3,8.810328502402383,0.77,3.774681437337157,0.88,14.464759082025823,0.572,0.0203645229339599,59.968865394592285,80.64613747596741,0.0164313809438748
18,50,1000,30,3,9.12289983282568,0.819,3.55634925631392,0.953,14.921166461972238,0.56,0.0207290649414062,45.54422068595886,82.15366458892822,0.022182364274231
19,50,1000,30,3,9.16319202706826,0.795,4.508142609742757,0.861,15.080132383855547,0.631,0.0203993320465087,51.22650456428528,82.08943891525269,0.0164313809438748
20,50,1000,30,3,8.545343682016076,0.871,5.036541187458784,0.944,18.939040671640974,0.399,0.0210952758789062,61.072988748550415,82.09989976882935,0.022182364274231
21,50,1000,30,3,9.304715552567352,0.813,3.929738795055174,0.893,15.01433810791398,0.517,0.0201880931854248,52.6637396812439,80.05871057510376,0.022182364274231
22,50,1000,30,3,7.990028722300215,0.855,3.920797103497498,0.918,15.092235607278967,0.664,0.0204932689666748,42.13489294052124,81.95080065727234,0.022182364274231
23,50,1000,30,3,9.351419271475358,0.802,4.12586220045655,0.855,17.25436766042269,0.531,0.0203480720520019,64.93375945091248,81.2218656539917,0.022182364274231
24,50,1000,30,3,8.939309047215259,0.878,4.674018321344092,0.96,16.94228103436908,0.465,0.0205941200256347,96.9563639163971,81.93376445770264,0.022182364274231
25,50,1000,30,3,10.495538278260566,0.849,7.109215292930533,0.892,16.237912008499425,0.595,0.0207455158233642,71.32675361633301,80.38234639167786,0.0164313809438748
26,50,1000,30,3,9.831778363020163,0.845,4.056458068902045,0.895,15.413959747315046,0.577,0.0204746723175048,96.53020524978638,83.54994487762451,0.022182364274231
27,50,1000,30,3,8.626370713077954,0.834,4.199746854580603,0.955,14.606535571963024,0.598,0.0207056999206542,76.58930110931396,81.7621099948883,0.022182364274231
28,50,1000,30,3,6.980612474164401,0.842,3.281941483728796,0.924,13.638038214226658,0.637,0.0204615592956542,43.02236366271973,82.22200512886047,0.0164313809438748
29,50,1000,30,3,8.861426356346962,0.86,6.166240890082213,0.87,15.41918947839994,0.546,0.0203981399536132,44.57591891288757,80.77369546890259,0.022182364274231
30,50,1000,30,3,8.863389863654765,0.814,3.6958002307846782,0.895,15.414593344723809,0.638,0.0204479694366455,71.69465851783752,81.69771027565002,0.0164313809438748
31,50,1000,30,3,9.099998753817676,0.891,4.383328445458106,0.946,16.681453951178085,0.625,0.0206677913665771,51.549824476242065,81.97897911071777,0.0164313809438748
32,50,1000,30,3,8.930762801876742,0.862,4.53946382520063,0.91,15.854590539631769,0.611,0.0203649997711181,80.94873857498169,80.84765195846558,0.0299461917702118
