trial,N,n,p,K,vanilla_err,vanilla_acc,splsi_err,splsi_acc,slda_err,slda_acc,time_v,time_splsi,time_slda,spatial_lambd
42,1000,1000,30,3,2.328835604509512,0.948,1.7013140823066883,0.937,17.755813770239552,0.428,0.021073579788208,17.854065656661987,83.22015523910522,0.0066784050983589
43,1000,1000,30,3,2.421779336219988,0.939,2.41055888832533,0.941,19.31343344408499,0.47,0.0211341381072998,24.14635848999023,87.19880628585815,0.0121713932917591
44,1000,1000,30,3,2.0427685387660586,0.947,2.136039355396906,0.951,17.19279656074393,0.463,0.0273947715759277,32.050424098968506,81.43607759475708,0.0090158468827845
45,1000,1000,30,3,2.934239644511736,0.859,1.8667362885875416,0.931,21.770299309479025,0.339,0.0208268165588378,42.35621213912964,84.01593446731567,0.0090158468827845
46,1000,1000,30,3,2.0960096500358523,0.943,2.2464356215347543,0.943,18.843187483184828,0.489,0.027543306350708,19.983065366744995,83.10160207748413,0.0090158468827845
47,1000,1000,30,3,2.1689468121766,0.906,2.6655219417298937,0.897,15.046510748769212,0.507,0.0208759307861328,27.707992792129517,85.44520664215088,0.0121713932917591
48,1000,1000,30,3,2.2309039797597716,0.933,2.187256382125802,0.932,17.471098690602943,0.514,0.0211317539215087,23.57382035255432,87.46833682060242,0.0090158468827845
49,1000,1000,30,3,2.383251362730521,0.927,3.244230721907295,0.894,14.904302969491033,0.587,0.0211071968078613,22.094409227371216,82.15751934051514,0.0121713932917591
0,30,1000,30,10,16.656288249359296,0.211,14.040332997495703,0.588,19.54897108990275,0.199,0.02506685256958,2202.6845800876617,269.4316620826721,0.073678861576635
1,30,1000,30,10,17.50715769087411,0.192,13.2015190372337,0.639,19.17122005404449,0.201,0.0222480297088623,591.5808532238007,269.10285115242004,0.073678861576635
2,30,1000,30,10,17.25172132726583,0.183,15.37676737971745,0.443,19.751049872574285,0.155,0.0220704078674316,1419.3720836639404,268.63759660720825,0.073678861576635
3,30,1000,30,10,17.510447641742378,0.197,15.779160441676286,0.676,21.214281280012028,0.169,0.0222773551940917,724.6960327625275,271.6554706096649,0.0994664631284572
4,30,1000,30,10,16.79829689706128,0.162,14.191222972813769,0.528,20.4467948298352,0.136,0.0223214626312255,3096.1075699329376,268.9671161174774,0.073678861576635
5,30,1000,30,10,17.895103568592198,0.173,15.006455618380594,0.399,19.74029579956502,0.154,0.0223784446716308,1330.6167335510254,270.079416513443,0.073678861576635
6,30,1000,30,10,17.253683828206714,0.173,13.641342710457431,0.581,21.142933274387893,0.177,0.0223696231842041,1139.0844662189484,271.07952332496643,0.073678861576635
7,30,1000,30,10,16.82998243131692,0.201,16.715814206442722,0.394,19.575798151142227,0.184,0.0224297046661376,1041.772219657898,272.34311509132385,0.0994664631284572
8,30,1000,30,10,17.870802163428955,0.196,14.668924885698331,0.658,21.32576806640447,0.14,0.0223000049591064,2852.2009506225586,268.7704474925995,0.073678861576635
9,30,1000,30,10,17.974696389381652,0.172,13.467931279771436,0.601,20.44225774059394,0.194,0.0222160816192626,1266.8659925460815,270.16808557510376,0.073678861576635
10,30,1000,30,10,16.929758845254796,0.159,14.458712002321752,0.43,18.72146528081169,0.188,0.0225880146026611,691.8825314044952,288.6399681568146,0.0994664631284572
11,30,1000,30,10,16.791447150544872,0.187,15.498410039555797,0.542,19.460204459895277,0.167,0.0223422050476074,2129.9594690799713,279.1378529071808,0.073678861576635
12,30,1000,30,10,17.47256846426857,0.189,14.274277719198585,0.738,19.457433805560267,0.196,0.022130012512207,1253.3274977207184,275.41600251197815,0.073678861576635
13,30,1000,30,10,18.15872705090717,0.198,13.96743973901805,0.612,20.204585209470547,0.23,0.0221853256225585,1636.0991914272308,293.93837809562683,0.073678861576635
14,30,1000,30,10,17.154411934519107,0.153,16.03334726993865,0.563,19.061073279043864,0.153,0.0232534408569335,980.5445945262908,290.9028944969177,0.073678861576635
15,30,1000,30,10,17.20120888761945,0.157,16.04373063766657,0.473,19.9598433892172,0.141,0.0228314399719238,1079.369397163391,288.0093643665314,0.0994664631284572
16,30,1000,30,10,17.51699583443218,0.16,17.096336314853954,0.505,19.850474405703164,0.186,0.0231680870056152,1329.1212692260742,273.9544084072113,0.0994664631284572
17,30,1000,30,10,17.24938115088066,0.176,14.267120967563429,0.589,20.645466067026987,0.139,0.0223588943481445,936.3455729484558,275.48779249191284,0.073678861576635
18,30,1000,30,10,16.434025757715446,0.198,15.388067163602145,0.521,20.496170027707105,0.161,0.0222160816192626,942.0189263820648,271.66100573539734,0.0994664631284572
19,30,1000,30,10,17.140106132023483,0.172,14.605907819492955,0.53,19.7627469182288,0.163,0.0227642059326171,5194.4978675842285,269.84613513946533,0.073678861576635
20,30,1000,30,10,17.942117442623502,0.155,16.87663792958928,0.371,20.42579463100033,0.185,0.0226407051086425,1550.9486711025238,277.20565390586853,0.073678861576635
21,30,1000,30,10,17.215600905063365,0.18,16.574003765923624,0.491,19.204692738856927,0.197,0.0222342014312744,1883.833454847336,279.0857722759247,0.073678861576635
0,1000,1000,500,3,3.107035960322607,0.928,1.6454925250075088,0.931,24.775645949195265,0.353,0.1367425918579101,35.13999652862549,85.7918004989624,0.0014893745087865
1,1000,1000,500,3,2.9226925751367343,0.998,3.279953802785748,0.997,25.21225752405497,0.374,0.1325037479400634,33.203046560287476,85.60121154785156,0.0027143850422634
2,1000,1000,500,3,3.145705754976613,0.958,2.288183012844864,0.973,25.550798193286877,0.333,0.134913682937622,28.183844089508057,85.41894054412842,0.0020106555868618
3,1000,1000,500,3,2.8920684987918093,0.888,2.1037231739761153,0.915,26.56137801842691,0.337,0.1324093341827392,23.683341026306152,83.9788749217987,0.0020106555868618
4,1000,1000,500,3,2.513904939284345,0.991,2.2567681671321,0.99,25.180805831599475,0.331,0.1340041160583496,29.40771746635437,84.89810109138489,0.0027143850422634
5,1000,1000,500,3,2.81632349352407,0.95,2.1951556177899643,0.966,25.285327259228485,0.355,0.1327416896820068,26.620181798934937,84.63347482681274,0.0027143850422634
6,1000,1000,500,3,2.8107159207094505,0.94,2.546879191729627,0.947,25.165177310620596,0.347,0.1327409744262695,34.232640504837036,85.50680756568909,0.0027143850422634
7,1000,1000,500,3,2.806894275912774,0.951,3.0788247683935492,0.956,23.56530436348671,0.386,0.132704496383667,23.860531330108643,84.97972321510315,0.0027143850422634
9,1000,1000,500,3,3.100521243428106,0.913,2.657021635576982,0.937,24.27092754696445,0.37,0.1305792331695556,22.09572720527649,83.70163941383362,0.0027143850422634
10,1000,1000,500,3,2.620985292621282,0.885,1.894829644407241,0.892,26.059327089754635,0.335,0.1331207752227783,23.959697008132935,84.76049900054932,0.0014893745087865
11,1000,1000,500,3,3.153690347637298,0.916,2.003623114160225,0.948,25.8583480289968,0.318,0.1323072910308838,24.12855100631714,84.93579339981079,0.0020106555868618
12,1000,1000,500,3,2.71857494833297,0.988,2.4867898656440186,0.998,25.020653362003035,0.338,0.1337039470672607,24.921337604522705,85.02459263801575,0.0027143850422634
13,1000,1000,500,3,2.5520936683879185,0.947,2.1032212334104647,0.966,25.025469827976984,0.353,0.132253885269165,32.8338577747345,84.75761866569519,0.0020106555868618
14,1000,1000,500,3,3.199152989105124,0.946,2.7777536742928115,0.981,25.038010527928975,0.335,0.1325156688690185,26.131714820861816,84.46669816970825,0.0020106555868618
15,1000,1000,500,3,3.4437159647712976,0.987,2.622158375463884,0.989,25.278415333340615,0.327,0.1339509487152099,27.382639169692993,86.49826264381409,0.0020106555868618
