,CELL_ID,X,Y
523,524,1728,443
1503,1504,334,1051
1466,1467,294,1032
1133,1134,1768,797
1031,1032,1750,734
1468,1469,315,1032
1005,1006,747,717
1539,1540,262,1074
1516,1517,281,1058
1448,1449,274,1019
1557,1558,312,1085
1561,1562,285,1084
1236,1237,1759,861
1155,1156,1763,810
1958,1959,1509,1341
986,987,1735,706
952,953,1758,687
635,636,1741,516
611,612,1704,506
593,594,1728,495
666,667,1710,531
683,684,1730,544
723,724,1752,560
1123,1124,828,791
1013,1014,680,723
1033,1034,702,739
1002,1003,716,713
1097,1098,746,772
1093,1094,769,770
1049,1050,735,745
1077,1078,596,762
1062,1063,627,751
1090,1091,612,769
1037,1038,670,737
1096,1097,635,771
1211,1212,687,846
570,571,399,485
591,592,413,495
535,536,738,460
997,998,693,709
1576,1577,262,1094
1521,1522,572,1062
707,708,443,554
1373,1374,1505,962
1492,1493,1686,1045
1434,1435,1633,1009
1461,1462,1699,1025
1150,1151,1745,805
1170,1171,1740,822
1256,1257,1115,881
1894,1895,1561,1288
1883,1884,1541,1276
1919,1920,1547,1307
1874,1875,1582,1275
1398,1399,1457,985
1351,1352,1490,943
1475,1476,1493,1036
796,797,1084,601
1044,1045,1434,743
524,525,1690,446
482,483,1719,415
52,53,1453,105
12,13,1134,65
903,904,1033,661
948,949,1062,688
909,910,1063,665
1046,1047,1024,744
989,990,1038,707
982,983,1014,706
1042,1043,1006,743
831,832,1022,619
876,877,1001,645
1159,1160,875,811
1114,1115,865,784
1131,1132,881,796
1146,1147,845,806
1178,1179,888,826
1702,1703,988,1157
1389,1390,1086,974
1337,1338,1009,932
1322,1323,1023,923
1350,1351,996,944
1316,1317,986,917
1413,1414,1085,996
1470,1471,1092,1032
1505,1506,995,1052
1507,1508,872,1050
1477,1478,1111,1038
1514,1515,1096,1057
1374,1375,1068,962
1357,1358,1055,949
1193,1194,982,838
1127,1128,956,792
1136,1137,908,803
1463,1464,859,1029
1382,1383,824,970
1058,1059,608,748
937,938,562,682
891,892,589,655
1029,1030,574,733
1112,1113,617,788
1229,1230,762,860
1152,1153,743,809
1208,1209,712,844
1177,1178,765,827
1115,1116,766,787
1122,1123,747,791
1144,1145,781,805
1063,1064,758,750
1158,1159,650,812
1186,1187,657,833
1134,1135,637,799
1118,1119,659,787
1183,1184,674,828
1222,1223,669,856
650,651,432,528
537,538,484,458
639,640,449,522
687,688,453,546
605,606,401,508
581,582,378,493
657,658,354,532
706,707,426,551
564,565,485,480
602,603,429,503
609,610,446,506
195,196,530,214
501,502,687,428
550,551,716,462
1074,1075,973,757
1072,1073,860,757
1080,1081,836,763
1034,1035,843,736
954,955,896,684
978,979,894,705
836,837,947,623
783,784,953,592
881,882,865,649
934,935,879,679
525,526,543,448
157,158,556,188
410,411,526,362
363,364,547,334
373,374,528,342
401,402,549,356
674,675,667,540
752,753,701,579
669,670,688,534
862,863,711,638
2058,2059,619,1435
2030,2031,626,1408
2038,2039,642,1411
1717,1718,363,1165
1749,1750,389,1182
1619,1620,301,1118
1664,1665,313,1138
1603,1604,313,1108
1583,1584,279,1102
1891,1892,1598,1289
1418,1419,1522,996
1449,1450,1518,1020
1399,1400,1506,985
1380,1381,1529,967
1426,1427,1582,1002
1523,1524,1638,1061
1056,1057,1739,748
1006,1007,1063,717
1495,1496,1179,1047
1214,1215,1104,851
1259,1260,1087,877
1307,1308,1059,912
1294,1295,1040,905
1255,1256,1181,873
1241,1242,1150,866
1252,1253,1165,875
1191,1192,1151,836
1254,1255,1131,876
1450,1451,1400,1020
1419,1420,1412,998
1429,1430,1380,1003
1109,1110,1461,780
1355,1356,1629,949
1366,1367,1598,959
1340,1341,1467,938
1508,1509,1432,1054
1550,1551,1405,1083
1568,1569,1440,1088
963,964,1126,692
960,961,1150,689
918,919,1170,673
971,972,1222,697
912,913,1587,668
942,943,1603,683
1020,1021,1607,725
1076,1077,1464,757
1129,1130,1490,794
1165,1166,1534,816
513,514,1668,435
45,46,1475,102
441,442,1658,383
451,452,1631,391
73,74,1408,122
0,1,1058,39
1572,1573,1012,1092
1540,1541,1008,1072
1432,1433,918,1008
1469,1470,892,1032
1484,1485,905,1041
1454,1455,1066,1023
1547,1548,992,1081
1570,1571,1113,1090
1533,1534,1116,1070
1385,1386,1046,972
1395,1396,1066,985
1575,1576,1173,1092
1542,1543,1146,1075
1240,1241,1067,866
1204,1205,1015,845
1209,1210,997,845
1278,1279,1019,893
1239,1240,982,864
1433,1434,853,1007
1446,1447,878,1017
1319,1320,908,919
1349,1350,919,945
1325,1326,932,925
1012,1013,603,724
962,963,607,690
913,914,585,670
953,954,586,686
993,994,616,709
979,980,589,705
1057,1058,589,748
1671,1672,376,1143
1700,1701,449,1156
1741,1742,431,1179
1247,1248,887,874
1195,1196,884,841
1225,1226,902,858
1273,1274,905,889
1292,1293,772,904
1272,1273,760,890
1362,1363,776,956
1318,1319,773,922
1346,1347,804,940
1375,1376,792,964
1311,1312,747,917
325,326,453,310
514,515,484,436
274,275,499,271
243,244,510,253
242,243,465,251
282,283,469,278
256,257,711,257
959,960,989,689
887,888,980,655
1008,1009,958,719
1009,1010,991,719
1030,1031,972,735
1071,1072,946,755
653,654,719,527
644,645,745,526
649,650,764,527
558,559,765,472
839,840,903,623
867,868,885,640
826,827,924,617
816,817,878,611
389,390,488,352
332,333,475,314
360,361,512,333
384,385,505,348
350,351,458,330
461,462,603,402
476,477,613,413
457,458,555,398
423,424,561,372
448,449,576,392
436,437,535,382
473,474,534,410
499,500,565,429
775,776,685,592
2021,2022,613,1398
2018,2019,637,1393
2049,2050,655,1428
1748,1749,354,1184
1802,1803,385,1214
1858,1859,421,1259
780,781,550,593
753,754,540,580
781,782,461,592
724,725,467,563
771,772,478,589
801,802,509,604
804,805,483,607
1345,1346,1546,941
1320,1321,1570,921
1438,1439,1541,1012
1412,1413,1550,993
1487,1488,1587,1041
1451,1452,1572,1022
1509,1510,1611,1053
1464,1465,1613,1029
1081,1082,1658,762
1055,1056,1705,749
1094,1095,1705,770
1052,1053,1597,745
1130,1131,1574,795
1309,1310,1657,912
1312,1313,1682,916
1267,1268,1705,881
1189,1190,1666,835
1117,1118,1646,787
1132,1133,1686,797
1233,1234,1664,861
1207,1208,1696,845
585,586,1647,490
634,635,1679,517
563,564,1705,475
560,561,1650,473
1106,1107,1169,778
1149,1150,1158,807
1075,1076,1112,755
1048,1049,1098,743
1017,1018,1121,725
1206,1207,1131,843
1121,1122,1143,789
1053,1054,1080,749
1050,1051,1065,745
1047,1048,1043,745
1038,1039,1156,737
1014,1015,1143,724
1067,1068,1172,752
1085,1086,1146,764
1086,1087,1225,766
1116,1117,1206,787
1465,1466,1211,1030
1417,1418,1260,997
1867,1868,1518,1268
1893,1894,1497,1287
1829,1830,1338,1233
1818,1819,1278,1226
1813,1814,1229,1223
1880,1881,1154,1280
1331,1332,1618,928
1304,1305,1643,910
1314,1315,1594,917
1848,1849,1612,1251
917,918,1139,670
1103,1104,1424,775
1161,1162,1402,811
1164,1165,1342,813
1111,1112,1391,782
975,976,1237,701
1068,1069,1246,752
845,846,1612,629
920,921,1563,671
156,157,1486,187
155,156,1466,187
126,127,1490,163
179,180,1480,206
224,225,1545,237
254,255,1560,254
498,499,1587,426
510,511,1566,433
536,537,1600,455
450,451,1584,391
453,454,1558,395
509,510,1633,433
470,471,1655,405
481,482,1619,417
529,530,1629,450
516,517,1602,435
347,348,1649,326
381,382,1644,347
417,418,1611,367
147,148,1407,182
174,175,1367,203
110,111,1449,151
116,117,1468,156
91,92,1467,134
77,78,1442,125
122,123,1432,159
136,137,1446,173
422,423,1409,371
424,425,1473,371
6,7,1224,55
22,23,1153,79
78,79,1104,124
54,55,1093,106
102,103,1204,145
114,115,1223,153
51,52,1220,105
14,15,863,69
29,30,887,91
41,42,1003,99
178,179,1061,206
141,142,1050,177
236,237,1131,247
240,241,1099,251
1618,1619,1045,1117
1582,1583,1033,1101
1552,1553,1039,1081
1592,1593,1086,1104
1562,1563,1093,1087
1594,1595,1106,1106
1722,1723,1045,1168
1666,1667,1020,1138
1766,1767,1078,1191
1520,1521,966,1061
1452,1453,928,1023
1485,1486,943,1041
1546,1547,971,1080
1513,1514,922,1060
1553,1554,1210,1082
1630,1631,1215,1124
1544,1545,1188,1077
1506,1507,1205,1053
1405,1406,800,990
1367,1368,956,959
1358,1359,936,953
1364,1365,973,958
1341,1342,973,938
1614,1615,384,1117
1651,1652,360,1132
1613,1614,331,1116
1270,1271,708,887
1283,1284,726,900
1223,1224,700,856
1237,1238,720,864
1271,1272,743,884
659,660,638,530
658,659,597,532
637,638,663,520
599,600,633,500
539,540,639,458
562,563,580,476
534,535,615,456
582,583,610,489
603,604,596,503
490,491,397,422
468,469,380,405
491,492,373,424
530,531,399,453
945,946,935,685
897,898,919,656
966,967,912,694
985,986,934,706
898,899,962,660
941,942,965,683
981,982,969,702
1004,1005,850,714
754,755,722,580
715,716,725,557
680,681,733,543
727,728,814,566
825,826,850,616
692,693,797,549
964,965,807,692
717,718,866,559
728,729,846,566
697,698,830,550
677,678,814,539
628,629,832,513
661,662,835,532
309,310,657,300
180,181,579,205
238,239,587,249
212,213,600,228
206,207,562,225
344,345,619,325
308,309,606,299
316,317,623,306
324,325,593,309
833,834,569,621
859,860,592,636
747,748,671,572
676,677,652,540
1930,1931,539,1313
1895,1896,556,1287
1737,1738,324,1174
1869,1870,504,1272
1876,1877,533,1275
1908,1909,515,1298
1849,1850,524,1251
1832,1833,510,1238
756,757,524,582
767,768,504,587
885,886,567,653
805,806,530,607
1515,1516,1499,1057
1490,1491,1544,1043
1474,1475,1510,1035
1538,1539,1470,1073
522,523,1515,440
1369,1370,1257,960
1393,1394,1254,979
1377,1378,1224,968
1343,1344,1262,940
1865,1866,1487,1266
1856,1857,1436,1254
1853,1854,1464,1255
1648,1649,1245,1132
1968,1969,1469,1350
1836,1837,1387,1240
1779,1780,1353,1197
1843,1844,1370,1242
1797,1798,1330,1211
1810,1811,1302,1221
1724,1725,1197,1167
1675,1676,1205,1142
1620,1621,1190,1117
1769,1770,1230,1192
1795,1796,1234,1207
1753,1754,1209,1186
1711,1712,1227,1161
1391,1392,1353,977
1473,1474,1393,1036
1906,1907,1452,1295
1885,1886,1470,1283
1879,1880,1448,1276
1882,1883,1410,1278
1855,1856,1407,1256
1873,1874,1427,1274
911,912,1194,670
1065,1066,1402,751
1378,1379,1434,966
1175,1176,1372,829
1142,1143,1421,803
1305,1306,1224,911
1323,1324,1250,922
1329,1330,1217,929
1286,1287,1193,902
1253,1254,1204,875
1018,1019,1261,726
466,467,1094,405
765,766,1584,587
772,773,1606,588
1045,1046,1486,740
1019,1020,1520,725
996,997,1534,709
201,202,1536,218
175,176,1531,201
200,201,1504,218
161,162,1504,192
250,251,1450,253
219,220,1457,232
279,280,1534,274
388,389,1520,350
494,495,1513,426
485,486,1543,419
447,448,1519,389
421,422,1526,370
464,465,1530,401
477,478,1518,411
109,110,1382,151
151,152,1375,185
121,122,1394,159
508,509,1443,430
1,2,1048,46
7,8,1085,56
3,4,1070,49
17,18,1097,74
59,60,1198,111
48,49,1167,104
74,75,922,123
140,141,1021,177
1674,1675,1061,1144
1659,1660,1049,1135
1708,1709,1067,1159
1624,1625,1070,1121
1635,1636,1094,1128
1709,1710,1082,1163
1456,1457,827,1025
1425,1426,815,1003
1457,1458,841,1026
1410,1411,832,992
1781,1782,490,1199
1804,1805,500,1216
1756,1757,480,1185
1772,1773,467,1196
1279,1280,872,893
606,607,555,505
577,578,566,487
598,599,530,501
549,550,548,467
411,412,595,364
446,447,616,391
866,867,817,643
855,856,840,635
901,902,838,662
933,934,830,680
834,835,747,622
660,661,787,532
272,273,621,268
283,284,594,276
1861,1862,482,1264
541,542,1481,459
489,490,1475,421
1964,1965,1403,1345
1866,1867,1370,1268
1878,1879,1388,1277
1738,1739,1165,1178
1723,1724,1116,1166
1768,1769,1132,1189
1773,1774,1118,1196
1762,1763,1099,1188
1698,1699,1100,1156
1440,1441,1307,1013
1408,1409,1291,989
1443,1444,1346,1015
1414,1415,1334,994
1421,1422,1362,997
1430,1431,1319,1005
1498,1499,1230,1047
1616,1617,1236,1115
849,850,1148,632
