,CELL_ID,X,Y
1725,1726,29,848
1698,1699,48,830
2425,2426,339,1277
1126,1127,1748,591
60,61,560,50
1894,1895,93,936
2505,2506,310,1325
1223,1224,1738,630
1216,1217,1710,629
1896,1897,1857,933
2516,2517,1613,1330
45,46,605,41
41,42,585,40
48,49,620,46
1726,1727,282,847
1622,1623,287,803
2046,2047,379,1032
1807,1808,301,883
2314,2315,306,1209
2106,2107,399,1071
2094,2095,367,1065
2268,2269,305,1181
1220,1221,1768,630
1862,1863,1864,916
1119,1120,1730,590
1077,1078,1730,567
1269,1270,1869,648
1286,1287,1897,657
1243,1244,1905,640
1148,1149,1888,600
1062,1063,1887,564
1213,1214,1871,623
1249,1250,1843,643
1162,1163,1864,605
1932,1933,1850,957
1893,1894,1842,935
2569,2570,1588,1363
2588,2589,1569,1382
2493,2494,1620,1315
2646,2647,1017,1430
2650,2651,1095,1432
2621,2622,1016,1409
2635,2636,1200,1420
2638,2639,1117,1428
23,24,872,20
7,8,1006,5
36,37,1011,34
22,23,974,17
11,12,1030,10
6,7,925,6
746,747,1192,402
1049,1050,1261,557
67,68,1215,55
1984,1985,498,995
1845,1846,381,908
1842,1843,337,908
1883,1884,372,931
1844,1845,356,906
1836,1837,319,903
1800,1801,343,881
2003,2004,722,1005
2171,2172,394,1119
2139,2140,400,1094
2123,2124,381,1086
2135,2136,360,1097
2194,2195,417,1134
2144,2145,425,1096
1284,1285,1729,656
1324,1325,1705,668
1346,1347,1689,680
1965,1966,1808,980
1939,1940,1818,964
1996,1997,1814,1004
1354,1355,1666,681
1495,1496,1701,741
1523,1524,1706,757
1469,1470,1728,733
2555,2556,1579,1354
136,137,594,111
2491,2492,837,1322
2444,2445,865,1287
2443,2444,821,1287
2489,2490,815,1311
2597,2598,865,1388
2586,2587,827,1378
2656,2657,1001,1434
2660,2661,1036,1435
2651,2652,793,1433
2655,2656,835,1434
2633,2634,1224,1418
2612,2613,1152,1402
2626,2627,1173,1410
2640,2641,1145,1428
2624,2625,1127,1410
2593,2594,1074,1383
2589,2590,1103,1391
2623,2624,1081,1411
2601,2602,1056,1390
2595,2596,1345,1383
2591,2592,1329,1384
38,39,855,37
49,50,888,45
180,181,1275,133
927,928,929,497
881,882,941,475
915,916,944,491
943,944,909,512
972,973,884,524
956,957,951,513
1979,1980,469,992
1846,1847,450,910
1890,1891,452,933
1903,1904,391,942
1872,1873,419,926
1747,1748,464,854
1750,1751,478,855
1814,1815,465,890
2512,2513,493,1330
2485,2486,470,1311
2163,2164,435,1115
2202,2203,432,1140
357,358,1305,224
303,304,1424,199
485,486,1238,285
232,233,1624,160
227,228,1638,160
240,241,1605,167
199,200,1606,142
756,757,1544,408
751,752,1599,403
692,693,1565,372
679,680,1583,373
731,732,1562,393
665,666,1552,365
1959,1960,1683,979
1790,1791,1675,878
1435,1436,1674,708
1473,1474,1682,733
1309,1310,1653,668
1256,1257,1644,646
1498,1499,1642,741
2521,2522,1586,1332
2476,2477,1613,1302
1837,1838,1150,902
1665,1666,1165,820
1714,1715,1161,837
1624,1625,1166,803
1729,1730,1169,852
1859,1860,1169,916
1797,1798,1186,878
1755,1756,1181,858
1810,1811,1159,885
1822,1823,1189,895
1406,1407,1408,706
1267,1268,1342,648
1211,1212,1321,624
1766,1767,1665,862
1465,1466,1413,731
146,147,620,115
843,844,587,449
1677,1678,303,825
1784,1785,863,877
2025,2026,929,1016
1727,1728,891,847
1660,1661,741,817
2479,2480,861,1310
2654,2655,1432,1433
2643,2644,1418,1428
2661,2662,1446,1435
2630,2631,1256,1419
2627,2628,1242,1415
2600,2601,1253,1390
2653,2654,1259,1434
609,610,774,337
479,480,896,282
528,529,892,299
13,14,1069,10
1094,1095,1253,577
889,890,957,480
878,879,898,473
894,895,915,482
1424,1425,795,712
1158,1159,1254,602
1168,1169,1192,605
1177,1178,1229,613
1113,1114,1227,590
1120,1121,1180,589
2400,2401,567,1264
1910,1911,486,946
1873,1874,473,921
1915,1916,457,949
1966,1967,449,981
1918,1919,423,952
1463,1464,590,730
1521,1522,589,756
1396,1397,583,701
2454,2455,751,1295
2416,2417,776,1274
2460,2461,796,1295
2490,2491,453,1313
2573,2574,373,1369
2234,2235,467,1159
499,500,1346,290
879,880,1567,475
957,958,1548,513
791,792,1524,427
802,803,1563,424
297,298,1623,197
275,276,1607,187
260,261,1632,178
331,332,1625,214
419,420,1612,258
622,623,1543,344
340,341,1582,218
314,315,1596,205
361,362,1607,226
937,938,1529,502
1281,1282,1674,647
1300,1301,1385,651
1291,1292,1403,659
1326,1327,1361,672
1363,1364,1389,685
1658,1659,1774,817
1686,1687,1783,827
1674,1675,1740,823
1640,1641,1758,810
1706,1707,1763,835
1813,1814,1838,890
1778,1779,1843,867
1735,1736,1842,848
1697,1698,1801,833
1694,1695,1827,830
1986,1987,1708,994
1964,1965,1731,981
1924,1925,1740,951
1956,1957,1795,969
1825,1826,1650,893
1538,1539,1677,763
1370,1371,1619,689
1333,1334,1641,674
1384,1385,1650,695
1456,1457,1652,724
1303,1304,1626,664
1341,1342,1603,675
1577,1578,1735,780
1619,1620,1742,801
1606,1607,1721,794
1558,1559,1722,772
1518,1519,1748,754
2419,2420,1524,1274
2511,2512,1365,1328
2097,2098,1039,1067
2174,2175,1247,1119
2151,2152,1270,1106
2167,2168,1204,1116
1593,1594,1155,788
1187,1188,1170,616
1273,1274,1105,646
1235,1236,1198,636
1266,1267,1177,646
1232,1233,1166,637
1159,1160,1328,605
1511,1512,1420,749
804,805,502,436
824,825,636,445
851,852,607,457
805,806,627,431
1487,1488,437,740
1732,1733,850,851
1705,1706,881,834
1947,1948,960,969
1980,1981,945,989
2011,2012,956,1011
1944,1945,976,968
1754,1755,899,862
1502,1503,898,747
1616,1617,786,799
1550,1551,793,771
1614,1615,766,799
1653,1654,772,817
1683,1684,786,831
875,876,562,473
1675,1676,660,828
1641,1642,663,812
1976,1977,716,989
2186,2187,765,1128
2176,2177,842,1120
2140,2141,732,1095
2149,2150,740,1104
2150,2151,775,1104
2544,2545,895,1347
2582,2583,899,1375
2421,2422,889,1274
2461,2462,883,1301
2520,2521,1197,1331
2541,2542,1172,1347
2554,2555,1132,1355
2348,2349,981,1231
2326,2327,1007,1214
2218,2219,1084,1151
2179,2180,1075,1121
2587,2588,1362,1377
2613,2614,1373,1408
2642,2643,1399,1427
2608,2609,1297,1402
2619,2620,1270,1408
2641,2642,1339,1425
2487,2488,1306,1312
727,728,728,391
61,62,935,54
66,67,914,57
28,29,914,27
35,36,954,35
69,70,967,56
173,174,1327,129
1170,1171,1291,611
1161,1162,1274,604
1180,1181,1310,614
866,867,920,464
858,859,941,461
837,838,952,449
1348,1349,851,680
1193,1194,1102,619
1179,1180,1151,612
1214,1215,1153,629
869,870,972,468
831,832,973,447
806,807,1035,435
2169,2170,515,1117
2083,2084,539,1061
1935,1936,526,968
2133,2134,1292,1090
2152,2153,1286,1106
2639,2640,746,1427
2440,2441,694,1287
2465,2466,724,1299
2372,2373,733,1244
2457,2458,444,1291
2410,2411,517,1270
2345,2346,473,1229
2385,2386,445,1254
2280,2281,483,1189
2381,2382,542,1253
2399,2400,374,1265
2223,2224,442,1151
1130,1131,1317,588
1142,1143,1283,595
868,869,1516,465
874,875,1534,470
902,903,1531,485
833,834,1515,446
834,835,1535,447
380,381,1584,239
360,361,1466,228
1117,1118,1566,588
1118,1119,1677,588
1035,1036,1679,549
1084,1085,1696,571
1122,1123,1711,589
1237,1238,1700,639
1043,1044,1658,550
1095,1096,1650,579
1476,1477,1464,738
1466,1467,1440,729
1409,1410,1430,701
1344,1345,1409,677
1851,1852,1819,910
1989,1990,1777,997
1943,1944,1768,969
2006,2007,1751,1006
1646,1647,1591,811
1666,1667,1630,819
2599,2600,1527,1388
2576,2577,1565,1369
2625,2626,1545,1408
2644,2645,1462,1427
2637,2638,1446,1415
2371,2372,1552,1245
2368,2369,1537,1237
2377,2378,1592,1245
2411,2412,1543,1270
2407,2408,1562,1268
2499,2500,1576,1318
1967,1968,1210,981
2112,2113,1294,1073
2256,2257,1220,1171
2033,2034,969,1026
2043,2044,944,1030
2281,2282,1197,1187
1507,1508,1167,748
1543,1544,1169,767
1478,1479,1151,735
1448,1449,1073,722
1393,1394,1166,700
1438,1439,1145,718
1183,1184,1342,616
1254,1255,1365,643
1132,1133,458,595
1231,1232,419,638
719,720,421,389
963,964,634,517
988,989,615,531
808,809,580,435
846,847,561,452
781,782,611,423
741,742,561,399
1580,1581,585,786
1719,1720,626,842
1681,1682,639,828
1680,1681,603,825
1802,1803,600,878
1759,1760,589,860
1634,1635,633,805
1635,1636,615,808
1516,1517,612,754
1644,1645,842,809
1689,1690,847,829
1657,1658,861,816
1673,1674,816,823
1704,1705,803,838
1713,1714,825,836
1639,1640,806,807
1637,1638,828,807
1741,1742,959,851
1819,1820,912,892
1785,1786,917,874
1815,1816,887,889
1858,1859,892,914
1884,1885,928,930
1874,1875,902,927
1839,1840,927,906
1914,1915,952,944
1920,1921,909,953
1931,1932,934,964
891,892,543,480
1656,1657,714,815
1688,1689,715,831
1636,1637,727,808
1659,1660,691,819
2010,2011,680,1010
2036,2037,661,1028
2014,2015,708,1014
2002,2003,695,1001
1999,2000,661,1001
2336,2337,957,1219
2594,2595,1287,1387
2603,2604,1312,1388
2366,2367,963,1241
2354,2355,996,1235
2355,2356,1020,1234
2329,2330,1027,1218
2309,2310,1021,1205
2350,2351,1144,1233
2396,2397,1209,1262
2370,2371,1181,1243
2320,2321,1183,1212
2356,2357,1221,1236
2365,2366,1202,1234
2204,2205,1264,1139
2184,2185,1285,1126
2448,2449,1300,1290
2430,2431,1213,1279
2442,2443,1278,1286
2427,2428,1252,1276
2475,2476,1276,1301
2406,2407,1226,1263
518,519,871,295
400,401,1136,249
1351,1352,602,682
2209,2210,616,1146
2117,2118,542,1079
2232,2233,608,1156
2084,2085,598,1059
2207,2208,679,1145
2200,2201,691,1139
2360,2361,605,1236
1919,1920,548,957
2420,2421,634,1276
2393,2394,652,1260
2437,2438,670,1285
2409,2410,478,1268
2403,2404,452,1269
2436,2437,471,1285
2380,2381,482,1252
2392,2393,496,1262
639,640,1226,355
471,472,1585,279
506,507,1564,292
463,464,1562,276
414,415,1584,256
430,431,1568,262
1014,1015,1557,544
1092,1093,1555,573
1125,1126,1532,591
1139,1140,1615,598
1087,1088,1620,572
1131,1132,1591,588
1101,1102,1636,579
1144,1145,1658,598
1540,1541,1448,763
1517,1518,1479,752
1541,1542,1506,763
1508,1509,1496,747
1557,1558,1482,771
1758,1759,1778,860
1753,1754,1760,856
1773,1774,1799,869
1720,1721,1775,842
1724,1725,1791,844
1730,1731,1630,848
1696,1697,1636,833
1711,1712,1613,837
1734,1735,1648,848
1777,1778,1640,869
2029,2030,1664,1000
1955,1956,1648,974
2462,2463,1334,1300
2470,2471,1319,1303
2450,2451,1523,1292
1835,1836,1203,903
1985,1986,1223,996
2128,2129,1275,1087
2021,2022,1275,1007
2017,2018,1291,1019
2065,2066,1282,1046
2016,2017,1256,1014
1977,1978,1246,990
2063,2064,967,1045
2075,2076,933,1051
1534,1535,1138,762
1477,1478,1040,737
1432,1433,1104,716
1402,1403,1126,703
1382,1383,1100,696
1455,1456,1115,724
873,874,1459,470
1786,1787,985,877
1533,1534,1007,761
2394,2395,935,1262
2449,2450,1010,1291
2301,2302,1144,1200
2302,2303,1164,1201
2332,2333,1162,1219
2327,2328,1130,1214
2258,2259,1161,1175
2259,2260,1146,1175
2287,2288,1102,1191
2288,2289,1122,1189
2263,2264,1101,1177
2310,2311,1096,1205
2273,2274,1075,1184
2278,2279,1088,1188
2452,2453,1244,1294
2390,2391,1323,1258
2431,2432,1320,1279
2412,2413,1305,1269
2361,2362,1325,1237
959,960,865,517
1347,1348,701,680
1838,1839,546,903
1895,1896,510,933
1871,1872,545,925
1852,1853,565,907
1779,1780,563,872
2464,2465,639,1299
2408,2409,614,1268
897,898,1292,483
1054,1055,1521,562
1050,1051,1508,557
999,1000,1531,536
1080,1081,1538,567
1100,1101,1514,582
2471,2472,1493,1303
2438,2439,1500,1284
2502,2503,1477,1323
1921,1922,1193,953
1906,1907,1223,942
1898,1899,1185,937
1948,1949,1225,968
1954,1955,1196,975
2125,2126,978,1087
2090,2091,988,1061
2107,2108,1002,1073
2100,2101,960,1069
2126,2127,1011,1087
2051,2052,1082,1034
1192,1193,1079,620
1401,1402,1083,703
1447,1448,1017,721
1482,1483,1022,737
1240,1241,945,639
1265,1266,1144,647
1247,1248,1127,640
1599,1600,1519,790
1600,1601,1546,791
1579,1580,1555,782
1252,1253,266,644
1642,1643,77,812
1707,1708,20,835
1189,1190,400,621
977,978,694,527
2203,2204,1062,1140
2248,2249,1057,1167
2297,2298,1043,1198
