,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1122)",0,0,0,2,0,0,0
"('cell', 748)",0,0,0,0,0,1,0
"('cell', 759)",0,0,0,0,0,2,0
"('cell', 731)",0,0,0,0,0,2,0
"('cell', 1990)",0,0,1,0,0,1,0
"('cell', 1458)",0,0,0,4,0,0,0
"('cell', 1650)",0,0,0,0,0,2,0
"('cell', 1117)",0,0,1,2,0,0,0
"('cell', 1051)",0,0,1,2,0,0,0
"('cell', 1057)",0,0,0,1,0,1,0
"('cell', 766)",0,1,1,0,0,0,0
"('cell', 802)",0,2,2,0,0,3,0
"('cell', 399)",0,0,0,1,0,0,0
"('cell', 475)",0,0,0,1,0,0,0
"('cell', 690)",0,0,0,0,0,1,0
"('cell', 657)",0,0,0,0,0,1,0
"('cell', 643)",0,1,0,0,0,0,0
"('cell', 619)",0,0,0,1,0,0,0
"('cell', 1850)",0,1,0,0,0,1,3
"('cell', 1107)",0,0,0,0,0,1,1
"('cell', 1600)",0,0,0,0,0,1,0
"('cell', 1488)",0,0,0,2,0,0,0
"('cell', 1533)",0,0,0,2,0,0,0
"('cell', 1559)",0,0,0,1,0,0,0
"('cell', 1993)",0,0,0,0,1,5,0
"('cell', 1129)",0,0,1,2,0,0,0
"('cell', 1205)",0,0,1,4,0,0,0
"('cell', 1362)",0,0,0,4,0,0,0
"('cell', 1054)",0,1,2,0,0,0,0
"('cell', 921)",0,0,0,1,0,2,0
"('cell', 769)",0,2,0,0,0,0,0
"('cell', 730)",0,4,0,0,0,0,0
"('cell', 806)",0,1,1,0,0,3,0
"('cell', 765)",0,3,2,0,0,1,0
"('cell', 351)",0,0,0,1,0,1,0
"('cell', 402)",0,0,0,0,0,1,0
"('cell', 379)",0,0,0,1,0,1,0
"('cell', 432)",0,0,0,1,0,0,0
"('cell', 482)",0,0,0,1,0,0,0
"('cell', 738)",0,0,0,0,0,1,0
"('cell', 698)",0,2,0,0,0,0,0
"('cell', 747)",0,2,1,0,0,0,0
"('cell', 1371)",0,1,0,0,0,4,0
"('cell', 966)",0,0,0,7,0,0,0
"('cell', 672)",0,2,1,0,4,1,0
"('cell', 637)",0,3,1,0,2,3,0
"('cell', 290)",0,0,1,0,1,7,2
"('cell', 1135)",0,0,0,0,1,2,1
"('cell', 1145)",0,0,0,0,0,1,1
"('cell', 1299)",0,1,0,0,0,0,0
"('cell', 1044)",0,1,0,0,0,2,1
"('cell', 1214)",0,0,0,0,0,1,1
"('cell', 1311)",0,2,0,0,0,0,0
"('cell', 1395)",0,2,0,0,0,2,0
"('cell', 1333)",0,2,0,0,0,0,0
"('cell', 1393)",0,3,0,0,0,1,0
"('cell', 1295)",0,2,0,0,0,0,0
"('cell', 1255)",0,1,0,0,0,0,0
"('cell', 1349)",0,2,0,0,0,0,0
"('cell', 1365)",0,1,0,0,0,0,0
"('cell', 1368)",0,1,0,0,0,0,0
"('cell', 1341)",0,1,0,0,0,0,0
"('cell', 1450)",0,1,0,0,0,2,0
"('cell', 1424)",0,3,0,0,0,2,0
"('cell', 1441)",0,0,0,0,0,3,1
"('cell', 1500)",0,1,0,0,0,4,1
"('cell', 1459)",0,2,0,0,0,3,0
"('cell', 1661)",0,0,0,0,0,2,0
"('cell', 1791)",0,1,0,0,2,3,0
"('cell', 2017)",0,0,0,0,1,4,0
"('cell', 2009)",0,1,0,0,0,3,0
"('cell', 2011)",0,1,0,0,0,2,0
"('cell', 1991)",0,0,1,1,0,1,0
"('cell', 2002)",0,0,0,2,0,0,0
"('cell', 1383)",0,0,0,3,0,0,0
"('cell', 1514)",0,0,0,4,0,0,0
"('cell', 1499)",0,0,0,3,0,0,0
"('cell', 1544)",0,0,0,3,0,0,0
"('cell', 1447)",0,0,0,4,0,0,0
"('cell', 1578)",0,0,0,3,0,0,0
"('cell', 1580)",0,0,0,3,0,0,0
"('cell', 1127)",0,0,1,0,0,0,0
"('cell', 1132)",0,0,1,1,0,0,0
"('cell', 1126)",0,1,2,0,0,0,0
"('cell', 1048)",0,1,1,0,0,0,0
"('cell', 1065)",0,1,1,0,0,0,0
"('cell', 1055)",0,0,1,2,0,0,0
"('cell', 994)",0,0,1,1,0,0,0
"('cell', 1361)",0,0,0,1,0,1,0
"('cell', 1192)",0,0,1,1,0,0,0
"('cell', 1151)",0,1,2,0,0,0,0
"('cell', 1156)",0,0,1,1,0,0,0
"('cell', 1216)",0,0,0,3,0,0,0
"('cell', 1403)",0,0,0,4,0,0,0
"('cell', 1266)",0,0,0,2,0,0,0
"('cell', 1242)",0,0,0,0,0,2,0
"('cell', 1223)",0,0,2,0,0,4,0
"('cell', 1260)",0,0,0,1,0,0,0
"('cell', 1188)",0,0,3,0,0,5,0
"('cell', 1139)",0,3,0,0,0,5,0
"('cell', 1187)",0,3,1,0,0,3,0
"('cell', 1152)",0,3,0,0,0,5,0
"('cell', 1201)",0,4,0,0,0,0,0
"('cell', 1182)",0,4,0,0,0,0,0
"('cell', 1162)",0,5,0,0,0,1,0
"('cell', 1150)",0,0,2,0,0,2,0
"('cell', 1163)",0,0,4,0,0,4,0
"('cell', 1155)",0,1,2,0,0,0,0
"('cell', 1190)",0,0,2,1,0,0,0
"('cell', 1198)",0,0,2,0,0,2,0
"('cell', 1062)",0,1,4,0,0,2,0
"('cell', 774)",0,0,1,0,0,2,0
"('cell', 796)",0,1,1,0,0,4,0
"('cell', 842)",0,2,3,0,0,7,0
"('cell', 829)",0,1,2,0,0,4,0
"('cell', 821)",0,2,3,0,0,5,0
"('cell', 425)",0,0,0,0,0,1,0
"('cell', 551)",0,2,0,0,0,0,0
"('cell', 873)",0,1,1,0,0,1,0
"('cell', 936)",0,0,1,0,0,5,0
"('cell', 915)",0,0,0,0,0,1,0
"('cell', 945)",0,0,0,2,0,1,0
"('cell', 990)",0,0,0,3,0,0,0
"('cell', 949)",0,1,1,0,0,3,0
"('cell', 1542)",0,1,2,0,0,4,0
"('cell', 1503)",0,1,4,0,0,4,0
"('cell', 1358)",0,1,2,0,0,2,1
"('cell', 912)",0,0,1,0,0,4,0
"('cell', 928)",0,0,1,0,0,5,0
"('cell', 1143)",0,3,0,0,0,5,0
"('cell', 1104)",0,3,1,0,0,10,0
"('cell', 1376)",0,3,0,0,0,1,0
"('cell', 1181)",0,3,0,0,0,6,0
"('cell', 1158)",0,3,1,0,0,8,0
"('cell', 1652)",0,0,2,0,0,3,0
"('cell', 1547)",0,2,0,0,0,3,0
"('cell', 1623)",0,1,1,0,0,5,0
"('cell', 266)",0,0,0,1,0,1,0
"('cell', 294)",0,8,0,0,1,0,0
"('cell', 133)",0,0,5,0,0,9,0
"('cell', 215)",0,0,4,0,2,6,4
"('cell', 284)",0,0,2,0,2,7,2
"('cell', 1963)",0,2,4,0,1,0,0
"('cell', 1882)",0,1,2,0,0,3,0
"('cell', 1855)",0,2,1,1,0,3,0
"('cell', 1130)",0,0,0,0,0,1,0
"('cell', 1178)",0,0,0,0,0,1,1
"('cell', 1245)",0,1,0,0,0,0,0
"('cell', 1197)",0,1,0,0,0,0,0
"('cell', 1166)",0,1,0,0,0,0,0
"('cell', 1141)",0,2,0,2,0,0,0
"('cell', 1273)",0,3,0,0,0,0,0
"('cell', 1220)",0,2,0,2,0,0,0
"('cell', 851)",0,3,0,0,0,2,0
"('cell', 907)",0,3,0,0,0,1,0
"('cell', 987)",0,1,0,0,1,4,1
"('cell', 1018)",0,1,0,0,0,2,1
"('cell', 1022)",0,4,0,1,0,1,0
"('cell', 1025)",0,6,0,2,0,1,0
"('cell', 988)",0,3,0,0,0,0,0
"('cell', 537)",0,7,0,0,0,0,0
"('cell', 571)",0,0,4,0,1,6,0
"('cell', 613)",0,0,2,0,1,8,0
"('cell', 810)",0,4,1,0,0,2,0
"('cell', 1275)",0,2,0,0,0,0,0
"('cell', 1222)",0,1,0,0,0,0,0
"('cell', 1384)",0,2,0,0,0,0,0
"('cell', 1414)",0,2,0,0,0,1,0
"('cell', 1381)",0,2,0,0,0,0,0
"('cell', 1612)",0,0,0,1,0,0,0
"('cell', 1694)",0,0,0,0,1,3,0
"('cell', 1707)",0,0,0,0,0,2,0
"('cell', 1644)",0,0,0,1,0,0,0
"('cell', 1654)",0,0,0,1,0,0,0
"('cell', 1980)",0,1,0,0,0,5,0
"('cell', 1820)",0,1,0,0,2,5,0
"('cell', 1819)",0,1,0,0,1,1,0
"('cell', 2016)",0,1,1,0,0,4,0
"('cell', 1937)",0,0,0,1,0,0,0
"('cell', 1971)",0,0,0,2,0,0,0
"('cell', 1967)",0,0,0,2,0,0,0
"('cell', 1962)",0,0,0,1,0,0,0
"('cell', 1898)",0,0,0,0,0,2,0
"('cell', 1928)",0,0,1,0,0,2,0
"('cell', 1926)",0,0,1,0,0,2,0
"('cell', 1972)",0,0,0,2,0,0,0
"('cell', 2022)",0,0,0,2,0,0,0
"('cell', 1329)",0,0,0,1,0,0,0
"('cell', 1285)",0,0,0,1,0,0,0
"('cell', 1340)",0,0,0,1,0,0,0
"('cell', 1308)",0,0,0,2,0,0,0
"('cell', 1351)",0,0,0,2,0,0,0
"('cell', 1059)",0,1,3,0,0,7,0
"('cell', 953)",0,0,0,0,0,2,0
"('cell', 944)",0,0,0,1,0,2,0
"('cell', 793)",0,0,1,0,0,2,0
"('cell', 782)",0,0,0,0,0,2,0
"('cell', 871)",0,0,0,0,0,2,0
"('cell', 775)",0,0,0,0,0,2,0
"('cell', 1005)",0,1,6,0,0,7,0
"('cell', 749)",0,4,0,0,0,0,0
"('cell', 517)",0,1,0,0,0,0,0
"('cell', 692)",0,2,0,0,0,0,0
"('cell', 721)",0,3,4,0,0,0,0
"('cell', 368)",0,0,0,0,0,1,0
"('cell', 366)",0,0,0,1,0,1,0
"('cell', 280)",0,0,0,1,0,1,0
"('cell', 263)",0,0,0,0,0,1,0
"('cell', 257)",0,0,0,1,0,1,0
"('cell', 224)",0,0,0,1,0,0,0
"('cell', 244)",0,0,0,1,0,0,0
"('cell', 209)",0,0,0,1,0,0,0
"('cell', 202)",0,0,0,1,0,0,0
"('cell', 970)",0,1,1,0,0,4,0
"('cell', 901)",0,0,0,0,0,1,0
"('cell', 1235)",0,3,1,0,0,2,0
"('cell', 1307)",0,0,2,0,0,6,0
"('cell', 1318)",0,0,1,0,0,1,0
"('cell', 1263)",0,0,1,0,0,4,0
"('cell', 1229)",0,1,2,0,0,7,0
"('cell', 1657)",0,2,0,0,0,0,0
"('cell', 1605)",0,2,2,0,0,2,0
"('cell', 1806)",0,1,1,0,0,1,0
"('cell', 1907)",0,0,0,0,0,1,0
"('cell', 1771)",0,0,3,0,0,2,0
"('cell', 1783)",0,0,1,0,0,2,0
"('cell', 1211)",0,3,0,0,0,8,0
"('cell', 1470)",0,2,0,0,0,6,0
"('cell', 1515)",0,1,2,0,0,6,0
"('cell', 1476)",0,0,4,0,1,5,1
"('cell', 1289)",0,3,0,0,0,1,0
"('cell', 1423)",0,2,0,0,0,3,0
"('cell', 1444)",0,1,0,0,0,6,1
"('cell', 1397)",0,1,2,0,0,4,1
"('cell', 1337)",0,2,1,0,0,3,0
"('cell', 1344)",0,4,0,0,0,0,0
"('cell', 1306)",0,5,0,0,0,1,0
"('cell', 1301)",0,3,1,0,0,2,0
"('cell', 1314)",0,2,0,0,0,1,0
"('cell', 1345)",0,1,1,0,0,3,0
"('cell', 1290)",0,2,1,0,0,4,0
"('cell', 1325)",0,1,1,0,0,4,0
"('cell', 1261)",0,4,1,0,0,2,0
"('cell', 1241)",0,3,0,0,0,0,0
"('cell', 1140)",0,2,1,0,0,4,0
"('cell', 1171)",0,4,1,0,0,0,0
"('cell', 1284)",0,3,0,0,0,0,0
"('cell', 1269)",0,4,0,0,0,0,0
"('cell', 888)",0,2,2,0,0,3,0
"('cell', 1086)",0,1,3,0,0,14,0
"('cell', 1116)",0,2,0,0,0,10,0
"('cell', 1106)",0,1,2,0,0,10,0
"('cell', 734)",0,3,2,0,0,5,0
"('cell', 757)",0,2,6,0,0,7,0
"('cell', 773)",0,2,1,0,0,7,0
"('cell', 798)",0,2,2,0,0,9,0
"('cell', 1507)",0,2,0,1,0,3,0
"('cell', 881)",0,2,1,6,1,1,0
"('cell', 960)",0,1,1,2,0,2,0
"('cell', 927)",0,0,2,2,0,4,0
"('cell', 1232)",0,2,0,1,0,0,0
"('cell', 1168)",0,2,0,3,0,0,0
"('cell', 1293)",0,1,2,0,1,2,1
"('cell', 1267)",0,1,2,0,0,2,1
"('cell', 1581)",0,1,0,0,0,3,0
"('cell', 1616)",0,1,1,0,0,3,0
"('cell', 1596)",0,2,1,0,0,5,0
"('cell', 1619)",0,1,0,0,0,3,0
"('cell', 36)",0,2,0,2,0,0,0
"('cell', 310)",0,0,1,1,2,5,0
"('cell', 386)",0,0,2,1,0,4,1
"('cell', 297)",0,0,1,1,2,6,0
"('cell', 31)",0,0,0,0,0,1,0
"('cell', 10)",0,0,0,1,0,0,0
"('cell', 12)",0,0,0,1,0,0,0
"('cell', 43)",0,3,0,0,0,0,0
"('cell', 35)",0,2,0,1,0,0,0
"('cell', 22)",0,0,0,1,0,0,0
"('cell', 37)",0,4,0,1,0,0,0
"('cell', 8)",0,3,0,1,0,0,0
"('cell', 15)",0,3,0,1,0,0,0
"('cell', 48)",0,0,0,0,0,1,0
"('cell', 76)",0,0,0,0,0,1,0
"('cell', 776)",0,3,1,0,0,4,0
"('cell', 684)",0,1,3,0,0,10,0
"('cell', 743)",0,2,2,0,2,6,1
"('cell', 410)",0,0,1,1,0,5,1
"('cell', 512)",0,3,1,0,0,8,0
"('cell', 473)",0,1,0,0,0,6,0
"('cell', 598)",0,4,1,0,0,4,0
"('cell', 524)",0,4,1,0,0,4,0
"('cell', 536)",0,3,1,0,0,3,0
"('cell', 291)",0,0,1,1,4,5,1
"('cell', 470)",0,3,0,1,0,3,0
"('cell', 483)",0,2,0,0,0,6,0
"('cell', 450)",0,1,0,1,0,4,0
"('cell', 406)",0,1,1,1,0,2,0
"('cell', 433)",0,3,1,1,0,2,0
"('cell', 413)",0,3,1,1,0,3,0
"('cell', 2005)",0,2,2,0,2,1,0
"('cell', 2018)",0,1,3,0,2,1,0
"('cell', 1984)",0,2,4,0,2,1,0
"('cell', 1710)",0,1,1,1,0,1,0
"('cell', 1738)",0,2,1,1,0,0,0
"('cell', 1688)",0,1,1,1,0,0,0
"('cell', 1821)",0,3,2,1,0,6,0
"('cell', 1757)",0,3,1,1,0,1,0
"('cell', 1826)",0,3,1,1,0,2,0
"('cell', 1763)",0,1,0,1,0,0,0
"('cell', 1740)",0,1,0,0,0,0,0
"('cell', 1759)",0,3,0,0,0,0,0
"('cell', 1782)",0,2,0,0,0,2,0
"('cell', 1808)",0,1,0,1,0,0,0
"('cell', 1846)",0,1,0,1,0,1,0
"('cell', 1736)",0,2,0,1,0,0,0
"('cell', 1881)",0,2,2,0,0,1,0
"('cell', 1879)",0,2,2,1,0,2,0
"('cell', 1751)",0,1,2,0,0,4,3
"('cell', 1795)",0,2,1,0,0,2,1
"('cell', 1552)",0,1,2,0,0,4,1
"('cell', 1677)",0,1,3,0,0,4,1
"('cell', 1112)",0,1,0,0,0,0,0
"('cell', 1123)",0,1,0,0,0,0,0
"('cell', 1088)",0,1,0,0,0,1,0
"('cell', 1111)",0,1,0,0,0,0,0
"('cell', 1110)",0,0,0,0,0,1,0
"('cell', 1092)",0,1,0,0,0,1,1
"('cell', 1060)",0,1,0,0,0,1,0
"('cell', 1063)",0,1,0,0,0,0,0
"('cell', 1310)",0,3,0,0,0,0,1
"('cell', 1246)",0,3,0,2,0,0,1
"('cell', 892)",0,6,0,0,0,0,0
"('cell', 933)",0,5,0,0,0,0,0
"('cell', 942)",0,5,0,0,0,1,0
"('cell', 954)",0,4,0,0,0,1,0
"('cell', 1070)",0,1,0,0,0,0,0
"('cell', 985)",0,3,0,0,0,0,0
"('cell', 1013)",0,2,0,0,0,0,0
"('cell', 903)",0,3,0,0,0,1,0
"('cell', 861)",0,3,0,0,0,5,0
"('cell', 835)",0,0,1,0,1,8,0
"('cell', 947)",0,1,1,0,1,7,1
"('cell', 979)",0,2,0,0,0,1,0
"('cell', 991)",0,1,0,0,1,4,1
"('cell', 1172)",0,7,0,2,0,0,0
"('cell', 965)",0,7,0,0,0,0,0
"('cell', 975)",0,7,0,0,0,0,0
"('cell', 996)",0,6,0,1,0,0,0
"('cell', 895)",0,2,3,2,1,4,0
"('cell', 1626)",0,0,4,0,0,4,0
"('cell', 1408)",0,1,0,0,0,0,0
"('cell', 1425)",0,2,0,0,0,0,0
"('cell', 1455)",0,1,0,0,0,0,0
"('cell', 1388)",0,1,0,0,0,0,0
"('cell', 1418)",0,2,0,0,0,0,1
"('cell', 1489)",0,1,0,0,0,0,0
"('cell', 1516)",0,1,0,0,0,0,0
"('cell', 1594)",0,0,4,0,0,1,0
"('cell', 1588)",0,0,2,0,0,1,0
