,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 932)",0,0,2,5,1,1,6
"('cell', 1062)",0,0,1,2,3,6,2
"('cell', 1271)",0,0,0,0,0,0,1
"('cell', 1309)",0,0,0,1,0,0,13
"('cell', 962)",0,0,2,1,3,2,0
"('cell', 935)",0,0,3,1,2,3,0
"('cell', 6)",0,0,2,1,0,0,0
"('cell', 938)",0,0,1,6,1,2,4
"('cell', 609)",0,0,0,0,1,0,3
"('cell', 1304)",0,0,3,1,0,3,2
"('cell', 1065)",0,0,2,1,0,3,0
"('cell', 1204)",0,0,0,0,0,1,2
"('cell', 1166)",0,0,0,0,0,3,2
"('cell', 1186)",0,0,0,0,0,2,2
"('cell', 1303)",0,0,1,0,0,0,1
"('cell', 1336)",0,0,1,0,0,0,2
"('cell', 1228)",0,0,0,0,0,1,0
"('cell', 42)",0,0,0,0,1,0,0
"('cell', 1181)",0,0,0,0,0,0,9
"('cell', 624)",0,0,3,0,0,4,1
"('cell', 768)",0,0,0,4,1,0,5
"('cell', 761)",0,0,0,3,1,0,4
"('cell', 4)",0,0,0,0,0,3,0
"('cell', 626)",0,0,2,0,0,4,2
"('cell', 614)",0,0,1,0,1,3,0
"('cell', 608)",0,0,1,0,1,1,3
"('cell', 975)",0,0,1,3,1,3,3
"('cell', 971)",0,0,2,0,0,4,1
"('cell', 953)",0,0,2,1,0,4,1
"('cell', 880)",0,0,4,1,1,5,0
"('cell', 1023)",0,0,1,2,1,2,3
"('cell', 835)",0,0,2,3,0,2,4
"('cell', 822)",0,0,1,3,0,1,5
"('cell', 1117)",0,0,1,0,0,1,4
"('cell', 1152)",0,0,0,1,0,1,6
"('cell', 1142)",0,0,1,1,0,0,5
"('cell', 1121)",0,0,2,2,0,0,3
"('cell', 973)",0,0,2,0,0,4,0
"('cell', 1041)",0,0,1,1,0,3,1
"('cell', 957)",0,0,2,0,0,7,0
"('cell', 916)",0,0,4,0,0,7,1
"('cell', 941)",0,0,1,0,0,7,0
"('cell', 982)",0,0,2,1,1,7,0
"('cell', 966)",0,0,0,1,3,6,0
"('cell', 857)",0,0,3,0,1,5,0
"('cell', 830)",0,0,4,0,1,1,2
