,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1349)",0,0,0,0,0,4,2
"('cell', 1191)",0,0,2,0,0,7,1
"('cell', 1025)",0,0,2,0,2,9,0
"('cell', 941)",0,0,2,0,2,7,0
"('cell', 1645)",0,0,1,0,1,3,2
"('cell', 1695)",0,0,3,0,0,4,2
"('cell', 853)",0,0,0,0,2,7,0
"('cell', 708)",0,0,0,0,1,7,1
"('cell', 833)",0,0,0,0,1,11,1
"('cell', 85)",0,0,1,0,0,0,0
"('cell', 14)",0,0,1,5,0,2,0
"('cell', 9)",0,0,2,2,0,2,0
"('cell', 1004)",0,0,3,0,1,7,0
"('cell', 946)",0,0,1,0,1,7,0
"('cell', 995)",0,0,3,0,2,10,0
"('cell', 25)",0,0,0,5,0,2,0
"('cell', 1692)",0,1,2,0,0,2,0
"('cell', 1330)",0,0,0,4,0,3,0
"('cell', 1691)",0,1,0,1,0,2,0
"('cell', 1702)",0,0,1,1,0,1,0
"('cell', 1295)",0,0,0,0,0,5,1
"('cell', 118)",0,0,1,0,0,0,0
"('cell', 21)",0,0,1,1,1,2,0
"('cell', 8)",0,0,1,1,0,2,0
"('cell', 20)",0,0,0,0,1,1,0
"('cell', 840)",0,0,1,0,0,4,2
"('cell', 865)",0,0,1,0,1,7,1
"('cell', 937)",0,0,2,0,0,6,1
"('cell', 560)",0,0,0,1,1,6,2
"('cell', 1320)",0,0,2,0,0,2,2
"('cell', 1199)",0,0,2,0,2,1,1
"('cell', 16)",0,0,0,2,0,4,0
"('cell', 32)",0,0,0,3,0,3,0
"('cell', 12)",0,0,0,3,1,3,0
"('cell', 284)",0,0,1,0,2,5,0
"('cell', 1704)",0,0,0,0,1,0,0
"('cell', 1717)",0,0,2,0,1,0,0
"('cell', 1685)",0,0,0,0,1,0,0
"('cell', 1367)",0,0,0,3,0,2,0
"('cell', 1362)",0,0,0,3,0,1,0
"('cell', 1384)",0,0,0,4,0,2,0
"('cell', 1471)",0,0,1,1,0,4,0
"('cell', 1487)",0,0,1,1,0,4,0
"('cell', 1451)",0,0,1,0,1,7,0
"('cell', 1423)",0,0,1,0,1,6,0
"('cell', 1429)",0,0,1,1,0,2,0
"('cell', 1399)",0,0,1,1,0,4,0
"('cell', 1415)",0,0,0,2,0,1,0
"('cell', 1445)",0,0,1,1,0,2,0
"('cell', 1436)",0,0,0,2,0,3,0
"('cell', 1388)",0,0,0,3,0,0,0
"('cell', 1406)",0,0,0,3,0,1,0
"('cell', 1335)",0,0,1,3,0,0,0
"('cell', 1459)",0,0,0,0,0,4,0
"('cell', 1439)",0,0,0,0,0,5,0
"('cell', 1485)",0,0,1,0,1,1,0
"('cell', 1476)",0,0,0,0,1,5,0
"('cell', 1470)",0,0,1,0,1,2,0
"('cell', 1494)",0,1,0,0,1,5,1
"('cell', 1496)",0,0,0,0,1,3,1
"('cell', 1534)",0,0,1,0,1,5,1
"('cell', 1558)",0,0,1,0,1,3,1
"('cell', 1565)",0,0,1,0,2,4,0
"('cell', 1709)",0,0,1,0,0,4,0
"('cell', 1690)",0,0,0,4,0,0,0
"('cell', 1712)",0,0,0,2,0,0,0
"('cell', 1693)",0,0,0,3,0,0,0
"('cell', 1694)",0,0,0,3,0,1,0
"('cell', 1641)",0,1,0,1,0,2,0
"('cell', 791)",0,0,1,0,1,11,2
"('cell', 1275)",0,0,2,0,0,7,3
"('cell', 1270)",0,0,1,0,0,4,1
"('cell', 1189)",0,0,2,0,0,5,1
"('cell', 1063)",0,0,3,0,0,6,1
"('cell', 164)",0,0,2,4,0,0,0
"('cell', 136)",0,0,1,3,0,0,0
"('cell', 122)",0,0,1,0,0,0,0
"('cell', 152)",0,0,1,4,0,0,0
"('cell', 100)",0,0,1,3,0,0,0
"('cell', 103)",0,0,1,3,0,0,0
"('cell', 114)",0,0,1,3,0,0,0
"('cell', 84)",0,0,1,0,0,0,0
"('cell', 141)",0,0,1,2,0,0,0
"('cell', 150)",0,0,0,2,0,0,0
"('cell', 165)",0,0,1,1,0,0,0
"('cell', 154)",0,0,0,1,0,0,0
"('cell', 170)",0,0,2,4,0,0,0
