,CELL_ID,X,Y
563,564,1841,442
618,619,1855,481
665,666,292,524
497,498,292,392
689,690,1792,535
533,534,1827,419
865,866,251,731
389,390,319,302
443,444,775,352
422,423,513,335
432,433,489,345
1012,1013,1162,1018
1038,1039,1230,1094
984,985,1116,962
995,996,1143,993
1072,1073,1532,1178
1081,1082,1529,1193
1079,1080,1545,1190
1071,1072,1514,1179
1084,1085,1510,1197
1087,1088,1488,1200
1184,1185,1024,1379
1195,1196,1041,1422
1182,1183,1041,1373
854,855,1089,715
73,74,881,49
897,898,302,767
877,878,290,744
745,746,762,580
991,992,868,979
1005,1006,879,1013
252,253,371,197
831,832,1405,682
889,890,1351,755
907,908,1334,784
713,714,1320,555
588,589,1822,456
1039,1040,1303,1095
1034,1035,1311,1082
1048,1049,1260,1112
996,997,1181,992
722,723,1799,563
1069,1070,1553,1174
72,73,859,45
83,84,898,54
140,141,553,97
63,64,466,43
75,76,621,51
52,53,668,35
28,29,647,19
1059,1060,1322,1131
1055,1056,1304,1123
1019,1020,1132,1042
1180,1181,1237,1366
1173,1174,1243,1342
1194,1195,1075,1419
1196,1197,1058,1433
1192,1193,1056,1411
1191,1192,1092,1406
1189,1190,1070,1393
737,738,995,572
693,694,860,539
900,901,432,772
860,861,436,721
814,815,424,666
866,867,315,730
816,817,381,665
892,893,333,763
883,884,319,750
1131,1132,904,1270
1119,1120,916,1252
1187,1188,1007,1384
419,420,388,328
434,435,431,347
269,270,416,206
785,786,1436,621
742,743,1424,576
832,833,1201,686
541,542,1805,423
719,720,1306,565
733,734,1341,568
668,669,1184,522
735,736,1598,570
1029,1030,1332,1065
973,974,1517,947
957,958,1367,922
964,965,1288,933
46,47,1310,33
1152,1153,1375,1295
1141,1142,1402,1279
1165,1166,1366,1319
1089,1090,1452,1205
1104,1105,1447,1229
1167,1168,1267,1325
1047,1048,1217,1111
1050,1051,1238,1114
1057,1058,1264,1124
1054,1055,1335,1120
1075,1076,1474,1184
1070,1071,1502,1179
707,708,871,552
705,706,847,549
634,635,944,499
701,702,982,546
655,656,955,517
873,874,364,735
881,882,386,750
890,891,365,758
880,881,342,748
864,865,336,729
867,868,396,733
820,821,506,671
775,776,920,611
938,939,937,890
933,934,1011,879
728,729,864,567
808,809,869,649
1045,1046,725,1108
1023,1024,714,1053
1037,1038,753,1091
1046,1047,749,1110
1164,1165,723,1318
1186,1187,741,1383
1161,1162,696,1312
1146,1147,735,1283
1148,1149,715,1287
256,257,479,196
255,256,454,198
239,240,469,184
264,265,494,201
720,721,1355,564
682,683,1350,530
263,264,1692,200
245,246,1682,188
279,280,1664,212
425,426,1779,338
380,381,1769,294
336,337,1706,257
275,276,1703,208
342,343,1747,260
333,334,1730,252
357,358,1725,274
374,375,1741,288
360,361,1761,274
349,350,1668,266
712,713,1666,553
721,722,1646,563
638,639,1571,507
637,638,1551,497
671,672,1545,526
596,597,1671,464
593,594,1691,465
579,580,1682,448
507,508,1793,400
515,516,1813,403
527,528,1699,417
586,587,1711,454
567,568,1698,439
526,527,1180,418
641,642,992,507
679,680,1010,530
718,719,1014,561
487,488,1183,382
959,960,1275,928
935,936,1257,883
983,984,1746,959
992,993,1747,980
982,983,1701,958
994,995,1555,991
944,945,1580,900
948,949,1682,912
967,968,1602,939
947,948,1564,909
970,971,1582,943
748,749,1799,580
725,726,1871,565
846,847,1714,702
929,930,1606,843
928,929,1555,842
962,963,1429,932
972,973,1443,945
961,962,1454,929
946,947,1388,907
952,953,1376,914
943,944,1426,899
953,954,1416,914
932,933,1401,880
934,935,1431,879
937,938,1443,883
88,89,917,58
24,25,1032,18
57,58,1280,37
60,61,1295,40
96,97,1304,61
62,63,1057,42
234,235,526,183
248,249,550,190
192,193,520,147
240,241,502,184
1170,1171,1357,1335
1168,1169,1337,1329
1163,1164,1337,1313
1093,1094,1368,1209
1103,1104,1388,1231
1078,1079,1385,1187
1068,1069,1405,1175
1061,1062,1354,1140
1042,1043,1334,1098
656,657,894,518
652,653,924,515
687,688,938,537
803,804,580,644
741,742,787,574
1032,1033,780,1071
1036,1037,780,1088
1044,1045,705,1109
1142,1143,607,1279
1147,1148,664,1284
1160,1161,670,1310
1145,1146,690,1281
1157,1158,642,1304
1127,1128,640,1265
1143,1144,628,1279
1110,1111,724,1239
1128,1129,720,1265
1115,1116,739,1247
1096,1097,742,1215
856,857,1500,714
855,856,1484,715
762,763,1580,593
27,28,1535,20
1,2,1514,6
338,339,1268,256
358,359,1271,275
581,582,1435,450
584,585,1416,453
598,599,1399,459
592,593,1427,464
659,660,1524,521
626,627,1510,492
801,802,1543,640
278,279,1650,213
496,497,1776,389
752,753,1650,582
697,698,1599,545
704,705,1618,556
695,696,1649,540
543,544,1590,430
549,550,1603,428
564,565,1573,439
571,572,1614,442
429,430,1713,340
388,389,1665,301
447,448,1696,356
561,562,1674,437
620,621,1011,484
624,625,997,491
574,575,1062,445
604,605,1028,470
591,592,972,463
613,614,1047,480
731,732,1040,568
686,687,1026,536
631,632,1032,495
648,649,1016,511
300,301,1206,230
376,377,1212,288
835,836,1725,687
850,851,1689,708
870,871,1699,734
859,860,1703,718
1025,1026,1394,1052
993,994,1427,989
986,987,1355,966
1004,1005,1377,1010
1017,1018,1353,1036
1022,1023,1322,1049
969,970,1415,942
977,978,1424,957
960,961,1385,929
968,969,1371,941
904,905,1522,778
908,909,1505,785
912,913,1539,790
920,921,1544,810
927,928,1577,827
924,925,1559,822
981,982,1499,958
980,981,1466,957
21,22,990,16
15,16,971,13
10,11,1013,10
35,36,1004,29
32,33,1097,25
45,46,1077,34
16,17,1121,11
8,9,1056,11
141,142,1089,97
134,135,1072,88
132,133,1100,84
41,42,1116,30
1094,1095,1352,1209
1095,1096,1339,1214
1124,1125,1370,1255
1154,1155,1360,1295
1138,1139,1379,1277
1109,1110,1422,1238
1123,1124,1395,1257
1107,1108,1408,1233
1112,1113,1436,1244
1100,1101,1429,1221
1041,1042,1384,1095
1052,1053,1372,1118
1049,1050,1357,1113
1033,1034,1389,1080
1056,1057,1390,1122
990,991,827,975
1027,1028,767,1058
1026,1027,798,1054
1102,1103,713,1228
1082,1083,717,1194
1101,1102,666,1225
916,917,1630,801
922,923,1623,813
918,919,1650,809
868,869,1513,732
886,887,1521,755
783,784,1587,618
791,792,1565,628
768,769,1578,605
268,269,1631,204
230,231,1659,179
366,367,1653,281
97,98,1344,62
98,99,1324,60
68,69,1352,43
153,154,1340,106
