,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2765)",0,0,3,0,0,2,1
"('cell', 2733)",0,0,4,0,2,1,2
"('cell', 2769)",0,0,5,0,1,1,2
"('cell', 183)",0,0,3,0,0,1,0
"('cell', 165)",0,0,1,0,0,1,0
"('cell', 935)",0,0,2,1,0,0,0
"('cell', 1804)",0,0,0,7,0,0,0
"('cell', 2308)",0,0,1,1,0,4,0
"('cell', 2372)",0,0,1,0,0,3,0
"('cell', 15)",0,0,3,0,1,5,2
"('cell', 238)",0,0,3,0,0,2,0
"('cell', 671)",0,0,1,1,0,4,4
"('cell', 233)",0,2,1,0,0,1,0
"('cell', 432)",0,4,3,0,0,0,0
"('cell', 365)",0,4,0,0,0,0,0
"('cell', 271)",0,2,3,2,0,0,0
"('cell', 294)",0,2,3,2,0,0,0
"('cell', 968)",0,0,1,0,0,0,0
"('cell', 966)",0,0,1,0,0,0,0
"('cell', 2651)",0,0,1,3,0,4,0
"('cell', 2594)",0,0,0,4,0,7,0
"('cell', 2681)",0,0,1,0,1,7,0
"('cell', 1728)",0,0,1,5,0,1,0
"('cell', 1687)",0,0,1,6,0,1,0
"('cell', 1660)",0,0,1,4,0,1,0
"('cell', 1252)",0,0,0,1,0,0,0
"('cell', 2040)",0,0,1,1,0,0,0
"('cell', 1976)",0,0,1,1,0,1,0
"('cell', 1596)",0,2,0,0,0,0,0
"('cell', 1994)",0,0,0,2,0,0,0
"('cell', 1974)",0,0,0,3,0,0,0
"('cell', 2036)",0,0,0,1,0,0,0
"('cell', 2031)",0,0,0,2,0,0,0
"('cell', 2103)",0,0,0,1,0,0,0
"('cell', 2136)",0,0,0,2,0,0,0
"('cell', 1977)",0,0,0,2,0,0,0
"('cell', 1895)",0,0,0,1,0,0,0
"('cell', 2133)",0,0,4,1,1,3,0
"('cell', 2720)",0,0,3,2,0,3,2
"('cell', 2773)",0,0,2,1,0,1,1
"('cell', 2775)",0,0,2,4,0,1,0
"('cell', 2723)",0,0,4,0,0,3,3
"('cell', 2776)",0,1,3,0,0,0,0
"('cell', 2766)",0,1,4,0,1,0,0
"('cell', 567)",0,0,3,1,0,8,0
"('cell', 317)",0,0,5,2,0,8,0
"('cell', 32)",0,1,4,0,1,7,2
"('cell', 484)",0,1,5,1,1,2,0
"('cell', 505)",0,1,3,2,1,4,0
"('cell', 473)",0,1,1,0,0,0,0
"('cell', 461)",0,2,5,0,0,0,0
"('cell', 481)",0,1,3,0,0,0,0
"('cell', 248)",0,0,4,0,2,5,3
"('cell', 201)",0,0,3,0,0,0,0
