,CELL_ID,X,Y
552,553,435,402
819,820,122,557
47,48,425,45
65,66,396,60
48,49,442,45
81,82,416,77
127,128,394,108
76,77,365,70
75,76,343,74
109,110,331,95
73,74,438,71
105,106,492,96
95,96,476,83
67,68,466,64
148,149,413,123
334,335,450,248
1527,1528,227,918
1709,1710,626,1004
1108,1109,754,709
1786,1787,233,1064
1505,1506,202,906
598,599,618,434
460,461,425,340
269,270,234,203
419,420,179,308
435,436,149,321
437,438,166,321
482,483,149,351
780,781,167,538
602,603,186,436
556,557,209,406
685,686,164,486
649,650,185,465
732,733,149,514
695,696,184,494
737,738,183,516
605,606,525,437
526,527,489,382
494,495,475,361
566,567,602,410
574,575,523,415
558,559,501,405
742,743,329,519
743,744,346,518
738,739,304,514
807,808,219,549
353,354,556,262
336,337,527,249
310,311,459,232
139,140,329,122
185,186,271,148
211,212,275,169
159,160,281,132
201,202,255,159
453,454,489,334
141,142,459,120
116,117,462,101
173,174,458,141
385,386,455,287
360,361,480,267
413,414,459,305
709,710,687,499
32,33,873,30
1580,1581,461,939
1626,1627,386,961
1775,1776,679,1054
1749,1750,644,1033
509,510,1594,367
963,964,1337,639
859,860,1594,580
1472,1473,1620,889
2285,2286,1347,1429
1245,1246,631,773
1251,1252,647,777
1191,1192,663,753
1410,1411,845,852
1332,1333,870,813
1377,1378,851,835
1692,1693,288,996
1595,1596,267,949
1641,1642,294,970
1535,1536,258,921
1729,1730,247,1019
1647,1648,264,975
1720,1721,274,1012
1681,1682,242,990
1486,1487,164,897
1441,1442,163,876
1453,1454,182,881
1521,1522,176,912
557,558,468,407
627,628,503,449
227,228,325,176
242,243,306,186
199,200,337,156
198,199,296,158
416,417,153,305
390,391,328,290
383,384,313,284
1353,1354,170,824
1388,1389,183,847
1403,1404,159,851
855,856,129,578
834,835,157,564
434,435,512,317
380,381,537,283
391,392,553,291
532,533,542,389
516,517,510,374
537,538,523,391
797,798,264,543
824,825,264,560
823,824,239,558
755,756,244,526
592,593,319,427
1203,1204,169,761
1814,1815,238,1091
2060,2061,300,1252
2078,2079,585,1265
2065,2066,328,1254
2189,2190,398,1348
12,13,1233,14
1110,1111,1152,708
366,367,694,270
398,399,782,295
11,12,713,14
17,18,683,24
281,282,672,211
137,138,493,117
287,288,575,216
295,296,555,222
313,314,570,235
352,353,444,265
249,250,361,193
254,255,336,196
280,281,371,208
205,206,354,162
164,165,352,135
147,148,367,121
306,307,402,232
341,342,389,252
299,300,376,228
283,284,412,214
312,313,428,232
226,227,421,176
252,253,409,195
206,207,437,160
228,229,449,176
272,273,441,205
1103,1104,1129,704
1072,1073,1107,690
1125,1126,1113,718
770,771,566,536
1001,1002,608,654
599,600,772,433
4,5,748,6
1661,1662,389,980
1563,1564,286,933
1493,1494,262,900
1592,1593,339,947
1599,1600,310,951
1587,1588,404,945
1477,1478,297,894
1437,1438,328,870
820,821,297,558
849,850,268,575
804,805,281,549
769,770,316,534
622,623,452,448
654,655,482,468
764,765,356,530
1263,1264,252,783
1660,1661,662,979
1611,1612,678,956
1703,1704,650,1002
1634,1635,636,965
1799,1800,684,1074
1579,1580,487,939
1636,1637,510,967
1607,1608,490,954
1552,1553,514,931
1498,1499,1440,903
884,885,1641,595
875,876,1712,588
713,714,1641,500
874,875,1638,572
1177,1178,1642,747
910,911,1651,607
1468,1469,1676,887
1392,1393,1638,844
1583,1584,1610,940
1569,1570,1632,934
1534,1535,1607,919
1344,1345,1091,821
1294,1295,529,797
1373,1374,553,834
1307,1308,548,800
1385,1386,462,840
1370,1371,498,832
1275,1276,613,786
1421,1422,864,861
1364,1365,881,830
589,590,413,424
320,321,365,239
328,329,334,244
367,368,333,271
311,312,346,234
386,387,187,288
493,494,240,362
536,537,253,393
542,543,225,394
478,479,250,348
445,446,356,327
1291,1292,196,797
1311,1312,167,805
1254,1255,186,780
1330,1331,200,814
1255,1256,207,778
1284,1285,228,793
681,682,300,480
573,574,254,416
708,709,203,504
456,457,556,337
428,429,535,312
432,433,557,315
473,474,519,347
506,507,566,370
571,572,366,412
580,581,391,419
549,550,394,402
1043,1044,266,676
1116,1117,260,714
1140,1141,207,725
1076,1077,227,694
1153,1154,185,731
1124,1125,228,717
1194,1195,195,753
1147,1148,241,729
1039,1040,207,673
1927,1928,255,1168
1971,1972,265,1196
1891,1892,405,1147
1815,1816,652,1089
1821,1822,675,1094
2069,2070,559,1259
2082,2083,565,1268
2067,2068,533,1253
2072,2073,624,1262
2083,2084,606,1269
2087,2088,522,1273
2122,2123,461,1298
2190,2191,426,1348
42,43,1233,41
113,114,1236,98
308,309,1359,231
1082,1083,770,695
1150,1151,1141,727
1175,1176,1111,742
1324,1325,1121,809
1417,1418,1076,862
1394,1395,1082,844
583,584,1051,420
600,601,1019,427
872,873,974,589
480,481,648,349
507,508,633,370
162,163,838,133
232,233,787,180
256,257,777,195
259,260,632,200
267,268,595,202
234,235,608,181
266,267,572,200
317,318,508,237
196,197,392,155
229,230,375,179
195,196,417,153
168,169,412,137
154,155,388,129
1151,1152,1066,729
1115,1116,1087,716
1018,1019,1153,660
1042,1043,1125,672
1060,1061,1149,685
1000,1001,1127,652
1035,1036,680,670
944,945,684,626
1011,1012,717,658
1050,1051,727,675
1085,1086,726,698
1117,1118,723,716
967,968,664,636
966,967,623,636
933,934,640,620
693,694,815,491
486,487,761,354
1780,1781,811,1057
1544,1545,489,924
1584,1585,584,946
1600,1601,608,953
1528,1529,566,917
1545,1546,599,924
1564,1565,546,934
1440,1441,592,873
1639,1640,560,969
1662,1663,598,981
1702,1703,532,1002
1601,1602,566,955
1679,1680,527,986
1608,1609,533,955
1768,1769,468,1049
1723,1724,506,1018
1763,1764,440,1047
1522,1523,343,912
1551,1552,333,929
1515,1516,304,910
1475,1476,343,892
1536,1537,367,922
1489,1490,370,900
1649,1650,376,976
1623,1624,357,960
1633,1634,338,965
1543,1544,461,925
1530,1531,427,918
1312,1313,244,804
1450,1451,276,877
1331,1332,347,815
1313,1314,360,804
1305,1306,336,801
1356,1357,327,826
1419,1420,359,859
653,654,462,467
802,803,383,544
1225,1226,589,767
1199,1200,625,754
1132,1133,632,721
1240,1241,338,773
1800,1801,795,1075
1771,1772,766,1053
1653,1654,488,976
1687,1688,500,992
1708,1709,479,1010
1481,1482,1388,893
1448,1449,1406,877
1538,1539,1454,922
1605,1606,1455,954
1409,1410,1158,853
1817,1818,1520,1090
1686,1687,1608,991
1844,1845,1504,1109
1867,1868,1456,1128
642,643,1554,456
572,573,1604,412
1380,1381,1545,838
1217,1218,1664,762
1303,1304,1623,801
1352,1353,1644,822
1297,1298,1638,797
1258,1259,1594,779
1259,1260,1632,778
1533,1534,1520,919
1336,1337,580,818
1278,1279,575,789
1357,1358,565,820
1329,1330,604,812
1386,1387,591,841
318,319,205,238
362,363,191,268
343,344,183,255
289,290,217,221
303,304,189,228
502,503,338,368
551,552,322,403
540,541,307,391
570,571,344,412
397,398,297,294
505,506,382,370
490,491,356,358
487,488,382,349
479,480,402,349
521,522,413,376
680,681,257,480
631,632,271,452
714,715,243,502
696,697,283,494
674,675,225,478
618,619,246,446
604,605,207,441
587,588,228,425
669,670,201,475
687,688,344,488
722,723,337,504
675,676,324,480
717,718,367,505
626,627,350,448
665,666,358,474
1020,1021,284,663
1219,1220,274,766
1162,1163,283,736
1233,1234,259,769
2068,2069,496,1259
2077,2078,456,1265
2091,2092,488,1275
1956,1957,277,1185
1924,1925,316,1167
1991,1992,339,1208
1968,1969,360,1192
2000,2001,308,1212
1994,1995,372,1210
2021,2022,354,1226
2033,2034,340,1234
1906,1907,355,1156
1939,1940,337,1177
1913,1914,324,1157
1936,1937,367,1175
1881,1882,386,1138
1928,1929,388,1168
1937,1938,444,1176
1932,1933,464,1173
1969,1970,459,1191
1929,1930,410,1169
2274,2275,825,1421
2283,2284,808,1430
2292,2293,830,1435
1874,1875,676,1132
2010,2011,614,1223
1900,1901,666,1153
2273,2274,730,1421
2017,2018,656,1224
2237,2238,466,1387
2200,2201,448,1358
214,215,1216,169
93,94,1225,83
58,59,1214,53
71,72,1241,67
1200,1201,1127,755
1183,1184,1146,747
1190,1191,1078,750
1211,1212,1056,758
1250,1251,1043,775
1512,1513,914,907
1354,1355,1000,823
1374,1375,1057,834
1302,1303,1023,801
1447,1448,994,876
1449,1450,1026,875
1531,1532,1020,919
1484,1485,979,897
1382,1383,988,839
1378,1379,909,837
656,657,1030,469
240,241,860,186
216,217,875,172
114,115,768,100
41,42,615,41
51,52,705,47
255,256,717,196
235,236,655,181
124,125,613,107
165,166,626,134
207,208,622,162
304,305,637,230
324,325,605,243
335,336,658,248
221,222,593,173
347,348,410,260
377,378,440,281
424,425,438,309
678,679,1008,480
1045,1046,634,674
1067,1068,651,688
994,995,647,651
1055,1056,623,680
1013,1014,621,659
179,180,894,141
5,6,952,5
689,690,906,487
976,977,918,641
947,948,936,628
992,993,897,649
1021,1022,920,662
854,855,932,577
616,617,799,445
608,609,875,439
666,667,878,473
1813,1814,816,1087
1445,1446,527,877
1506,1507,526,906
1404,1405,535,850
1413,1414,508,857
1444,1445,485,877
1479,1480,551,895
1431,1432,566,867
1868,1869,422,1129
1837,1838,419,1103
1697,1698,343,998
1643,1644,327,974
1707,1708,319,1005
1659,1660,350,980
1342,1343,275,819
1368,1369,288,832
1334,1335,256,818
1335,1336,299,817
1411,1412,261,855
1439,1440,229,871
1369,1370,244,833
1363,1364,216,832
677,678,440,478
733,734,411,514
783,784,406,539
761,762,550,530
867,868,542,584
1093,1094,584,701
1054,1055,594,682
1105,1106,546,707
1114,1115,570,713
1149,1150,318,727
1091,1092,283,700
1178,1179,300,743
1277,1278,366,787
1285,1286,291,792
1271,1272,278,784
1249,1250,294,775
1318,1319,291,805
1299,1300,268,801
1509,1510,612,906
1565,1566,630,933
1764,1765,704,1050
1784,1785,719,1063
1760,1761,753,1042
1750,1751,723,1032
1755,1756,683,1033
1724,1725,665,1017
1741,1742,752,1025
1735,1736,442,1020
1734,1735,461,1018
1683,1684,471,986
1588,1589,432,946
1504,1505,1404,904
1516,1517,1383,910
1496,1497,1306,900
1845,1846,1581,1109
1774,1775,1627,1052
1791,1792,1497,1068
668,669,1323,475
663,664,1306,471
641,642,1345,456
314,315,1204,235
469,470,1103,344
501,502,1086,361
1152,1153,1663,729
1123,1124,1619,719
2188,2189,1362,1346
1325,1326,465,811
1553,1554,828,929
1568,1569,805,932
1656,1657,695,978
692,693,378,490
1838,1839,634,1105
1811,1812,626,1084
2008,2009,501,1218
1998,1999,478,1210
2043,2044,477,1242
2035,2036,503,1235
1995,1996,516,1208
1940,1941,488,1179
1925,1926,548,1167
1957,1958,542,1189
2250,2251,876,1400
1839,1840,693,1105
1859,1860,701,1123
1951,1952,630,1184
1985,1986,635,1205
2047,2048,807,1241
2134,2135,534,1310
2103,2104,540,1284
2118,2119,560,1294
158,159,1227,132
136,137,1228,116
189,190,1208,149
190,191,1230,152
22,23,1206,24
74,75,1210,71
63,64,1199,58
2,3,1138,5
307,308,1344,230
1059,1060,911,682
1257,1258,1136,779
1216,1217,1142,763
1226,1227,1121,768
1235,1236,1094,769
1281,1282,1120,789
1289,1290,1100,795
217,218,917,172
187,188,908,149
544,545,1046,394
547,548,1023,400
177,178,692,141
161,162,675,134
186,187,665,148
200,201,698,157
175,176,732,141
169,170,489,138
204,205,478,161
160,161,600,131
623,624,898,450
1051,1052,933,679
46,47,1005,46
68,69,919,66
844,845,958,571
793,794,800,543
746,747,782,519
723,724,805,507
827,828,794,560
900,901,940,603
871,872,914,587
822,823,933,558
835,836,842,563
815,816,816,555
777,778,821,537
700,701,890,494
706,707,863,498
744,745,840,518
1907,1908,435,1157
1903,1904,466,1153
1824,1825,463,1098
1810,1811,435,1084
1798,1799,464,1074
1855,1856,445,1119
1882,1883,465,1136
1792,1793,491,1068
825,826,396,561
1159,1160,386,733
1228,1229,378,769
1288,1289,383,794
1131,1132,517,725
1089,1090,529,698
1261,1262,526,778
932,933,311,620
971,972,292,638
1005,1006,304,656
1031,1032,308,668
1048,1049,318,676
972,973,337,638
997,998,322,653
1056,1057,383,683
1026,1027,379,665
918,919,396,611
949,950,409,630
920,921,378,614
985,986,391,646
860,861,386,581
1541,1542,1401,924
1637,1638,1402,966
1341,1342,1286,820
1442,1443,1273,877
1832,1833,1610,1093
2219,2220,1476,1370
528,529,1344,383
527,528,1080,385
450,451,1135,327
423,424,1120,310
441,442,1104,321
464,465,1121,342
1070,1071,1622,688
1022,1023,1639,663
977,978,1654,643
1096,1097,1592,701
1355,1356,1691,825
1239,1240,1705,769
1292,1293,1725,796
1752,1753,1114,1034
1248,1249,1296,776
1243,1244,1274,772
1295,1296,1283,798
1185,1186,1324,750
1130,1131,473,721
1471,1472,851,891
1550,1551,845,928
1470,1471,829,889
1463,1464,873,885
1433,1434,845,868
1612,1613,824,955
1710,1711,758,1006
1725,1726,723,1015
484,485,267,349
662,663,404,470
682,683,419,483
638,639,421,454
612,613,387,441
671,672,393,477
661,662,379,468
1896,1897,621,1149
1916,1917,608,1163
1909,1910,570,1155
2025,2026,580,1229
2104,2105,977,1284
2102,2103,1025,1283
1846,1847,1222,1112
1887,1888,727,1142
1876,1877,714,1133
1872,1873,741,1132
1908,1909,706,1154
1931,1932,695,1170
2062,2063,687,1251
2005,2006,726,1219
2030,2031,715,1234
2218,2219,490,1370
88,89,1191,79
115,116,1203,101
45,46,1155,43
15,16,1153,16
53,54,1182,51
25,26,1182,27
119,120,1339,105
1195,1196,886,750
1171,1172,914,739
1242,1243,904,772
1268,1269,878,785
1265,1266,895,783
1142,1143,891,722
1094,1095,899,700
999,1000,814,651
1012,1013,797,658
1025,1026,757,664
959,960,819,633
257,258,995,196
238,239,1203,181
265,266,1201,201
297,298,1170,223
55,56,651,58
1102,1103,926,707
812,813,416,554
784,785,432,536
810,811,777,551
942,943,907,623
892,893,903,598
886,887,822,595
922,923,817,615
858,859,832,581
857,858,410,584
1229,1230,425,775
1170,1171,423,741
1260,1261,403,779
1207,1208,442,755
1309,1310,440,802
1319,1320,414,804
1621,1622,1440,958
1542,1543,1421,924
1911,1912,1325,1158
2111,2112,1329,1289
2090,2091,1294,1273
333,334,1182,262
393,394,1160,290
361,362,1126,266
339,340,1156,253
365,366,1148,267
326,327,1099,244
379,380,1116,280
316,317,1156,234
405,406,1138,298
1173,1174,474,740
1184,1185,491,748
1706,1707,814,1003
1682,1683,833,990
1672,1673,804,984
1711,1712,786,1003
1736,1737,815,1021
1628,1629,707,959
468,469,280,341
499,500,310,362
448,449,294,326
427,428,318,313
1915,1916,586,1164
1949,1950,603,1183
1942,1943,568,1181
1974,1975,617,1199
1935,1936,1173,1176
1921,1922,1159,1167
1806,1807,716,1080
1779,1780,738,1057
1796,1797,769,1072
1914,1915,775,1160
1893,1894,789,1148
1943,1944,728,1180
1933,1934,719,1170
1919,1920,749,1167
1965,1966,742,1190
2003,2004,709,1215
1996,1997,737,1209
2159,2160,528,1327
213,214,963,169
218,219,977,172
296,297,985,222
457,458,919,338
322,323,965,241
325,326,995,243
429,430,959,314
474,475,944,344
512,513,1046,372
534,535,1005,389
454,455,966,332
500,501,1061,365
375,376,983,278
133,134,1020,114
123,124,1041,107
21,22,1052,25
43,44,1052,42
