,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1058)",0,0,0,0,1,0,0
"('cell', 1852)",0,0,1,0,0,0,0
"('cell', 1780)",0,0,1,0,0,0,0
"('cell', 47)",0,1,1,0,0,0,0
"('cell', 122)",0,2,0,0,1,0,0
"('cell', 316)",0,0,1,0,0,1,0
"('cell', 565)",0,1,0,0,0,1,0
"('cell', 594)",0,0,0,0,0,1,0
"('cell', 600)",0,1,0,0,0,2,0
"('cell', 811)",0,1,0,0,0,0,0
"('cell', 1664)",0,0,1,0,0,0,0
"('cell', 1079)",0,0,4,0,1,1,0
"('cell', 2403)",0,0,1,0,0,0,0
"('cell', 2357)",0,0,1,0,0,0,0
"('cell', 1638)",0,1,2,1,0,2,0
"('cell', 1714)",0,1,2,1,0,4,0
"('cell', 1898)",0,0,4,0,0,2,0
"('cell', 1347)",0,0,1,0,1,0,1
"('cell', 1579)",0,1,2,1,0,0,0
"('cell', 1752)",0,1,2,1,0,2,0
"('cell', 2798)",0,0,0,1,0,0,0
"('cell', 2712)",0,0,0,2,0,0,0
"('cell', 2499)",0,0,2,1,0,0,1
"('cell', 338)",0,1,3,0,0,0,0
"('cell', 861)",0,0,2,0,0,1,0
"('cell', 20)",0,3,1,2,0,0,0
"('cell', 3)",0,3,1,2,0,0,0
"('cell', 27)",0,2,1,0,0,0,0
"('cell', 22)",0,3,0,1,0,0,0
"('cell', 5)",0,2,0,1,0,0,0
"('cell', 14)",0,2,1,0,0,0,0
"('cell', 80)",0,4,0,0,0,0,0
"('cell', 31)",0,3,0,1,0,0,0
"('cell', 17)",0,1,0,0,0,0,0
"('cell', 18)",0,1,0,0,0,0,0
"('cell', 66)",0,5,0,1,0,0,0
"('cell', 78)",0,4,0,1,0,1,0
"('cell', 60)",0,4,0,1,0,0,0
"('cell', 238)",0,0,1,0,0,2,0
"('cell', 288)",0,0,0,0,0,1,0
"('cell', 45)",0,3,1,0,0,0,0
"('cell', 30)",0,2,1,0,0,0,0
"('cell', 43)",0,3,0,1,0,0,0
"('cell', 44)",0,3,1,0,0,0,0
"('cell', 400)",0,0,0,0,1,0,0
"('cell', 184)",0,0,0,0,1,1,0
"('cell', 178)",0,0,0,0,1,1,0
"('cell', 358)",0,1,2,0,0,1,0
"('cell', 635)",0,0,2,0,0,1,0
"('cell', 623)",0,0,1,0,0,2,0
"('cell', 630)",0,0,2,0,0,1,0
"('cell', 500)",0,1,0,0,0,0,0
"('cell', 633)",0,0,1,0,0,1,0
"('cell', 475)",0,1,0,0,0,0,0
"('cell', 433)",0,2,0,0,2,0,0
"('cell', 471)",0,0,0,0,1,0,0
"('cell', 519)",0,0,1,0,0,0,0
"('cell', 493)",0,0,1,0,0,0,0
"('cell', 530)",0,1,0,0,0,0,0
"('cell', 559)",0,1,0,0,0,0,0
"('cell', 683)",0,0,0,0,0,1,0
"('cell', 466)",0,0,1,0,0,0,0
