,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2233)",0,0,4,1,0,2,0
"('cell', 2232)",0,0,2,0,0,2,0
"('cell', 2229)",0,0,0,1,0,0,0
"('cell', 2226)",0,0,0,1,0,0,0
"('cell', 1385)",0,2,3,1,0,4,0
"('cell', 732)",0,0,0,2,0,0,0
"('cell', 2132)",0,0,6,3,0,5,0
"('cell', 2211)",0,0,3,2,0,2,0
"('cell', 2210)",0,0,2,1,0,0,0
"('cell', 1173)",0,0,1,0,0,0,0
"('cell', 1201)",0,0,1,1,0,1,0
"('cell', 1137)",0,0,1,1,0,1,0
"('cell', 1032)",0,0,1,1,0,6,0
"('cell', 1889)",0,0,7,1,2,1,0
"('cell', 983)",0,1,0,7,0,0,0
"('cell', 2191)",0,0,0,0,0,0,1
"('cell', 2220)",0,0,0,2,0,0,0
"('cell', 2212)",0,0,0,1,0,0,0
"('cell', 2240)",0,0,0,1,0,0,0
"('cell', 1886)",0,1,12,1,0,1,0
"('cell', 1521)",0,1,3,1,0,3,0
"('cell', 751)",0,0,0,3,0,2,0
"('cell', 560)",0,0,1,3,0,0,0
"('cell', 615)",0,0,0,3,0,0,0
"('cell', 639)",0,0,0,3,0,0,0
"('cell', 2242)",0,0,2,0,0,0,0
"('cell', 2231)",0,0,0,1,0,1,0
"('cell', 2223)",0,0,1,1,0,1,0
"('cell', 2205)",0,0,1,1,0,3,0
"('cell', 2238)",0,0,0,0,0,2,0
"('cell', 1051)",0,5,2,6,0,5,0
"('cell', 1127)",0,0,1,1,0,4,0
"('cell', 1158)",0,0,1,1,0,1,0
"('cell', 1025)",0,4,1,0,0,5,0
"('cell', 1425)",0,6,0,0,0,0,0
"('cell', 1436)",0,3,0,1,1,3,1
"('cell', 1409)",0,6,0,0,0,0,0
"('cell', 1400)",0,7,0,1,0,0,0
"('cell', 1361)",0,4,1,1,0,3,0
"('cell', 1270)",0,5,2,1,0,2,0
"('cell', 1088)",0,4,4,1,0,2,0
"('cell', 1120)",0,6,5,1,0,3,0
"('cell', 637)",0,1,1,1,0,0,0
"('cell', 661)",0,1,1,1,0,1,0
"('cell', 613)",0,1,1,1,0,1,0
"('cell', 559)",0,3,0,1,0,4,0
"('cell', 552)",0,1,1,1,0,3,0
"('cell', 591)",0,1,1,1,0,1,0
"('cell', 556)",0,1,1,1,0,4,0
"('cell', 945)",0,1,0,6,0,0,0
"('cell', 839)",0,5,0,1,0,2,0
"('cell', 1092)",0,0,8,0,0,2,0
"('cell', 4)",0,1,3,0,0,1,0
"('cell', 26)",0,1,1,0,0,1,0
