,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1166)",0,0,0,0,0,1,0
"('cell', 1172)",0,0,6,1,0,0,1
"('cell', 952)",0,0,1,0,0,0,0
"('cell', 555)",0,0,2,1,1,0,2
"('cell', 481)",0,0,4,1,2,0,1
"('cell', 391)",0,0,0,3,0,0,0
"('cell', 412)",0,0,0,2,0,0,0
"('cell', 616)",0,0,0,1,0,0,0
"('cell', 650)",0,0,0,1,0,0,0
"('cell', 536)",0,0,0,1,0,0,0
"('cell', 681)",0,0,0,1,0,0,0
"('cell', 467)",0,0,0,2,0,0,0
"('cell', 503)",0,0,0,0,0,1,0
"('cell', 1028)",0,1,0,1,0,0,0
"('cell', 998)",0,1,0,1,0,0,0
"('cell', 1038)",0,1,0,1,0,0,0
"('cell', 873)",0,5,0,1,0,0,0
"('cell', 1131)",0,0,7,1,1,0,3
"('cell', 1144)",0,0,0,0,0,1,0
"('cell', 1167)",0,0,0,0,0,1,0
"('cell', 1156)",0,0,0,0,0,1,0
"('cell', 1152)",0,0,0,0,0,1,0
"('cell', 1164)",0,0,0,0,0,1,1
"('cell', 1142)",0,0,0,0,0,1,0
"('cell', 1044)",0,2,0,1,0,0,0
"('cell', 1000)",0,0,2,0,0,0,0
"('cell', 973)",0,0,2,0,0,0,0
"('cell', 1010)",0,0,4,0,0,0,0
"('cell', 1024)",0,0,2,0,0,0,0
"('cell', 1077)",0,3,3,1,0,0,3
"('cell', 1071)",0,3,4,1,0,0,2
"('cell', 1036)",0,3,3,0,0,0,1
"('cell', 1022)",0,2,3,0,0,0,1
"('cell', 975)",0,0,1,0,0,0,0
"('cell', 964)",0,2,0,1,0,0,0
"('cell', 1012)",0,1,0,1,0,0,0
"('cell', 65)",0,0,0,0,0,4,1
"('cell', 825)",0,4,0,1,0,0,0
"('cell', 133)",0,3,0,0,0,0,0
"('cell', 510)",0,0,3,1,0,2,0
"('cell', 463)",0,0,1,1,0,2,0
"('cell', 489)",0,0,1,1,0,3,0
"('cell', 757)",0,0,0,1,0,0,0
"('cell', 766)",0,0,0,1,0,0,0
