,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 916)",0,0,5,0,0,1,0
"('cell', 1005)",0,0,0,0,0,1,0
"('cell', 737)",0,0,3,0,6,0,1
"('cell', 519)",0,0,1,0,1,5,0
"('cell', 12)",0,0,1,0,0,6,0
"('cell', 377)",0,0,2,0,2,4,0
"('cell', 467)",0,0,1,0,2,5,0
"('cell', 827)",0,0,6,0,0,0,2
"('cell', 949)",0,0,4,0,2,2,2
"('cell', 701)",0,0,2,1,2,4,2
"('cell', 1029)",0,0,0,0,0,2,0
"('cell', 1023)",0,0,3,0,1,2,0
"('cell', 1046)",0,0,1,0,0,2,0
"('cell', 1214)",0,0,1,0,0,4,0
"('cell', 977)",0,0,0,0,0,1,0
"('cell', 935)",0,0,0,0,0,3,0
"('cell', 1171)",0,0,1,0,0,5,0
"('cell', 1070)",0,0,1,0,0,2,0
"('cell', 1398)",0,0,0,0,0,2,5
"('cell', 1034)",0,0,1,0,5,6,2
"('cell', 710)",0,0,1,0,5,2,1
"('cell', 125)",0,1,4,0,0,3,0
"('cell', 485)",0,0,1,0,1,11,0
"('cell', 495)",0,0,1,1,1,10,1
"('cell', 370)",0,0,1,0,2,5,0
"('cell', 778)",0,0,5,0,0,1,2
"('cell', 790)",0,0,6,0,0,0,2
"('cell', 751)",0,0,5,0,0,3,1
"('cell', 538)",0,1,3,0,0,3,0
"('cell', 237)",0,0,6,0,0,9,1
"('cell', 415)",0,0,3,0,1,8,1
"('cell', 116)",0,0,4,0,0,7,0
"('cell', 310)",0,3,3,1,0,4,1
"('cell', 308)",0,3,3,2,0,5,1
"('cell', 361)",0,4,4,3,0,3,1
"('cell', 253)",0,1,0,0,0,4,0
"('cell', 1009)",0,1,7,0,0,6,1
"('cell', 969)",0,0,3,1,2,2,1
"('cell', 991)",0,0,5,0,1,1,1
"('cell', 1135)",0,1,0,1,1,3,2
"('cell', 1159)",0,0,1,1,1,4,3
"('cell', 957)",0,0,2,0,2,3,2
"('cell', 1132)",0,0,2,0,0,3,3
"('cell', 1404)",0,0,0,0,0,0,2
"('cell', 1177)",0,0,4,0,3,4,3
"('cell', 782)",0,0,1,0,0,3,0
"('cell', 951)",0,0,4,0,4,9,4
"('cell', 889)",0,0,0,0,0,3,0
"('cell', 1393)",0,0,0,0,0,0,4
"('cell', 1357)",0,0,2,0,0,3,6
"('cell', 345)",0,0,0,0,0,3,0
"('cell', 389)",0,0,1,0,0,2,0
"('cell', 331)",0,1,1,0,0,3,0
"('cell', 72)",0,0,3,0,0,6,0
"('cell', 10)",0,0,5,0,0,5,0
"('cell', 396)",0,1,0,0,0,0,0
"('cell', 536)",0,0,1,2,1,4,0
"('cell', 526)",0,0,2,2,1,4,1
"('cell', 542)",0,0,3,2,2,3,1
"('cell', 796)",0,0,3,1,7,4,5
"('cell', 789)",0,0,1,2,4,3,3
"('cell', 606)",0,0,5,1,1,7,0
"('cell', 587)",0,0,3,1,1,8,0
"('cell', 59)",0,0,2,0,0,10,0
"('cell', 134)",0,1,4,1,0,3,0
"('cell', 158)",0,1,2,2,0,5,0
"('cell', 425)",0,0,2,0,2,6,0
"('cell', 513)",0,0,2,1,0,9,1
"('cell', 152)",0,1,4,0,0,3,0
"('cell', 224)",0,0,5,0,0,9,0
"('cell', 233)",0,0,5,0,0,7,1
"('cell', 354)",0,0,1,0,1,6,0
"('cell', 299)",0,0,3,0,0,9,0
"('cell', 466)",0,0,1,2,1,9,1
"('cell', 448)",0,0,1,2,1,7,1
"('cell', 478)",0,0,2,4,0,4,2
"('cell', 444)",0,0,2,0,0,5,0
"('cell', 472)",0,1,3,4,0,7,1
"('cell', 432)",0,0,2,0,0,6,0
"('cell', 480)",0,0,0,3,0,0,2
"('cell', 379)",0,1,2,1,0,5,0
"('cell', 360)",0,2,3,1,0,4,0
"('cell', 387)",0,2,3,4,0,6,0
"('cell', 1072)",0,1,4,0,0,2,1
"('cell', 1133)",0,1,1,1,1,3,1
"('cell', 1086)",0,1,2,1,0,1,1
"('cell', 880)",0,0,3,0,0,4,0
"('cell', 1377)",0,0,0,2,0,2,0
"('cell', 653)",0,2,4,6,0,1,1
"('cell', 689)",0,1,4,3,0,1,1
"('cell', 972)",0,1,7,0,0,3,1
"('cell', 992)",0,0,3,0,0,4,0
"('cell', 975)",0,0,3,0,0,5,0
"('cell', 978)",0,0,4,0,0,4,1
"('cell', 833)",0,0,0,0,0,2,0
"('cell', 849)",0,0,1,0,0,1,0
"('cell', 1065)",0,0,2,1,1,2,3
"('cell', 1124)",0,0,3,0,1,4,0
"('cell', 1347)",0,0,4,0,0,5,3
"('cell', 1310)",0,0,7,0,0,8,2
"('cell', 1359)",0,0,1,0,0,1,5
"('cell', 1346)",0,0,1,0,0,1,1
"('cell', 1152)",0,0,2,0,3,4,2
"('cell', 1030)",0,0,5,0,2,2,0
"('cell', 1335)",0,0,2,0,0,3,6
"('cell', 1285)",0,0,4,1,0,2,2
"('cell', 750)",0,0,2,0,4,3,0
"('cell', 846)",0,0,0,0,0,3,0
"('cell', 900)",0,0,1,0,0,3,1
"('cell', 962)",0,0,2,0,1,3,0
