,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 154)",0,1,0,0,0,0,0
"('cell', 1694)",0,0,0,0,0,1,0
"('cell', 1802)",0,1,0,0,0,0,0
"('cell', 1811)",0,1,0,0,0,0,0
"('cell', 1804)",0,1,0,2,0,0,0
"('cell', 1798)",0,1,0,0,0,0,0
"('cell', 1800)",0,1,0,0,0,0,0
"('cell', 1805)",0,1,0,0,0,0,0
"('cell', 1782)",0,0,1,5,0,0,0
"('cell', 1750)",0,0,0,0,0,1,1
"('cell', 1747)",0,0,0,0,0,1,0
"('cell', 1803)",0,0,1,4,0,0,0
"('cell', 396)",0,0,2,6,0,1,0
"('cell', 1704)",0,0,0,1,0,1,1
"('cell', 940)",0,0,1,2,0,0,0
"('cell', 1040)",0,1,1,0,0,0,0
"('cell', 1767)",0,0,0,0,0,0,1
"('cell', 1751)",0,0,0,0,0,1,0
"('cell', 1763)",0,0,0,0,0,0,1
"('cell', 997)",0,0,2,0,2,1,0
"('cell', 1795)",0,0,0,1,0,0,1
"('cell', 1817)",0,1,0,3,0,0,0
"('cell', 1816)",0,0,0,3,0,0,0
"('cell', 1814)",0,0,1,9,0,0,0
"('cell', 1781)",0,0,0,4,0,0,0
"('cell', 1794)",0,0,0,5,0,0,0
"('cell', 1796)",0,0,2,4,0,0,0
"('cell', 1799)",0,0,2,5,0,0,0
"('cell', 1789)",0,0,1,7,0,0,0
"('cell', 46)",0,3,1,0,0,1,0
"('cell', 29)",0,3,1,0,0,0,0
"('cell', 33)",0,3,0,0,0,1,0
"('cell', 6)",0,1,3,0,0,0,0
"('cell', 15)",0,0,0,0,0,1,0
"('cell', 195)",0,1,1,4,0,0,0
"('cell', 435)",0,0,1,7,0,1,0
"('cell', 450)",0,0,2,7,0,1,0
"('cell', 444)",0,0,2,8,0,1,0
"('cell', 299)",0,1,1,0,0,0,0
"('cell', 1538)",0,0,0,1,0,1,0
"('cell', 1371)",0,4,0,0,0,0,0
"('cell', 1370)",0,1,1,0,0,1,0
"('cell', 1692)",0,0,3,2,0,0,1
"('cell', 1655)",0,0,3,3,0,0,1
"('cell', 1642)",0,0,0,1,0,1,0
"('cell', 1675)",0,0,0,1,0,1,1
"('cell', 1612)",0,0,0,0,0,1,0
"('cell', 1702)",0,0,0,1,0,0,1
"('cell', 1633)",0,0,0,1,0,1,1
"('cell', 1588)",0,0,0,1,0,1,0
"('cell', 1685)",0,0,0,3,0,0,1
"('cell', 1725)",0,0,0,4,0,0,1
"('cell', 1749)",0,0,0,3,0,0,0
"('cell', 1664)",0,0,2,4,0,0,1
"('cell', 573)",0,0,0,5,0,1,0
"('cell', 619)",0,0,0,6,0,0,0
"('cell', 292)",0,2,0,1,0,2,0
"('cell', 700)",0,1,5,0,0,0,0
"('cell', 318)",0,1,0,2,0,0,1
"('cell', 307)",0,2,0,0,0,0,1
"('cell', 300)",0,1,0,0,0,0,0
"('cell', 981)",0,0,1,3,0,0,0
"('cell', 1001)",0,0,1,2,0,0,0
"('cell', 196)",0,1,0,0,0,2,0
"('cell', 802)",0,1,1,0,0,0,0
"('cell', 833)",0,0,1,0,0,0,0
"('cell', 809)",0,1,1,0,0,0,0
"('cell', 634)",0,3,4,0,0,2,0
"('cell', 636)",0,3,2,1,0,3,0
"('cell', 842)",0,2,1,0,0,0,0
"('cell', 885)",0,0,1,0,0,0,0
"('cell', 1191)",0,1,0,0,0,0,0
"('cell', 1765)",0,0,0,0,0,1,1
"('cell', 1769)",0,0,0,0,0,0,1
"('cell', 1773)",0,0,0,0,0,1,1
"('cell', 1748)",0,0,0,0,0,1,0
"('cell', 1759)",0,0,0,0,0,0,1
"('cell', 1758)",0,0,0,0,0,1,0
"('cell', 1755)",0,0,0,0,0,1,0
"('cell', 1052)",0,0,0,0,2,2,0
"('cell', 991)",0,0,0,0,1,0,0
"('cell', 1774)",0,0,0,1,0,0,0
"('cell', 152)",0,2,3,2,0,0,0
"('cell', 276)",0,2,0,0,0,0,0
"('cell', 283)",0,2,1,0,0,0,0
"('cell', 7)",0,2,3,1,2,0,0
"('cell', 398)",0,4,2,0,0,2,0
"('cell', 116)",0,2,3,3,0,1,0
"('cell', 23)",0,0,1,0,2,0,0
"('cell', 630)",0,0,1,0,0,1,0
"('cell', 193)",0,0,0,7,0,0,0
"('cell', 174)",0,0,0,5,0,0,0
"('cell', 304)",0,0,1,8,0,0,0
"('cell', 207)",0,2,2,0,0,0,0
"('cell', 198)",0,1,3,0,0,0,0
"('cell', 212)",0,2,3,0,0,0,0
"('cell', 912)",0,0,0,1,0,1,0
"('cell', 910)",0,0,1,1,0,1,0
"('cell', 1586)",0,0,0,1,0,0,0
"('cell', 1581)",0,0,0,1,0,1,0
"('cell', 1559)",0,0,0,1,0,0,0
"('cell', 1159)",0,5,2,2,0,0,0
"('cell', 1179)",0,2,0,0,1,0,0
