,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1272)",0,0,4,0,0,2,0
"('cell', 7)",0,0,2,0,0,1,0
"('cell', 296)",0,1,4,0,0,2,1
"('cell', 270)",0,0,0,0,0,1,0
"('cell', 216)",0,0,0,0,0,1,0
"('cell', 812)",0,0,1,3,0,0,2
"('cell', 168)",0,0,1,0,0,0,0
"('cell', 1514)",0,0,1,5,0,0,3
"('cell', 2420)",0,0,0,0,0,0,1
"('cell', 2501)",0,0,0,0,0,0,1
"('cell', 2528)",0,0,0,0,0,0,1
"('cell', 21)",0,0,1,0,0,0,0
"('cell', 20)",0,0,1,0,0,0,0
"('cell', 14)",0,0,1,0,0,0,0
"('cell', 28)",0,0,0,1,3,1,0
"('cell', 6)",0,0,0,0,1,0,0
"('cell', 8)",0,0,0,0,1,0,0
"('cell', 9)",0,0,0,0,1,0,0
"('cell', 32)",0,0,0,1,3,1,0
"('cell', 5)",0,0,0,1,1,0,0
"('cell', 860)",0,0,2,6,0,0,3
"('cell', 428)",0,0,3,0,1,1,0
"('cell', 343)",0,0,3,0,0,0,0
"('cell', 376)",0,0,4,0,0,0,0
"('cell', 380)",0,0,4,0,0,0,0
"('cell', 457)",0,0,2,0,0,0,0
"('cell', 1200)",0,0,2,2,0,0,1
"('cell', 1120)",0,0,2,2,0,0,3
"('cell', 1079)",0,0,1,2,0,0,3
"('cell', 1003)",0,0,2,5,0,0,6
"('cell', 980)",0,0,4,5,0,0,3
"('cell', 807)",0,0,2,2,0,0,3
"('cell', 846)",0,0,2,1,0,0,2
"('cell', 818)",0,0,1,1,0,0,1
"('cell', 485)",0,0,2,0,0,1,0
"('cell', 764)",0,0,0,2,0,0,0
"('cell', 440)",0,0,1,0,0,0,0
"('cell', 423)",0,1,1,0,1,1,0
"('cell', 436)",0,0,1,2,0,0,1
"('cell', 480)",0,1,2,1,0,0,0
"('cell', 2506)",0,1,2,0,0,0,3
"('cell', 2505)",0,1,2,0,0,0,3
"('cell', 2518)",0,0,0,0,0,0,3
"('cell', 1315)",0,0,5,0,0,1,0
"('cell', 757)",0,0,4,4,0,0,3
"('cell', 496)",0,0,1,0,0,0,1
"('cell', 520)",0,0,2,0,0,0,2
"('cell', 517)",0,0,2,0,0,0,2
"('cell', 1297)",0,0,3,2,0,0,4
"('cell', 2059)",0,0,1,1,0,0,0
"('cell', 2088)",0,0,2,0,0,2,0
"('cell', 2295)",0,0,1,0,1,3,1
"('cell', 19)",0,0,0,1,0,0,0
"('cell', 23)",0,0,3,0,0,1,0
"('cell', 15)",0,0,0,0,1,0,0
"('cell', 22)",0,0,0,0,1,0,0
"('cell', 47)",0,0,0,0,3,1,0
"('cell', 59)",0,0,0,0,2,0,0
"('cell', 70)",0,0,0,0,3,2,2
"('cell', 239)",0,0,0,1,2,2,0
"('cell', 24)",0,0,0,1,1,1,0
"('cell', 30)",0,0,0,1,1,1,0
"('cell', 25)",0,0,0,1,3,1,0
"('cell', 10)",0,0,0,1,0,0,0
"('cell', 11)",0,0,0,1,0,0,0
"('cell', 4)",0,0,0,1,1,0,0
"('cell', 1013)",0,0,4,5,0,0,1
"('cell', 1139)",0,0,3,9,0,0,5
"('cell', 1232)",0,0,8,3,0,0,1
"('cell', 1128)",0,0,4,2,0,0,2
"('cell', 1119)",0,0,5,5,0,0,3
"('cell', 1142)",0,0,4,3,0,0,2
"('cell', 1300)",0,0,3,4,0,0,3
"('cell', 503)",0,0,0,1,0,0,0
"('cell', 516)",0,0,0,2,0,0,0
"('cell', 299)",0,0,0,0,0,1,0
"('cell', 333)",0,0,1,0,0,0,0
"('cell', 259)",0,0,1,1,2,2,0
"('cell', 277)",0,0,1,0,0,2,0
"('cell', 308)",0,0,1,0,0,2,0
"('cell', 298)",0,0,0,1,0,1,0
"('cell', 466)",0,0,0,1,0,0,0
"('cell', 463)",0,1,1,0,0,1,0
"('cell', 495)",0,0,1,0,0,0,0
"('cell', 501)",0,0,1,0,0,0,0
"('cell', 502)",0,0,2,0,0,0,0
"('cell', 445)",0,0,3,0,0,0,0
"('cell', 476)",0,0,2,0,0,0,0
"('cell', 477)",0,0,2,0,0,0,0
"('cell', 438)",0,0,4,0,1,1,0
"('cell', 689)",0,0,1,2,0,0,1
"('cell', 510)",0,0,0,2,0,0,0
"('cell', 618)",0,0,1,0,0,0,0
"('cell', 642)",0,0,1,0,0,0,0
"('cell', 653)",0,0,1,2,0,0,1
"('cell', 562)",0,0,0,1,0,0,0
"('cell', 576)",0,0,1,1,0,0,0
"('cell', 556)",0,0,0,1,0,0,0
"('cell', 536)",0,0,0,2,0,0,0
"('cell', 497)",0,0,2,0,0,0,0
"('cell', 522)",0,0,0,1,0,0,0
"('cell', 1201)",0,0,0,2,0,0,0
"('cell', 1225)",0,0,0,1,0,0,0
"('cell', 1162)",0,0,0,2,0,0,0
"('cell', 1159)",0,0,0,3,0,0,2
"('cell', 1196)",0,0,0,3,0,0,2
"('cell', 941)",0,0,1,3,0,0,1
"('cell', 940)",0,0,2,1,0,0,2
"('cell', 972)",0,0,0,2,0,0,0
"('cell', 1121)",0,0,0,2,0,0,0
"('cell', 1122)",0,0,0,3,0,0,0
"('cell', 1077)",0,0,0,2,0,0,0
"('cell', 1158)",0,0,0,1,0,0,0
"('cell', 1137)",0,0,0,1,0,0,0
"('cell', 1094)",0,0,2,3,0,0,1
"('cell', 911)",0,0,0,2,0,0,0
"('cell', 906)",0,0,0,2,0,0,1
"('cell', 868)",0,0,0,6,0,0,1
"('cell', 881)",0,0,0,2,0,0,0
"('cell', 855)",0,0,0,5,0,0,1
"('cell', 743)",0,0,1,1,0,0,1
"('cell', 1072)",0,0,0,4,0,0,0
"('cell', 713)",0,0,1,0,0,0,0
"('cell', 444)",0,0,1,1,0,0,0
"('cell', 367)",0,0,0,0,0,1,0
"('cell', 346)",0,0,2,0,0,1,0
"('cell', 301)",0,0,1,0,0,1,0
"('cell', 393)",0,0,1,0,0,0,0
"('cell', 429)",0,0,2,0,0,1,0
"('cell', 287)",0,0,0,0,0,1,0
"('cell', 52)",0,0,0,0,0,1,0
"('cell', 79)",0,0,0,1,0,0,0
"('cell', 107)",0,0,0,2,0,1,1
"('cell', 83)",0,0,1,0,0,2,1
"('cell', 128)",0,0,0,2,0,0,1
"('cell', 74)",0,0,0,1,0,0,0
"('cell', 769)",0,0,0,0,0,4,0
"('cell', 804)",0,0,0,0,0,5,0
"('cell', 790)",0,0,0,3,0,0,0
"('cell', 1028)",0,0,0,1,0,0,0
"('cell', 721)",0,0,2,0,0,0,0
"('cell', 742)",0,0,2,0,0,0,0
"('cell', 703)",0,0,1,0,0,0,0
"('cell', 717)",0,0,1,0,0,0,0
"('cell', 758)",0,0,2,0,0,0,0
"('cell', 803)",0,0,1,0,0,0,0
"('cell', 785)",0,0,0,5,0,0,0
"('cell', 788)",0,0,0,3,0,0,0
"('cell', 814)",0,0,0,6,0,0,0
"('cell', 772)",0,0,0,1,0,0,0
"('cell', 392)",0,1,2,0,0,0,0
"('cell', 401)",0,0,1,0,0,0,0
"('cell', 446)",0,1,2,0,0,0,0
"('cell', 448)",0,1,2,0,0,0,0
"('cell', 398)",0,1,1,0,1,2,0
"('cell', 358)",0,0,0,1,0,0,0
"('cell', 402)",0,0,1,1,0,0,1
"('cell', 344)",0,0,0,1,0,0,0
"('cell', 396)",0,0,2,0,0,0,0
"('cell', 462)",0,0,2,0,0,0,0
"('cell', 409)",0,0,2,0,0,0,0
"('cell', 391)",0,1,1,0,0,3,0
"('cell', 887)",0,0,1,0,0,0,0
"('cell', 773)",0,0,1,0,0,0,0
"('cell', 753)",0,0,1,0,0,0,0
"('cell', 2496)",0,0,2,0,0,2,3
"('cell', 2399)",0,1,2,0,0,0,3
"('cell', 2323)",0,1,3,0,1,2,2
"('cell', 1831)",0,0,1,0,0,5,0
"('cell', 1864)",0,0,0,0,0,1,0
"('cell', 1881)",0,0,0,0,0,2,0
"('cell', 176)",0,0,1,0,0,0,0
"('cell', 312)",0,0,0,1,0,0,0
"('cell', 335)",0,0,0,1,0,0,0
"('cell', 368)",0,0,0,1,0,0,0
"('cell', 459)",0,0,0,1,0,0,0
