,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1142)",0,0,4,0,0,0,1
"('cell', 1137)",0,0,3,0,0,0,1
"('cell', 686)",0,1,1,0,0,0,0
"('cell', 1093)",0,0,2,0,0,2,0
"('cell', 1128)",0,0,2,0,0,0,1
"('cell', 1084)",0,0,0,0,0,2,0
"('cell', 1090)",0,0,1,0,3,1,2
"('cell', 789)",0,0,0,1,4,3,0
"('cell', 1089)",0,0,0,0,1,2,0
"('cell', 1046)",0,0,6,0,1,0,4
"('cell', 91)",0,2,0,0,0,0,1
"('cell', 50)",0,1,0,0,0,0,1
"('cell', 71)",0,2,0,1,0,0,1
"('cell', 134)",0,0,1,0,0,1,1
"('cell', 115)",0,0,2,0,1,2,0
"('cell', 575)",0,5,3,0,1,3,0
"('cell', 105)",0,2,0,1,0,0,1
"('cell', 159)",0,2,3,1,0,1,0
"('cell', 155)",0,0,1,1,0,1,0
"('cell', 137)",0,1,1,0,0,1,1
"('cell', 484)",0,0,4,0,6,5,0
"('cell', 178)",0,1,3,1,1,1,0
"('cell', 208)",0,0,3,1,1,3,0
"('cell', 783)",0,0,1,1,3,2,0
"('cell', 798)",0,1,3,0,0,0,0
"('cell', 788)",0,1,1,0,1,1,0
"('cell', 708)",0,1,0,0,0,0,0
"('cell', 696)",0,1,1,0,0,1,0
"('cell', 751)",0,1,0,0,0,1,0
"('cell', 813)",0,1,2,0,0,2,0
"('cell', 800)",0,2,1,0,0,2,0
"('cell', 796)",0,1,1,0,0,2,0
"('cell', 760)",0,1,0,0,0,1,0
"('cell', 730)",0,1,0,0,0,0,0
"('cell', 780)",0,1,2,0,0,0,0
"('cell', 791)",0,1,2,0,0,2,0
"('cell', 775)",0,2,1,0,0,1,0
"('cell', 938)",0,0,1,0,0,1,0
"('cell', 1064)",0,0,3,0,4,2,1
"('cell', 1092)",0,1,0,0,2,1,0
"('cell', 922)",0,0,1,0,0,1,0
"('cell', 820)",0,1,4,0,1,1,0
"('cell', 807)",0,0,1,0,1,2,0
"('cell', 814)",0,1,1,0,0,2,0
"('cell', 826)",0,1,4,0,2,2,0
"('cell', 1069)",0,0,2,0,0,4,1
"('cell', 1091)",0,1,0,0,0,0,0
"('cell', 887)",0,0,2,0,2,1,0
"('cell', 890)",0,0,2,0,3,4,0
"('cell', 916)",0,0,0,0,2,1,0
"('cell', 921)",0,0,0,0,0,1,0
"('cell', 903)",0,0,2,0,0,1,0
"('cell', 899)",0,0,3,0,0,4,0
