,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 50)",0,0,0,1,0,0,0
"('cell', 62)",0,0,0,1,0,0,0
"('cell', 1864)",0,6,1,0,1,2,0
"('cell', 503)",0,2,0,0,0,0,0
"('cell', 294)",0,0,0,1,0,0,0
"('cell', 306)",0,0,0,1,0,0,0
"('cell', 357)",0,0,0,0,1,2,0
"('cell', 326)",0,0,0,0,1,1,0
"('cell', 2357)",0,2,0,0,0,0,0
"('cell', 2333)",0,2,0,0,0,0,0
"('cell', 2354)",0,4,0,0,0,0,0
"('cell', 2351)",0,2,0,0,0,0,0
"('cell', 2191)",0,2,0,2,0,0,0
"('cell', 2297)",0,3,0,0,0,0,0
"('cell', 2116)",0,4,1,0,2,0,0
"('cell', 47)",0,0,0,1,0,0,0
"('cell', 151)",0,0,0,1,0,0,2
"('cell', 215)",0,0,1,1,0,0,2
"('cell', 174)",0,0,1,1,0,0,2
"('cell', 181)",0,0,0,0,0,0,2
"('cell', 317)",0,2,0,0,0,0,0
"('cell', 171)",0,0,0,1,0,0,2
"('cell', 90)",0,0,0,1,0,0,0
"('cell', 2125)",0,3,0,0,0,0,0
"('cell', 1957)",0,7,0,0,0,0,0
"('cell', 2166)",0,3,0,0,1,0,0
"('cell', 2345)",0,0,2,0,0,0,0
"('cell', 2153)",0,2,0,1,1,0,0
"('cell', 549)",0,2,0,0,0,0,0
"('cell', 584)",0,4,0,0,0,0,0
"('cell', 570)",0,3,0,0,0,0,0
"('cell', 612)",0,4,0,0,0,0,0
"('cell', 331)",0,1,0,0,0,0,0
"('cell', 323)",0,1,0,0,0,0,0
"('cell', 329)",0,1,0,0,0,0,0
"('cell', 359)",0,2,0,0,0,0,0
"('cell', 396)",0,1,0,0,0,0,0
"('cell', 384)",0,1,0,0,0,0,0
"('cell', 336)",0,1,0,0,0,0,0
"('cell', 413)",0,0,1,0,0,0,0
"('cell', 346)",0,1,0,0,0,0,0
"('cell', 402)",0,1,1,0,0,0,0
"('cell', 577)",0,0,1,0,0,2,2
"('cell', 538)",0,0,1,0,0,2,2
