,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 785)",0,0,0,2,0,0,0
"('cell', 742)",0,0,1,2,0,0,0
"('cell', 774)",0,1,0,1,0,0,0
"('cell', 820)",0,1,1,2,0,0,0
"('cell', 1184)",0,0,2,8,0,0,0
"('cell', 1220)",0,0,3,7,0,0,0
"('cell', 575)",0,0,6,1,0,1,1
"('cell', 608)",0,0,3,1,0,1,0
"('cell', 619)",0,0,3,1,0,1,0
"('cell', 756)",0,0,0,1,0,0,0
"('cell', 606)",0,0,4,1,0,1,1
"('cell', 1024)",0,1,1,0,2,2,0
"('cell', 1906)",0,0,2,14,0,0,1
"('cell', 1772)",0,0,3,10,0,0,0
"('cell', 1814)",0,0,2,5,0,0,0
"('cell', 1837)",0,0,2,11,0,0,1
"('cell', 2783)",0,0,0,0,0,2,0
"('cell', 826)",0,0,0,3,0,0,0
"('cell', 30)",0,1,2,0,0,0,0
"('cell', 48)",0,1,1,0,0,0,0
"('cell', 1769)",0,0,0,12,0,0,0
"('cell', 1819)",0,0,0,13,0,0,0
"('cell', 235)",0,6,4,2,0,0,0
"('cell', 527)",0,4,0,3,0,0,0
"('cell', 488)",0,4,0,6,0,0,0
"('cell', 328)",0,2,0,0,0,0,0
"('cell', 734)",0,0,1,1,0,0,0
"('cell', 712)",0,0,2,1,0,1,0
"('cell', 755)",0,1,0,1,0,0,0
"('cell', 838)",0,1,0,0,0,0,0
"('cell', 844)",0,0,0,1,0,0,0
"('cell', 795)",0,1,0,0,0,0,0
"('cell', 888)",0,2,1,1,0,0,0
"('cell', 862)",0,1,1,1,0,0,0
"('cell', 865)",0,0,0,1,0,0,0
"('cell', 1085)",0,1,4,1,1,1,0
"('cell', 1150)",0,1,1,1,2,1,0
"('cell', 1106)",0,1,1,1,2,1,0
"('cell', 2212)",0,0,0,0,1,2,0
"('cell', 2201)",0,0,0,0,0,1,0
"('cell', 1633)",0,1,0,0,0,0,0
"('cell', 2246)",0,0,1,0,0,1,0
"('cell', 2447)",0,0,1,0,0,0,0
"('cell', 2411)",0,0,1,0,0,0,0
"('cell', 2423)",0,0,2,0,0,0,0
"('cell', 2442)",0,0,2,0,0,0,0
"('cell', 2262)",0,0,2,0,0,1,0
"('cell', 2438)",0,0,1,0,0,0,0
"('cell', 2483)",0,0,1,0,0,0,0
"('cell', 2756)",0,0,0,0,0,2,1
"('cell', 2753)",0,1,0,0,0,0,0
"('cell', 2502)",0,0,0,1,0,0,0
"('cell', 2520)",0,0,0,1,0,0,0
"('cell', 2705)",0,0,3,11,0,0,1
"('cell', 2468)",0,0,1,17,0,0,0
"('cell', 2461)",0,0,0,13,0,0,0
"('cell', 2175)",0,0,1,13,0,0,0
"('cell', 871)",0,0,0,5,0,0,0
"('cell', 861)",0,0,0,8,0,0,2
"('cell', 855)",0,0,0,6,0,0,0
"('cell', 846)",0,0,0,6,0,0,0
"('cell', 883)",0,0,0,6,0,0,0
"('cell', 798)",0,0,0,6,0,0,0
"('cell', 55)",0,4,3,0,4,3,0
"('cell', 144)",0,6,1,0,0,0,0
"('cell', 111)",0,1,1,0,0,0,0
"('cell', 119)",0,0,1,0,0,0,0
"('cell', 1367)",0,0,0,8,0,0,0
"('cell', 1443)",0,0,0,1,0,2,0
"('cell', 1747)",0,0,0,8,0,0,0
"('cell', 1695)",0,0,0,4,0,0,0
"('cell', 1667)",0,0,0,12,0,0,0
"('cell', 1689)",0,0,0,9,0,0,0
"('cell', 1608)",0,0,0,16,0,0,0
"('cell', 1539)",0,0,0,1,0,3,0
