,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2895)",0,0,0,1,0,0,0
"('cell', 1810)",0,0,0,0,0,3,0
"('cell', 1945)",0,0,1,0,0,5,0
"('cell', 1765)",0,0,0,0,0,2,0
"('cell', 1135)",0,0,0,0,0,3,0
"('cell', 1258)",0,0,1,0,2,2,0
"('cell', 1828)",0,2,0,0,0,0,0
"('cell', 2699)",0,0,0,0,1,0,0
"('cell', 1776)",0,2,0,0,0,0,0
"('cell', 2831)",0,0,0,1,0,0,0
"('cell', 2846)",0,0,0,1,0,0,0
"('cell', 2854)",0,0,0,1,0,0,0
"('cell', 2920)",0,0,0,0,1,1,1
"('cell', 2946)",0,1,0,0,0,0,0
"('cell', 2945)",0,0,0,0,0,1,0
"('cell', 2951)",0,0,0,0,3,5,0
"('cell', 2913)",0,0,0,0,2,3,0
"('cell', 2891)",0,0,0,0,0,2,1
"('cell', 1758)",0,0,0,0,0,4,0
"('cell', 1701)",0,0,0,0,0,1,0
"('cell', 1241)",0,1,0,0,0,0,0
"('cell', 1150)",0,0,0,0,0,2,0
"('cell', 1483)",0,1,0,0,0,0,0
"('cell', 2041)",0,0,0,0,0,3,0
"('cell', 1826)",0,0,0,0,0,5,0
"('cell', 1759)",0,0,0,0,0,3,0
"('cell', 1276)",0,0,0,0,2,2,0
"('cell', 1287)",0,0,0,0,1,1,0
"('cell', 1391)",0,1,0,0,0,0,0
"('cell', 2546)",0,0,0,0,0,1,0
"('cell', 2549)",0,0,0,0,0,1,0
"('cell', 2622)",0,0,0,0,2,3,0
"('cell', 2603)",0,0,0,0,0,3,0
"('cell', 1422)",0,0,0,0,0,1,0
"('cell', 1440)",0,0,0,0,0,1,0
"('cell', 1212)",0,0,0,0,1,0,0
"('cell', 1321)",0,0,1,0,1,3,0
"('cell', 1371)",0,0,2,0,0,3,0
"('cell', 1324)",0,0,2,1,1,0,0
"('cell', 1198)",0,0,1,0,3,4,0
"('cell', 2683)",0,0,1,0,3,5,0
"('cell', 2746)",0,0,0,0,2,2,0
"('cell', 2694)",0,0,0,0,1,0,0
"('cell', 2131)",0,0,0,0,0,3,0
"('cell', 2130)",0,0,0,0,0,2,0
"('cell', 1605)",0,0,0,0,3,4,0
"('cell', 1738)",0,0,0,0,0,1,0
"('cell', 1646)",0,0,0,0,2,1,0
"('cell', 1608)",0,1,0,0,3,4,0
"('cell', 1690)",0,2,0,0,2,0,0
"('cell', 1729)",0,2,0,0,0,0,0
"('cell', 1760)",0,2,0,0,0,0,0
"('cell', 1686)",0,1,0,0,2,0,0
"('cell', 1651)",0,1,0,0,3,0,0
"('cell', 1618)",0,2,1,0,4,2,0
"('cell', 1819)",0,1,0,0,0,0,0
"('cell', 1827)",0,1,0,0,0,0,0
"('cell', 1752)",0,2,0,0,0,0,0
"('cell', 1766)",0,3,0,0,0,1,0
"('cell', 1858)",0,1,0,0,0,0,0
"('cell', 2868)",0,1,0,0,0,0,0
"('cell', 2909)",0,1,0,0,0,0,0
"('cell', 2923)",0,1,0,0,0,0,0
"('cell', 2933)",0,1,0,0,0,0,0
"('cell', 2892)",0,0,0,0,0,0,1
"('cell', 2638)",0,0,5,0,2,2,0
"('cell', 2690)",0,0,6,0,1,4,1
"('cell', 2738)",0,0,3,1,0,3,1
"('cell', 2776)",0,0,0,1,0,0,0
"('cell', 2819)",0,0,0,1,0,0,0
"('cell', 2788)",0,0,0,1,0,0,0
"('cell', 2742)",0,0,3,1,0,1,1
"('cell', 2795)",0,0,0,1,0,0,0
"('cell', 2825)",0,0,0,1,0,0,0
"('cell', 2745)",0,0,1,0,0,0,0
"('cell', 2876)",0,0,0,0,0,0,1
"('cell', 2862)",0,0,0,0,0,2,1
"('cell', 2861)",0,0,1,0,3,4,1
"('cell', 2648)",0,0,3,0,0,1,0
"('cell', 2663)",0,0,3,0,0,0,0
"('cell', 2634)",0,0,3,0,3,2,0
"('cell', 2672)",0,0,2,0,0,1,0
"('cell', 2686)",0,0,2,0,0,0,0
"('cell', 2624)",0,0,0,0,0,2,0
"('cell', 2630)",0,0,0,0,0,2,0
"('cell', 2578)",0,0,1,0,0,3,0
"('cell', 2640)",0,0,1,0,0,3,0
"('cell', 2620)",0,0,0,0,0,3,0
"('cell', 2581)",0,0,2,0,0,4,0
"('cell', 2692)",0,0,1,0,0,5,0
"('cell', 2583)",0,0,1,0,0,7,0
"('cell', 1218)",0,1,0,0,0,0,0
"('cell', 1093)",0,1,0,0,0,0,0
"('cell', 1054)",0,1,0,0,0,0,0
"('cell', 1142)",0,1,0,0,0,0,0
"('cell', 1242)",0,1,0,0,0,0,0
"('cell', 1098)",0,0,0,0,0,2,0
"('cell', 1101)",0,0,0,0,0,4,0
"('cell', 1158)",0,0,0,0,0,2,0
"('cell', 1076)",0,0,0,0,0,5,0
"('cell', 1125)",0,0,0,0,0,5,0
"('cell', 1124)",0,0,0,0,0,3,0
"('cell', 1302)",0,0,0,0,0,3,0
"('cell', 1331)",0,0,0,0,0,2,0
"('cell', 1310)",0,0,0,0,0,4,0
"('cell', 1230)",0,0,0,0,0,1,0
"('cell', 1186)",0,0,0,0,0,3,0
"('cell', 1264)",0,0,0,0,0,5,0
"('cell', 1447)",0,1,0,0,0,0,0
"('cell', 1402)",0,1,0,0,0,0,0
"('cell', 1963)",0,0,0,0,0,1,1
"('cell', 1886)",0,0,0,0,0,2,0
"('cell', 1939)",0,0,0,0,0,6,0
"('cell', 1877)",0,0,0,0,0,1,0
"('cell', 1866)",0,0,0,0,0,4,0
"('cell', 1932)",0,0,0,0,0,6,0
"('cell', 2123)",0,0,0,1,0,11,0
"('cell', 2101)",0,0,0,1,0,6,0
"('cell', 2090)",0,0,0,1,0,6,0
"('cell', 925)",0,0,0,1,0,3,0
"('cell', 916)",0,0,0,1,0,0,0
"('cell', 868)",0,0,1,0,0,2,0
"('cell', 900)",0,0,1,0,0,4,0
"('cell', 927)",0,1,0,1,0,0,0
"('cell', 1269)",0,1,1,0,1,1,0
"('cell', 537)",0,0,0,0,0,4,0
"('cell', 683)",0,0,0,0,0,8,0
"('cell', 673)",0,0,0,0,0,3,0
"('cell', 650)",0,0,0,0,0,4,0
"('cell', 1001)",0,0,1,0,0,0,0
"('cell', 109)",0,5,1,3,0,0,1
"('cell', 92)",0,3,0,4,0,0,2
"('cell', 860)",0,0,2,0,0,6,0
"('cell', 832)",0,0,1,0,0,8,0
"('cell', 65)",0,0,0,0,0,0,4
"('cell', 43)",0,0,0,0,0,0,3
"('cell', 40)",0,0,0,0,0,0,4
"('cell', 72)",0,0,0,0,0,0,2
"('cell', 107)",0,0,0,0,0,0,2
"('cell', 81)",0,0,0,0,0,0,1
"('cell', 152)",0,0,0,0,0,0,1
"('cell', 120)",0,0,0,0,0,0,2
"('cell', 136)",0,2,0,2,0,0,2
"('cell', 45)",0,0,0,0,0,0,3
"('cell', 25)",0,0,0,0,0,0,2
"('cell', 44)",0,0,0,0,0,0,2
"('cell', 37)",0,1,0,1,0,0,2
"('cell', 22)",0,0,0,0,0,0,2
"('cell', 233)",0,2,0,1,0,0,1
"('cell', 147)",0,3,0,2,0,0,1
"('cell', 183)",0,2,0,1,0,0,1
"('cell', 493)",0,0,1,0,0,2,0
"('cell', 69)",0,0,0,0,0,0,2
"('cell', 75)",0,0,0,0,0,0,1
"('cell', 2618)",0,0,0,0,0,5,0
"('cell', 2594)",0,0,0,0,0,3,0
"('cell', 2350)",0,0,2,0,0,4,0
"('cell', 2389)",0,0,1,0,0,3,0
"('cell', 1891)",0,0,1,0,0,3,0
"('cell', 2136)",0,0,1,0,1,6,0
"('cell', 2051)",0,0,5,0,0,2,0
"('cell', 2015)",0,0,2,0,0,5,0
"('cell', 1508)",0,0,0,1,0,0,0
"('cell', 1336)",0,0,0,0,0,2,0
"('cell', 1381)",0,0,0,0,0,1,0
"('cell', 1507)",0,0,0,1,0,0,0
"('cell', 1380)",0,0,1,1,0,2,0
"('cell', 1139)",0,1,0,1,0,0,0
"('cell', 1216)",0,1,0,1,1,1,0
"('cell', 975)",0,1,0,1,0,1,0
"('cell', 1265)",0,0,2,0,1,3,0
"('cell', 1246)",0,0,2,0,3,3,0
"('cell', 1217)",0,1,1,0,1,2,0
"('cell', 1190)",0,1,1,1,1,1,0
"('cell', 1636)",0,0,1,0,0,1,0
"('cell', 1573)",0,0,1,0,0,1,0
"('cell', 1695)",0,2,1,0,1,3,0
"('cell', 1643)",0,1,1,0,2,9,0
"('cell', 1105)",0,0,0,0,0,2,0
"('cell', 1132)",0,0,1,0,0,1,0
"('cell', 1166)",0,0,1,0,1,2,0
"('cell', 1143)",0,0,1,0,1,2,0
"('cell', 1114)",0,0,1,0,1,1,0
"('cell', 1067)",0,0,1,0,0,0,0
"('cell', 1071)",0,0,1,0,0,1,0
"('cell', 1256)",0,0,0,0,3,1,0
"('cell', 2612)",0,0,0,0,1,2,0
"('cell', 2649)",0,0,1,0,2,3,0
"('cell', 2646)",0,0,0,0,2,2,0
"('cell', 2756)",0,0,0,0,2,2,0
"('cell', 2401)",0,0,0,0,0,2,0
"('cell', 2166)",0,0,0,0,0,5,0
"('cell', 2193)",0,0,0,0,0,3,0
"('cell', 2224)",0,0,0,0,0,3,0
"('cell', 2157)",0,0,0,0,0,2,0
"('cell', 2124)",0,0,0,0,0,3,0
"('cell', 2128)",0,0,3,0,0,3,0
"('cell', 2113)",0,1,3,0,0,3,0
"('cell', 2132)",0,0,2,0,0,4,0
"('cell', 2127)",0,0,3,0,0,4,0
"('cell', 1901)",0,2,0,0,0,0,0
"('cell', 1900)",0,2,0,0,0,0,0
"('cell', 1847)",0,1,0,0,0,0,0
"('cell', 1883)",0,0,0,0,0,2,0
"('cell', 1915)",0,0,0,0,0,2,0
"('cell', 1872)",0,0,1,0,0,4,0
"('cell', 2008)",0,2,0,0,0,0,0
"('cell', 1917)",0,2,0,0,0,0,0
"('cell', 1964)",0,0,0,0,0,3,0
"('cell', 1941)",0,0,0,0,0,2,0
"('cell', 2105)",0,0,1,0,0,3,0
"('cell', 2121)",0,0,4,0,0,6,0
"('cell', 2107)",0,1,1,0,0,2,0
"('cell', 2032)",0,1,0,0,0,1,0
"('cell', 2085)",0,0,0,0,0,2,0
"('cell', 2114)",0,0,2,0,0,3,0
"('cell', 2701)",0,0,1,0,0,0,0
"('cell', 2711)",0,0,2,0,0,0,0
"('cell', 2668)",0,0,0,0,0,2,0
"('cell', 2626)",0,0,4,0,2,2,0
"('cell', 2635)",0,0,2,0,1,2,0
"('cell', 2677)",0,0,0,0,0,1,0
"('cell', 2698)",0,0,1,0,0,0,0
"('cell', 2682)",0,0,5,0,0,1,0
"('cell', 2670)",0,0,4,0,0,1,0
"('cell', 2741)",0,0,1,0,0,0,0
"('cell', 2657)",0,0,2,0,0,2,0
"('cell', 2035)",0,0,1,0,0,8,0
"('cell', 2652)",0,0,4,0,0,0,0
"('cell', 2771)",0,0,1,0,0,2,0
"('cell', 2835)",0,0,1,0,0,3,1
"('cell', 2799)",0,0,1,0,0,2,1
"('cell', 2833)",0,0,0,0,0,0,1
"('cell', 2840)",0,0,0,0,0,0,1
