,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 77)",0,0,0,0,1,0,0
"('cell', 1878)",0,0,3,0,0,0,0
"('cell', 1672)",0,0,4,0,0,5,0
"('cell', 1873)",0,0,6,0,0,3,0
"('cell', 1577)",0,0,3,0,0,4,0
"('cell', 1486)",0,0,4,0,0,2,0
"('cell', 1884)",0,0,8,0,0,8,0
"('cell', 1946)",0,0,2,0,0,0,0
"('cell', 1913)",0,0,3,0,0,1,0
"('cell', 1951)",0,0,5,0,0,1,0
"('cell', 1957)",0,0,3,0,0,4,0
"('cell', 1554)",0,0,2,0,0,4,0
"('cell', 1464)",0,0,4,0,0,4,0
"('cell', 1456)",0,0,5,0,0,4,0
"('cell', 1580)",0,0,2,0,0,4,0
"('cell', 1751)",0,0,3,0,0,0,0
"('cell', 1958)",0,0,3,0,0,0,0
"('cell', 1965)",0,0,3,0,0,0,0
"('cell', 1617)",0,0,4,0,0,6,0
"('cell', 1584)",0,0,2,0,0,5,0
"('cell', 1923)",0,0,5,0,0,4,0
"('cell', 1605)",0,1,3,0,0,4,0
"('cell', 1587)",0,0,2,0,0,5,0
"('cell', 1963)",0,0,5,0,0,1,0
"('cell', 1970)",0,0,1,0,0,4,0
"('cell', 1968)",0,0,2,0,0,0,0
"('cell', 426)",0,0,2,0,0,6,0
"('cell', 1141)",0,0,6,1,0,5,1
"('cell', 1503)",0,0,4,0,0,2,0
"('cell', 1465)",0,0,5,0,0,2,0
"('cell', 1452)",0,0,6,0,0,2,0
"('cell', 1524)",0,0,4,0,0,3,0
"('cell', 1550)",0,0,3,0,0,3,0
"('cell', 1656)",0,1,1,0,0,1,0
"('cell', 1787)",0,1,0,0,0,0,0
"('cell', 1350)",0,0,4,0,1,4,0
"('cell', 1688)",0,0,0,0,0,2,1
"('cell', 1606)",0,0,1,0,0,3,1
"('cell', 1849)",0,0,3,0,0,0,0
"('cell', 1760)",0,0,3,0,0,0,0
"('cell', 1679)",0,0,2,0,0,2,0
"('cell', 1707)",0,0,3,0,0,2,0
"('cell', 1708)",0,0,3,0,0,1,0
"('cell', 1685)",0,0,1,0,0,2,0
"('cell', 1695)",0,0,3,0,0,1,0
"('cell', 1752)",0,0,3,0,0,0,0
"('cell', 1856)",0,0,3,0,0,0,0
"('cell', 1942)",0,0,1,0,0,0,0
"('cell', 311)",0,0,5,0,0,3,0
"('cell', 309)",0,0,5,0,0,2,0
"('cell', 337)",0,0,5,0,0,2,0
"('cell', 1485)",0,0,3,0,0,2,0
"('cell', 1484)",0,0,4,0,0,4,1
"('cell', 1590)",0,1,3,0,0,2,0
"('cell', 1574)",0,0,1,0,0,3,0
"('cell', 84)",0,2,0,0,0,0,0
"('cell', 141)",0,1,0,0,0,1,0
"('cell', 221)",0,0,1,0,0,6,0
"('cell', 171)",0,1,0,0,0,4,0
"('cell', 577)",0,1,5,0,0,7,0
"('cell', 425)",0,0,1,0,0,6,0
"('cell', 398)",0,0,0,0,0,3,0
"('cell', 344)",0,0,0,0,0,1,0
"('cell', 701)",0,0,2,0,3,8,0
"('cell', 697)",0,0,7,0,0,6,0
"('cell', 382)",0,0,2,0,0,2,0
"('cell', 372)",0,0,1,0,0,3,1
"('cell', 373)",0,0,1,0,0,5,0
"('cell', 792)",0,0,4,0,0,8,0
"('cell', 1391)",0,0,4,1,0,14,0
"('cell', 1899)",0,0,3,0,0,1,0
"('cell', 1904)",0,0,3,0,0,0,0
"('cell', 1777)",0,0,5,0,0,7,0
"('cell', 1750)",0,1,3,0,0,8,0
"('cell', 1142)",0,0,3,0,1,8,0
"('cell', 1343)",0,0,7,0,1,8,0
"('cell', 1291)",0,1,4,0,1,9,1
"('cell', 1178)",0,0,3,0,0,11,0
"('cell', 1912)",0,0,0,0,0,3,0
"('cell', 1868)",0,0,0,0,0,2,0
"('cell', 1888)",0,0,0,0,0,3,0
"('cell', 1939)",0,0,0,0,0,2,0
"('cell', 1089)",0,0,6,0,1,4,0
"('cell', 1719)",0,0,2,0,0,2,0
"('cell', 1728)",0,0,1,0,0,0,0
"('cell', 318)",0,3,0,0,1,0,0
"('cell', 326)",0,4,0,0,1,2,0
"('cell', 260)",0,2,0,0,2,6,0
"('cell', 340)",0,2,1,0,0,4,0
"('cell', 135)",0,0,2,0,2,3,0
"('cell', 137)",0,0,1,0,4,3,0
"('cell', 91)",0,0,0,0,1,0,0
"('cell', 1835)",0,0,1,0,0,0,0
"('cell', 1802)",0,0,1,0,0,0,0
"('cell', 1830)",0,0,3,0,0,0,0
"('cell', 1815)",0,0,3,0,0,0,0
"('cell', 1814)",0,0,1,0,0,0,0
"('cell', 1447)",0,0,6,0,1,3,1
"('cell', 1768)",0,0,1,0,0,0,0
"('cell', 1697)",0,0,1,0,1,2,0
"('cell', 1727)",0,0,1,0,1,1,0
"('cell', 1758)",0,0,1,0,0,0,0
"('cell', 1753)",0,0,1,0,0,0,0
"('cell', 134)",0,0,2,0,1,3,0
"('cell', 508)",0,1,8,0,0,9,1
"('cell', 547)",0,1,3,0,1,12,1
"('cell', 345)",0,0,3,0,0,2,0
"('cell', 255)",0,0,3,0,0,5,0
"('cell', 429)",0,1,3,0,0,0,0
"('cell', 367)",0,3,0,0,0,0,0
"('cell', 412)",0,3,3,0,0,0,0
"('cell', 442)",0,1,2,0,0,1,0
"('cell', 509)",0,0,3,0,0,8,0
"('cell', 513)",0,1,4,0,0,9,0
"('cell', 504)",0,0,4,0,0,10,0
"('cell', 1572)",0,0,0,0,0,2,0
"('cell', 1592)",0,1,0,0,0,4,0
"('cell', 1589)",0,1,3,0,0,4,0
"('cell', 1652)",0,0,0,0,0,3,0
"('cell', 1630)",0,0,1,0,0,6,0
"('cell', 1623)",0,0,0,0,0,3,0
"('cell', 1276)",0,0,3,1,0,5,0
"('cell', 128)",0,0,0,0,4,2,0
"('cell', 95)",0,0,2,0,1,3,0
"('cell', 70)",0,0,0,0,0,1,0
"('cell', 109)",0,0,0,0,0,2,0
"('cell', 74)",0,0,2,0,0,3,0
"('cell', 180)",0,0,1,0,0,2,0
"('cell', 161)",0,0,0,0,0,2,0
"('cell', 185)",0,0,2,0,0,3,0
"('cell', 152)",0,0,0,1,0,0,0
"('cell', 127)",0,0,0,1,0,0,1
"('cell', 118)",0,0,0,1,0,0,1
"('cell', 87)",0,0,0,1,0,0,1
"('cell', 93)",0,2,0,0,0,0,0
"('cell', 56)",0,1,0,0,0,0,0
"('cell', 129)",0,2,0,0,0,1,0
"('cell', 24)",0,1,0,0,0,0,0
"('cell', 979)",0,1,4,0,1,5,0
"('cell', 781)",0,0,5,0,0,6,1
"('cell', 499)",0,1,7,0,0,10,0
"('cell', 401)",0,2,0,0,0,0,0
"('cell', 355)",0,0,1,0,0,0,0
"('cell', 381)",0,0,1,0,0,3,0
"('cell', 369)",0,0,0,0,0,1,0
"('cell', 116)",0,1,0,0,0,0,0
"('cell', 97)",0,0,0,1,0,0,0
"('cell', 192)",0,0,0,1,0,0,0
"('cell', 155)",0,0,0,1,0,0,0
"('cell', 186)",0,0,0,1,0,0,0
"('cell', 1071)",0,1,8,0,0,5,0
"('cell', 652)",0,1,8,0,0,6,0
"('cell', 649)",0,1,6,0,0,7,0
"('cell', 390)",0,0,2,0,2,8,0
"('cell', 279)",0,0,0,0,0,1,0
"('cell', 295)",0,1,0,0,1,4,0
"('cell', 278)",0,1,1,0,0,6,0
"('cell', 294)",0,1,1,0,1,6,0
"('cell', 247)",0,1,1,0,0,5,0
"('cell', 428)",0,0,2,0,0,8,0
"('cell', 206)",0,1,0,0,0,0,0
"('cell', 237)",0,1,0,0,0,0,0
"('cell', 263)",0,1,0,0,0,2,0
"('cell', 335)",0,0,0,0,0,3,0
"('cell', 730)",0,0,3,0,0,9,0
