,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 176)",0,0,0,0,1,0,0
"('cell', 171)",0,0,1,0,1,0,0
"('cell', 1216)",0,0,4,0,0,7,0
"('cell', 1325)",0,0,6,0,0,7,0
"('cell', 1287)",0,0,5,0,0,10,0
"('cell', 1699)",0,0,1,1,0,4,0
"('cell', 134)",0,0,1,0,2,1,0
"('cell', 146)",0,0,1,0,0,0,0
"('cell', 151)",0,0,0,0,1,0,0
"('cell', 201)",0,0,1,0,1,0,0
"('cell', 1459)",0,1,3,0,2,1,1
"('cell', 1283)",0,0,5,1,1,3,0
"('cell', 1295)",0,0,5,2,1,1,0
"('cell', 1479)",0,0,3,1,2,5,1
"('cell', 1700)",0,0,2,1,0,2,0
"('cell', 1567)",0,0,4,7,0,2,0
"('cell', 1259)",0,0,5,2,1,4,0
"('cell', 198)",0,0,0,0,4,6,0
"('cell', 2)",0,0,0,0,0,9,0
"('cell', 1)",0,0,0,0,1,3,0
"('cell', 730)",0,0,3,1,1,4,0
"('cell', 687)",0,0,3,1,1,1,1
"('cell', 1696)",0,0,0,0,0,5,0
"('cell', 253)",0,0,2,0,1,2,0
"('cell', 577)",0,0,3,0,0,0,1
"('cell', 510)",0,0,3,0,0,1,0
"('cell', 618)",0,0,3,0,1,1,1
"('cell', 634)",0,0,3,0,0,0,1
"('cell', 1444)",0,0,3,0,2,1,1
"('cell', 1504)",0,1,2,0,3,2,1
"('cell', 1480)",0,1,2,0,3,2,1
"('cell', 1698)",0,0,0,2,0,4,0
"('cell', 1702)",0,0,1,1,0,5,0
"('cell', 1465)",0,1,3,0,3,0,1
"('cell', 1313)",0,0,5,2,2,1,0
"('cell', 1375)",0,0,4,2,2,2,0
"('cell', 1531)",0,0,2,0,3,4,1
"('cell', 1670)",0,0,2,0,0,6,0
"('cell', 1599)",0,0,2,5,0,1,0
"('cell', 1608)",0,0,6,0,0,0,0
"('cell', 68)",0,0,1,0,0,8,1
"('cell', 277)",0,0,6,0,2,4,0
"('cell', 825)",0,0,2,0,1,5,1
"('cell', 667)",0,0,0,3,2,5,0
"('cell', 3)",0,0,0,0,1,6,0
"('cell', 180)",0,0,3,0,2,5,0
"('cell', 860)",0,0,2,2,1,0,0
