,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 7)",0,0,0,0,0,2,0
"('cell', 3)",0,0,0,0,0,2,0
"('cell', 5)",0,0,0,0,0,2,0
"('cell', 143)",0,2,0,0,0,0,0
"('cell', 178)",0,1,0,0,0,0,1
"('cell', 196)",0,2,1,0,0,0,0
"('cell', 168)",0,2,1,0,0,0,0
"('cell', 9)",0,0,2,0,0,2,0
"('cell', 2049)",0,0,9,0,0,0,0
"('cell', 651)",0,0,1,1,0,1,4
"('cell', 736)",0,0,2,1,2,1,1
"('cell', 966)",0,0,2,1,3,2,5
"('cell', 12)",0,0,3,0,0,2,0
"('cell', 4)",0,0,3,0,0,0,0
"('cell', 601)",0,1,2,0,2,1,2
"('cell', 578)",0,3,1,0,1,4,3
"('cell', 157)",0,0,6,0,2,5,0
"('cell', 406)",0,0,5,1,1,3,2
"('cell', 1807)",0,0,5,0,0,0,1
"('cell', 1999)",0,1,8,0,0,1,2
"('cell', 1989)",0,2,4,0,0,0,2
"('cell', 1832)",0,3,6,0,0,1,4
"('cell', 1863)",0,3,6,0,0,1,3
"('cell', 337)",0,1,2,0,0,5,1
"('cell', 396)",0,1,1,0,0,6,4
"('cell', 657)",0,2,1,0,1,1,3
"('cell', 2055)",0,0,4,0,2,0,0
"('cell', 2131)",0,0,6,0,2,0,0
"('cell', 2107)",0,0,3,0,0,0,0
"('cell', 2029)",0,1,2,0,0,1,0
"('cell', 2065)",0,1,5,0,0,1,0
"('cell', 1553)",0,0,3,0,0,0,0
"('cell', 1749)",0,0,2,0,0,0,0
"('cell', 1705)",0,0,1,0,0,0,0
"('cell', 1657)",0,0,3,0,1,0,0
"('cell', 1547)",0,0,4,0,0,0,0
"('cell', 2006)",0,1,4,0,0,2,0
"('cell', 433)",0,4,2,0,0,0,2
"('cell', 400)",0,2,3,0,2,0,0
"('cell', 211)",0,1,1,0,0,0,0
"('cell', 277)",0,1,1,0,0,0,1
"('cell', 603)",0,0,1,1,0,1,5
"('cell', 624)",0,0,2,3,0,0,6
"('cell', 600)",0,0,2,1,0,1,7
"('cell', 630)",0,0,2,3,0,1,4
"('cell', 786)",0,0,1,1,3,0,0
"('cell', 774)",0,1,4,1,3,1,0
"('cell', 880)",0,0,1,1,3,2,3
"('cell', 1221)",0,0,5,0,0,3,5
"('cell', 1478)",0,0,6,0,0,0,0
"('cell', 1256)",0,0,3,1,0,2,6
"('cell', 383)",0,0,1,0,1,0,4
"('cell', 404)",0,3,0,0,1,0,3
"('cell', 32)",0,1,4,0,2,2,0
"('cell', 98)",0,0,3,0,1,4,0
"('cell', 14)",0,0,3,0,0,3,0
"('cell', 17)",0,0,1,0,0,3,0
"('cell', 22)",0,0,3,0,0,6,0
"('cell', 11)",0,0,2,0,0,3,0
