,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 756)",0,0,0,0,0,5,0
"('cell', 700)",0,0,2,0,0,3,0
"('cell', 176)",0,0,2,0,0,3,0
"('cell', 197)",0,0,2,0,1,3,0
"('cell', 166)",0,0,4,0,1,3,0
"('cell', 121)",0,0,3,0,1,6,0
"('cell', 109)",0,1,1,1,0,5,1
"('cell', 893)",0,0,8,0,0,1,0
"('cell', 647)",0,1,3,0,0,0,1
"('cell', 45)",0,0,3,0,0,3,1
"('cell', 1581)",0,0,2,0,0,1,0
"('cell', 1839)",0,0,1,1,0,6,1
"('cell', 1798)",0,0,1,1,0,5,0
"('cell', 1635)",0,0,0,0,0,2,0
"('cell', 636)",0,0,2,0,0,2,0
"('cell', 611)",0,0,1,0,0,1,0
"('cell', 674)",0,0,3,0,0,3,0
"('cell', 962)",0,0,1,0,1,4,1
"('cell', 1717)",0,0,4,0,0,0,1
"('cell', 1627)",0,0,3,0,0,1,0
"('cell', 2086)",0,0,4,0,0,5,0
"('cell', 1857)",0,0,1,1,0,10,1
"('cell', 1754)",0,0,3,0,0,4,1
"('cell', 181)",0,0,0,0,0,3,0
"('cell', 90)",0,0,1,0,0,6,0
"('cell', 94)",0,0,1,0,0,4,0
"('cell', 145)",0,0,1,0,0,5,0
"('cell', 104)",0,0,1,0,0,3,0
"('cell', 153)",0,0,1,0,0,3,0
"('cell', 122)",0,0,1,0,0,3,0
"('cell', 174)",0,0,5,0,1,4,2
"('cell', 62)",0,0,1,0,0,4,0
"('cell', 37)",0,0,0,0,0,4,2
"('cell', 811)",0,0,4,0,1,2,4
"('cell', 1113)",0,0,3,0,1,0,0
"('cell', 612)",0,0,2,0,0,1,1
"('cell', 967)",0,0,3,0,0,0,0
"('cell', 903)",0,0,5,0,0,0,0
"('cell', 918)",0,0,5,0,0,1,0
"('cell', 836)",0,0,4,0,0,0,0
"('cell', 875)",0,0,3,0,0,0,0
"('cell', 779)",0,0,2,0,0,0,0
"('cell', 808)",0,0,4,0,0,0,0
"('cell', 780)",0,0,3,0,0,0,0
"('cell', 728)",0,0,1,0,0,0,0
"('cell', 725)",0,0,3,0,0,0,0
"('cell', 490)",0,3,1,0,0,1,1
"('cell', 630)",0,3,4,0,0,0,1
"('cell', 427)",0,0,0,1,0,1,0
"('cell', 453)",0,2,0,1,0,1,0
"('cell', 746)",0,0,1,0,0,4,0
"('cell', 796)",0,0,1,0,0,3,1
"('cell', 30)",0,0,1,0,0,3,2
"('cell', 1140)",0,0,0,0,3,1,0
"('cell', 1216)",0,0,0,0,3,0,0
"('cell', 1081)",0,0,2,0,2,1,0
"('cell', 1595)",0,0,4,0,0,0,0
"('cell', 2064)",0,0,1,0,1,4,0
"('cell', 1979)",0,0,3,0,0,8,0
"('cell', 2079)",0,0,1,0,0,2,0
"('cell', 2063)",0,0,1,0,0,1,0
"('cell', 2070)",0,0,0,0,0,4,0
"('cell', 1978)",0,0,2,0,0,8,0
"('cell', 1533)",0,0,2,0,0,1,0
"('cell', 1453)",0,0,1,0,0,1,0
"('cell', 1446)",0,0,2,0,0,1,0
"('cell', 1424)",0,0,1,0,0,1,0
"('cell', 1348)",0,0,1,0,0,1,0
"('cell', 1183)",0,0,2,0,2,1,0
"('cell', 1134)",0,0,2,0,1,1,0
"('cell', 1221)",0,0,0,0,2,0,0
"('cell', 2077)",0,0,0,0,0,1,0
"('cell', 2083)",0,0,0,0,0,1,0
"('cell', 2027)",0,0,1,0,0,2,0
"('cell', 2060)",0,0,1,0,0,2,0
"('cell', 877)",0,0,0,1,0,6,1
"('cell', 765)",0,0,0,0,0,8,0
"('cell', 1064)",0,0,1,0,1,3,1
"('cell', 1024)",0,0,1,0,1,4,1
"('cell', 1074)",0,0,4,0,1,4,1
"('cell', 1513)",0,0,3,0,0,4,0
"('cell', 1415)",0,0,0,0,0,5,1
"('cell', 1463)",0,0,1,0,0,1,0
"('cell', 1329)",0,0,0,0,0,1,0
"('cell', 1349)",0,0,0,0,0,1,0
"('cell', 937)",0,0,1,0,1,5,1
"('cell', 1157)",0,0,4,0,0,5,0
"('cell', 1787)",0,0,2,0,0,5,1
"('cell', 1681)",0,0,4,0,0,3,1
