,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 514)",0,0,0,0,0,1,0
"('cell', 556)",0,0,0,0,0,1,0
"('cell', 985)",0,0,1,1,0,0,0
"('cell', 1014)",0,0,1,1,0,0,0
"('cell', 1252)",0,0,0,1,0,0,0
"('cell', 633)",0,0,0,0,0,2,0
"('cell', 669)",0,0,0,0,0,2,0
"('cell', 780)",0,0,1,0,0,2,0
"('cell', 32)",0,3,0,4,0,0,0
"('cell', 27)",0,2,0,4,0,0,0
"('cell', 1273)",0,0,0,1,0,0,0
"('cell', 1436)",0,0,0,0,0,3,0
"('cell', 1418)",0,0,0,0,0,2,0
"('cell', 1461)",0,0,0,0,0,3,0
"('cell', 1454)",0,0,0,0,0,2,0
"('cell', 879)",0,0,1,0,3,6,0
"('cell', 295)",0,0,0,1,0,0,0
"('cell', 330)",0,0,0,1,0,0,0
"('cell', 572)",0,0,0,1,0,0,1
"('cell', 534)",0,0,0,1,0,0,1
"('cell', 558)",0,0,0,1,0,0,0
"('cell', 15)",0,4,0,3,0,0,0
"('cell', 78)",0,2,0,0,0,0,1
"('cell', 68)",0,3,0,0,0,0,1
"('cell', 731)",0,4,0,0,0,0,0
"('cell', 157)",0,3,0,0,0,0,0
"('cell', 191)",0,4,0,0,0,0,0
"('cell', 183)",0,2,0,0,0,0,0
"('cell', 24)",0,1,0,3,0,0,0
"('cell', 18)",0,1,0,3,0,0,0
"('cell', 41)",0,4,0,4,0,0,0
"('cell', 35)",0,2,0,3,0,0,0
"('cell', 492)",0,0,0,1,0,0,1
"('cell', 335)",0,9,0,1,0,0,0
"('cell', 934)",0,6,1,0,0,0,0
"('cell', 1723)",0,0,0,1,0,3,0
"('cell', 1667)",0,0,0,1,0,3,0
"('cell', 1847)",0,0,0,1,0,0,1
"('cell', 1633)",0,0,0,1,0,0,0
"('cell', 1601)",0,0,0,1,0,0,0
"('cell', 1009)",0,3,2,0,0,1,0
"('cell', 765)",0,3,0,0,0,0,0
"('cell', 944)",0,1,0,0,0,0,0
"('cell', 945)",0,1,0,0,0,0,0
"('cell', 1191)",0,0,1,0,0,1,0
"('cell', 1240)",0,0,1,0,0,0,0
"('cell', 1193)",0,0,0,0,1,0,0
"('cell', 1464)",0,0,0,1,0,1,0
"('cell', 605)",0,0,0,1,0,0,2
"('cell', 25)",0,7,0,0,0,0,0
"('cell', 77)",0,8,2,0,1,1,0
"('cell', 58)",0,11,0,0,0,0,0
"('cell', 61)",0,7,0,0,0,1,0
"('cell', 67)",0,6,0,0,0,0,1
"('cell', 142)",0,4,0,0,0,0,0
"('cell', 82)",0,3,0,0,0,0,1
"('cell', 227)",0,5,0,0,0,0,0
"('cell', 33)",0,1,0,0,0,0,0
"('cell', 30)",0,1,0,3,0,0,0
"('cell', 26)",0,1,0,1,0,0,0
"('cell', 48)",0,3,0,2,0,0,0
"('cell', 29)",0,4,0,3,0,0,0
"('cell', 192)",0,0,1,1,0,0,2
"('cell', 193)",0,0,1,0,0,0,0
"('cell', 187)",0,0,3,1,0,0,2
"('cell', 225)",0,0,1,1,0,0,0
"('cell', 354)",0,0,0,1,0,0,0
"('cell', 222)",0,0,1,0,0,0,0
"('cell', 166)",0,0,1,0,0,0,0
"('cell', 284)",0,0,0,1,0,0,0
"('cell', 216)",0,0,1,0,0,0,0
"('cell', 204)",0,0,1,0,0,0,0
"('cell', 23)",0,3,1,3,4,4,0
"('cell', 47)",0,4,0,2,0,0,0
"('cell', 12)",0,2,0,1,0,0,1
"('cell', 8)",0,2,2,2,0,0,1
"('cell', 31)",0,2,3,3,0,1,1
"('cell', 34)",0,2,1,2,0,0,1
"('cell', 45)",0,2,1,1,0,0,1
"('cell', 1023)",0,7,0,1,0,0,0
"('cell', 971)",0,5,3,0,1,2,0
"('cell', 400)",0,0,0,2,0,0,0
"('cell', 427)",0,0,0,1,0,0,0
"('cell', 374)",0,0,0,1,0,0,0
"('cell', 368)",0,0,0,2,0,0,0
"('cell', 522)",0,0,0,1,0,0,0
"('cell', 485)",0,0,0,2,0,0,0
"('cell', 459)",0,0,0,1,0,0,0
"('cell', 943)",0,6,0,2,0,0,0
"('cell', 1696)",0,0,0,1,0,3,0
"('cell', 1677)",0,0,0,1,0,0,0
"('cell', 1124)",0,4,0,1,0,0,0
"('cell', 1838)",0,0,2,0,0,1,2
"('cell', 948)",0,5,1,0,0,0,0
"('cell', 976)",0,5,0,0,0,0,0
"('cell', 984)",0,4,5,0,0,2,0
"('cell', 1020)",0,5,1,0,0,0,0
"('cell', 974)",0,5,4,0,0,0,0
"('cell', 747)",0,4,0,0,0,0,0
"('cell', 941)",0,5,0,1,0,0,0
"('cell', 916)",0,7,0,0,0,0,0
"('cell', 1016)",0,1,0,0,0,0,0
"('cell', 973)",0,1,0,0,0,0,0
"('cell', 1255)",0,0,2,0,1,2,0
