,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1309)",0,0,0,1,0,0,1
"('cell', 1410)",0,0,1,1,0,0,3
"('cell', 1495)",0,0,2,0,0,0,2
"('cell', 1447)",0,0,5,0,0,4,0
"('cell', 1533)",0,0,1,0,0,2,0
"('cell', 2298)",0,0,0,0,0,1,0
"('cell', 2374)",0,0,0,0,0,4,0
"('cell', 1861)",0,0,0,1,0,2,0
"('cell', 1706)",0,0,1,2,0,1,0
"('cell', 1809)",0,0,0,3,0,1,0
"('cell', 1817)",0,0,1,3,0,3,0
"('cell', 1793)",0,0,0,3,0,0,0
"('cell', 4006)",0,0,0,1,0,0,0
"('cell', 4018)",0,0,0,1,0,0,0
"('cell', 3995)",0,0,1,0,0,0,1
"('cell', 4009)",0,0,1,1,0,0,0
"('cell', 3852)",0,0,0,1,0,1,0
"('cell', 3909)",0,0,0,1,0,1,0
"('cell', 3923)",0,0,0,1,0,1,0
"('cell', 2783)",0,0,1,0,0,6,0
"('cell', 2791)",0,0,1,2,0,5,1
"('cell', 2432)",0,0,0,0,0,6,0
"('cell', 2410)",0,0,0,0,0,3,0
"('cell', 2411)",0,0,0,0,0,2,0
"('cell', 2708)",0,0,1,0,0,8,1
"('cell', 2361)",0,0,0,0,0,1,0
"('cell', 14)",0,0,0,5,0,0,0
"('cell', 250)",0,0,3,2,0,0,2
"('cell', 1189)",0,0,0,2,0,0,2
"('cell', 1297)",0,0,0,1,0,0,2
"('cell', 1310)",0,0,3,1,1,1,2
"('cell', 1113)",0,0,0,4,0,1,3
"('cell', 1565)",0,0,2,0,0,0,5
"('cell', 1421)",0,0,1,0,0,2,0
"('cell', 1472)",0,0,2,0,0,2,0
"('cell', 1507)",0,0,1,0,0,2,0
"('cell', 1532)",0,0,2,0,0,2,0
"('cell', 2247)",0,0,0,0,0,1,0
"('cell', 2238)",0,0,0,0,0,2,0
"('cell', 1831)",0,0,0,0,0,2,0
"('cell', 2579)",0,0,0,0,0,7,0
"('cell', 2329)",0,0,0,0,0,4,0
"('cell', 1918)",0,0,0,3,0,3,0
"('cell', 2112)",0,0,0,5,0,1,0
"('cell', 1953)",0,0,0,2,0,2,0
"('cell', 862)",0,0,0,7,0,0,1
"('cell', 316)",0,0,2,3,0,0,0
"('cell', 18)",0,0,0,0,0,1,1
"('cell', 54)",0,0,0,1,0,0,4
"('cell', 27)",0,0,0,0,0,0,3
"('cell', 23)",0,0,0,1,0,0,1
"('cell', 3)",0,0,0,0,0,0,2
"('cell', 638)",0,0,1,8,0,0,0
"('cell', 821)",0,0,0,9,0,0,0
"('cell', 1704)",0,0,1,3,0,1,0
"('cell', 1749)",0,0,2,2,0,2,0
"('cell', 1746)",0,0,0,1,0,0,0
"('cell', 1868)",0,0,0,0,0,1,0
"('cell', 1794)",0,0,0,1,0,0,0
"('cell', 1849)",0,0,0,1,0,0,0
"('cell', 1929)",0,0,0,0,0,1,0
"('cell', 1750)",0,0,1,3,0,1,0
"('cell', 1659)",0,0,1,3,0,0,0
"('cell', 1792)",0,0,1,2,0,3,0
"('cell', 1860)",0,0,1,2,0,3,0
"('cell', 1807)",0,0,0,3,0,0,0
"('cell', 1808)",0,0,1,2,0,2,0
"('cell', 1745)",0,0,0,3,0,0,0
"('cell', 1628)",0,0,1,4,0,2,0
"('cell', 1033)",0,0,1,7,0,0,1
"('cell', 1737)",0,0,2,3,0,1,0
"('cell', 1658)",0,0,2,5,0,2,0
"('cell', 1549)",0,0,0,2,0,2,4
"('cell', 1536)",0,0,0,1,0,2,2
"('cell', 544)",0,0,0,6,2,0,0
"('cell', 493)",0,0,1,4,0,2,0
"('cell', 426)",0,0,1,9,0,2,0
"('cell', 414)",0,0,0,6,0,3,0
"('cell', 436)",0,0,0,3,0,2,0
