,CELL_ID,X,Y
2894,2895,1478,1386
1809,1810,1789,834
1944,1945,1766,882
1764,1765,1789,815
1134,1135,1824,552
1257,1258,908,605
1827,1828,313,838
2698,2699,363,1273
1775,1776,256,821
2830,2831,1508,1350
2845,2846,1497,1361
2853,2854,1526,1363
2919,2920,1295,1406
2945,2946,1398,1428
2944,2945,1310,1428
2950,2951,1264,1433
2912,2913,1264,1409
2890,2891,1263,1384
1757,1758,1753,812
1700,1701,1770,790
1240,1241,1607,600
1149,1150,1695,557
1482,1483,1436,706
2040,2041,1257,927
1825,1826,1710,839
1758,1759,1733,815
1275,1276,894,617
1286,1287,873,619
1390,1391,1404,665
2545,2546,600,1178
2548,2549,618,1178
2621,2622,598,1227
2602,2603,617,1211
1421,1422,1186,682
1439,1440,1212,688
1211,1212,888,585
1320,1321,1030,635
1370,1371,1022,656
1323,1324,1053,639
1197,1198,206,571
2682,2683,534,1266
2745,2746,404,1301
2693,2694,390,1272
2130,2131,294,970
2129,2130,275,968
1604,1605,183,754
1737,1738,172,807
1645,1646,180,772
1607,1608,204,756
1689,1690,239,789
1728,1729,254,805
1759,1760,235,816
1685,1686,195,787
1650,1651,223,772
1617,1618,244,760
1818,1819,282,834
1826,1827,262,835
1751,1752,275,815
1765,1766,299,818
1857,1858,299,849
2867,2868,1425,1370
2908,2909,1418,1399
2922,2923,1353,1407
2932,2933,1375,1419
2891,2892,1302,1386
2637,2638,1487,1230
2689,2690,1592,1267
2737,2738,1594,1292
2775,2776,1535,1319
2818,2819,1539,1341
2787,2788,1567,1324
2741,2742,1567,1296
2794,2795,1510,1329
2824,2825,1524,1345
2744,2745,1526,1298
2875,2876,1288,1378
2861,2862,1269,1366
2860,2861,1239,1368
2647,2648,1400,1241
2662,2663,1381,1247
2633,2634,1417,1228
2671,2672,1419,1253
2685,2686,1392,1265
2623,2624,1193,1226
2629,2630,1180,1228
2577,2578,1142,1194
2639,2640,1153,1231
2619,2620,1167,1221
2580,2581,1166,1195
2691,2692,1139,1269
2582,2583,1121,1195
1217,1218,1587,588
1092,1093,1636,532
1053,1054,1621,518
1141,1142,1590,554
1241,1242,1627,598
1097,1098,1659,538
1100,1101,1732,534
1157,1158,1724,558
1075,1076,1708,524
1124,1125,1752,548
1123,1124,1673,549
1301,1302,1780,624
1330,1331,1727,640
1309,1310,1793,627
1229,1230,1728,597
1185,1186,1742,571
1263,1264,1806,607
1446,1447,1459,688
1401,1402,1455,670
1962,1963,1186,894
1885,1886,1648,859
1938,1939,1638,882
1876,1877,1622,855
1865,1866,1664,853
1931,1932,1660,881
2122,2123,1356,964
2100,2101,1365,945
2089,2090,1347,949
924,925,880,445
915,916,800,445
867,868,831,418
899,900,854,437
926,927,771,451
1268,1269,1042,612
536,537,1640,279
682,683,1710,337
672,673,1696,332
649,650,1685,321
1000,1001,1622,476
108,109,666,64
91,92,678,53
859,860,878,412
831,832,841,396
64,65,1105,31
42,43,1089,19
39,40,1055,17
71,72,851,36
106,107,816,61
80,81,831,43
151,152,792,89
119,120,797,68
135,136,774,77
44,45,904,20
24,25,855,11
43,44,817,24
36,37,792,18
21,22,829,8
232,233,743,136
146,147,752,85
182,183,772,104
492,493,801,261
68,69,885,34
74,75,868,40
2617,2618,641,1220
2593,2594,644,1201
2349,2350,442,1087
2388,2389,446,1107
1890,1891,473,863
2135,2136,708,970
2050,2051,524,929
2014,2015,525,914
1507,1508,1106,715
1335,1336,1256,641
1380,1381,1234,660
1506,1507,1087,716
1379,1380,1090,660
1138,1139,920,553
1215,1216,918,584
974,975,892,471
1264,1265,968,611
1245,1246,948,602
1216,1217,975,588
1189,1190,945,574
1635,1636,543,764
1572,1573,506,742
1694,1695,327,790
1642,1643,335,768
1104,1105,227,540
1131,1132,250,552
1165,1166,316,564
1142,1143,286,550
1113,1114,304,548
1066,1067,319,519
1070,1071,350,523
1255,1256,498,602
2611,2612,582,1208
2648,2649,561,1248
2645,2646,536,1240
2755,2756,428,1307
2400,2401,414,1116
2165,2166,252,993
2192,2193,217,1006
2223,2224,219,1018
2156,2157,225,988
2123,2124,243,963
2127,2128,375,963
2112,2113,390,963
2131,2132,317,970
2126,2127,357,964
1900,1901,401,866
1899,1900,384,866
1846,1847,382,848
1882,1883,438,860
1914,1915,448,872
1871,1872,457,854
2007,2008,431,909
1916,1917,422,874
1963,1964,483,894
1940,1941,472,882
2104,2105,433,958
2120,2121,423,967
2106,2107,406,957
2031,2032,420,924
2084,2085,444,943
2113,2114,459,962
2700,2701,1355,1274
2710,2711,1377,1277
2667,2668,1451,1249
2625,2626,1452,1224
2634,2635,1433,1229
2676,2677,1434,1256
2697,2698,1489,1272
2681,2682,1522,1264
2669,2670,1494,1251
2740,2741,1503,1293
2656,2657,1468,1244
2034,2035,1766,923
2651,2652,1361,1244
2770,2771,1247,1315
2834,2835,1249,1351
2798,2799,1254,1332
2832,2833,1281,1349
2839,2840,1301,1354
2624,2625,1254,1225
2641,2642,1283,1231
2643,2644,1232,1234
2541,2542,1126,1174
2557,2558,1183,1182
2053,2054,1296,926
2076,2077,1272,941
2099,2100,1307,953
2481,2482,931,1154
2750,2751,1190,1305
2722,2723,1153,1287
2713,2714,1177,1282
2751,2752,1212,1303
2779,2780,1210,1321
2812,2813,1223,1341
2675,2676,1120,1257
1409,1410,1739,672
1374,1375,1737,655
1425,1426,1711,684
1392,1393,1710,663
1447,1448,1743,692
1529,1530,1754,721
1509,1510,1787,715
1490,1491,1800,710
1816,1817,1671,835
1802,1803,1693,832
1579,1580,1736,745
1711,1712,1754,795
1508,1509,1716,709
1461,1462,1546,695
1489,1490,1530,710
1325,1326,1538,635
1231,1232,1551,596
1178,1179,1565,572
1262,1263,1528,608
1208,1209,1536,586
1087,1088,1545,548
1082,1083,1586,525
1034,1035,1599,502
1080,1081,1562,523
1086,1087,1523,528
1005,1006,1669,485
1059,1060,1690,510
1040,1041,1672,504
1039,1040,1651,503
988,989,1657,477
1001,1002,1646,483
1937,1938,1619,881
2056,2057,1385,931
1904,1905,1197,868
1960,1961,1244,892
2025,2026,1237,918
1991,1992,1265,907
1955,1956,1223,891
1870,1871,1693,854
1388,1389,889,664
873,874,781,418
909,910,782,441
881,882,762,426
871,872,799,418
1072,1073,811,524
951,952,815,460
1077,1078,797,523
1094,1095,839,536
130,131,1461,74
144,145,1477,82
133,134,1492,76
994,995,722,482
982,983,697,476
1331,1332,1420,639
1300,1301,1455,624
1326,1327,1495,636
1311,1312,1515,632
1329,1330,1471,640
1288,1289,1481,621
1271,1272,1505,614
540,541,1591,280
555,556,1571,282
565,566,1653,289
600,601,1620,301
532,533,1616,274
499,500,1649,259
929,930,1620,449
20,21,566,9
1055,1056,375,518
37,38,969,17
38,39,989,18
456,457,815,243
525,526,872,274
47,48,918,22
72,73,675,38
268,269,706,154
283,284,726,165
231,232,719,137
265,266,674,154
548,549,829,284
125,126,886,71
83,84,908,47
107,108,934,62
61,62,972,33
2552,2553,665,1180
2588,2589,742,1198
2631,2632,811,1229
2392,2393,501,1109
2457,2458,498,1136
2437,2438,479,1122
2431,2432,534,1129
2448,2449,516,1136
2769,2770,814,1317
2627,2628,770,1226
2612,2613,715,1216
2636,2637,740,1230
2607,2608,695,1210
2599,2600,678,1209
2601,2602,660,1209
2107,2108,519,958
2350,2351,469,1087
2372,2373,490,1095
2386,2387,538,1104
2404,2405,517,1111
2071,2072,494,939
2091,2092,476,951
2039,2040,466,926
2022,2023,494,915
2072,2073,514,939
2114,2115,497,961
1958,1959,523,889
1795,1796,623,830
1274,1275,559,618
1267,1268,529,613
1338,1339,529,644
1290,1291,514,612
1307,1308,543,629
2419,2420,268,1122
2467,2468,267,1143
2399,2400,251,1114
2371,2372,263,1098
2329,2330,273,1075
1096,1097,1012,534
1168,1169,979,565
1841,1842,447,843
1563,1564,439,742
1647,1648,512,767
1646,1647,293,768
1693,1694,308,790
1608,1609,269,758
1670,1671,346,778
1697,1698,362,788
2618,2619,827,1219
2613,2614,879,1218
2505,2506,893,1160
2566,2567,886,1190
1407,1408,1012,677
1164,1165,267,566
1176,1177,234,570
1221,1222,226,594
1118,1119,349,550
1166,1167,334,565
1064,1065,261,523
1065,1066,298,519
2600,2601,547,1209
1998,1999,325,908
2095,2096,291,950
2042,2043,287,928
2103,2104,335,954
2047,2048,361,931
1908,1909,299,871
1932,1933,402,881
2006,2007,401,910
2005,2006,365,910
1771,1772,341,820
1752,1753,324,813
1788,1789,326,828
1828,1829,335,840
1766,1767,386,816
1798,1799,356,831
1716,1717,372,801
1834,1835,369,843
2881,2882,1339,1381
2856,2857,1322,1364
2906,2907,1373,1396
2909,2910,1392,1400
2661,2662,1267,1248
2678,2679,1308,1260
2646,2647,1316,1239
2670,2671,1288,1252
2668,2669,1333,1250
2688,2689,1339,1265
2764,2765,1288,1315
2786,2787,1327,1324
2595,2596,1203,1205
2412,2413,974,1117
