,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 7)",0,3,0,0,0,0,0
"('cell', 996)",0,0,0,4,0,0,1
"('cell', 968)",0,0,0,3,0,0,1
"('cell', 1087)",0,0,2,5,0,0,0
"('cell', 1078)",0,0,4,0,0,1,0
"('cell', 1109)",0,0,3,5,0,1,0
"('cell', 537)",0,0,0,6,0,2,0
"('cell', 435)",0,0,0,5,0,1,0
"('cell', 468)",0,0,0,4,0,2,0
"('cell', 25)",0,2,0,0,0,0,0
"('cell', 17)",0,2,0,0,0,0,0
"('cell', 776)",0,1,0,0,0,0,1
"('cell', 1189)",0,0,1,2,0,0,0
"('cell', 1411)",0,0,1,0,0,0,0
"('cell', 608)",0,0,0,0,0,2,0
"('cell', 983)",0,0,3,3,0,0,0
"('cell', 1051)",0,0,3,3,0,0,0
"('cell', 1024)",0,0,3,1,0,1,0
"('cell', 947)",0,0,2,3,0,0,0
"('cell', 998)",0,0,3,1,0,0,0
"('cell', 992)",0,0,3,0,0,0,0
"('cell', 973)",0,0,0,6,0,0,0
"('cell', 984)",0,0,2,4,0,0,0
"('cell', 969)",0,0,3,0,0,0,0
"('cell', 1052)",0,0,0,3,0,0,0
"('cell', 1003)",0,0,1,5,0,0,0
"('cell', 1038)",0,0,0,3,0,0,0
"('cell', 913)",0,0,0,2,0,0,1
"('cell', 943)",0,0,0,5,0,0,1
"('cell', 930)",0,0,0,2,0,0,1
"('cell', 820)",0,0,0,3,0,0,1
"('cell', 849)",0,0,0,2,0,0,1
"('cell', 794)",0,0,0,1,0,0,1
"('cell', 839)",0,0,0,5,0,0,1
"('cell', 1320)",0,0,2,0,0,0,0
"('cell', 1344)",0,0,2,0,0,0,1
"('cell', 1150)",0,0,0,1,0,0,0
"('cell', 1099)",0,0,0,1,0,0,0
"('cell', 156)",0,0,0,0,0,2,0
"('cell', 181)",0,0,0,3,0,0,0
"('cell', 107)",0,0,0,0,0,1,0
"('cell', 2)",0,3,0,0,0,0,0
"('cell', 912)",0,3,0,0,0,0,0
"('cell', 945)",0,1,0,0,0,0,0
"('cell', 696)",0,1,0,0,0,0,1
"('cell', 497)",0,1,0,0,0,0,0
"('cell', 1034)",0,0,0,1,0,0,1
"('cell', 1245)",0,0,3,2,0,1,0
"('cell', 1197)",0,0,2,2,0,0,0
"('cell', 1176)",0,0,1,2,0,0,0
"('cell', 1234)",0,0,3,2,0,0,0
"('cell', 1227)",0,0,2,5,0,0,0
"('cell', 1420)",0,0,0,3,0,0,0
"('cell', 1414)",0,0,0,3,0,0,0
"('cell', 1415)",0,0,1,4,0,0,0
"('cell', 1401)",0,0,0,4,0,0,0
"('cell', 1409)",0,0,0,2,0,0,0
"('cell', 720)",0,0,0,1,0,1,0
"('cell', 938)",0,0,2,4,0,0,0
"('cell', 921)",0,0,2,2,0,0,0
"('cell', 884)",0,0,1,3,0,0,0
"('cell', 1081)",0,0,4,0,0,1,0
"('cell', 1053)",0,0,2,0,0,1,0
"('cell', 1027)",0,0,2,2,0,0,0
"('cell', 1170)",0,0,1,0,0,0,0
"('cell', 1181)",0,0,3,0,0,0,0
"('cell', 1217)",0,0,4,3,0,0,0
"('cell', 1198)",0,0,3,9,0,0,0
"('cell', 1168)",0,0,4,8,0,1,0
"('cell', 1211)",0,0,3,0,0,0,0
"('cell', 1130)",0,0,6,2,0,1,0
"('cell', 1171)",0,0,4,1,0,1,0
"('cell', 1195)",0,0,4,2,0,1,0
"('cell', 1206)",0,0,4,0,0,1,0
"('cell', 127)",0,0,0,0,0,2,0
"('cell', 117)",0,0,0,0,0,1,0
"('cell', 136)",0,0,0,1,0,1,0
"('cell', 179)",0,0,0,1,0,1,0
"('cell', 150)",0,0,0,1,0,2,0
"('cell', 20)",0,3,0,0,0,0,0
"('cell', 12)",0,4,0,0,0,0,0
"('cell', 104)",0,6,0,0,0,0,0
"('cell', 59)",0,5,0,0,0,0,0
"('cell', 964)",0,1,0,0,0,0,0
"('cell', 966)",0,1,1,0,0,1,0
"('cell', 22)",0,0,0,0,0,2,0
"('cell', 9)",0,0,0,0,0,2,0
"('cell', 130)",0,1,2,0,1,1,0
"('cell', 192)",0,2,4,0,1,2,0
"('cell', 141)",0,1,3,0,1,1,0
"('cell', 176)",0,0,3,0,1,1,0
"('cell', 480)",0,0,2,0,4,1,0
"('cell', 521)",0,0,1,0,1,0,0
"('cell', 469)",0,0,3,0,3,2,0
"('cell', 744)",0,4,0,0,0,0,1
"('cell', 681)",0,1,0,0,0,0,1
"('cell', 749)",0,4,0,0,0,0,1
"('cell', 1090)",0,0,0,1,0,0,1
"('cell', 793)",0,2,0,0,0,0,0
"('cell', 936)",0,0,0,1,0,0,0
"('cell', 942)",0,0,0,0,0,0,1
"('cell', 1009)",0,1,0,2,0,0,0
"('cell', 1209)",0,0,2,2,0,0,0
"('cell', 1403)",0,0,1,0,0,0,0
"('cell', 1235)",0,0,3,1,0,0,0
"('cell', 1356)",0,0,1,4,0,0,0
"('cell', 1378)",0,0,1,3,0,0,0
"('cell', 1408)",0,0,1,0,0,0,0
"('cell', 948)",0,0,0,8,0,0,0
"('cell', 843)",0,0,2,5,0,0,0
"('cell', 850)",0,0,0,6,0,0,0
"('cell', 637)",0,0,0,11,0,2,0
"('cell', 715)",0,0,0,5,0,1,0
"('cell', 817)",0,0,0,9,0,0,1
"('cell', 772)",0,0,0,5,0,0,0
"('cell', 740)",0,0,0,4,0,0,0
"('cell', 967)",0,0,0,12,0,0,2
"('cell', 875)",0,0,3,0,0,0,0
"('cell', 783)",0,0,2,10,0,1,0
"('cell', 1376)",0,0,1,0,0,0,1
"('cell', 1392)",0,0,2,0,0,0,1
"('cell', 1412)",0,0,0,3,0,0,1
"('cell', 1094)",0,0,1,0,0,1,0
"('cell', 1122)",0,0,1,0,0,1,0
"('cell', 1068)",0,0,3,0,0,1,0
"('cell', 1059)",0,0,1,2,0,0,0
"('cell', 1080)",0,0,0,1,0,0,0
"('cell', 1273)",0,0,3,0,0,0,0
"('cell', 1296)",0,0,3,0,0,0,0
"('cell', 1229)",0,0,4,0,0,0,0
"('cell', 1257)",0,0,3,0,0,0,0
"('cell', 1111)",0,0,3,0,0,1,0
"('cell', 1155)",0,0,3,0,0,1,0
"('cell', 1145)",0,0,2,0,0,1,0
"('cell', 170)",0,0,0,0,0,2,0
"('cell', 330)",0,0,1,0,0,1,0
"('cell', 296)",0,0,2,0,0,1,0
"('cell', 404)",0,0,2,0,0,0,0
"('cell', 42)",0,2,0,0,0,0,0
"('cell', 57)",0,3,0,0,0,0,0
"('cell', 29)",0,2,0,0,0,0,0
"('cell', 21)",0,3,0,0,0,0,0
"('cell', 394)",0,0,2,0,0,1,0
"('cell', 378)",0,0,2,0,0,0,0
"('cell', 402)",0,0,2,0,0,1,0
"('cell', 883)",0,2,0,0,0,3,0
"('cell', 916)",0,2,0,0,0,0,0
"('cell', 908)",0,2,0,0,0,0,0
"('cell', 27)",0,4,0,0,0,0,0
"('cell', 26)",0,4,0,0,0,0,0
"('cell', 50)",0,3,0,0,0,0,0
"('cell', 564)",0,0,1,2,0,0,0
