,CELL_ID,X,Y
783,784,745,940
786,787,760,955
947,948,1054,1205
85,86,815,162
839,840,542,1051
1013,1014,1744,1282
1064,1065,1695,1351
744,745,385,846
754,755,378,872
1050,1051,1700,1330
1031,1032,1723,1306
820,821,506,1024
886,887,1163,1129
887,888,1190,1129
853,854,1196,1071
875,876,1182,1115
867,868,1156,1100
225,226,828,330
214,215,831,315
779,780,1865,924
1067,1068,1674,1355
602,603,1806,692
1114,1115,786,1435
830,831,1206,1042
804,805,1201,994
801,802,1219,991
774,775,1868,913
682,683,1798,773
582,583,1844,674
567,568,1842,656
559,560,1863,647
564,565,1785,652
533,534,1795,617
184,185,924,282
183,184,891,281
7,8,808,19
12,13,1018,35
469,470,418,560
623,624,488,711
799,800,1167,990
793,794,1161,974
795,796,1233,981
805,806,1237,1004
803,804,1316,993
922,923,1196,1177
912,913,1169,1163
901,902,1186,1149
814,815,1366,1012
62,63,744,130
614,615,1763,704
635,636,1748,727
417,418,1760,511
164,165,1241,266
216,217,1257,317
56,57,1192,121
250,251,1195,350
223,224,1243,324
116,117,1081,202
10,11,1170,25
136,137,1036,225
133,134,1018,220
119,120,981,204
954,955,642,1214
345,346,476,448
648,649,411,744
816,817,1164,1018
822,823,1181,1030
810,811,1180,1010
808,809,1157,1003
836,837,1185,1048
591,592,1241,683
624,625,1434,712
653,654,1437,747
663,664,1610,758
726,727,1642,822
797,798,1272,985
800,801,1249,991
788,789,1271,960
794,795,1293,978
802,803,1290,995
813,814,1327,1012
819,820,1346,1019
827,828,1356,1036
36,37,1442,80
22,23,1470,51
146,147,1324,240
321,322,1729,424
549,550,1575,637
367,368,1190,469
49,50,1218,107
398,399,1173,499
377,378,1154,475
0,1,992,5
258,259,1012,357
260,261,991,357
211,212,988,311
150,151,1055,248
908,909,570,1160
952,953,614,1211
543,544,430,630
584,585,409,677
649,650,1532,745
593,594,1490,684
601,602,1553,691
626,627,1488,719
618,619,1294,708
630,631,1283,722
1044,1045,1634,1322
1026,1027,1620,1299
1037,1038,1656,1316
1061,1062,1642,1347
815,816,1309,1017
106,107,1479,191
309,310,583,412
271,272,611,372
971,972,1598,1235
974,975,1630,1236
956,957,1611,1214
1006,1007,1620,1270
964,965,1586,1221
411,412,1691,505
375,376,1703,473
489,490,1541,579
294,295,1762,394
324,325,1564,428
339,340,1435,443
514,515,1232,605
79,80,1254,157
102,103,1281,187
29,30,971,65
3,4,971,9
583,584,1284,674
568,569,1289,658
597,598,1294,685
592,593,1257,681
605,606,1288,696
938,939,1198,1196
157,158,1422,255
204,205,1503,303
162,163,1569,263
135,136,1572,220
346,347,1519,449
320,321,1549,424
361,362,1292,464
190,191,1309,290
192,193,1690,292
233,234,1676,335
372,373,1624,473
473,474,1464,563
384,385,1363,480
303,304,1387,409
322,323,1340,425
608,609,1418,700
587,588,1434,679
60,61,1012,127
34,35,962,83
19,20,1030,47
27,28,1085,62
109,110,1642,194
280,281,1505,380
197,198,1562,301
232,233,1533,334
198,199,1612,299
209,210,1626,309
255,256,1344,356
288,289,1358,390
200,201,1408,300
215,216,1362,314
143,144,1693,235
350,351,1846,448
363,364,1860,465
272,273,1698,371
284,285,1700,385
378,379,1640,474
429,430,1407,521
37,38,1335,82
24,25,1281,57
2,3,1338,7
298,299,1678,399
446,447,1342,540
478,479,1449,568
461,462,1368,553
566,567,1320,657
479,480,1409,572
552,553,1382,638
