,CELL_ID,X,Y
522,523,1882,443
1196,1197,1809,904
1839,1840,402,1285
1841,1842,429,1284
1804,1805,414,1258
1820,1821,401,1271
1810,1811,430,1265
1796,1797,399,1249
1027,1028,497,781
246,247,454,246
234,235,483,238
788,789,1561,618
834,835,1574,652
901,902,1614,694
885,886,1592,686
1302,1303,921,970
1278,1279,939,959
1247,1248,958,937
1047,1048,1864,795
1041,1042,1837,788
926,927,1651,712
945,946,1714,723
1832,1833,461,1278
1854,1855,452,1292
1809,1810,446,1267
1786,1787,433,1247
1770,1771,416,1236
1693,1694,391,1181
1997,1998,688,1405
1814,1815,485,1270
1129,1130,552,856
1085,1086,559,822
293,294,418,282
240,241,439,244
294,295,513,289
166,167,460,183
544,545,1908,457
726,727,1898,574
704,705,1914,553
678,679,1862,542
695,696,1883,549
561,562,1865,467
745,746,1635,589
590,591,1647,486
748,749,1584,589
852,853,1660,660
902,903,1639,694
881,882,1679,686
845,846,1680,653
776,777,1680,612
816,817,1616,635
781,782,1597,615
856,857,1611,664
850,851,1590,656
1297,1298,1099,965
1495,1496,982,1063
1244,1245,941,933
1145,1146,937,864
1332,1333,1080,986
1319,1320,962,981
968,969,1735,740
984,985,1753,756
957,958,1685,732
980,981,1604,750
929,930,1587,717
1039,1040,1614,789
1060,1061,1640,806
1025,1026,1645,781
1008,1009,1611,769
1087,1088,1674,822
1112,1113,1671,843
1076,1077,1716,812
1113,1114,1697,841
1272,1273,1779,953
1163,1164,1743,876
1126,1127,1718,847
1077,1078,1736,813
20,21,823,27
29,30,924,35
2,3,822,7
1225,1226,616,923
1377,1378,917,1023
1148,1149,900,866
1338,1339,716,991
1331,1332,740,988
1382,1383,774,1010
1371,1372,745,1007
1335,1336,829,993
1376,1377,878,1010
1353,1354,903,999
1409,1410,847,1025
2025,2026,867,1431
1998,1999,745,1405
2008,2009,724,1415
1915,1916,683,1338
1911,1912,705,1335
1888,1889,669,1318
1811,1812,640,1266
1853,1854,648,1293
1886,1887,717,1316
1876,1877,738,1305
1781,1782,615,1241
1725,1726,604,1206
1797,1798,538,1249
1825,1826,528,1275
1805,1806,470,1257
1069,1070,293,809
1104,1105,289,837
1097,1098,263,835
1093,1094,340,829
1105,1106,305,836
1044,1045,317,792
1114,1115,514,841
1106,1107,536,835
1066,1067,533,806
752,753,449,595
1109,1110,492,830
1058,1059,472,801
1005,1006,449,768
789,790,390,620
772,773,404,609
806,807,432,631
824,825,449,642
800,801,414,629
1026,1027,1085,783
90,91,1551,116
73,74,1536,99
126,127,1666,151
123,124,1585,153
98,99,1608,122
87,88,1586,117
86,87,1571,114
644,645,1904,518
577,578,1885,479
591,592,1857,487
671,672,1898,536
224,225,1585,226
201,202,1719,210
230,231,1728,234
729,730,1671,576
628,629,1747,509
659,660,1750,531
664,665,1775,532
660,661,1842,528
564,565,1841,471
620,621,1834,497
724,725,1367,571
1441,1442,1032,1036
1503,1504,1013,1062
1336,1337,1101,988
1306,1307,1118,971
1593,1594,1187,1108
1455,1456,963,1046
1428,1429,943,1031
1360,1361,971,999
2033,2034,940,1434
1847,1848,1587,1288
1850,1851,1566,1290
1880,1881,1555,1311
1831,1832,1603,1275
1780,1781,1551,1240
1426,1427,1491,1028
1449,1450,1510,1042
1760,1761,1639,1229
1674,1675,1662,1160
1474,1475,1490,1056
1754,1755,1439,1221
1758,1759,1571,1226
1716,1717,1327,1195
829,830,1500,646
554,555,1375,469
540,541,1350,456
977,978,1584,749
1029,1030,1584,781
1061,1062,1698,803
1068,1069,1661,808
983,984,1696,757
1429,1430,1537,1030
1443,1444,1436,1038
1125,1126,1747,847
1181,1182,1770,880
1185,1186,1789,887
282,283,677,276
44,45,799,53
1182,1183,842,889
1227,1228,836,920
1174,1175,704,883
1235,1236,587,929
1607,1608,369,1117
1143,1144,710,860
849,850,836,661
812,813,793,636
1256,1257,667,942
1276,1277,677,958
1215,1216,675,912
1212,1213,637,911
1216,1217,605,915
1210,1211,584,910
1137,1138,590,856
1166,1167,570,875
1313,1314,778,980
1268,1269,880,948
1224,1225,855,920
1264,1265,849,955
1339,1340,869,987
1284,1285,902,966
1205,1206,891,905
1213,1214,913,912
1951,1952,734,1367
1980,1981,721,1390
1947,1948,718,1364
1925,1926,728,1341
1938,1939,755,1350
1952,1953,748,1367
1863,1864,546,1299
1826,1827,556,1272
1777,1778,646,1240
1791,1792,506,1247
1782,1783,488,1247
1771,1772,478,1236
1762,1763,457,1232
1756,1757,440,1223
1755,1756,586,1222
1763,1764,555,1232
1742,1743,545,1214
1745,1746,523,1219
1194,1195,528,899
1169,1170,519,880
1208,1209,562,910
1165,1166,537,876
773,774,481,610
802,803,468,630
809,810,496,643
774,775,501,608
778,779,450,616
1065,1066,362,807
1009,1010,350,773
1000,1001,380,766
1021,1022,425,772
1133,1134,466,856
798,799,843,627
916,917,888,686
864,865,869,663
744,745,1074,589
735,736,1084,581
995,996,1072,764
766,767,530,603
614,615,509,501
594,595,498,488
988,989,1189,756
946,947,1218,732
952,953,1240,731
1012,1013,1227,765
1062,1063,1168,804
1088,1089,1152,824
965,966,1164,741
367,368,1301,339
51,52,1481,62
77,78,1477,105
57,58,1512,78
31,32,1481,36
395,396,1492,356
360,361,1526,334
346,347,1505,322
187,188,1596,203
196,197,1701,209
220,221,1710,228
179,180,1699,192
270,271,1753,262
292,293,1756,278
250,251,1735,250
633,634,1730,515
653,654,1720,526
694,695,1817,551
679,680,1833,540
685,686,1793,547
700,701,1841,553
938,939,1748,723
643,644,1822,520
741,742,1422,585
1590,1591,1157,1110
1551,1552,1174,1089
1613,1614,1091,1116
1477,1478,1077,1057
1467,1468,1054,1048
1522,1523,991,1079
1521,1522,964,1079
1367,1368,997,1002
1606,1607,1340,1114
1571,1572,1219,1099
1599,1600,1230,1110
1594,1595,1201,1108
1536,1537,1211,1085
1533,1534,1236,1082
1305,1306,1058,971
1198,1199,991,898
2015,2016,1105,1422
2022,2023,1137,1429
2027,2028,1000,1432
1937,1938,1462,1349
1397,1398,1459,1020
1411,1412,1434,1022
1374,1375,1644,1005
1628,1629,1483,1130
1629,1630,1500,1123
1486,1487,1467,1054
1591,1592,1308,1106
1560,1561,1318,1093
1605,1606,1320,1114
1652,1653,1331,1145
1586,1587,1263,1104
1559,1560,1251,1094
1752,1753,1339,1221
975,976,1490,749
889,890,1490,688
844,845,1483,655
953,954,1254,731
863,864,1450,668
888,889,1461,692
754,755,1379,591
575,576,1326,476
721,722,1299,569
732,733,1267,578
1373,1374,1491,1006
1363,1364,1528,999
1401,1402,1575,1019
1100,1101,1786,834
110,111,779,140
1236,1237,736,926
1186,1187,731,888
1203,1204,709,902
1243,1244,702,931
1188,1189,761,893
1289,1290,751,961
1283,1284,709,963
1131,1132,856,852
1151,1152,683,871
1119,1120,696,843
1139,1140,638,855
1156,1157,611,880
1118,1119,624,843
1130,1131,666,851
1086,1087,651,824
1296,1297,808,967
1263,1264,832,945
1900,1901,778,1327
1986,1987,819,1394
2006,2007,847,1409
2012,2013,780,1416
2010,2011,803,1414
2021,2022,784,1430
1977,1978,788,1386
1959,1960,762,1371
1994,1995,788,1401
1999,2000,765,1404
1976,1977,741,1384
1835,1836,593,1284
1865,1866,566,1301
1819,1820,573,1270
1815,1816,620,1272
1869,1870,620,1302
1896,1897,581,1321
1897,1898,602,1324
1823,1824,681,1271
1812,1813,660,1267
1821,1822,704,1271
1870,1871,684,1296
1864,1865,667,1298
1741,1742,496,1214
1688,1689,431,1177
1037,1038,386,790
1072,1073,433,810
1096,1097,458,831
1055,1056,914,804
993,994,1054,763
917,918,1067,702
934,935,1084,717
908,909,1041,696
990,991,1036,746
838,839,935,651
865,866,915,678
826,827,912,642
876,877,1026,675
919,920,1016,715
846,847,978,654
833,834,956,646
875,876,991,684
884,885,972,683
915,916,1210,708
949,950,1187,725
866,867,1205,675
1063,1064,1225,807
1013,1014,1251,777
963,964,1259,748
1019,1020,1126,779
1079,1080,1123,817
1042,1043,1105,788
1028,1029,1148,782
962,963,1145,736
970,971,1104,726
935,936,1129,723
391,392,1250,357
498,499,1252,432
571,572,1286,475
349,350,1204,328
50,51,1444,61
94,95,1427,116
49,50,1390,60
209,210,1419,217
219,220,1400,228
183,184,1410,201
303,304,1220,286
285,286,1176,275
318,319,1193,297
340,341,1267,316
344,345,1240,321
320,321,1228,303
366,367,1283,338
376,377,1240,342
217,218,1268,229
233,234,1237,238
223,224,1322,232
229,230,1300,236
314,315,1307,298
241,242,1386,245
160,161,1529,178
104,105,1530,136
145,146,1559,170
118,119,1555,148
125,126,1488,157
149,150,1500,172
107,108,1513,127
89,90,1495,113
348,349,1535,323
528,529,1843,445
488,489,1852,422
327,328,1758,309
297,298,1735,284
252,253,1711,251
763,764,1434,601
765,766,1415,602
