,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 295)",0,3,3,3,0,4,0
"('cell', 2867)",0,0,2,0,3,1,0
"('cell', 1396)",0,0,1,0,0,1,0
"('cell', 1478)",0,0,2,1,0,1,0
"('cell', 1130)",0,1,0,2,0,0,0
"('cell', 20)",0,0,0,1,0,0,0
"('cell', 227)",0,2,2,2,1,2,0
"('cell', 176)",0,1,1,2,1,2,0
"('cell', 271)",0,1,1,3,0,2,0
"('cell', 1011)",0,0,0,1,0,0,0
"('cell', 960)",0,0,0,1,0,1,0
"('cell', 298)",0,0,0,2,0,2,0
"('cell', 1651)",0,0,0,0,0,1,0
"('cell', 1244)",0,0,0,1,0,0,0
"('cell', 1378)",0,1,0,0,0,0,0
"('cell', 1471)",0,1,3,1,0,1,0
"('cell', 1484)",0,0,3,0,0,1,0
"('cell', 1415)",0,0,0,0,0,1,0
"('cell', 1512)",0,0,3,1,0,1,0
"('cell', 1276)",0,0,0,1,0,0,0
"('cell', 14)",0,0,0,1,0,0,0
"('cell', 9)",0,0,0,1,0,0,0
"('cell', 46)",0,0,1,3,1,1,0
"('cell', 36)",0,0,1,1,0,0,0
"('cell', 206)",0,0,1,3,0,3,0
"('cell', 201)",0,0,1,3,0,2,0
"('cell', 248)",0,1,2,4,0,3,0
"('cell', 177)",0,1,1,4,1,4,0
"('cell', 1043)",0,0,0,1,0,0,0
"('cell', 907)",0,0,0,1,0,1,0
"('cell', 944)",0,0,0,1,0,1,0
"('cell', 317)",0,3,3,4,0,3,0
"('cell', 1960)",0,0,1,1,0,2,0
"('cell', 1695)",0,0,0,0,0,1,0
"('cell', 1884)",0,0,1,1,0,1,0
"('cell', 1736)",0,0,0,0,0,2,0
"('cell', 1950)",0,0,0,0,1,0,0
"('cell', 1986)",0,0,1,2,0,1,0
"('cell', 2052)",0,0,1,2,0,0,0
"('cell', 1327)",0,1,0,0,0,0,0
"('cell', 1207)",0,0,0,3,0,0,0
"('cell', 1846)",0,4,1,2,0,0,0
"('cell', 1844)",0,4,2,2,0,1,0
"('cell', 1741)",0,0,0,3,0,0,3
"('cell', 2258)",0,0,1,2,0,0,0
"('cell', 950)",0,0,0,4,0,0,0
"('cell', 812)",0,0,0,4,0,0,0
"('cell', 904)",0,0,0,6,0,0,0
"('cell', 765)",0,0,0,1,0,0,0
"('cell', 37)",0,0,0,1,0,0,0
"('cell', 611)",0,0,0,6,0,0,0
"('cell', 570)",0,0,0,4,0,0,0
"('cell', 746)",0,0,0,3,0,0,0
"('cell', 631)",0,0,0,3,0,0,0
"('cell', 678)",0,0,0,3,0,0,0
"('cell', 702)",0,0,0,2,0,0,0
"('cell', 703)",0,2,0,4,0,0,0
"('cell', 27)",0,0,0,1,0,0,0
"('cell', 369)",0,0,0,1,0,0,0
