,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1167)",0,0,1,1,0,0,8
"('cell', 5)",0,0,1,0,0,0,3
"('cell', 688)",0,0,4,0,0,1,1
"('cell', 931)",0,0,3,0,0,2,2
"('cell', 243)",0,0,0,1,0,5,0
"('cell', 266)",0,0,0,1,0,5,0
"('cell', 65)",0,0,0,0,0,0,2
"('cell', 91)",0,0,0,0,0,0,2
"('cell', 101)",0,0,0,0,0,0,4
"('cell', 1186)",0,3,0,0,2,0,2
"('cell', 489)",0,0,2,0,0,4,2
"('cell', 921)",0,0,4,0,0,2,4
"('cell', 1199)",0,0,1,1,0,0,1
"('cell', 811)",0,0,4,0,2,2,5
"('cell', 121)",0,0,2,1,0,2,4
"('cell', 7)",0,0,2,0,0,0,2
"('cell', 62)",0,0,1,1,0,0,3
"('cell', 87)",0,0,5,0,0,0,1
"('cell', 117)",0,0,0,0,0,0,6
"('cell', 72)",0,0,0,0,0,0,1
"('cell', 75)",0,0,4,1,0,0,3
"('cell', 66)",0,0,0,0,0,0,1
"('cell', 173)",0,0,2,0,0,0,4
"('cell', 164)",0,0,3,1,0,0,3
"('cell', 138)",0,0,4,1,0,0,5
"('cell', 190)",0,0,4,1,0,0,2
"('cell', 1118)",0,2,0,0,6,1,2
"('cell', 1062)",0,0,0,0,3,0,2
"('cell', 711)",0,3,5,0,0,0,1
"('cell', 693)",0,1,2,0,1,0,0
"('cell', 710)",0,1,3,0,1,0,0
"('cell', 492)",0,1,3,0,0,4,1
"('cell', 530)",0,2,3,1,3,0,0
"('cell', 1139)",0,0,1,2,2,1,2
"('cell', 827)",0,0,8,0,0,3,4
"('cell', 853)",0,0,12,0,0,1,5
"('cell', 502)",0,0,8,1,0,2,3
"('cell', 354)",0,0,5,0,1,6,3
"('cell', 425)",0,0,5,0,0,3,2
"('cell', 665)",0,0,6,0,0,3,0
"('cell', 687)",0,0,3,0,1,3,1
"('cell', 646)",0,0,4,0,0,6,0
"('cell', 671)",0,0,3,0,0,4,0
"('cell', 732)",0,0,1,0,2,3,0
"('cell', 714)",0,0,2,0,1,7,0
"('cell', 809)",0,0,7,0,0,3,0
"('cell', 782)",0,0,1,0,2,1,1
"('cell', 760)",0,0,1,0,2,4,0
"('cell', 784)",0,0,4,0,1,7,0
"('cell', 695)",0,0,9,0,2,0,4
"('cell', 655)",0,0,2,1,1,1,4
"('cell', 740)",0,0,2,0,2,1,2
"('cell', 721)",0,0,3,0,1,1,1
"('cell', 722)",0,0,2,0,2,4,1
"('cell', 788)",0,0,5,0,1,0,8
"('cell', 1195)",0,0,1,0,0,0,1
"('cell', 1196)",0,0,1,1,0,0,1
"('cell', 1115)",0,0,6,1,0,0,10
"('cell', 1125)",0,0,7,0,0,0,7
"('cell', 1035)",0,0,15,0,0,0,0
"('cell', 455)",0,0,4,0,0,4,2
"('cell', 323)",0,0,8,0,1,0,0
"('cell', 287)",0,1,7,0,0,0,0
"('cell', 84)",0,0,2,1,0,3,1
"('cell', 17)",0,0,2,1,0,0,2
"('cell', 29)",0,0,1,1,0,0,3
"('cell', 33)",0,0,1,1,0,0,4
"('cell', 44)",0,0,0,0,0,0,2
"('cell', 30)",0,0,1,0,0,0,3
"('cell', 52)",0,0,1,1,0,0,2
"('cell', 61)",0,0,0,0,0,0,3
"('cell', 200)",0,1,2,0,2,1,3
"('cell', 197)",0,1,2,1,3,1,1
"('cell', 6)",0,0,1,1,0,0,3
"('cell', 23)",0,0,1,1,0,0,0
"('cell', 12)",0,0,1,2,0,0,1
"('cell', 3)",0,0,3,2,0,0,1
"('cell', 325)",0,1,2,1,0,0,8
"('cell', 313)",0,1,7,1,0,0,0
"('cell', 342)",0,1,3,1,0,0,5
"('cell', 1185)",0,2,1,0,1,0,2
"('cell', 1191)",0,1,1,0,1,0,1
"('cell', 1184)",0,4,0,0,4,0,2
"('cell', 1192)",0,1,1,0,1,0,1
"('cell', 1168)",0,0,0,0,0,0,3
"('cell', 1114)",0,1,0,0,1,0,3
"('cell', 1161)",0,3,0,0,2,0,2
"('cell', 1156)",0,2,0,0,4,0,2
"('cell', 1159)",0,2,0,0,2,0,3
"('cell', 1197)",0,1,0,0,1,0,3
"('cell', 1172)",0,1,0,0,0,0,3
"('cell', 1147)",0,3,0,0,2,0,2
"('cell', 1132)",0,5,0,0,3,0,2
"('cell', 1021)",0,0,1,0,5,1,2
"('cell', 567)",0,0,3,0,3,1,3
"('cell', 728)",0,1,7,0,0,0,0
"('cell', 1037)",0,0,0,0,2,1,3
"('cell', 1088)",0,0,1,0,2,0,1
"('cell', 1103)",0,2,1,0,4,0,0
"('cell', 1065)",0,0,1,0,1,0,0
"('cell', 996)",0,2,0,0,1,0,3
"('cell', 972)",0,3,2,0,1,0,3
"('cell', 920)",0,3,3,0,0,0,3
"('cell', 833)",0,2,4,0,0,1,1
"('cell', 1001)",0,1,2,0,1,0,3
"('cell', 490)",0,1,5,0,0,2,1
"('cell', 368)",0,0,5,0,1,0,0
"('cell', 357)",0,0,7,0,1,0,0
"('cell', 545)",0,1,12,0,0,4,5
"('cell', 741)",0,4,1,0,1,1,0
"('cell', 707)",0,3,2,0,0,1,2
"('cell', 694)",0,2,3,0,1,1,6
"('cell', 320)",0,0,8,1,0,2,0
"('cell', 296)",0,0,1,0,0,7,1
"('cell', 328)",0,0,3,0,0,8,2
"('cell', 538)",0,0,1,0,2,0,5
"('cell', 499)",0,1,1,0,2,0,9
"('cell', 551)",0,0,1,0,3,0,4
"('cell', 528)",0,2,5,1,0,0,0
"('cell', 481)",0,1,2,1,1,0,6
"('cell', 334)",0,2,5,1,0,0,2
"('cell', 405)",0,1,2,1,0,1,10
"('cell', 123)",0,0,0,0,1,0,4
"('cell', 222)",0,0,0,1,1,0,6
"('cell', 212)",0,0,0,1,1,0,4
"('cell', 615)",0,0,8,0,0,1,2
"('cell', 629)",0,0,7,0,0,1,0
"('cell', 661)",0,0,6,0,1,2,1
"('cell', 630)",0,0,5,0,0,4,0
"('cell', 472)",0,0,5,1,0,4,2
"('cell', 491)",0,0,5,1,0,4,2
"('cell', 480)",0,0,7,1,0,3,0
"('cell', 378)",0,0,4,0,0,8,1
"('cell', 450)",0,0,8,0,0,10,1
"('cell', 756)",0,0,1,0,0,6,0
"('cell', 746)",0,0,6,0,1,0,3
"('cell', 1123)",0,0,1,0,0,0,2
"('cell', 1012)",0,0,1,2,4,1,7
"('cell', 1127)",0,0,0,3,3,1,3
"('cell', 1052)",0,0,14,0,0,0,2
"('cell', 191)",0,1,6,0,1,0,0
"('cell', 217)",0,0,9,0,0,0,0
"('cell', 205)",0,2,4,0,3,0,0
"('cell', 247)",0,0,5,1,1,0,1
"('cell', 314)",0,1,6,0,0,0,0
"('cell', 298)",0,1,11,0,2,0,2
"('cell', 230)",0,1,4,0,4,0,1
"('cell', 136)",0,0,1,1,3,1,4
"('cell', 98)",0,0,2,1,2,2,4
"('cell', 15)",0,0,1,0,0,2,3
"('cell', 9)",0,0,2,1,0,0,2
"('cell', 35)",0,0,4,0,0,4,1
"('cell', 38)",0,0,2,0,0,3,3
"('cell', 73)",0,0,4,1,0,6,1
"('cell', 27)",0,0,2,1,0,0,3
"('cell', 42)",0,0,3,1,0,0,2
"('cell', 174)",0,1,1,0,2,1,2
"('cell', 106)",0,1,4,0,0,0,1
"('cell', 99)",0,0,5,0,0,0,1
"('cell', 97)",0,0,6,1,0,0,2
"('cell', 55)",0,0,6,1,0,0,4
"('cell', 36)",0,0,2,1,0,0,2
"('cell', 322)",0,1,6,2,0,0,3
"('cell', 267)",0,0,7,1,0,0,0
"('cell', 220)",0,0,8,1,0,0,0
"('cell', 878)",0,0,0,0,1,0,8
"('cell', 1176)",0,0,1,0,0,1,1
"('cell', 1198)",0,0,3,0,0,0,1
"('cell', 1152)",0,1,2,0,3,1,1
"('cell', 716)",0,2,3,0,2,0,1
"('cell', 724)",0,1,3,0,0,1,7
"('cell', 997)",0,1,4,0,1,0,3
"('cell', 1057)",0,0,1,0,1,0,1
"('cell', 1031)",0,0,2,0,5,2,1
"('cell', 517)",0,0,3,0,1,3,5
"('cell', 476)",0,0,3,0,0,3,5
"('cell', 605)",0,0,7,0,0,0,0
"('cell', 592)",0,1,8,0,0,0,0
"('cell', 603)",0,1,7,1,2,0,0
"('cell', 556)",0,2,9,0,0,0,2
"('cell', 564)",0,2,9,1,0,0,0
"('cell', 706)",0,2,7,0,1,2,0
"('cell', 883)",0,2,3,0,0,1,1
"('cell', 855)",0,4,2,0,0,1,1
"('cell', 735)",0,0,4,0,1,0,0
"('cell', 577)",0,1,4,3,3,3,1
"('cell', 403)",0,0,9,0,1,1,2
"('cell', 374)",0,0,3,1,1,0,7
"('cell', 324)",0,0,5,2,2,2,2
"('cell', 234)",0,0,2,0,0,8,0
"('cell', 255)",0,0,1,0,0,7,2
"('cell', 187)",0,0,2,1,0,8,1
"('cell', 619)",0,0,6,0,1,1,0
"('cell', 643)",0,1,5,0,1,1,1
"('cell', 607)",0,0,1,0,2,0,0
"('cell', 614)",0,0,2,0,3,0,0
"('cell', 501)",0,2,4,0,0,0,5
"('cell', 485)",0,2,3,1,0,0,7
"('cell', 360)",0,2,2,1,0,1,2
"('cell', 373)",0,2,2,0,0,0,7
"('cell', 417)",0,1,1,1,0,0,12
"('cell', 207)",0,0,0,1,1,0,5
"('cell', 203)",0,0,1,1,0,0,5
"('cell', 144)",0,0,0,0,0,0,4
"('cell', 198)",0,0,0,1,1,0,6
"('cell', 152)",0,0,0,1,1,0,7
"('cell', 951)",0,0,1,1,3,1,11
"('cell', 1076)",0,0,1,2,2,1,4
"('cell', 1165)",0,0,1,2,1,0,2
"('cell', 1182)",0,0,0,1,2,1,1
"('cell', 1144)",0,1,0,0,3,1,3
"('cell', 595)",0,0,3,1,0,6,0
"('cell', 487)",0,0,7,1,0,3,1
"('cell', 808)",0,0,3,0,1,0,0
"('cell', 794)",0,0,4,0,2,3,1
"('cell', 822)",0,0,9,0,1,2,0
"('cell', 815)",0,0,6,0,2,0,1
"('cell', 1119)",0,0,2,1,0,1,2
