,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 200)",0,0,0,1,0,0,0
"('cell', 241)",0,0,0,1,0,0,0
"('cell', 425)",0,0,0,2,0,0,0
"('cell', 787)",0,0,0,6,0,0,0
"('cell', 652)",0,0,0,6,0,0,0
"('cell', 2431)",0,1,0,0,0,0,0
"('cell', 443)",0,2,0,0,0,0,0
"('cell', 466)",0,2,0,0,0,0,0
"('cell', 558)",0,2,0,0,0,0,0
"('cell', 561)",0,3,0,0,0,0,0
"('cell', 810)",0,3,0,0,5,0,0
"('cell', 848)",0,2,0,1,5,1,0
"('cell', 457)",0,2,0,0,0,0,0
"('cell', 334)",0,3,0,0,0,0,0
"('cell', 439)",0,2,0,0,0,0,0
"('cell', 407)",0,3,0,0,0,0,0
"('cell', 372)",0,4,0,0,0,0,0
"('cell', 2215)",0,0,0,1,0,0,0
"('cell', 2228)",0,0,0,6,0,0,0
"('cell', 2274)",0,0,0,1,0,0,0
"('cell', 2252)",0,0,0,3,0,0,0
"('cell', 872)",0,0,0,6,0,0,0
"('cell', 1075)",0,0,0,2,0,0,0
"('cell', 841)",0,2,0,0,0,2,0
"('cell', 1196)",0,1,0,1,0,0,0
"('cell', 1708)",0,1,0,0,0,0,0
"('cell', 1452)",0,2,0,1,0,0,0
"('cell', 1361)",0,2,0,0,0,0,0
"('cell', 1297)",0,1,0,0,0,0,0
"('cell', 1225)",0,1,0,0,0,0,0
"('cell', 1274)",0,1,0,0,0,0,0
"('cell', 1543)",0,3,0,1,0,0,0
"('cell', 1263)",0,1,0,0,0,0,0
"('cell', 1130)",0,2,0,0,0,0,0
"('cell', 1151)",0,3,0,0,0,0,0
"('cell', 1192)",0,2,0,0,0,0,0
"('cell', 1144)",0,2,0,0,0,0,0
"('cell', 1064)",0,2,0,0,0,0,0
"('cell', 1083)",0,2,0,0,0,0,0
"('cell', 957)",0,0,0,0,5,1,0
"('cell', 985)",0,0,0,0,1,0,0
"('cell', 1713)",0,0,3,0,2,6,0
"('cell', 2025)",0,0,0,0,0,3,0
