,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 23)",0,4,0,0,0,0,0
"('cell', 3)",0,1,1,0,0,0,0
"('cell', 2636)",0,0,0,3,0,0,0
"('cell', 1629)",0,0,0,1,0,0,0
"('cell', 2296)",0,1,0,2,0,0,0
"('cell', 10)",0,4,0,0,0,0,0
"('cell', 44)",0,1,4,0,0,3,0
"('cell', 2723)",0,1,0,2,0,0,0
"('cell', 1165)",0,3,4,0,0,0,0
"('cell', 514)",0,1,0,0,0,0,0
"('cell', 1256)",0,0,0,1,0,0,0
"('cell', 621)",0,1,1,0,2,0,0
"('cell', 45)",0,4,1,0,0,0,0
"('cell', 596)",0,2,0,0,0,0,0
"('cell', 203)",0,0,1,0,0,1,0
"('cell', 214)",0,1,1,0,0,1,0
"('cell', 235)",0,1,0,0,0,0,0
"('cell', 2592)",0,0,0,3,0,0,0
"('cell', 2593)",0,0,0,2,0,0,0
"('cell', 1220)",0,1,2,0,1,2,1
"('cell', 1034)",0,1,3,0,0,5,0
"('cell', 1077)",0,1,4,0,0,4,0
"('cell', 1396)",0,0,0,0,0,0,1
"('cell', 1338)",0,0,0,0,0,2,0
"('cell', 1341)",0,0,0,0,0,2,1
"('cell', 1287)",0,0,0,0,0,2,1
"('cell', 1263)",0,0,0,0,0,2,0
"('cell', 1209)",0,0,0,0,0,4,0
"('cell', 1215)",0,0,3,0,0,2,0
"('cell', 1101)",0,0,5,0,0,3,0
"('cell', 1162)",0,0,2,0,0,4,0
"('cell', 1126)",0,0,2,0,0,4,0
"('cell', 1568)",0,0,0,1,0,0,0
"('cell', 1508)",0,0,1,0,0,0,1
"('cell', 1455)",0,0,0,0,2,0,1
"('cell', 2701)",0,3,0,2,0,0,0
"('cell', 2623)",0,1,0,0,0,0,0
"('cell', 2372)",0,2,1,1,0,1,0
"('cell', 2421)",0,0,2,2,0,2,0
"('cell', 2690)",0,2,0,1,1,1,0
"('cell', 2092)",0,0,0,1,0,0,0
"('cell', 1463)",0,0,0,0,0,1,0
"('cell', 1409)",0,0,0,0,0,1,1
"('cell', 1483)",0,0,0,0,0,0,1
"('cell', 1429)",0,0,0,0,0,0,1
"('cell', 1440)",0,0,0,0,0,1,1
"('cell', 1668)",0,0,0,1,0,0,0
"('cell', 1893)",0,0,0,0,0,1,0
"('cell', 2257)",0,0,0,1,0,0,0
"('cell', 2273)",0,0,0,1,0,0,0
"('cell', 2184)",0,1,0,2,0,0,0
"('cell', 2206)",0,3,0,1,0,0,0
"('cell', 2201)",0,0,0,2,0,0,0
"('cell', 2202)",0,0,0,2,0,0,0
"('cell', 2170)",0,1,0,2,0,0,0
"('cell', 2217)",0,2,0,2,0,0,0
"('cell', 2241)",0,0,0,1,0,0,0
"('cell', 2265)",0,1,0,2,0,0,0
"('cell', 904)",0,0,7,0,0,3,0
"('cell', 486)",0,0,1,0,0,3,0
"('cell', 35)",0,4,0,0,0,0,0
"('cell', 4)",0,4,0,0,0,0,0
"('cell', 64)",0,0,4,0,0,4,0
"('cell', 22)",0,2,3,0,0,0,0
"('cell', 249)",0,0,2,0,0,0,0
"('cell', 1598)",0,1,4,0,1,3,0
"('cell', 2586)",0,0,0,2,0,0,0
"('cell', 1091)",0,6,1,0,0,0,0
"('cell', 1190)",0,3,2,0,0,0,0
"('cell', 1207)",0,2,3,0,0,0,0
"('cell', 1139)",0,5,2,0,0,0,0
"('cell', 907)",0,3,0,0,0,0,0
"('cell', 946)",0,2,0,0,0,0,0
"('cell', 1107)",0,4,2,0,0,0,0
"('cell', 998)",0,7,1,0,0,1,0
"('cell', 1073)",0,7,3,0,0,0,0
"('cell', 1027)",0,7,1,0,0,1,0
"('cell', 949)",0,6,0,0,1,2,0
"('cell', 844)",0,2,4,0,0,0,0
"('cell', 628)",0,2,0,0,0,1,0
"('cell', 685)",0,1,2,0,1,1,0
"('cell', 629)",0,1,0,0,0,0,0
"('cell', 703)",0,2,3,0,1,1,0
"('cell', 642)",0,2,1,0,0,1,0
"('cell', 1311)",0,0,0,0,3,1,0
"('cell', 1330)",0,0,4,0,1,1,0
"('cell', 1307)",0,0,5,0,1,1,0
"('cell', 1283)",0,0,2,0,0,0,0
"('cell', 854)",0,2,2,0,0,0,0
"('cell', 870)",0,1,3,0,3,1,0
"('cell', 908)",0,2,0,0,0,0,0
"('cell', 1757)",0,0,0,0,1,0,0
"('cell', 411)",0,1,0,0,0,0,0
"('cell', 176)",0,3,0,0,0,0,0
"('cell', 181)",0,5,1,0,0,0,0
"('cell', 202)",0,5,0,0,0,0,0
"('cell', 154)",0,2,0,0,0,0,0
"('cell', 144)",0,3,0,0,0,0,0
"('cell', 112)",0,3,1,0,0,0,0
"('cell', 198)",0,3,0,0,0,0,0
"('cell', 262)",0,1,1,0,0,1,0
"('cell', 422)",0,1,0,0,0,1,0
"('cell', 349)",0,1,1,0,0,1,0
"('cell', 443)",0,1,0,0,0,0,0
