,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 26)",0,0,2,2,1,3,0
"('cell', 11)",0,3,1,2,0,0,0
"('cell', 37)",0,3,0,3,0,0,0
"('cell', 1506)",0,0,0,1,0,0,0
"('cell', 1460)",0,0,0,1,0,0,0
"('cell', 563)",0,0,0,0,0,1,0
"('cell', 580)",0,0,0,2,0,2,0
"('cell', 2591)",0,0,3,0,0,2,0
"('cell', 2569)",0,0,4,1,0,1,0
"('cell', 21)",0,1,0,6,0,0,0
"('cell', 1)",0,1,0,5,0,0,0
"('cell', 1174)",0,0,2,3,0,5,0
"('cell', 894)",0,0,1,5,0,3,0
"('cell', 947)",0,0,1,5,0,5,0
"('cell', 977)",0,0,2,6,0,4,0
"('cell', 2585)",0,1,1,0,0,0,0
"('cell', 2003)",0,0,7,0,0,1,0
"('cell', 1610)",0,1,1,0,0,0,0
"('cell', 1487)",0,0,0,2,0,0,0
"('cell', 1054)",0,0,0,2,0,0,0
"('cell', 505)",0,0,0,0,0,1,0
"('cell', 590)",0,0,0,2,0,2,0
"('cell', 1554)",0,0,0,1,0,0,0
"('cell', 1519)",0,0,0,1,0,0,0
"('cell', 1502)",0,0,0,2,0,0,0
"('cell', 1521)",0,0,0,1,0,0,0
"('cell', 2119)",0,0,7,0,3,3,0
"('cell', 530)",0,0,0,3,0,2,0
"('cell', 492)",0,0,1,2,0,3,0
"('cell', 572)",0,0,2,1,0,2,0
"('cell', 559)",0,0,2,1,0,3,0
"('cell', 1032)",0,0,2,5,0,4,0
"('cell', 1140)",0,0,2,5,0,6,0
"('cell', 834)",0,0,0,7,0,2,0
"('cell', 1175)",0,1,1,3,0,1,0
"('cell', 1247)",0,0,2,5,0,7,0
"('cell', 1185)",0,0,3,1,2,1,0
"('cell', 1167)",0,0,6,1,3,2,0
"('cell', 919)",0,2,3,1,0,1,0
"('cell', 742)",0,1,1,2,0,0,0
"('cell', 569)",0,0,3,1,0,3,0
"('cell', 1631)",0,0,1,5,0,2,0
"('cell', 1672)",0,0,1,4,0,0,0
"('cell', 1461)",0,0,5,5,0,2,0
"('cell', 1440)",0,1,0,8,0,0,0
"('cell', 1473)",0,1,0,11,0,0,0
"('cell', 1822)",0,0,0,6,0,0,0
"('cell', 2021)",0,0,0,2,0,0,0
"('cell', 1998)",0,0,0,2,0,0,0
"('cell', 2556)",0,1,1,1,0,0,0
"('cell', 2560)",0,0,0,2,0,0,2
