,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1280)",0,0,0,1,2,0,1
"('cell', 1048)",0,0,0,0,1,0,0
"('cell', 1074)",0,0,0,0,1,4,0
"('cell', 1313)",0,1,0,1,2,0,1
"('cell', 12)",0,0,0,1,1,0,0
"('cell', 5)",0,0,0,1,0,1,0
"('cell', 21)",0,0,0,1,0,0,0
"('cell', 19)",0,0,0,0,1,0,0
"('cell', 17)",0,0,0,1,0,0,0
"('cell', 37)",0,0,0,1,0,0,0
"('cell', 22)",0,0,0,1,0,0,0
"('cell', 932)",0,0,2,0,3,11,0
"('cell', 1945)",0,0,1,1,0,2,1
"('cell', 1738)",0,0,0,0,0,2,0
"('cell', 1208)",0,0,0,2,0,0,0
"('cell', 1184)",0,0,0,1,0,0,0
"('cell', 1153)",0,0,0,2,0,0,0
"('cell', 1350)",0,0,0,4,0,3,0
"('cell', 1306)",0,0,1,3,0,4,0
"('cell', 1255)",0,0,0,3,0,2,0
"('cell', 1394)",0,0,0,2,0,1,0
"('cell', 256)",0,0,0,0,0,1,0
"('cell', 261)",0,0,0,2,0,0,0
"('cell', 243)",0,0,0,0,0,2,0
"('cell', 226)",0,0,0,1,0,1,0
"('cell', 566)",0,0,2,2,2,4,2
"('cell', 1210)",0,0,0,0,0,3,0
"('cell', 1159)",0,0,0,0,0,6,0
"('cell', 1196)",0,0,0,0,0,4,0
"('cell', 1123)",0,0,0,0,1,5,0
"('cell', 1124)",0,0,0,0,1,0,0
"('cell', 1155)",0,0,0,0,2,0,0
"('cell', 1119)",0,0,0,0,2,0,0
"('cell', 1090)",0,0,0,0,1,2,0
"('cell', 1149)",0,0,0,0,0,4,0
"('cell', 1170)",0,0,0,0,1,2,0
"('cell', 528)",0,0,3,0,0,2,1
"('cell', 481)",0,0,3,0,0,7,0
"('cell', 584)",0,0,3,0,0,0,1
"('cell', 616)",0,0,4,0,1,1,1
"('cell', 1078)",0,0,1,0,2,0,0
"('cell', 767)",0,0,0,2,0,0,0
"('cell', 1491)",0,0,0,1,1,2,0
"('cell', 1299)",0,0,1,2,0,4,0
"('cell', 775)",0,0,0,2,0,0,0
"('cell', 747)",0,0,0,2,0,0,0
"('cell', 46)",0,0,1,0,1,2,0
"('cell', 23)",0,0,1,0,1,1,0
"('cell', 288)",0,0,8,1,4,3,1
"('cell', 271)",0,3,1,1,0,1,0
"('cell', 291)",0,4,1,1,0,1,0
"('cell', 247)",0,3,1,1,3,1,0
"('cell', 2031)",0,0,3,2,1,0,3
"('cell', 2328)",0,0,0,1,0,0,1
"('cell', 2266)",0,0,1,2,1,2,3
"('cell', 1940)",0,0,1,1,3,2,1
"('cell', 142)",0,0,4,0,0,3,1
"('cell', 141)",0,0,2,0,0,2,0
"('cell', 70)",0,0,1,2,1,3,0
"('cell', 67)",0,0,1,1,0,1,0
"('cell', 85)",0,0,1,0,0,1,0
"('cell', 2331)",0,0,0,1,0,0,1
"('cell', 2203)",0,0,1,0,0,2,0
"('cell', 1923)",0,0,0,5,0,0,1
"('cell', 1936)",0,0,0,3,0,0,1
"('cell', 1949)",0,0,0,5,0,0,1
"('cell', 2181)",0,0,1,1,0,4,0
"('cell', 2151)",0,0,1,1,0,1,0
"('cell', 1931)",0,0,0,0,0,0,1
"('cell', 2004)",0,0,1,1,0,0,1
"('cell', 1418)",0,0,0,1,1,1,0
"('cell', 1461)",0,0,0,1,2,2,0
"('cell', 1526)",0,1,0,2,1,2,0
"('cell', 1102)",0,0,0,2,1,0,1
"('cell', 1069)",0,0,0,1,1,0,1
"('cell', 1130)",0,0,0,1,2,0,1
"('cell', 1139)",0,0,0,2,2,0,1
"('cell', 965)",0,0,0,2,0,0,0
"('cell', 970)",0,0,1,0,0,5,0
"('cell', 1071)",0,0,2,4,0,3,0
"('cell', 1051)",0,0,4,4,0,3,0
"('cell', 1115)",0,0,2,3,0,4,0
"('cell', 287)",0,0,0,0,1,1,0
"('cell', 1404)",0,0,1,2,0,0,0
"('cell', 1899)",0,0,2,1,0,3,1
"('cell', 1805)",0,0,0,0,0,1,1
"('cell', 1829)",0,0,1,0,0,4,1
"('cell', 1767)",0,0,0,0,0,2,0
"('cell', 1856)",0,0,0,0,0,2,1
"('cell', 1874)",0,0,0,0,0,1,1
"('cell', 1734)",0,0,2,0,0,2,1
"('cell', 1322)",0,0,0,2,0,5,0
"('cell', 1290)",0,0,0,2,0,5,0
"('cell', 1374)",0,0,1,1,0,7,0
"('cell', 1355)",0,0,0,2,0,2,0
"('cell', 1311)",0,0,0,3,0,0,0
"('cell', 1470)",0,0,1,0,0,3,0
