,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 524)",0,0,0,1,0,0,0
"('cell', 1504)",0,0,2,0,1,4,2
"('cell', 1467)",0,0,1,0,0,1,1
"('cell', 1134)",0,0,0,2,0,0,0
"('cell', 1032)",0,0,0,2,0,0,0
"('cell', 1469)",0,0,2,0,1,2,2
"('cell', 1006)",0,0,0,0,0,0,1
"('cell', 1540)",0,0,0,0,0,1,0
"('cell', 1517)",0,0,0,0,0,1,1
"('cell', 1449)",0,0,1,0,0,1,0
"('cell', 1558)",0,0,1,0,0,3,2
"('cell', 1562)",0,0,0,0,0,1,2
"('cell', 1237)",0,0,0,1,0,0,0
"('cell', 1156)",0,0,0,2,0,0,0
"('cell', 1959)",0,0,2,0,1,4,0
"('cell', 987)",0,0,0,2,0,0,0
"('cell', 953)",0,0,0,1,0,0,0
"('cell', 636)",0,0,0,1,0,0,0
"('cell', 612)",0,0,0,1,0,0,0
"('cell', 594)",0,0,0,1,0,0,0
"('cell', 667)",0,0,0,1,0,0,0
"('cell', 684)",0,0,0,1,0,0,0
"('cell', 724)",0,0,0,1,0,0,0
"('cell', 1124)",0,0,0,1,0,0,0
"('cell', 1014)",0,0,0,0,0,0,1
"('cell', 1034)",0,0,0,0,0,0,1
"('cell', 1003)",0,0,0,0,0,0,1
"('cell', 1098)",0,0,0,0,0,0,1
"('cell', 1094)",0,0,0,0,0,0,1
"('cell', 1050)",0,0,0,0,0,0,1
"('cell', 1078)",0,0,3,0,1,0,0
"('cell', 1063)",0,0,1,0,0,0,0
"('cell', 1091)",0,0,4,0,0,0,0
"('cell', 1038)",0,0,0,0,0,0,1
"('cell', 1097)",0,0,3,0,0,0,1
"('cell', 1212)",0,0,0,0,3,0,1
"('cell', 571)",0,0,1,0,0,2,0
"('cell', 592)",0,0,0,0,0,2,0
"('cell', 536)",0,2,0,6,0,0,0
"('cell', 998)",0,0,0,0,0,0,1
"('cell', 1577)",0,0,0,0,0,1,0
"('cell', 1522)",0,0,4,0,2,8,5
"('cell', 708)",0,0,0,0,4,2,1
"('cell', 1374)",0,0,0,1,0,0,0
"('cell', 1493)",0,0,0,1,0,0,0
"('cell', 1435)",0,0,0,1,0,0,0
"('cell', 1462)",0,0,0,1,0,0,0
"('cell', 1151)",0,0,0,2,0,0,0
"('cell', 1171)",0,0,0,1,0,0,0
"('cell', 1257)",0,0,3,0,0,0,0
"('cell', 1895)",0,0,0,0,1,1,0
"('cell', 1884)",0,0,0,0,1,1,0
"('cell', 1920)",0,0,2,0,1,3,0
"('cell', 1875)",0,0,0,0,0,1,0
"('cell', 1399)",0,0,0,1,0,0,0
"('cell', 1352)",0,0,0,1,0,0,0
