,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 145)",0,1,0,0,0,1,0
"('cell', 921)",0,0,3,1,3,2,0
"('cell', 943)",0,0,3,1,0,4,0
"('cell', 541)",0,0,1,0,0,1,3
"('cell', 602)",0,0,4,0,2,10,0
"('cell', 298)",0,0,0,0,1,0,0
"('cell', 98)",0,0,3,0,1,2,0
"('cell', 119)",0,1,0,1,0,1,0
"('cell', 33)",0,1,0,0,2,1,0
"('cell', 879)",0,0,2,5,0,5,0
"('cell', 730)",0,0,2,3,3,11,0
"('cell', 975)",0,0,2,0,0,3,0
"('cell', 1001)",0,0,1,0,0,1,0
"('cell', 1000)",0,0,1,0,0,3,0
"('cell', 1004)",0,0,1,0,0,1,0
"('cell', 922)",0,0,1,1,2,4,0
"('cell', 926)",0,0,2,1,1,4,0
"('cell', 970)",0,0,1,0,0,6,0
"('cell', 995)",0,0,0,0,0,4,0
"('cell', 294)",0,0,2,0,1,1,0
"('cell', 304)",0,0,0,0,1,0,0
"('cell', 348)",0,0,3,1,5,5,2
"('cell', 231)",0,0,0,2,1,5,0
"('cell', 855)",0,0,2,8,1,0,0
"('cell', 92)",0,1,0,0,0,2,0
"('cell', 140)",0,1,0,0,0,2,0
"('cell', 34)",0,1,0,0,0,2,0
"('cell', 1)",0,1,0,1,0,0,0
"('cell', 5)",0,1,0,1,0,0,0
"('cell', 31)",0,1,0,1,0,0,0
"('cell', 14)",0,1,0,1,0,0,0
"('cell', 7)",0,1,0,1,0,0,0
"('cell', 165)",0,0,0,2,0,2,0
"('cell', 211)",0,0,0,2,0,4,0
"('cell', 124)",0,0,0,1,0,1,0
"('cell', 41)",0,0,3,0,3,2,0
"('cell', 10)",0,1,2,0,2,1,0
"('cell', 64)",0,0,2,0,4,2,0
"('cell', 51)",0,0,6,0,1,1,0
"('cell', 45)",0,0,5,0,2,2,0
"('cell', 908)",0,0,0,0,0,5,0
"('cell', 640)",0,0,2,3,0,1,0
"('cell', 671)",0,0,1,3,0,6,0
"('cell', 703)",0,0,0,3,0,4,0
"('cell', 783)",0,0,0,1,0,7,0
"('cell', 798)",0,0,0,1,0,8,0
"('cell', 347)",0,0,1,1,0,0,0
"('cell', 327)",0,0,1,0,0,0,0
"('cell', 708)",0,0,2,3,0,14,0
"('cell', 765)",0,0,4,2,0,7,0
"('cell', 971)",0,0,2,0,0,4,0
