,CELL_ID,X,Y
365,366,1779,326
416,417,1764,352
941,942,1822,704
1854,1855,1661,1403
1838,1839,1664,1369
1021,1022,465,761
81,82,648,115
3,4,1020,6
397,398,1731,339
922,923,1704,694
923,924,1727,696
932,933,1762,700
1380,1381,1526,1024
1546,1547,1678,1114
1437,1438,1801,1059
1404,1405,1803,1031
1487,1488,1817,1080
1853,1854,1582,1404
1562,1563,1658,1122
1577,1578,1598,1129
1834,1835,1632,1348
1805,1806,1664,1290
1776,1777,1657,1261
1706,1707,1388,1213
1866,1867,1115,1425
1812,1813,1395,1299
1255,1256,323,926
56,57,710,91
23,24,726,38
908,909,1667,686
876,877,1681,669
943,944,1681,707
912,913,1794,691
873,874,1824,666
900,901,1760,678
905,906,1742,682
862,863,1786,661
1552,1553,1578,1115
1463,1464,1604,1071
1446,1447,1482,1059
1439,1440,1674,1054
1588,1589,1613,1137
1755,1756,1666,1245
1819,1820,871,1310
1816,1817,817,1301
1818,1819,793,1302
1823,1824,832,1314
1861,1862,1064,1420
1829,1830,956,1327
1860,1861,1138,1413
1880,1881,1140,1433
1259,1260,387,929
1456,1457,348,1069
679,680,272,563
1234,1235,423,914
1208,1209,361,896
944,945,504,707
437,438,1469,369
860,861,1718,658
631,632,1213,518
1068,1069,788,797
917,918,755,692
459,460,1753,381
443,444,1731,371
509,510,1710,412
936,937,1652,700
1421,1422,1513,1045
1670,1671,1425,1192
1462,1463,1521,1072
1551,1552,1551,1115
1598,1599,1508,1141
1590,1591,1535,1139
1511,1512,1474,1088
1461,1462,1502,1070
1370,1371,1670,1017
1362,1363,1609,1014
1427,1428,1628,1045
1416,1417,1592,1036
1403,1404,1775,1035
1399,1400,1694,1032
1420,1421,1751,1042
1466,1467,1764,1071
1636,1637,1530,1168
1605,1606,1555,1151
1770,1771,1575,1257
1625,1626,1497,1161
1792,1793,1546,1277
1793,1794,1567,1277
1610,1611,1287,1151
1576,1577,1306,1143
1645,1646,1002,1174
1683,1684,995,1199
1705,1706,979,1214
1657,1658,1024,1184
1630,1631,1027,1161
1815,1816,1174,1299
1820,1821,1066,1310
1850,1851,1105,1402
1587,1588,1031,1138
1650,1651,1044,1176
1804,1805,857,1289
1759,1760,993,1251
1828,1829,939,1324
1824,1825,909,1318
1821,1822,891,1310
1790,1791,879,1277
1840,1841,1361,1371
1855,1856,1405,1404
1847,1848,1171,1395
1851,1852,1152,1402
1856,1857,1184,1409
1395,1396,411,1032
1279,1280,411,943
1240,1241,442,918
1408,1409,329,1039
1413,1414,355,1042
1285,1286,338,947
1261,1262,362,929
1411,1412,374,1040
1402,1403,391,1036
410,411,530,351
457,458,532,382
1835,1836,854,1353
1731,1732,428,1230
1741,1742,460,1239
1004,1005,486,752
555,556,823,446
42,43,1474,69
25,26,1460,42
26,27,1419,43
76,77,1467,111
58,59,1452,89
0,1,1165,4
532,533,1306,430
207,208,1589,208
159,160,1587,175
187,188,1605,196
221,222,1616,215
102,103,1302,136
866,867,1601,662
929,930,1620,697
903,904,1637,682
937,938,1592,699
947,948,1565,705
592,593,1145,481
586,587,1105,479
579,580,1128,466
522,523,804,419
448,449,803,375
471,472,802,391
465,466,817,386
440,441,831,370
403,404,751,342
467,468,939,388
475,476,969,395
351,352,1711,319
487,488,1549,401
513,514,1544,417
514,515,1565,415
1447,1448,1561,1062
1481,1482,1535,1078
1422,1423,1545,1043
1423,1424,1572,1046
1519,1520,1404,1096
1431,1432,1735,1049
1407,1408,1720,1039
1453,1454,1697,1066
1533,1534,1704,1107
1560,1561,1729,1120
1486,1487,1714,1079
1429,1430,1436,1048
1442,1443,1456,1061
1465,1466,1419,1069
1459,1460,1395,1067
1561,1562,1236,1124
1794,1795,989,1281
1832,1833,989,1331
1556,1557,887,1119
1700,1701,881,1219
1801,1802,744,1288
1813,1814,774,1299
1780,1781,791,1267
1822,1823,1162,1311
1830,1831,1158,1328
1811,1812,1112,1298
1825,1826,1094,1319
1810,1811,1091,1296
1808,1809,1136,1299
1827,1828,1137,1321
1629,1630,1088,1162
1611,1612,1066,1154
1579,1580,1087,1133
1612,1613,1107,1155
1618,1619,1151,1151
1580,1581,1119,1131
1595,1596,1183,1139
1725,1726,958,1226
1848,1849,1233,1397
1841,1842,1221,1379
1845,1846,1206,1392
1494,1495,1019,1083
1414,1415,1052,1041
1276,1277,445,941
1348,1349,292,1002
1324,1325,355,978
1384,1385,305,1029
1378,1379,290,1023
1200,1201,246,892
306,307,863,288
324,325,883,306
289,290,880,275
179,180,817,189
261,262,926,250
271,272,897,261
269,270,946,256
382,383,882,334
996,997,539,746
1142,1143,565,858
1732,1733,484,1231
1764,1765,482,1254
1671,1672,470,1189
1704,1705,481,1214
545,546,908,441
596,597,960,485
568,569,914,456
612,613,854,496
624,625,895,512
671,672,916,548
571,572,838,458
447,448,664,375
499,500,1355,406
118,119,1569,147
136,137,1578,158
336,337,1668,309
50,51,1351,81
73,74,1313,108
77,78,1368,114
99,100,1193,130
376,377,1684,332
966,967,1575,722
974,975,1594,729
965,966,1552,722
935,936,1446,696
949,950,1424,710
926,927,1385,694
894,895,1359,677
946,947,1361,709
934,935,1407,699
257,258,963,249
233,234,977,231
236,237,994,227
746,747,1287,610
634,635,1240,520
401,402,972,343
476,477,1603,393
1504,1505,1438,1090
1623,1624,1455,1160
1604,1605,1432,1149
1661,1662,1404,1184
1474,1475,1343,1074
1480,1481,1372,1077
1539,1540,1386,1104
1503,1504,1327,1089
1542,1543,1306,1109
1622,1623,1224,1159
1573,1574,1216,1129
1609,1610,1244,1148
1771,1772,1308,1262
1826,1827,1044,1321
1737,1738,1021,1234
1769,1770,1015,1256
1730,1731,999,1229
1696,1697,1015,1206
1443,1444,980,1059
1457,1458,1010,1068
1677,1678,897,1195
1775,1776,763,1264
1632,1633,1165,1165
1787,1788,971,1273
1814,1815,960,1302
1720,1721,920,1219
1719,1720,901,1222
1747,1748,939,1243
1778,1779,899,1264
1837,1838,1328,1366
1319,1320,1067,974
1226,1227,485,909
1248,1249,462,921
1195,1196,473,888
1262,1263,480,930
1201,1202,494,892
1374,1375,435,1021
1336,1337,446,989
1188,1189,514,885
1241,1242,504,920
1227,1228,522,910
339,340,859,311
374,375,849,332
412,413,827,349
302,303,951,289
282,283,917,270
318,319,902,294
427,428,858,360
999,1000,580,747
978,979,572,733
1170,1171,722,873
1132,1133,679,851
1115,1116,660,836
1649,1650,681,1179
1655,1656,658,1187
1669,1670,529,1194
1689,1690,449,1202
1679,1680,546,1198
1707,1708,521,1216
1744,1745,564,1240
1672,1673,601,1192
1674,1675,576,1194
1668,1669,488,1191
1637,1638,480,1169
1654,1655,506,1179
583,584,853,473
606,607,889,493
585,586,821,476
709,710,1096,584
584,585,1088,474
536,537,829,426
488,489,827,405
66,67,1338,104
93,94,1326,137
48,49,1394,79
67,68,1392,105
51,52,1415,81
55,56,1372,88
40,41,1379,66
39,40,1408,65
83,84,1431,122
75,76,1449,111
61,62,1433,94
383,384,1238,335
146,147,1558,162
94,95,1557,130
63,64,1486,99
43,44,1529,71
169,170,1561,184
219,220,1548,217
220,221,1571,216
231,232,1627,227
