,CELL_ID,X,Y
1217,1218,1535,1354
1234,1235,1601,1407
923,924,246,837
1037,1038,187,988
1226,1227,1354,1381
943,944,1654,860
0,1,1341,10
912,913,277,826
860,861,171,774
879,880,178,793
986,987,220,921
1022,1023,218,965
995,996,149,931
969,970,150,908
1242,1243,1169,1433
1190,1191,1169,1209
1195,1196,1182,1250
913,914,1388,826
941,942,1383,856
926,927,1385,841
292,293,1678,373
1,2,1522,13
1216,1217,422,1349
1223,1224,457,1374
976,977,403,911
1006,1007,1151,939
939,940,900,856
1239,1240,1057,1424
1177,1178,1038,1176
1198,1199,1019,1258
1209,1210,1014,1314
1188,1189,1014,1206
1210,1211,972,1325
1208,1209,929,1308
1155,1156,1154,1130
1174,1175,1186,1160
1159,1160,1116,1133
1144,1145,1211,1117
1160,1161,1198,1132
647,648,1601,599
1098,1099,1497,1055
1140,1141,1505,1104
1179,1180,1336,1182
1135,1136,1251,1101
1156,1157,1216,1130
1176,1177,1254,1170
1053,1054,1551,1009
1026,1027,1559,967
1065,1066,1595,1020
1069,1070,1548,1026
922,923,1666,840
1004,1005,1579,938
1031,1032,1294,975
1002,1003,1314,937
1009,1010,1331,947
942,943,1136,858
991,992,1337,927
956,957,1452,887
985,986,1440,922
931,932,1457,848
1003,1004,1353,938
73,74,940,214
639,640,105,593
659,660,188,611
903,904,366,815
1207,1208,828,1294
1224,1225,825,1376
1235,1236,631,1410
1213,1214,807,1338
965,966,598,899
1070,1071,442,1027
996,997,329,933
1008,1009,378,946
1050,1051,501,1006
1023,1024,508,963
1017,1018,1219,960
1027,1028,1270,968
1038,1039,1072,989
1063,1064,1077,1018
1104,1105,1054,1061
1093,1094,1089,1050
1146,1147,989,1118
1137,1138,975,1101
1138,1139,1012,1101
1112,1113,1033,1075
974,975,1147,909
937,938,1110,854
1014,1015,864,949
1024,1025,905,965
955,956,934,886
945,946,920,867
907,908,1098,819
1233,1234,897,1405
1243,1244,819,1433
1237,1238,1011,1414
1230,1231,986,1396
1227,1228,851,1384
1220,1221,932,1364
1120,1121,1247,1085
1148,1149,1336,1120
1127,1128,1286,1096
1141,1142,1582,1103
1090,1091,1579,1046
1124,1125,1645,1087
998,999,1542,935
993,994,1249,931
967,968,1366,900
968,969,1381,903
990,991,1372,924
978,979,1349,911
950,951,1376,874
963,964,1398,896
910,911,1427,820
944,945,1426,864
930,931,1438,848
947,948,1447,869
961,962,1430,891
951,952,1403,877
934,935,1404,849
72,73,851,212
96,97,847,237
4,5,919,53
227,228,371,340
206,207,380,321
827,828,247,752
801,802,711,748
834,835,646,757
877,878,721,791
813,814,682,742
816,817,739,745
928,929,833,844
180,181,929,300
615,616,227,570
588,589,197,549
618,619,203,573
608,609,162,564
584,585,221,546
568,569,234,533
758,759,401,705
705,706,368,662
763,764,316,709
782,783,285,720
728,729,375,681
891,892,594,805
812,813,614,742
807,808,510,741
918,919,534,834
844,845,442,764
1036,1037,904,984
1109,1110,944,1070
1132,1133,955,1100
1145,1146,966,1120
1185,1186,988,1197
1201,1202,422,1275
1204,1205,513,1282
1058,1059,363,1013
680,681,1642,633
731,732,1701,684
1168,1169,1047,1146
1170,1171,1016,1148
1123,1124,1082,1086
1139,1140,1102,1103
1072,1073,1034,1027
1078,1079,1013,1037
1087,1088,1039,1046
1081,1082,1058,1041
1044,1045,974,999
970,971,904,908
992,993,919,929
981,982,928,915
966,967,919,899
1005,1006,904,940
972,973,869,909
878,879,1084,790
909,910,1053,819
1128,1129,1131,1097
1125,1126,1172,1094
1142,1143,1193,1112
1131,1132,1225,1103
1111,1112,1228,1072
1001,1002,1486,936
1106,1107,1389,1064
1094,1095,1443,1051
1105,1106,1319,1062
1113,1114,1331,1076
1092,1093,1292,1049
1119,1120,1289,1083
1088,1089,1267,1045
1057,1058,1278,1012
900,901,1624,811
917,918,1631,829
870,871,1601,783
898,899,1647,807
946,947,1548,867
896,897,1580,809
935,936,1474,848
938,939,1591,854
914,915,1578,827
925,926,1569,839
932,933,1617,848
952,953,1620,878
936,937,1557,852
964,965,1575,897
953,954,1568,881
977,978,1560,911
962,963,1597,895
980,981,1593,913
842,843,1389,759
1084,1085,1325,1042
1103,1104,1352,1060
1055,1056,1342,1012
1082,1083,1345,1041
1073,1074,1333,1027
1048,1049,1300,1004
983,984,1425,919
916,917,1454,827
919,920,1482,831
853,854,1449,771
881,882,1434,796
863,864,1429,779
884,885,1453,801
1021,1022,1407,963
1032,1033,1430,976
1010,1011,1430,945
330,331,744,395
351,352,776,404
385,386,732,418
368,369,743,414
393,394,760,421
61,62,889,209
56,57,921,205
27,28,892,163
42,43,874,186
16,17,901,141
46,47,819,191
13,14,871,128
15,16,828,141
228,229,503,339
578,579,261,542
544,545,569,514
468,469,550,468
262,263,378,356
698,699,322,654
734,735,217,685
715,716,864,671
764,765,827,709
692,693,828,650
732,733,680,684
723,724,796,681
667,668,754,617
211,212,924,323
190,191,905,307
277,278,960,365
656,657,509,606
1197,1198,763,1256
933,934,747,848
960,961,789,893
1060,1061,912,1015
1025,1026,855,969
1086,1087,927,1046
1074,1075,914,1030
1067,1068,860,1024
1054,1055,830,1011
1016,1017,561,953
1080,1081,522,1040
1150,1151,502,1124
1165,1166,405,1140
1175,1176,391,1164
1117,1118,354,1081
1076,1077,356,1037
1077,1078,388,1036
1101,1102,419,1059
1152,1153,369,1129
1143,1144,283,1117
1133,1134,1060,1101
1122,1123,1043,1086
1134,1135,1074,1101
1147,1148,1073,1120
1158,1159,1031,1134
1149,1150,1016,1121
971,972,1059,906
1011,1012,1070,950
988,989,1056,923
959,960,1045,889
1096,1097,1185,1053
1116,1117,1160,1079
1091,1092,1150,1049
1045,1046,1231,1001
1099,1100,1241,1057
1110,1111,1206,1072
250,251,1533,350
288,289,1442,371
1049,1050,1376,1005
1075,1076,1398,1033
1068,1069,1367,1024
1041,1042,1361,994
1028,1029,1392,972
1043,1044,1430,999
833,834,1598,757
920,921,1543,833
328,329,1392,390
823,824,1407,746
781,782,1368,719
774,775,1342,717
802,803,1383,733
846,847,1364,765
792,793,1442,729
791,792,1429,727
798,799,1456,733
814,815,1425,742
828,829,1453,751
858,859,1487,773
890,891,1486,804
893,894,1468,806
433,434,906,448
661,662,845,613
203,204,568,316
174,175,573,299
495,496,851,481
487,488,873,475
464,465,819,465
457,458,800,461
472,473,837,467
424,425,798,442
379,380,787,417
442,443,818,449
177,178,656,303
148,149,628,279
207,208,618,322
322,323,724,389
290,291,739,370
240,241,533,343
153,154,504,284
554,555,285,524
553,554,248,522
543,544,313,514
481,482,144,473
531,532,346,505
533,534,556,508
515,516,546,494
539,540,486,514
516,517,461,497
363,364,493,409
404,405,485,429
326,327,462,390
347,348,453,402
377,378,465,415
320,321,477,387
631,632,311,585
610,611,322,566
927,928,922,843
876,877,1049,789
18,19,1024,149
178,179,956,302
238,239,962,341
252,253,972,351
449,450,1096,457
334,335,1003,394
286,287,988,368
301,302,969,380
366,367,983,409
327,328,987,391
386,387,967,417
419,420,959,435
1196,1197,687,1254
1202,1203,727,1275
1203,1204,630,1279
1219,1220,706,1362
987,988,753,923
982,983,701,918
1136,1137,828,1101
1153,1154,908,1130
1181,1182,763,1182
1192,1193,587,1237
1189,1190,557,1206
1051,1052,615,1009
1062,1063,595,1017
1047,1048,631,1001
1126,1127,517,1095
794,795,1542,729
852,853,1035,764
855,856,1056,773
246,247,1492,346
873,874,1548,787
592,593,1163,551
772,773,1304,714
790,791,1313,728
769,770,1267,712
776,777,1285,719
886,887,1136,802
425,426,978,437
407,408,997,429
357,358,1008,406
447,448,865,456
418,419,836,434
405,406,887,429
236,237,675,341
229,230,575,340
173,174,493,299
152,153,457,283
122,123,467,260
224,225,400,335
167,168,377,295
538,539,418,510
537,538,448,510
620,621,343,573
550,551,346,521
572,573,327,537
505,506,383,487
507,508,346,490
532,533,366,506
492,493,401,480
536,537,389,510
496,497,499,480
524,525,525,500
523,524,498,500
454,455,487,459
463,464,511,466
485,486,529,474
494,495,473,483
285,286,439,370
317,318,411,385
318,319,430,384
280,281,393,369
251,252,406,350
648,649,871,603
921,922,899,837
862,863,993,777
