,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1559)",0,0,1,2,0,0,0
"('cell', 689)",0,1,0,0,0,0,0
"('cell', 727)",0,1,0,0,0,0,0
"('cell', 636)",0,1,1,0,0,1,0
"('cell', 590)",0,1,1,0,0,1,0
"('cell', 855)",0,0,1,1,0,0,0
"('cell', 2)",0,0,2,0,3,4,0
"('cell', 1057)",0,0,1,3,0,0,0
"('cell', 1770)",0,0,0,1,0,0,0
"('cell', 1762)",0,0,0,1,0,0,0
"('cell', 639)",0,1,1,0,0,1,0
"('cell', 969)",0,0,1,1,0,1,0
"('cell', 1106)",0,0,3,1,0,1,0
"('cell', 898)",0,0,1,1,0,0,0
"('cell', 802)",0,0,1,1,0,0,0
"('cell', 1058)",0,0,1,2,0,0,0
"('cell', 1035)",0,0,2,1,0,1,0
"('cell', 1066)",0,0,2,1,0,1,0
"('cell', 1091)",0,0,2,0,0,1,0
"('cell', 1003)",0,0,1,2,0,0,0
"('cell', 900)",0,0,2,2,0,2,0
"('cell', 864)",0,0,2,2,0,3,0
"('cell', 902)",0,0,0,3,0,1,0
"('cell', 957)",0,0,1,2,0,2,0
"('cell', 920)",0,0,2,1,0,5,0
"('cell', 1084)",0,0,4,2,0,1,0
"('cell', 1333)",0,0,3,2,0,1,0
"('cell', 1205)",0,0,4,2,0,1,0
"('cell', 1284)",0,0,4,1,1,1,0
"('cell', 795)",0,0,1,4,4,1,0
"('cell', 750)",0,1,2,2,2,1,0
"('cell', 819)",0,0,3,3,4,0,0
"('cell', 781)",0,0,2,2,3,4,0
"('cell', 1881)",0,0,2,2,0,7,0
"('cell', 1576)",0,0,2,2,0,3,0
"('cell', 1575)",0,0,2,2,0,1,0
"('cell', 1787)",0,0,4,2,0,0,0
"('cell', 571)",0,1,2,1,0,0,0
"('cell', 527)",0,1,3,1,0,0,0
"('cell', 497)",0,1,6,1,0,0,0
"('cell', 15)",0,0,3,0,10,3,0
"('cell', 179)",0,0,1,0,0,5,0
"('cell', 982)",0,0,1,1,0,0,0
"('cell', 815)",0,0,2,2,0,6,0
"('cell', 239)",0,0,2,0,0,7,0
"('cell', 351)",0,0,1,3,0,1,0
"('cell', 372)",0,0,2,4,0,1,0
"('cell', 353)",0,0,1,2,0,0,0
"('cell', 328)",0,0,1,2,0,0,0
"('cell', 329)",0,0,1,0,0,0,0
"('cell', 1150)",0,0,6,1,1,1,0
"('cell', 1108)",0,0,2,0,0,1,0
"('cell', 1095)",0,0,1,1,0,0,0
"('cell', 72)",0,0,4,4,0,3,0
"('cell', 49)",0,0,3,3,0,4,1
"('cell', 1069)",0,0,3,3,0,4,0
"('cell', 1752)",0,0,2,3,0,3,0
"('cell', 1874)",0,0,3,2,0,11,0
"('cell', 1042)",0,0,8,2,0,5,0
"('cell', 276)",0,0,6,2,0,3,0
"('cell', 368)",0,0,2,5,1,2,0
"('cell', 718)",0,0,0,3,0,2,0
"('cell', 807)",0,0,0,1,0,3,0
"('cell', 694)",0,0,2,2,0,2,0
"('cell', 692)",0,0,2,5,0,3,0
"('cell', 1053)",0,0,2,0,0,0,0
"('cell', 883)",0,0,1,0,0,1,0
"('cell', 916)",0,0,2,1,0,4,0
"('cell', 906)",0,0,1,0,0,0,0
"('cell', 994)",0,0,0,3,0,3,0
"('cell', 1837)",0,0,0,2,0,0,0
"('cell', 1754)",0,0,0,1,0,0,0
"('cell', 1098)",0,1,3,0,0,5,0
"('cell', 1690)",0,0,0,1,0,0,0
"('cell', 1650)",0,0,0,1,0,1,0
"('cell', 1682)",0,0,1,2,0,2,0
"('cell', 1733)",0,0,1,1,0,0,0
"('cell', 1706)",0,0,1,0,0,0,0
"('cell', 1127)",0,0,1,2,0,0,0
"('cell', 1043)",0,0,3,3,0,0,0
"('cell', 1079)",0,0,4,3,0,0,0
"('cell', 1099)",0,0,2,1,0,0,0
"('cell', 1123)",0,0,5,1,1,3,0
"('cell', 1488)",0,0,6,1,1,3,1
"('cell', 1047)",0,1,2,2,3,0,0
"('cell', 618)",0,1,2,1,0,1,0
"('cell', 1821)",0,0,4,4,0,9,0
"('cell', 896)",0,0,5,1,1,7,0
"('cell', 525)",0,0,2,5,1,0,0
"('cell', 550)",0,0,3,4,1,0,0
"('cell', 474)",0,0,3,5,1,1,0
"('cell', 1314)",0,0,1,4,0,3,0
"('cell', 1328)",0,0,5,2,0,4,0
"('cell', 1629)",0,0,3,2,0,1,0
"('cell', 1602)",0,0,3,4,0,3,0
"('cell', 1756)",0,0,5,2,0,0,0
"('cell', 1766)",0,0,4,3,0,0,0
"('cell', 1810)",0,0,6,2,0,0,0
"('cell', 1799)",0,0,1,3,0,0,0
"('cell', 595)",0,1,5,1,1,1,0
"('cell', 612)",0,0,4,3,1,1,0
"('cell', 157)",0,0,5,1,4,6,2
"('cell', 152)",0,0,2,2,0,11,0
"('cell', 280)",0,0,3,0,0,5,0
"('cell', 370)",0,0,1,3,0,3,0
"('cell', 588)",0,1,1,0,0,2,0
"('cell', 719)",0,1,0,1,0,0,0
"('cell', 685)",0,1,1,1,0,1,0
"('cell', 693)",0,1,1,1,0,0,0
"('cell', 761)",0,1,0,0,0,0,0
"('cell', 321)",0,0,4,0,0,8,0
"('cell', 270)",0,0,1,0,0,4,0
"('cell', 435)",0,0,0,0,0,2,0
"('cell', 408)",0,0,1,1,0,1,0
"('cell', 541)",0,1,1,0,0,2,0
"('cell', 214)",0,0,2,0,0,4,0
"('cell', 201)",0,0,4,4,1,4,0
"('cell', 286)",0,0,4,2,0,3,0
"('cell', 309)",0,0,2,3,1,3,0
"('cell', 335)",0,0,2,2,1,3,0
"('cell', 324)",0,0,3,1,0,4,0
"('cell', 233)",0,0,4,2,0,1,0
"('cell', 89)",0,0,3,1,9,2,3
"('cell', 14)",0,0,1,1,2,6,0
"('cell', 31)",0,0,2,3,7,8,1
"('cell', 1741)",0,0,2,2,0,3,0
"('cell', 1207)",0,0,5,1,2,4,1
"('cell', 1159)",0,0,1,2,0,1,0
"('cell', 1147)",0,0,2,3,0,2,0
"('cell', 1630)",0,0,1,4,0,11,0
"('cell', 1425)",0,0,0,2,0,1,0
"('cell', 271)",0,0,4,3,0,3,0
"('cell', 398)",0,1,4,0,1,1,0
"('cell', 406)",0,1,2,1,0,1,0
"('cell', 378)",0,0,4,1,0,1,0
"('cell', 433)",0,1,0,1,1,1,0
"('cell', 475)",0,1,5,1,1,1,0
"('cell', 495)",0,0,7,3,0,3,0
"('cell', 950)",0,0,2,0,0,0,0
"('cell', 917)",0,0,1,0,0,1,0
"('cell', 942)",0,0,1,0,0,0,0
"('cell', 974)",0,0,1,0,0,0,0
"('cell', 791)",0,0,0,1,0,2,0
"('cell', 858)",0,0,1,0,0,0,0
"('cell', 845)",0,0,1,0,0,0,0
"('cell', 756)",0,0,0,3,0,3,0
"('cell', 736)",0,0,1,2,0,2,0
"('cell', 870)",0,0,1,0,1,2,0
"('cell', 890)",0,0,0,0,0,1,0
"('cell', 897)",0,0,3,0,1,2,0
"('cell', 841)",0,0,1,0,1,3,0
"('cell', 835)",0,0,0,1,0,2,0
"('cell', 881)",0,0,1,0,0,1,0
"('cell', 376)",0,0,3,1,0,4,0
"('cell', 359)",0,0,2,1,0,5,0
"('cell', 642)",0,0,4,4,0,2,0
"('cell', 992)",0,0,1,1,0,0,0
"('cell', 912)",0,0,1,2,0,0,0
"('cell', 922)",0,0,1,2,0,0,0
"('cell', 833)",0,0,0,1,0,5,0
"('cell', 842)",0,0,0,2,0,5,0
"('cell', 872)",0,0,0,2,0,2,0
"('cell', 713)",0,0,2,1,0,0,0
"('cell', 696)",0,0,2,1,1,5,0
"('cell', 626)",0,0,5,1,0,1,0
"('cell', 669)",0,0,4,2,0,0,0
"('cell', 643)",0,0,4,1,0,2,0
"('cell', 674)",0,0,2,1,0,3,0
"('cell', 1126)",0,0,4,1,0,2,0
"('cell', 1129)",0,1,3,0,0,4,0
"('cell', 943)",0,0,1,0,0,2,0
"('cell', 1023)",0,0,0,2,0,2,0
"('cell', 1056)",0,0,1,3,0,1,0
"('cell', 1124)",0,1,4,2,0,6,0
"('cell', 1071)",0,0,1,3,0,3,0
"('cell', 981)",0,0,1,2,0,4,0
"('cell', 1029)",0,0,0,1,0,4,0
"('cell', 1160)",0,0,1,3,1,1,0
"('cell', 1107)",0,0,2,3,1,2,0
"('cell', 1112)",0,0,4,3,1,5,0
"('cell', 1753)",0,0,4,4,0,1,0
"('cell', 1176)",0,0,4,3,0,0,0
"('cell', 1651)",0,0,5,1,0,3,0
"('cell', 1657)",0,0,4,1,0,2,0
"('cell', 1303)",0,0,6,1,2,1,1
"('cell', 1299)",0,0,5,1,3,1,0
"('cell', 1254)",0,0,5,1,2,2,0
"('cell', 1579)",0,0,4,2,2,4,0
"('cell', 1500)",0,0,6,2,2,4,0
"('cell', 651)",0,0,2,3,1,2,0
"('cell', 1747)",0,0,2,2,0,8,0
"('cell', 1089)",0,0,3,7,0,0,0
"('cell', 1277)",0,0,2,6,0,3,0
"('cell', 1102)",0,0,1,1,0,2,0
"('cell', 1092)",0,0,1,3,0,1,0
"('cell', 647)",0,1,4,2,0,1,0
"('cell', 244)",0,0,6,3,0,3,0
"('cell', 356)",0,0,0,2,1,1,0
"('cell', 1601)",0,2,2,0,0,0,0
"('cell', 1658)",0,0,2,2,0,1,0
"('cell', 1637)",0,0,2,6,0,2,0
"('cell', 1528)",0,0,2,3,0,1,0
"('cell', 1750)",0,0,4,2,0,0,0
"('cell', 1726)",0,0,2,2,0,0,0
"('cell', 1880)",0,0,3,3,0,0,0
"('cell', 1802)",0,0,5,3,0,0,0
"('cell', 1192)",0,0,2,3,0,1,0
"('cell', 830)",0,0,5,5,0,4,0
"('cell', 1307)",0,0,4,6,0,1,0
"('cell', 1206)",0,2,1,2,0,0,0
"('cell', 1321)",0,0,3,4,0,1,0
"('cell', 1361)",0,0,0,3,0,0,0
"('cell', 1320)",0,1,0,1,0,0,0
"('cell', 1535)",0,2,2,0,0,0,0
"('cell', 1054)",0,0,2,4,2,0,0
"('cell', 290)",0,0,6,2,1,2,1
"('cell', 310)",0,0,3,2,1,1,1
"('cell', 463)",0,1,6,1,1,0,0
"('cell', 401)",0,1,6,3,1,1,0
"('cell', 515)",0,1,4,1,2,0,0
"('cell', 117)",0,0,5,1,8,5,0
"('cell', 305)",0,0,0,0,0,3,0
"('cell', 287)",0,0,2,0,0,3,0
"('cell', 341)",0,0,3,0,0,3,0
"('cell', 336)",0,0,1,0,0,3,0
"('cell', 279)",0,0,2,0,0,4,0
"('cell', 234)",0,0,3,1,0,6,0
"('cell', 195)",0,0,5,1,0,13,0
"('cell', 393)",0,0,2,0,0,3,0
"('cell', 658)",0,0,4,2,0,6,0
"('cell', 501)",0,0,3,2,0,2,0
"('cell', 390)",0,0,1,3,0,1,0
"('cell', 387)",0,0,2,2,0,4,0
"('cell', 388)",0,0,0,3,0,2,0
"('cell', 653)",0,1,2,1,0,2,0
"('cell', 702)",0,1,1,1,0,1,0
"('cell', 748)",0,0,1,1,0,0,0
"('cell', 884)",0,0,2,3,0,0,0
"('cell', 767)",0,0,2,1,0,1,0
"('cell', 816)",0,0,1,2,0,2,0
"('cell', 306)",0,0,1,1,0,1,0
"('cell', 289)",0,0,2,0,0,0,0
"('cell', 284)",0,0,2,0,0,3,0
"('cell', 301)",0,0,0,1,0,3,0
"('cell', 261)",0,0,3,2,0,5,0
"('cell', 267)",0,0,4,1,0,3,0
"('cell', 93)",0,0,5,1,0,7,0
"('cell', 35)",0,0,5,2,0,2,0
"('cell', 40)",0,0,5,2,0,3,0
"('cell', 1117)",0,0,3,3,0,4,0
"('cell', 926)",0,0,5,0,0,2,0
"('cell', 1896)",0,0,1,2,0,6,0
"('cell', 1639)",0,0,3,4,1,7,0
"('cell', 1156)",0,0,2,2,0,1,0
"('cell', 1232)",0,0,3,1,0,2,0
"('cell', 1243)",0,0,6,1,0,2,0
"('cell', 1291)",0,0,3,2,0,4,1
"('cell', 1326)",0,0,7,1,2,6,1
"('cell', 1418)",0,0,4,1,2,5,1
"('cell', 1164)",0,0,3,1,0,3,0
"('cell', 1193)",0,0,7,0,0,4,0
"('cell', 1148)",0,0,2,1,0,1,0
"('cell', 1329)",0,0,0,4,0,2,0
"('cell', 1496)",0,0,1,3,2,12,0
"('cell', 1596)",0,0,1,5,0,9,0
"('cell', 1604)",0,0,1,3,0,10,0
"('cell', 1571)",0,0,0,3,0,3,1
"('cell', 1413)",0,0,0,3,0,1,0
