,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1957)",0,0,0,2,0,0,0
"('cell', 1528)",0,0,4,0,0,6,0
"('cell', 2119)",0,0,0,3,0,0,0
"('cell', 2127)",0,0,0,4,0,0,0
"('cell', 1300)",0,0,2,2,0,0,0
"('cell', 117)",0,0,1,1,0,0,0
"('cell', 85)",0,0,1,1,0,0,0
"('cell', 115)",0,0,4,2,0,0,0
"('cell', 1946)",0,0,3,0,0,5,0
"('cell', 158)",0,0,0,5,0,0,0
"('cell', 168)",0,2,1,4,0,0,0
"('cell', 1453)",0,0,3,1,0,1,0
"('cell', 1382)",0,0,3,3,0,5,0
"('cell', 1417)",0,0,3,1,0,4,0
"('cell', 2264)",0,0,4,0,0,12,1
"('cell', 977)",0,0,0,0,0,1,0
"('cell', 986)",0,0,0,0,3,2,0
"('cell', 876)",0,0,0,1,3,1,0
"('cell', 960)",0,0,1,1,4,1,0
"('cell', 2161)",0,0,0,2,0,0,0
"('cell', 1872)",0,2,1,0,1,0,0
"('cell', 1939)",0,0,0,4,0,0,0
"('cell', 1985)",0,0,0,4,0,0,0
"('cell', 1280)",0,0,1,0,0,0,0
"('cell', 1316)",0,0,2,0,1,1,0
"('cell', 1114)",0,0,0,0,1,1,0
"('cell', 1828)",0,0,4,0,1,0,0
"('cell', 1651)",0,0,2,0,2,6,0
"('cell', 1352)",0,0,4,2,0,1,0
"('cell', 1338)",0,0,4,1,1,1,0
"('cell', 1180)",0,0,0,2,0,0,0
"('cell', 148)",0,0,0,2,0,2,0
"('cell', 132)",0,0,2,2,0,0,0
"('cell', 173)",0,0,2,2,0,2,0
"('cell', 163)",0,0,0,2,0,2,0
"('cell', 145)",0,0,0,1,0,2,0
"('cell', 851)",0,0,1,1,2,2,0
"('cell', 102)",0,0,0,1,0,1,0
"('cell', 303)",0,0,2,2,0,2,0
"('cell', 204)",0,4,0,3,0,0,0
"('cell', 222)",0,4,0,4,0,0,0
"('cell', 251)",0,4,0,1,0,0,0
"('cell', 74)",0,0,2,0,0,0,0
"('cell', 65)",0,0,2,0,0,0,0
"('cell', 78)",0,0,2,1,0,0,0
"('cell', 108)",0,0,5,1,0,1,0
"('cell', 437)",0,1,0,0,0,0,0
"('cell', 474)",0,2,0,0,0,0,0
"('cell', 630)",0,0,1,0,0,0,0
"('cell', 646)",0,0,1,0,0,0,0
"('cell', 2243)",0,1,3,0,0,2,0
"('cell', 1545)",0,0,2,0,0,6,0
"('cell', 1572)",0,0,2,0,0,3,0
"('cell', 1633)",0,0,5,0,0,5,0
"('cell', 1555)",0,0,0,0,0,2,0
"('cell', 1589)",0,0,4,0,0,4,0
"('cell', 1542)",0,0,0,0,0,4,0
"('cell', 1153)",0,0,1,1,1,10,0
"('cell', 1753)",0,0,3,2,0,10,0
"('cell', 1844)",0,0,2,3,0,2,0
"('cell', 1814)",0,0,3,3,0,4,0
"('cell', 2159)",0,0,0,0,0,4,0
"('cell', 2126)",0,0,3,1,0,2,0
"('cell', 2108)",0,0,2,1,0,0,0
"('cell', 1896)",0,0,4,3,0,4,0
"('cell', 124)",0,2,0,5,0,0,0
"('cell', 207)",0,5,0,4,0,0,0
"('cell', 45)",0,0,0,0,0,0,2
"('cell', 44)",0,0,2,0,1,2,1
