,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 791)",0,1,1,0,1,2,0
"('cell', 778)",0,1,0,0,0,0,0
"('cell', 25)",0,0,1,0,0,0,1
"('cell', 62)",0,0,1,0,0,0,0
"('cell', 1932)",0,1,1,1,0,4,0
"('cell', 22)",0,0,1,0,0,2,2
"('cell', 1764)",0,0,2,0,0,0,0
"('cell', 1803)",0,0,4,0,0,0,0
"('cell', 1122)",0,0,0,0,1,1,1
"('cell', 1030)",0,0,0,0,1,0,1
"('cell', 1015)",0,0,0,0,1,0,4
"('cell', 991)",0,0,0,0,2,1,1
"('cell', 995)",0,0,0,0,2,1,2
"('cell', 617)",0,0,1,0,0,2,1
"('cell', 609)",0,0,3,0,0,1,0
"('cell', 652)",0,0,2,0,2,4,1
"('cell', 737)",0,1,1,0,2,2,0
"('cell', 766)",0,1,1,0,1,2,0
"('cell', 760)",0,1,1,0,2,1,0
"('cell', 998)",0,0,0,0,0,1,0
"('cell', 619)",0,0,0,1,0,0,0
"('cell', 611)",0,0,0,1,0,0,0
"('cell', 63)",0,0,1,0,0,2,1
"('cell', 1876)",0,1,4,0,0,1,0
"('cell', 1953)",0,1,4,1,0,2,0
"('cell', 861)",0,1,0,0,0,0,0
"('cell', 761)",0,2,0,0,0,0,0
"('cell', 857)",0,1,0,0,0,1,0
"('cell', 1023)",0,0,1,0,0,0,0
"('cell', 1317)",0,0,1,0,0,2,0
"('cell', 1796)",0,0,6,1,0,0,0
"('cell', 1844)",0,0,4,0,0,1,0
"('cell', 1853)",0,0,10,0,0,2,0
"('cell', 1899)",0,0,9,0,0,1,0
"('cell', 1903)",0,0,10,0,0,1,0
"('cell', 1878)",0,0,10,0,0,2,0
"('cell', 1773)",0,0,4,1,0,0,0
"('cell', 1344)",0,0,1,0,0,1,0
"('cell', 1679)",0,0,0,0,3,0,0
"('cell', 819)",0,0,0,0,2,1,4
"('cell', 599)",0,0,2,0,1,2,1
"('cell', 591)",0,0,3,0,0,1,0
"('cell', 816)",0,0,1,0,1,3,5
"('cell', 944)",0,0,1,0,5,1,4
"('cell', 964)",0,0,1,0,5,1,1
"('cell', 843)",0,1,2,0,0,2,1
"('cell', 970)",0,1,0,0,0,2,0
"('cell', 620)",0,0,1,1,0,0,0
"('cell', 679)",0,0,1,1,0,0,0
"('cell', 733)",0,2,0,0,0,0,0
"('cell', 837)",0,1,0,0,0,0,0
"('cell', 659)",0,0,0,1,0,0,0
"('cell', 149)",0,1,0,0,0,0,0
"('cell', 94)",0,0,1,0,0,3,2
"('cell', 1642)",0,0,1,0,4,3,0
"('cell', 1363)",0,0,2,1,0,3,0
"('cell', 1426)",0,0,2,0,2,3,0
"('cell', 1399)",0,0,2,0,0,4,0
"('cell', 1823)",0,0,0,2,4,5,0
"('cell', 1836)",0,1,0,1,2,2,0
"('cell', 1001)",0,0,3,0,0,1,0
"('cell', 974)",0,0,3,0,0,2,0
"('cell', 955)",0,0,4,0,0,3,0
"('cell', 938)",0,0,4,0,0,2,0
"('cell', 973)",0,0,1,0,0,0,0
"('cell', 1893)",0,1,2,0,0,2,0
"('cell', 1086)",0,0,3,0,0,5,0
"('cell', 1042)",0,0,0,0,0,3,0
"('cell', 1236)",0,1,3,1,0,0,0
"('cell', 1204)",0,1,3,1,1,0,0
"('cell', 894)",0,1,2,0,1,2,0
"('cell', 909)",0,0,2,0,2,3,0
"('cell', 864)",0,1,1,0,3,3,0
"('cell', 1330)",0,0,0,0,0,1,0
"('cell', 1226)",0,0,0,0,0,5,0
"('cell', 1229)",0,0,0,0,0,6,0
"('cell', 1282)",0,0,0,0,0,6,0
"('cell', 1267)",0,0,0,0,0,2,0
"('cell', 1991)",0,1,5,0,0,0,0
"('cell', 2013)",0,1,5,0,0,0,0
"('cell', 1704)",0,0,5,1,4,6,0
"('cell', 1769)",0,0,2,0,0,0,0
"('cell', 1746)",0,0,3,1,0,0,0
"('cell', 1723)",0,0,4,1,2,1,0
"('cell', 1716)",0,0,1,0,2,1,0
"('cell', 1681)",0,0,2,1,6,2,0
"('cell', 1097)",0,0,0,0,1,0,1
"('cell', 1063)",0,0,0,0,1,0,1
"('cell', 1027)",0,0,0,0,1,0,0
"('cell', 557)",0,0,3,0,2,0,0
"('cell', 566)",0,0,2,0,2,2,0
"('cell', 978)",0,0,1,0,6,3,0
"('cell', 856)",0,1,1,0,3,4,1
"('cell', 874)",0,1,1,0,0,1,0
"('cell', 1064)",0,1,0,0,0,4,0
"('cell', 951)",0,1,0,0,0,2,0
"('cell', 907)",0,1,0,0,0,1,0
"('cell', 1123)",0,0,0,0,0,8,0
"('cell', 1016)",0,1,0,0,0,2,0
"('cell', 1235)",0,0,0,0,0,2,0
"('cell', 631)",0,0,1,1,0,0,0
"('cell', 963)",0,0,1,0,0,0,0
"('cell', 790)",0,2,0,0,0,0,0
"('cell', 811)",0,2,0,0,0,0,0
"('cell', 764)",0,2,0,0,0,0,0
"('cell', 817)",0,1,0,0,0,0,0
"('cell', 743)",0,2,0,0,0,0,0
"('cell', 707)",0,2,0,0,0,0,0
"('cell', 704)",0,2,0,0,0,1,0
"('cell', 575)",0,0,0,1,0,0,0
"('cell', 526)",0,0,0,1,0,0,0
"('cell', 560)",0,0,0,1,0,0,0
"('cell', 432)",0,0,2,1,0,1,0
"('cell', 638)",0,0,3,0,1,4,0
"('cell', 453)",0,0,1,1,1,3,0
"('cell', 692)",0,0,0,2,0,0,0
"('cell', 471)",0,0,0,1,0,0,0
"('cell', 491)",0,0,0,1,0,0,0
"('cell', 456)",0,0,2,1,0,0,0
"('cell', 434)",0,0,0,1,0,0,0
"('cell', 444)",0,0,0,1,0,0,0
"('cell', 401)",0,0,1,1,0,0,0
"('cell', 467)",0,0,0,2,0,0,0
"('cell', 536)",0,0,0,1,0,0,0
"('cell', 150)",0,0,0,0,0,3,0
"('cell', 184)",0,0,2,0,0,2,0
"('cell', 161)",0,0,0,0,0,1,0
"('cell', 130)",0,0,1,0,0,2,0
"('cell', 400)",0,0,2,1,0,1,0
"('cell', 1369)",0,0,4,1,0,3,0
"('cell', 1774)",0,0,0,0,0,1,0
"('cell', 928)",0,0,1,0,0,0,0
"('cell', 956)",0,0,3,0,2,3,0
"('cell', 784)",0,1,0,1,0,0,0
"('cell', 1146)",0,0,1,1,0,0,0
"('cell', 1032)",0,0,3,0,0,2,0
"('cell', 1127)",0,0,3,0,0,3,0
"('cell', 1115)",0,0,3,0,0,5,0
"('cell', 1109)",0,0,3,0,0,1,0
"('cell', 1161)",0,0,1,1,0,4,0
"('cell', 1352)",0,0,1,0,1,2,0
"('cell', 1383)",0,0,1,0,1,1,0
"('cell', 1388)",0,0,0,0,1,3,0
"('cell', 1208)",0,0,1,1,0,7,0
"('cell', 1012)",0,0,6,0,0,2,0
"('cell', 1037)",0,0,4,0,0,2,0
"('cell', 1048)",0,0,4,0,0,3,0
"('cell', 993)",0,0,5,0,0,1,0
"('cell', 1009)",0,0,5,0,0,3,0
"('cell', 1006)",0,0,3,0,0,0,0
"('cell', 1791)",0,0,0,1,3,1,0
"('cell', 1809)",0,1,0,1,4,2,0
"('cell', 1936)",0,2,4,1,0,4,0
"('cell', 1408)",0,0,1,0,0,2,0
"('cell', 1422)",0,0,1,0,1,1,0
"('cell', 1059)",0,0,0,0,0,7,0
"('cell', 1400)",0,0,1,0,0,1,0
"('cell', 1433)",0,0,2,0,0,1,0
"('cell', 1297)",0,0,3,1,0,0,0
"('cell', 1272)",0,0,3,1,0,0,0
"('cell', 1264)",0,0,4,1,0,0,0
"('cell', 1307)",0,0,4,1,0,0,0
"('cell', 1345)",0,0,3,1,0,0,0
"('cell', 1065)",0,0,2,0,0,5,0
"('cell', 841)",0,1,0,0,1,1,0
"('cell', 774)",0,3,0,0,0,0,0
"('cell', 754)",0,3,1,0,0,2,0
"('cell', 740)",0,0,1,1,0,0,0
"('cell', 835)",0,0,1,1,0,0,0
"('cell', 802)",0,0,1,1,0,0,0
"('cell', 684)",0,0,1,1,0,1,0
"('cell', 654)",0,0,3,1,0,2,0
"('cell', 594)",0,0,1,2,0,1,0
"('cell', 581)",0,0,1,2,0,0,0
"('cell', 641)",0,0,1,1,0,0,0
"('cell', 710)",0,0,1,1,0,0,0
"('cell', 677)",0,0,1,1,0,0,0
"('cell', 845)",0,2,1,0,3,2,0
"('cell', 822)",0,2,0,0,4,2,0
"('cell', 755)",0,0,0,1,0,0,0
"('cell', 714)",0,0,1,1,0,0,0
"('cell', 872)",0,2,3,0,1,1,0
"('cell', 912)",0,1,4,0,0,3,0
"('cell', 1300)",0,0,3,1,0,2,0
"('cell', 1053)",0,1,0,1,2,0,0
"('cell', 1077)",0,1,0,1,5,0,0
"('cell', 1035)",0,0,0,1,6,2,0
"('cell', 1075)",0,1,0,1,0,0,0
"('cell', 1105)",0,1,0,1,1,0,0
"('cell', 1008)",0,0,0,0,3,1,0
"('cell', 1479)",0,0,5,0,2,2,2
"('cell', 1439)",0,0,3,0,1,3,0
"('cell', 1284)",0,0,2,1,0,2,0
"('cell', 1148)",0,0,0,0,0,1,0
"('cell', 1182)",0,1,0,1,0,0,0
"('cell', 1117)",0,1,0,1,0,0,0
"('cell', 2026)",0,1,7,0,0,0,0
"('cell', 2034)",0,0,4,1,4,1,0
"('cell', 1782)",0,0,2,0,0,0,0
"('cell', 1725)",0,0,1,0,0,0,0
"('cell', 1669)",0,0,0,0,3,0,0
"('cell', 1634)",0,0,1,0,6,2,0
"('cell', 1641)",0,0,1,0,6,2,0
"('cell', 1694)",0,0,0,0,3,1,0
"('cell', 1710)",0,0,0,0,1,0,0
"('cell', 681)",0,1,0,0,2,2,0
"('cell', 598)",0,0,3,0,1,3,0
