,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1048)",0,0,1,1,0,0,1
"('cell', 1039)",0,0,0,1,2,0,1
"('cell', 1041)",0,0,0,1,1,0,1
"('cell', 1043)",0,0,1,1,0,0,1
"('cell', 1044)",0,0,1,1,0,0,1
"('cell', 1)",0,0,1,0,1,1,0
"('cell', 100)",0,0,0,0,0,1,0
"('cell', 360)",0,1,0,2,0,0,0
"('cell', 4)",0,0,1,0,0,1,0
"('cell', 386)",0,1,1,1,0,0,0
"('cell', 1056)",0,0,3,0,0,3,2
"('cell', 3)",0,0,1,0,1,1,0
"('cell', 1108)",0,0,4,0,4,0,0
"('cell', 474)",0,0,1,0,0,0,0
"('cell', 449)",0,0,1,0,0,0,0
"('cell', 457)",0,0,0,1,0,0,0
"('cell', 620)",0,0,0,1,0,0,1
"('cell', 713)",0,0,0,0,0,0,1
"('cell', 443)",0,0,0,1,0,0,0
"('cell', 966)",0,1,1,0,7,0,1
"('cell', 824)",0,2,2,1,3,2,1
"('cell', 994)",0,1,5,0,0,3,0
"('cell', 1033)",0,0,1,0,0,2,1
"('cell', 12)",0,0,1,0,1,1,0
"('cell', 109)",0,0,3,0,0,6,0
"('cell', 839)",0,2,2,1,5,3,0
"('cell', 967)",0,1,3,0,2,1,0
"('cell', 95)",0,0,0,0,0,2,0
"('cell', 117)",0,0,0,0,0,1,0
"('cell', 59)",0,0,0,0,0,3,0
"('cell', 870)",0,0,1,1,1,2,1
"('cell', 420)",0,0,1,0,0,0,0
"('cell', 461)",0,0,0,0,0,0,1
"('cell', 389)",0,0,1,0,0,0,0
"('cell', 393)",0,0,0,0,0,0,1
"('cell', 423)",0,0,1,0,0,0,0
"('cell', 438)",0,0,1,0,0,0,0
"('cell', 466)",0,0,0,1,0,0,0
"('cell', 717)",0,0,0,0,0,0,1
"('cell', 413)",0,0,0,0,1,1,2
"('cell', 445)",0,0,0,0,0,0,1
"('cell', 402)",0,0,1,0,1,7,3
"('cell', 342)",0,0,1,0,0,0,0
"('cell', 305)",0,0,1,0,0,0,0
"('cell', 358)",0,0,0,0,1,0,1
"('cell', 339)",0,0,0,0,1,2,3
"('cell', 361)",0,0,0,0,0,0,1
"('cell', 400)",0,0,0,0,0,0,1
"('cell', 401)",0,0,0,0,1,0,1
"('cell', 371)",0,0,0,0,1,0,1
"('cell', 372)",0,0,0,0,1,3,3
"('cell', 728)",0,1,0,1,0,2,0
"('cell', 743)",0,1,0,1,1,1,0
"('cell', 941)",0,1,4,0,2,3,0
"('cell', 15)",0,0,1,0,0,0,0
