,src,tgt,distance
0,795,769,24.08318915758459
1,19,98,158.31929762350515
2,19,86,50850.0
3,32,249,257725.0
4,1078,1067,17.08800749063506
5,1078,1095,31.78049716414141
6,1078,1132,77.89736837660179
7,1078,1053,31.38470965295043
8,1174,1045,18541.0
9,817,714,124.53112060846478
10,156,125,138.32208789632983
11,189,343,264.1230773711377
12,214,257,58.855755878248644
13,1143,1132,17.804493814764857
14,1143,1163,25.0
15,880,866,30.4138126514911
16,880,857,20.09975124224178
17,880,902,19.72308292331602
18,880,860,36.24913792078372
19,866,857,29.614185789921695
20,857,860,31.400636936215164
21,857,826,38.948684188300895
22,923,902,19.026297590440446
23,923,928,21.095023109728988
24,923,938,16.55294535724685
25,902,928,30.4138126514911
26,902,860,39.408120990476064
27,902,889,32.57299494980466
28,1067,1095,37.013511046643494
29,1067,1053,22.20360331117452
30,966,958,21.02379604162864
31,966,938,21.95449840010015
32,966,989,22.80350850198276
33,968,1010,35.84689665786984
34,968,977,19.235384061671343
35,968,861,88.45903006477066
36,968,960,18.681541692269406
37,343,639,151474.0
38,1156,1171,14.866068747318506
39,1156,987,165.77394246382633
40,1156,1124,80548.0
41,8,20,22.0
42,8,6,19.235384061671343
43,8,2,16.492422502470642
44,2,6,14.7648230602334
45,302,208,203.48218595248088
46,98,144,58.309518948453004
47,704,684,14.7648230602334
48,704,715,18.027756377319946
49,704,726,15.811388300841896
50,540,483,77.20103626247513
51,540,593,151.60804727981954
52,540,616,151.40013210033868
53,539,532,24.698178070456937
54,539,502,62.20128616033595
55,1116,1095,30.610455730027933
56,1116,1132,21.37755832643195
57,1095,1132,50.53711507397311
58,860,879,35.84689665786984
59,860,836,26.92582403567252
60,860,838,30.4138126514911
61,860,826,34.36568055487916
62,860,889,23.40939982143925
63,826,814,17.26267650163207
64,826,836,17.4928556845359
65,926,932,21.37755832643195
66,926,897,23.40939982143925
67,885,890,23.53720459187964
68,885,897,14.7648230602334
69,890,881,26.92582403567252
70,890,932,34.132096331752024
71,890,930,49.51767361255979
72,890,897,17.88854381999832
73,897,932,29.068883707497267
74,889,879,26.248809496813376
75,889,907,19.209372712298546
76,889,928,32.28002478313795
77,901,884,32.64965543462902
78,901,876,26.1725046566048
79,901,879,28.319604517012593
80,901,920,19.4164878389476
81,901,921,23.430749027719962
82,1162,1146,20.12461179749811
83,1162,1136,25.238858928247925
84,1079,1047,36.68787265568828
85,1079,1010,77.82030583337487
86,1079,1097,32.202484376209235
87,1079,1058,19.924858845171276
88,1079,1062,38.91015291668744
89,1097,1105,39.81205847478876
90,1097,1069,42.638011210655684
91,1097,1062,31.575306807693888
92,1058,1047,23.345235059857504
93,1058,1062,29.068883707497267
