,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2303)",0,0,0,1,0,0,0
"('cell', 2066)",0,0,1,1,3,1,0
"('cell', 2101)",0,0,0,1,1,1,0
"('cell', 2079)",0,0,1,1,2,2,0
"('cell', 2251)",0,0,0,0,0,2,0
"('cell', 2258)",0,0,0,0,0,1,0
"('cell', 59)",0,0,1,0,0,1,0
"('cell', 375)",0,0,0,1,1,2,0
"('cell', 343)",0,0,1,1,0,2,0
"('cell', 1066)",0,2,1,0,0,2,2
"('cell', 472)",0,0,0,1,1,2,2
"('cell', 1884)",0,0,0,0,0,0,1
"('cell', 1799)",0,0,0,0,0,0,1
"('cell', 1848)",0,0,0,0,0,0,4
"('cell', 1857)",0,0,0,0,0,0,1
"('cell', 1741)",0,0,0,0,0,0,6
"('cell', 1795)",0,0,0,0,0,0,5
"('cell', 2216)",0,0,1,0,0,8,0
"('cell', 2264)",0,0,0,0,0,3,0
"('cell', 2205)",0,0,0,0,1,6,0
"('cell', 2024)",0,0,1,2,4,2,0
"('cell', 2023)",0,0,0,0,1,4,0
"('cell', 2162)",0,0,0,0,0,1,0
"('cell', 2134)",0,0,0,1,0,0,0
"('cell', 2128)",0,0,1,1,1,2,0
"('cell', 742)",0,0,0,1,5,2,2
"('cell', 2285)",0,0,0,0,0,1,0
"('cell', 2221)",0,0,0,0,0,2,0
"('cell', 527)",0,0,0,1,1,2,4
"('cell', 92)",0,0,1,0,0,1,0
"('cell', 178)",0,0,2,0,0,1,1
"('cell', 196)",0,0,2,1,0,0,0
"('cell', 156)",0,0,2,0,0,1,1
"('cell', 171)",0,0,2,0,0,1,0
"('cell', 936)",0,1,0,1,0,2,0
"('cell', 1750)",0,0,0,0,0,0,2
"('cell', 2213)",0,0,0,1,0,2,0
"('cell', 2203)",0,0,0,0,0,6,0
"('cell', 2177)",0,0,0,0,0,5,0
"('cell', 2307)",0,0,0,1,0,0,0
"('cell', 2295)",0,0,0,1,0,1,0
"('cell', 2313)",0,0,0,1,0,1,0
"('cell', 1724)",0,0,2,1,5,4,0
"('cell', 1915)",0,0,1,4,2,1,0
"('cell', 1978)",0,0,1,2,3,0,0
"('cell', 1900)",0,0,0,3,3,1,0
"('cell', 2072)",0,0,0,0,0,2,0
"('cell', 2068)",0,0,0,0,1,3,0
"('cell', 1082)",0,0,2,1,0,0,0
"('cell', 2115)",0,0,0,0,0,2,0
"('cell', 2100)",0,0,0,1,2,0,0
"('cell', 2126)",0,0,0,0,1,0,0
"('cell', 2084)",0,0,0,1,0,0,0
"('cell', 2)",0,0,0,0,0,8,0
"('cell', 6)",0,0,0,0,1,11,0
"('cell', 105)",0,0,0,0,0,15,0
"('cell', 128)",0,0,3,0,0,14,0
"('cell', 619)",0,0,2,0,3,12,0
"('cell', 1476)",0,0,0,0,0,0,10
"('cell', 1487)",0,0,0,0,0,0,7
"('cell', 1488)",0,0,0,0,0,0,9
"('cell', 1712)",0,0,0,0,0,0,5
"('cell', 1662)",0,0,0,0,0,0,7
"('cell', 2250)",0,0,0,1,0,2,0
"('cell', 2212)",0,0,0,2,0,2,0
"('cell', 2308)",0,0,0,0,0,3,0
"('cell', 2277)",0,0,0,1,0,3,0
"('cell', 2241)",0,0,0,0,0,4,0
"('cell', 2305)",0,0,1,0,0,5,0
"('cell', 1910)",0,0,0,1,0,0,0
"('cell', 1872)",0,0,0,1,1,1,0
"('cell', 1956)",0,0,0,1,0,0,0
"('cell', 1962)",0,0,0,1,0,0,0
"('cell', 1938)",0,0,0,1,0,0,0
"('cell', 2176)",0,0,0,0,1,3,0
"('cell', 1215)",0,0,1,0,5,2,0
"('cell', 892)",0,0,0,0,11,0,0
"('cell', 382)",0,0,3,0,4,3,0
"('cell', 434)",0,0,3,0,2,3,0
"('cell', 1957)",0,0,1,3,1,0,0
"('cell', 1815)",0,0,1,1,4,2,0
"('cell', 1780)",0,0,1,1,4,3,0
"('cell', 1888)",0,0,2,2,5,1,0
"('cell', 1833)",0,0,1,2,6,1,0
"('cell', 1814)",0,0,2,0,10,2,0
"('cell', 1883)",0,0,3,0,1,2,0
"('cell', 1955)",0,0,2,0,1,3,0
"('cell', 1295)",0,0,1,0,0,0,0
"('cell', 1288)",0,0,1,0,0,0,0
"('cell', 1311)",0,0,1,0,0,0,0
"('cell', 1299)",0,0,2,0,0,0,0
"('cell', 1262)",0,0,1,0,0,0,0
"('cell', 1342)",0,0,3,0,1,0,0
"('cell', 1381)",0,0,2,0,1,0,0
"('cell', 1272)",0,0,6,0,1,0,0
"('cell', 1217)",0,0,1,0,0,0,0
"('cell', 2175)",0,0,0,1,0,2,0
"('cell', 2144)",0,0,0,1,0,2,0
"('cell', 2151)",0,0,1,0,0,0,0
"('cell', 2167)",0,0,0,0,1,0,0
"('cell', 310)",0,0,2,0,1,15,0
"('cell', 600)",0,0,3,0,2,10,0
"('cell', 388)",0,0,6,0,3,1,1
"('cell', 208)",0,0,2,0,1,17,0
"('cell', 249)",0,0,3,0,2,18,0
"('cell', 137)",0,0,4,0,1,1,0
"('cell', 94)",0,0,1,0,3,3,0
"('cell', 99)",0,0,2,0,3,1,0
"('cell', 1492)",0,0,0,0,0,0,15
"('cell', 1170)",0,0,1,0,0,0,8
"('cell', 1263)",0,0,4,0,0,0,0
"('cell', 1235)",0,0,1,0,0,0,0
"('cell', 1866)",0,0,0,1,0,0,0
"('cell', 1896)",0,0,0,1,0,0,0
"('cell', 2038)",0,0,2,0,0,0,0
"('cell', 2003)",0,0,5,0,2,2,0
"('cell', 2149)",0,0,0,0,1,3,0
