,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1894)",0,1,3,0,1,1,0
"('cell', 600)",0,0,0,0,0,1,0
"('cell', 752)",0,2,2,0,0,6,0
"('cell', 799)",0,0,0,3,0,3,1
"('cell', 869)",0,0,1,4,0,5,1
"('cell', 736)",0,0,1,0,0,3,0
"('cell', 1366)",0,0,1,0,0,4,0
"('cell', 1962)",0,0,2,0,1,5,0
"('cell', 1878)",0,1,0,0,0,0,0
"('cell', 1769)",0,0,2,1,0,7,0
"('cell', 1934)",0,1,0,0,1,2,0
"('cell', 1949)",0,1,0,0,0,4,0
"('cell', 1907)",0,1,3,0,1,1,0
"('cell', 1841)",0,1,2,0,1,2,0
"('cell', 1836)",0,1,4,0,1,4,0
"('cell', 531)",0,0,0,0,0,2,0
"('cell', 566)",0,0,0,0,0,1,0
"('cell', 552)",0,0,0,0,0,1,0
"('cell', 615)",0,2,0,1,1,5,0
"('cell', 479)",0,1,0,0,0,3,0
"('cell', 510)",0,0,0,0,0,3,0
"('cell', 535)",0,0,0,0,0,4,0
"('cell', 290)",0,1,0,0,0,6,0
"('cell', 718)",0,3,1,2,0,2,0
"('cell', 647)",0,2,0,3,0,3,0
"('cell', 704)",0,0,0,3,0,0,0
"('cell', 679)",0,2,0,3,0,0,0
"('cell', 672)",0,2,2,1,0,7,0
"('cell', 648)",0,0,0,1,0,0,0
"('cell', 809)",0,0,0,3,0,3,1
"('cell', 29)",0,0,2,0,3,3,0
"('cell', 890)",0,0,1,4,0,4,2
"('cell', 913)",0,0,3,2,0,5,1
"('cell', 1081)",0,0,4,0,0,5,0
"('cell', 1093)",0,1,3,1,0,6,0
"('cell', 1939)",0,0,1,0,0,0,0
"('cell', 1938)",0,0,1,0,0,0,0
"('cell', 1797)",0,0,4,1,1,6,0
"('cell', 1825)",0,0,2,1,1,6,0
"('cell', 1891)",0,1,2,0,0,0,0
"('cell', 1443)",0,0,7,0,0,8,0
"('cell', 1906)",0,1,0,0,1,6,0
"('cell', 1723)",0,0,0,1,0,3,0
"('cell', 1806)",0,0,6,0,0,3,0
"('cell', 1831)",0,0,5,0,1,2,0
"('cell', 1801)",0,0,6,0,1,7,0
"('cell', 796)",0,0,4,0,3,16,0
"('cell', 969)",0,2,0,0,0,8,0
"('cell', 1737)",0,1,4,1,0,6,0
"('cell', 1636)",0,3,4,0,0,7,0
"('cell', 1370)",0,0,0,2,0,4,0
"('cell', 1343)",0,0,0,1,0,3,0
"('cell', 1327)",0,0,0,1,0,3,0
"('cell', 608)",0,0,0,0,0,3,0
"('cell', 617)",0,2,0,2,0,3,0
"('cell', 585)",0,0,0,0,0,2,0
"('cell', 624)",0,0,0,1,0,1,0
"('cell', 652)",0,0,0,2,0,1,0
"('cell', 440)",0,1,0,0,0,3,0
