,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 120)",0,0,0,0,1,0,0
"('cell', 136)",0,0,1,0,1,0,0
"('cell', 588)",0,0,0,2,0,0,0
"('cell', 90)",0,0,0,0,1,0,0
"('cell', 34)",0,0,0,0,1,0,0
"('cell', 79)",0,0,1,1,1,0,0
"('cell', 280)",0,0,1,0,0,0,0
"('cell', 179)",0,0,0,2,1,0,0
"('cell', 156)",0,0,1,2,1,0,0
"('cell', 202)",0,0,0,2,1,0,0
"('cell', 250)",0,0,0,1,1,0,0
"('cell', 1169)",0,0,5,0,0,3,0
"('cell', 1352)",0,0,4,0,0,2,0
"('cell', 1410)",0,0,2,0,0,0,0
"('cell', 369)",0,0,1,0,0,0,0
"('cell', 713)",0,0,0,2,0,0,0
"('cell', 724)",0,0,0,1,0,0,0
"('cell', 746)",0,0,0,1,0,0,0
"('cell', 271)",0,1,0,0,0,0,0
"('cell', 189)",0,0,1,0,1,0,0
"('cell', 255)",0,0,0,0,1,0,0
"('cell', 169)",0,0,1,0,0,0,0
"('cell', 188)",0,0,1,0,0,0,0
"('cell', 206)",0,0,1,0,0,0,0
"('cell', 249)",0,0,1,0,0,0,0
"('cell', 1474)",0,0,1,0,0,0,0
"('cell', 904)",0,0,2,0,1,4,0
"('cell', 1188)",0,0,8,0,1,3,0
"('cell', 1246)",0,0,1,1,0,0,0
"('cell', 1240)",0,0,1,1,0,0,0
"('cell', 78)",0,1,1,0,3,4,0
"('cell', 2085)",0,0,6,4,0,1,0
"('cell', 2359)",0,1,0,1,0,1,0
"('cell', 1372)",0,0,1,0,0,0,0
"('cell', 1411)",0,0,1,0,0,0,0
"('cell', 697)",0,0,0,2,0,0,0
"('cell', 569)",0,0,0,1,0,0,0
"('cell', 459)",0,0,0,1,0,0,0
"('cell', 468)",0,0,0,1,0,0,0
"('cell', 489)",0,0,0,1,0,0,0
"('cell', 751)",0,0,0,0,0,1,0
"('cell', 778)",0,0,0,2,0,0,0
"('cell', 798)",0,0,0,1,0,0,0
"('cell', 735)",0,0,0,2,0,0,0
"('cell', 748)",0,0,0,3,0,0,0
"('cell', 1197)",0,1,0,0,0,0,0
"('cell', 1252)",0,1,0,0,0,0,0
"('cell', 866)",0,0,0,0,0,3,0
"('cell', 822)",0,0,0,0,0,2,0
"('cell', 879)",0,0,5,1,0,2,0
"('cell', 894)",0,0,0,0,0,2,0
"('cell', 1050)",0,0,3,0,0,0,0
"('cell', 1086)",0,0,1,0,0,0,0
"('cell', 23)",0,1,2,0,2,2,0
"('cell', 29)",0,0,2,0,3,1,1
"('cell', 209)",0,0,1,2,1,0,0
"('cell', 210)",0,0,1,2,1,0,0
"('cell', 261)",0,0,1,1,1,0,0
"('cell', 243)",0,0,1,2,1,0,0
"('cell', 262)",0,1,0,0,0,0,0
"('cell', 192)",0,0,1,2,1,0,0
"('cell', 167)",0,0,1,0,0,0,0
"('cell', 274)",0,1,0,0,0,0,0
"('cell', 270)",0,0,1,0,0,0,0
"('cell', 315)",0,0,1,0,0,0,0
"('cell', 242)",0,0,1,0,0,0,0
"('cell', 238)",0,0,1,0,0,0,0
"('cell', 1481)",0,0,4,0,0,3,1
"('cell', 1325)",0,1,1,1,0,0,0
"('cell', 1471)",0,0,3,0,0,0,0
"('cell', 1437)",0,0,4,1,0,0,1
"('cell', 1514)",0,0,3,0,0,0,0
"('cell', 1298)",0,1,2,2,0,2,0
"('cell', 1937)",0,0,3,0,2,5,1
"('cell', 1104)",0,0,4,0,1,0,0
"('cell', 1075)",0,0,5,0,2,0,0
"('cell', 1237)",0,1,1,1,0,2,0
