,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2996)",0,0,1,0,0,2,0
"('cell', 2298)",0,1,1,0,0,4,0
"('cell', 2356)",0,0,1,0,0,6,0
"('cell', 2150)",0,1,0,0,0,5,0
"('cell', 2248)",0,1,1,0,0,3,0
"('cell', 992)",0,0,3,3,0,5,0
"('cell', 147)",0,0,0,2,0,0,0
"('cell', 2175)",0,1,3,0,0,8,0
"('cell', 2232)",0,1,1,0,0,6,0
"('cell', 2807)",0,0,3,1,0,2,0
"('cell', 2831)",0,0,7,1,0,3,0
"('cell', 2061)",0,1,1,0,0,7,0
"('cell', 2741)",0,0,2,0,0,3,0
"('cell', 2668)",0,0,2,0,0,3,0
"('cell', 2985)",0,2,0,0,0,0,0
"('cell', 2957)",0,0,1,0,0,7,0
"('cell', 2973)",0,1,0,0,0,3,0
"('cell', 2703)",0,0,2,0,0,3,0
"('cell', 2987)",0,0,0,1,0,0,0
"('cell', 1074)",0,0,1,0,0,0,0
"('cell', 1060)",0,1,4,1,3,0,0
"('cell', 12)",0,0,2,0,0,2,1
"('cell', 938)",0,0,3,0,0,4,0
"('cell', 1124)",0,0,2,1,0,3,0
"('cell', 1396)",0,0,2,0,0,3,0
"('cell', 1383)",0,0,3,1,0,3,0
"('cell', 1433)",0,0,1,0,1,5,0
"('cell', 1401)",0,0,2,0,0,2,0
"('cell', 2929)",0,0,0,1,0,0,0
"('cell', 798)",0,0,6,0,0,2,0
"('cell', 749)",0,1,4,2,5,6,0
"('cell', 1095)",0,0,5,1,0,3,0
"('cell', 1052)",0,0,11,1,0,4,0
"('cell', 1140)",0,0,2,1,0,5,0
"('cell', 1128)",0,0,6,0,0,4,0
"('cell', 1037)",0,0,3,1,0,2,0
"('cell', 1415)",0,0,1,0,0,1,0
"('cell', 2014)",0,1,2,0,0,9,0
"('cell', 2113)",0,1,2,0,0,11,0
"('cell', 993)",0,0,9,0,1,4,0
"('cell', 896)",0,0,1,0,0,6,0
"('cell', 2819)",0,0,2,1,1,1,0
"('cell', 2904)",0,0,1,3,1,2,0
"('cell', 2977)",0,0,0,2,1,3,0
"('cell', 248)",0,0,3,0,1,1,0
"('cell', 1058)",0,0,7,2,0,2,0
"('cell', 1102)",0,0,2,1,0,3,0
"('cell', 1106)",0,0,3,1,0,3,0
"('cell', 1086)",0,0,6,1,0,1,0
"('cell', 1244)",0,0,2,1,0,1,0
"('cell', 1256)",0,0,2,1,0,0,0
"('cell', 1376)",0,0,1,0,0,0,0
"('cell', 1361)",0,0,1,0,0,0,0
"('cell', 1503)",0,0,1,0,0,0,0
"('cell', 1488)",0,0,1,0,0,0,0
"('cell', 1034)",0,0,2,0,0,0,0
"('cell', 1595)",0,0,3,1,0,1,0
"('cell', 1631)",0,0,2,1,0,1,0
"('cell', 1546)",0,0,3,0,0,0,0
"('cell', 1529)",0,0,1,0,0,0,0
"('cell', 1596)",0,0,1,0,0,1,0
"('cell', 1561)",0,0,1,0,0,0,0
"('cell', 1672)",0,0,3,2,0,1,0
"('cell', 969)",0,0,2,1,0,1,0
"('cell', 960)",0,0,3,0,0,1,0
"('cell', 2526)",0,0,0,2,0,0,0
"('cell', 2544)",0,0,0,1,0,0,0
"('cell', 1910)",0,0,0,3,0,1,0
"('cell', 2843)",0,0,0,1,0,7,0
"('cell', 3004)",0,0,2,0,0,2,0
"('cell', 3012)",0,2,0,0,0,0,0
"('cell', 2964)",0,2,0,0,0,2,0
"('cell', 2945)",0,1,0,0,0,5,0
"('cell', 1393)",0,0,7,0,1,5,0
"('cell', 1227)",0,0,0,0,0,2,0
"('cell', 1262)",0,0,0,0,0,1,0
"('cell', 1315)",0,0,3,0,0,1,0
"('cell', 1348)",0,0,3,0,0,0,0
"('cell', 1368)",0,0,1,0,0,0,0
"('cell', 1369)",0,0,1,0,0,1,0
