,T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 635)",0,0,2,1,0,0,0
"('cell', 49)",0,0,0,0,0,2,0
"('cell', 22)",0,0,0,0,0,3,0
"('cell', 52)",0,0,0,0,2,0,0
"('cell', 816)",0,1,1,0,0,1,0
"('cell', 833)",0,0,1,2,0,0,0
"('cell', 771)",0,0,1,2,0,0,0
"('cell', 7)",0,0,2,1,0,0,3
"('cell', 10)",0,0,2,1,0,0,3
"('cell', 5)",0,0,2,1,0,0,1
"('cell', 11)",0,0,0,1,0,0,3
"('cell', 23)",0,0,2,1,0,0,5
"('cell', 299)",0,1,0,0,0,0,0
"('cell', 343)",0,1,0,0,0,0,0
"('cell', 51)",0,0,0,0,0,2,0
"('cell', 72)",0,0,0,0,3,1,0
"('cell', 60)",0,0,1,0,0,4,0
"('cell', 33)",0,0,1,0,0,4,0
"('cell', 155)",0,0,0,1,0,0,0
"('cell', 402)",0,0,0,2,0,0,0
"('cell', 329)",0,1,0,1,0,1,0
"('cell', 422)",0,0,0,2,0,1,0
"('cell', 822)",0,1,1,0,0,2,0
"('cell', 706)",0,2,0,0,1,1,0
"('cell', 776)",0,1,0,0,0,0,0
"('cell', 759)",0,1,0,0,0,1,0
"('cell', 736)",0,1,0,0,1,1,0
"('cell', 2241)",0,0,1,0,0,1,0
"('cell', 1051)",0,0,2,4,0,0,0
"('cell', 1555)",0,0,3,0,0,0,0
"('cell', 1589)",0,0,3,0,0,0,0
"('cell', 1515)",0,0,2,0,0,0,0
"('cell', 613)",0,1,0,0,1,0,0
"('cell', 672)",0,1,0,0,1,0,0
"('cell', 717)",0,0,1,2,0,0,0
"('cell', 382)",0,1,0,0,0,0,0
"('cell', 550)",0,1,0,0,0,0,0
"('cell', 815)",0,1,0,1,0,1,0
"('cell', 777)",0,0,1,2,0,1,0
"('cell', 744)",0,0,0,1,0,0,0
"('cell', 891)",0,1,1,1,0,1,0
"('cell', 849)",0,1,1,1,0,1,0
"('cell', 3)",0,0,1,0,0,2,1
"('cell', 6)",0,0,0,0,0,2,2
