T1,T2,T3,T4,T5,T6,T7,T8
0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0045332036883334019677915805,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.9457726628097192778099611132
0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000024263092876,0.0000000000000000012193025619,0.0000000000000000000000000000,0.9302825413927372499856005561,0.0000000000000000929282491656
0.0000000000000000000000000000,0.0003568205204505647950771752,0.0014781401794838402996568050,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0001611638209357908106764828,0.0000000000000000000000000000,0.0013301236519502482400639787
0.0000000000000000221490767506,0.0000000000000000000000000000,0.6239181172915418960300826257,0.0000000000000000009535769602,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000008451008173,0.0000000000000000118913696258,0.8640173817152180246736747904,0.0000000000000000000000000000,0.0000000000000000000000000000
0.0000000000000000258907218278,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.8072710130474941570000169122,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
0.0000000000000000000000000000,0.0088926013061190883890461123,0.0108021706728257758239886144,0.0004716413926691206547243962,0.0076480712063748254245232339,0.0063857416830547016756147727,0.0008253371739771308678718098,0.0003581001457250851329090768
0.0025563405942793915835709040,0.0091929134306740333676399857,0.0169926483096226876856604804,0.0000333420991560657708086685,0.0039822429701882140415380995,0.0023780908762191777482131183,0.0021518331897780180843315900,0.0021958433436777636052483764
0.0000000000000000000000000000,0.0011473763827398943300484024,0.0020965320288399902012854703,0.0000000000000000000000000000,0.0063556715212339590093115760,0.0033998742469630977534877925,0.0006424790857233854748931101,0.0003381760520118317812042485
0.0107734345771098357497086440,0.0195232740362752364704501673,0.0307931446590783558514559104,0.0050412233945832619561033816,0.0173431021431594903359219018,0.0100128564769135074835615384,0.0041024831675133162367519191,0.0080814909050796225609136769
0.0023696061138941170234883948,0.0136618861181783714242587990,0.0588669691374383713400320062,0.0000000000000000000000000000,0.0354835047910813730642765051,0.0183980415094895863314938822,0.0052958461409912420056467219,0.0029861512402936706347955642
0.9336210185895837954106468715,0.0000000000000000501143761599,0.0000000000000000189939085443,0.0000000000000000155142581211,0.0000000000000000518594657667,0.0000000000000000000000000000,0.0000000000000000148405481262,0.0000000000000000000000000000
0.0016199923922859600124157797,0.0417187842129663893908642081,0.0588920217157721040401874291,0.0000000000000000000000000000,0.0107050181351077775687707927,0.0089538008763938650713676282,0.0053055953825692251865642213,0.0121922926044530210293315164
0.0201859975044094940022088025,0.8054425105582596611242252038,0.0614535602167538066997742874,0.0000000000000000000000000000,0.0233406432123035301184899026,0.0339327219543221203501559557,0.0288005744581012884664161788,0.0069552056094937418292967202
0.0000000000000000000000000000,0.0084250063571359706110497356,0.0264458713998285722956982369,0.0005750981271443394516121317,0.0327139303660452518407453226,0.0203967330206309485629567746,0.0073985523197140972903596001,0.0031820829975500440102431643
0.0054269576319743110387472385,0.0766197424529903442502742905,0.0993607994993178089693230959,0.0000000000000000000000000000,0.0426052461647738953121056227,0.0231521676464079249890826162,0.0048146640971619830695615860,0.0000000000000000000000000000
0.0032813063487931561426624860,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0003138615964975335187979455,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0008179001941472118560744198,0.0058081009789230919615476978
0.0109249985351922932613755179,0.0000000000000000000000000000,0.0029265202278121646949082812,0.0000000000000000000000000000,0.0023931398375422368099418868,0.0000000000000000000000000000,0.0073829438555912899749822387,0.0074432567637178403616160516
0.0000000000000000000000000000,0.0010395445442747837643676645,0.0019928971041888485053739100,0.0002717227766657779805536954,0.0050443544855859508146966874,0.0033496879134182365109206891,0.0005813119285499375064538152,0.0004359639576668538989666357
0.0000000000000000000000000000,0.0117407682869737368253071352,0.0002495561222416074688597309,0.0000000000000000000000000000,0.0036925323202006729399193841,0.0022817245198656168660156229,0.0008890808226899005704824130,0.0000173226143723430195484753
0.0092403477124774948542329511,0.0003430369278688827610473977,0.0033823814737770126898075418,0.0002972175624382375957663327,0.0009093783424177602362284412,0.0021891496738254277894253352,0.0000000000000000000000000000,0.0009951631720631209931937633
0.0000000000000000278781287404,0.0000000000000000024646600592,0.0000000000000000000000000000,0.9884061631234822842273501919,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
0.0000000000000000000000000000,0.0015228795774103573608393436,0.0003486699614769361182421703,0.0000565262390300801535248688,0.0005121514564907972801369174,0.0009908640663417937581580741,0.0007088567907543710583037622,0.0019080631533023120240122328
0.0000000000000000000000000000,0.0003728552876827189084020520,0.0000000000000000000183858554,0.0000000000000000000001968599,0.0000000000000000000038158241,0.0000000000000000000000000000,0.0000000000000000000005985607,0.0000000000000000000000000000
