T1,T2,T3,T4,T5,T6,T7,T8
0.01678929140620370741299183,0.73430953699805290302293770,0.69765570229829076964733758,0.33958703855466004783991707,0.92328803570646500453733552,0.00000000000000000000000000,0.00000000000000000000000000,0.51059863011739792248988579
0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000022690423472,0.00000000000000000000000000,0.00000000000000040821312563,0.00000000000000000000000000,0.00000000000000000000000000,0.43552076637208225751152213
0.00000690762568537659216443,0.00112583501504961601066834,0.00095200614434406418632589,0.00063296503584085337876242,0.00121790217601567998632894,0.00000000000000000000000000,0.00000000000000000000000000,0.00081603792000503399487604
0.00081571018609348131759434,0.03999867807850094464372503,0.01174024316126602573984172,0.00932539242778674011546958,0.01609368094014322972395981,0.00000000000000000000000000,0.00000000000000000000000000,0.01083340129104202673171464
0.00000000000000000115287540,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000002654123363,0.00000000000000000000000000,0.00000000000000000000000000,0.99709035763026410137399580,0.00000000000000000000000000
0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.99345088172132245407652817,0.00000000000000000000000000,0.00000000000000000000000000
0.00004819894874810044251793,0.00299285877731344162819282,0.00226264942673661938882246,0.00043781106787510280916806,0.00169537957682395459997615,0.00000000000000000000000000,0.00000000000000000000000000,0.00107038034776251790060331
0.00010761010962502569939664,0.00187285692794586099314824,0.00159630428346283609851441,0.00108496974839606633717048,0.00199383186269535975579381,0.00000000000000000000000000,0.00000000000000000000000000,0.00121142183181987259966983
0.00000000000000000000000000,0.00123497230767938693911379,0.00062396623846419228993920,0.00026487596240760486387619,0.00069636882835498730304896,0.00000000000000000000000000,0.00000000000000000000000000,0.00057379459482834009598218
0.00038004748574512083178142,0.01225890682300165637763634,0.00932106679953157574169964,0.00619355902101048107211145,0.01018512988103563443598176,0.00000000000000000000000000,0.00000000000000000000000000,0.00677111034772441815893229
0.00000000000000000000000000,0.01756222575573035751816953,0.00393767129776191344286973,0.00298298904733394982038974,0.00589330285934055314589486,0.00000000000000000000000000,0.00000000000000000000000000,0.00538635513650212623126823
0.00000000000000002950734897,0.00000000000000000000000000,0.00000000000000001690652018,0.61961452528776039816449384,0.00000000000000003041575428,0.00000000000000052077715105,0.00000000000000000000000000,0.00000000000000000000000000
0.00056350391410399315768320,0.01359416809328736590323228,0.00970404037882814825277666,0.00522263905719997853505099,0.01124153839346818568867281,0.00000000000000000000000000,0.00000000000000000000000000,0.00773493753661223804041214
0.00000000000000000000000000,0.00000000000000000000000000,0.24006640580407534457663132,0.00000000000000001355592714,0.00000000000000002397485494,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
0.00006657519046575997704630,0.00653020473987306771662675,0.00474104304586033756946373,0.00290125796463245331016645,0.00558152735334494550650808,0.00000000000000000000000000,0.00000000000000000000000000,0.00431234365230763905946221
0.00000000000000000000000000,0.14696730032338670146607740,0.00000000000000000000000000,0.00000000000000000918557073,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
0.00031125537835246846942588,0.00528571288456552382944986,0.00477526048209967520635777,0.00298641072253553281276583,0.00629789764575428793330625,0.00000000000000000000000000,0.00000000000000000000000000,0.00391032707283854152197078
0.00088887210750721317061018,0.01044223858759303451282374,0.00903756657327074372498821,0.00616730733450392924061001,0.01176009068923565374642504,0.00000000000000000000000000,0.00000000000000000000000000,0.00807828092980008953538640
0.00000000000000000000000000,0.00155050562923287759027613,0.00090304576946452443011321,0.00019689916758486850816359,0.00084349103004799504904737,0.00000000000000000000000000,0.00000000000000000000000000,0.00091521219891598610488709
0.00000000000000000000000000,0.00118888353501221677444022,0.00003519848062853200680328,0.00000000000000000000000000,0.00000000000000000000000000,0.00654911827867681907433539,0.00290964236973590036072768,0.00000000000000000000000000
0.00013617090666960253398862,0.00089651151001398461312664,0.00055353214841648279691960,0.00142315730097602967038628,0.00072215133194760371387194,0.00000000000000000000000000,0.00000000000000000000000000,0.00050898822783188935395260
0.97988585674080008747210968,0.00000000000000000651689245,0.00000000000000000480880192,0.00000000000000001222910005,0.00000000000000000865129760,0.00000000000000014812712110,0.00000000000000000000000000,0.00000000000000000000000000
0.00000000000000000000000000,0.00218860401376092276667928,0.00209429766749786444579584,0.00097820229949602548365217,0.00243485106603701095817627,0.00000000000000000000000000,0.00000000000000000000000000,0.00175801242252925657774676
0.00000000000000000000000000,0.00000000000000000007335568,0.00000000000000000002706451,0.00000000000000000004129609,0.00005482065928959133164480,0.00000000000000000000000000,0.00000000000000000011482629,0.00000000000000000000000000
