src,dst,distance
68,4584,53.33854141237835
68,10216,65.92419889539804
68,11889,110.90987332063814
68,12095,58.077534382926416
69,2590,59.941638282582836
69,3489,52.20153254455275
69,9837,67.4166151627327
69,10060,47.75981574503821
69,11006,34.9857113690718
69,11607,40.80441152620633
70,10712,14.142135623730951
70,11332,30.870698080866262
70,11386,16.15549442140351
70,11866,44.553338819890925
70,11920,76.02631123499285
70,32042,89.20201791439474
71,8966,54.70831746635972
71,10525,39.35733730830886
71,11610,25.553864678361276
71,13714,105.84894897919393
72,7878,74.65252842335616
72,10463,115.95257651298655
72,11259,119.06720791217035
72,12369,65.11528238439882
72,13090,168.75129629131743
72,15928,206.45580640902304
72,16530,189.38056922503955
72,25712,120.78493283518438
72,34112,89.94442728707543
73,80,86.64871608973787
73,5139,79.62411694957753
73,10544,31.304951684997057
73,11628,111.64676439557037
73,12583,103.76897416858277
73,13974,109.65856099730654
73,14634,135.07035203922436
73,14747,123.9112585683803
74,77,126.25371281669304
74,10136,71.02816342831905
74,12265,37.94733192202055
74,12292,48.27007354458868
74,12577,50.0
74,14668,207.17142660125697
75,10343,39.84971769034255
75,10650,33.015148038438355
75,11661,10.198039027185569
75,11884,63.60031446463138
75,12088,31.064449134018133
75,12301,48.08326112068523
76,839,111.25196627475849
76,9804,190.71706793048176
76,13358,168.25278600962304
76,14495,118.84864324004712
76,15630,171.54008277950666
76,15696,157.69590990257166
77,11994,49.040799340956916
77,12292,99.32774033471213
77,13493,74.04052944165107
77,14668,166.19265928433782
77,29959,126.62543188475212
78,253,101.49384217774002
78,3497,93.96275858019496
78,11153,43.46262762420146
78,11904,36.40054944640259
78,12682,46.32493928760188
78,13714,121.82364302548172
78,14147,90.0222194794152
79,10382,63.0317380372777
79,10842,63.13477647065839
79,11387,57.87054518492115
79,12364,70.9365914038728
79,12479,31.32091952673165
80,9857,79.02531240052139
80,10222,94.04786015641186
80,10544,88.09086218218096
80,12875,90.13878188659973
80,14634,94.14881836751856
81,82,29.0
81,8891,101.31633629380802
81,9400,104.01922899156675
81,9493,91.92388155425118
81,13251,31.25699921617557
81,21798,38.07886552931954
81,27183,51.15662224971465
82,8684,21.02379604162864
82,9493,81.02468759581859
82,23907,53.81449618829484
82,27183,56.79788728465171
82,29660,59.413803110051795
83,11068,47.51841748206689
83,11900,28.600699292150182
83,12858,52.20153254455275
83,13045,30.0
83,13074,29.154759474226502
84,9224,127.38916751435343
84,11454,81.46778504415104
84,12444,59.77457653551382
84,12720,38.8329756778952
84,13119,20.615528128088304
84,13372,34.0147027033899
84,13583,26.40075756488817
85,87,43.86342439892262
85,11744,46.010868281309364
85,11870,46.09772228646444
85,12249,63.97655820689325
85,13019,62.0
85,13290,53.75872022286245
85,13658,23.40939982143925
85,14175,45.617978911828175
86,9039,334.43235489408016
86,9133,335.59052430007614
86,9160,331.4226908345293
86,9356,337.4685170501094
86,13775,103.57605900979242
86,14408,136.97079980784227
86,18009,218.7532856896097
86,19439,227.6686188300882
86,20078,245.3935614477283
87,13290,15.811388300841896
87,14175,30.479501308256342
87,15123,75.69015788066504
88,94,55.569775957799216
88,12985,66.60330322138685
88,13230,42.720018726587654
88,14755,38.897300677553446
88,15425,40.311288741492746
89,93,41.97618372363071
89,14147,28.792360097775937
89,14488,54.405882034941776
89,15527,24.698178070456937
90,13530,55.08175741568164
90,13979,44.654227123532216
90,14150,57.4543296888929
90,14232,74.46475676452586
90,15865,30.870698080866262
90,16228,47.50789408087881
91,102,125.36347155371855
91,12625,92.70382947861431
91,13124,115.80155439371269
91,13564,82.21921916437786
91,14111,35.73513677041127
91,16378,99.72963451251589
91,16863,63.324560795950255
91,16941,100.26464980241042
92,14112,96.00520819205592
92,14165,35.17101079013795
92,14573,49.24428900898052
92,14939,90.27181176868004
92,15583,89.10667763978185
92,16489,87.98295289429652
92,16732,59.50630218724736
92,17784,95.0789145920377
93,13714,84.20213774008353
93,14147,47.50789408087881
93,15527,55.31726674375732
93,16222,72.56031973468694
93,16658,58.66856057549052
94,12985,78.10249675906654
94,14868,23.706539182259394
94,15425,68.3593446428504
94,16683,85.0
94,17102,66.76076692189807
95,13873,103.23274674249446
95,14699,35.12833614050059
95,16222,42.04759208325728
95,16284,32.802438933713454
95,16952,42.7551166528639
95,17717,69.6419413859206
95,18370,104.62313319720452
96,13069,97.01546268507923
96,13758,98.29038610159185
96,14832,65.36818798161687
96,16009,99.40824915468535
96,16588,31.38470965295043
96,16786,46.09772228646444
96,16904,72.40165743959182
97,13435,121.16517651536682
97,14544,52.46903848937962
97,15374,70.83784299369935
97,16041,120.0
97,17848,67.08203932499369
97,18445,135.20724832641184
97,18845,94.26027795418386
98,12926,125.35549449465708
98,14916,101.11874208078342
98,16240,17.11724276862369
98,17138,54.70831746635972
98,18027,59.481089431852205
99,15158,55.44366510251645
99,15331,47.01063709417264
99,15809,53.85164807134504
99,16791,68.24954212300622
99,17171,29.5296461204668
100,11556,173.9683879329805
100,12296,170.3437700651245
100,16603,98.2496819333274
100,17056,38.58756276314948
100,17292,49.4064773081425
100,17584,42.485291572496
101,15813,39.96248240537617
101,15955,76.69419795525604
101,16652,17.72004514666935
101,17101,57.706152185014034
101,20698,136.12494260788506
102,13124,139.43457247038842
102,13858,146.98639392814562
102,16268,103.16006979447037
102,16863,87.46427842267951
102,17738,127.4244874425634
102,18194,104.06248123122954
102,19821,127.98828071350908
102,20200,149.9333185119305
102,20509,134.30189872075525
102,20838,125.39936203984452
103,15950,82.15229759416349
103,15983,45.31004303683677
103,16248,55.0
103,17880,22.847319317591726
103,18029,73.7360156233031
103,19104,72.069410986909
104,115,53.48831648126533
104,15963,63.7808748764079
104,16504,30.805843601498726
104,16965,33.54101966249684
104,17650,70.34912934784623
104,18356,31.78049716414141
105,15212,89.81091247727082
105,16377,58.137767414994535
105,17749,70.0
105,18875,50.44799302251776
105,20444,95.0789145920377
106,16802,39.56008088970496
106,17699,26.570660511172846
106,17721,41.773197148410844
106,18377,30.4138126514911
106,19072,43.382023926967726
107,14188,133.80956617521784
107,14739,109.16501271011697
107,16326,104.10091258005379
107,18032,89.02246907382428
107,18144,53.33854141237835
107,18640,26.419689627245813
107,18811,57.8013840664737
107,18871,34.438350715445125
108,253,139.20488497175666
108,8833,137.38267721950973
108,9465,107.2240644631605
108,10288,124.90796611905904
108,10375,113.21660655575224
108,20886,121.33424908079334
108,23888,130.39171752837677
108,29306,103.12128781197411
109,152,133.55523202031435
109,220,39.66106403010388
109,8672,51.61395160225576
109,17301,39.11521443121589
109,29651,66.03029607687671
109,34106,60.41522986797286
110,16041,85.492689745966
110,17848,57.87054518492115
110,18455,18.110770276274835
110,18813,23.430749027719962
111,17963,19.235384061671343
111,18381,68.18357573492314
111,18798,50.00999900019995
111,19130,47.853944456021594
111,19868,51.07837115648854
112,159,33.301651610693426
112,10205,33.1058907144937
112,14672,19.1049731745428
112,25406,23.08679276123039
113,117,25.553864678361276
113,11132,324.57972826410463
113,17753,118.90332207301863
113,19316,107.5174404457249
114,17563,97.49358953285082
114,17569,45.60701700396552
114,18165,29.410882339705484
114,19498,23.345235059857504
114,20314,62.00806399170998
114,20398,55.71355310873648
115,16965,65.92419889539804
115,18356,32.202484376209235
115,18918,38.01315561749642
115,19048,29.614185789921695
115,19747,33.1058907144937
115,19810,32.0624390837628
116,18606,22.02271554554524
116,19466,15.0
116,19493,69.87131027825369
116,20741,54.08326913195984
117,11132,335.96577206614364
117,19316,119.06720791217035
117,20679,159.3643623900902
117,22560,389.15421107833333
117,26443,235.95126615468712
118,17771,82.09750300709517
118,18184,53.009433122794285
118,20006,63.63961030678928
118,20365,39.96248240537617
118,20924,39.319206502675
119,18466,50.53711507397311
119,18884,33.54101966249684
119,19292,47.43416490252569
119,20697,75.15317691222374
119,21053,50.774009099144415
119,21425,56.71860364994893
120,15488,147.27525250360293
120,17670,131.48764200486676
120,18717,58.89821729050889
120,20999,136.40014662748717
120,21764,81.21576201698781
120,22073,146.98639392814562
120,24057,148.66068747318505
121,16973,98.02040603874276
121,19057,55.072679252057455
121,19109,55.47071299343465
121,20116,63.63961030678928
121,21071,70.45565981523414
121,22592,96.79876032264049
122,16437,118.15244390193544
122,16642,214.37350582569667
122,16875,112.0044641967453
122,19571,61.0
122,21559,56.32051136131489
123,19278,44.598206241955516
123,19707,23.345235059857504
123,19903,32.28002478313795
123,20641,19.209372712298546
123,20989,38.948684188300895
124,17393,107.01868995647442
124,18093,84.59905436823747
124,18487,148.14182393908885
124,21621,61.554853586049575
124,22799,103.46980235798269
125,144,140.61649974309557
125,18823,69.35416353759881
125,19260,49.49747468305833
125,20205,22.20360331117452
125,21051,121.39604606411199
125,21234,51.61395160225576
125,22566,78.44743462982075
126,18763,65.76473218982953
126,19056,50.92150822589606
126,19456,63.812224534175265
126,21317,82.54089895318563
126,21666,81.88406438373708
126,21693,59.464274989274024
126,22361,62.03224967708329
127,18455,77.07788269017254
127,18813,58.309518948453004
127,19483,41.048751503547585
127,19534,159.24823389915505
127,20015,60.440052945046304
127,20807,63.788713735268246
127,21607,36.6742416417845
128,19543,96.15092303249095
128,19676,49.4064773081425
128,21818,34.9857113690718
128,22500,92.41753080449618
129,16746,156.0833110873805
129,17346,145.3409783921933
129,17368,153.52524222420234
129,18158,160.0781059358212
129,19839,163.5726138447387
129,19847,138.24615727028365
129,21252,144.49913494550754
129,21743,145.91093173576817
129,23373,145.90750494748377
129,24658,127.88275880665071
129,25264,146.11296999240005
130,20167,24.08318915758459
130,21030,33.24154027718932
130,21335,32.202484376209235
130,21817,29.832867780352597
131,19708,41.012193308819754
131,19877,39.35733730830886
131,19935,40.22437072223753
131,21093,12.083045973594572
131,21309,33.24154027718932
131,21541,25.612496949731394
132,20435,24.041630560342615
132,20780,16.76305461424021
132,20932,10.04987562112089
132,21903,31.575306807693888
133,19540,47.853944456021594
133,20520,70.61161377563892
133,20852,105.07616285342742
133,21652,65.7875368135941
133,22370,46.09772228646444
134,19700,67.35725647619564
134,19987,35.12833614050059
134,20451,26.1725046566048
134,21196,67.1863081289633
134,21333,26.0
134,21659,21.095023109728988
134,21874,43.41658669218482
135,18457,92.00543462209176
135,20756,44.9221548904324
135,21236,26.076809620810597
135,22864,68.5054742338158
135,23003,73.49829930005184
136,18896,87.5728268357257
136,21253,35.90264614203248
136,21519,23.021728866442675
136,22146,33.421549934136806
136,22201,25.079872407968907
137,19155,81.15417426109393
137,19890,63.13477647065839
137,20704,54.70831746635972
137,21001,63.89053137985315
137,21456,68.06614430096654
137,21737,18.027756377319946
137,22837,47.853944456021594
137,23475,72.94518489934754
138,20370,81.6333265278342
138,20899,25.019992006393608
138,21306,56.089214649520635
138,22482,48.82622246293481
138,23077,65.11528238439882
138,23101,52.92447448959697
139,21210,25.495097567963924
139,21349,18.439088914585774
139,22512,108.90821823902914
139,23436,61.326992425847855
139,24942,126.19429464123962
140,17629,15.297058540778355
140,18781,25.495097567963924
140,19648,14.422205101855956
140,25985,15.264337522473747
140,34975,48.30113870293329
141,21547,25.553864678361276
141,21883,37.0
141,23029,34.828149534535996
141,23679,48.16637831516918
141,23806,74.95331880577403
142,146,36.05551275463989
142,21644,25.709920264364882
142,21767,78.84795495128583
142,22074,34.785054261852174
142,23218,86.64871608973787
142,23843,81.60882305241266
143,21640,34.058772731852805
143,21767,76.15773105863909
143,22746,38.118237105091836
143,23218,66.76076692189807
143,24016,62.93647591023825
143,24079,47.38143096192854
144,21051,54.037024344425184
144,21652,44.68780594300866
144,22370,94.53041838477179
144,22566,140.03213916812098
144,24099,53.665631459994955
144,24124,60.802960454241045
144,25435,118.56221995222593
145,21349,123.06502346320826
145,22172,25.298221281347036
145,23436,100.80674580602232
145,23609,28.844410203711913
145,24149,62.24146527838174
146,22074,58.60034129593445
146,23010,64.03124237432849
146,23843,65.11528238439882
146,24299,47.43416490252569
146,24441,45.254833995939045
146,24470,33.015148038438355
147,22702,38.2099463490856
147,22768,37.53664875824692
147,22981,49.39635614091387
147,23683,10.770329614269007
147,24095,23.600847442411894
147,24964,48.76474136094644
148,20807,92.19544457292888
148,21852,78.64477096412705
148,21956,79.20858539325141
148,23682,83.02409288875127
148,24292,81.32035415564789
148,24721,77.41446893184762
148,26429,94.08506789071261
149,23177,56.79788728465171
149,23431,18.027756377319946
149,23693,61.66036003787198
149,24462,18.027756377319946
149,25330,53.85164807134504
150,22161,74.33034373659252
150,22259,90.68627239003708
150,23551,123.35720489699821
150,24008,104.47966309287182
150,24428,121.10326172320876
150,25848,76.48529270389177
150,25934,70.43436661176133
151,171,101.83319694480774
151,21526,113.03096920755833
151,23420,76.21679604916491
151,24965,34.23448553724738
151,25602,48.02082881417188
152,9343,153.4959282847594
152,10694,98.12746812182611
152,17301,143.55835050598765
152,23904,27.892651361962706
152,34106,105.51303237041384
153,24076,68.70953354520753
153,24756,66.06814663663572
153,26745,30.23243291566195
153,26932,48.27007354458868
154,25304,26.570660511172846
154,25850,42.579337712087536
154,26202,11.661903789690601
154,26693,25.80697580112788
154,27542,55.46169849544819
155,24942,48.02082881417188
155,25570,25.0
155,26219,58.077534382926416
155,26222,56.08029957123981
155,28644,109.12378292562992
155,30322,155.79473675320358
156,20634,197.2232237846243
156,21700,215.0348808914498
156,23444,146.03081866510234
156,23503,206.6712365086153
156,27883,125.67020331009256
156,27889,172.06975329789952
156,29874,124.90796611905904
156,30394,149.0
157,165,61.84658438426491
157,25080,49.57822102496216
157,25194,34.36568055487916
157,25823,24.698178070456937
157,27158,65.0
157,29691,116.92732785794773
157,29767,117.15374513859982
158,25664,20.024984394500787
158,25694,53.48831648126533
158,26034,37.656340767525464
158,26494,48.662100242385755
158,26653,25.553864678361276
158,26910,37.20215047547655
158,27278,34.713109915419565
159,10090,124.80785231707178
159,10205,65.73431371817918
159,10428,87.09190547921202
159,25406,15.297058540778355
159,26313,222.0
160,24880,95.01578816175763
160,24943,47.29693436154187
160,25769,79.30952023559341
160,27332,135.34031180694095
160,27819,92.64987857520376
160,30321,132.67252918370102
161,24961,57.201398584300364
161,25278,35.6931365951495
161,26068,12.806248474865697
161,26084,45.70557952810576
161,26859,40.24922359499622
161,27316,42.638011210655684
161,27417,45.60701700396552
162,24234,82.29216244576394
162,25201,52.43090691567332
162,26156,73.55270219373317
162,27414,81.54140052758476
162,27597,70.178344238091
162,29866,112.00892821556681
163,25014,55.02726596879042
163,26114,18.439088914585774
163,26865,31.016124838541646
163,26949,49.72926703662542
163,27885,68.11754546370561
164,23202,115.43396380615195
164,25610,62.42595614005443
164,26553,25.317977802344327
164,27376,25.495097567963924
164,27627,46.69047011971501
165,24439,93.53608929178085
165,25080,65.55150646628954
165,26861,93.00537618869137
165,29048,71.386273190299
165,29691,95.1892851112981
166,25531,50.00999900019995
166,25607,57.201398584300364
166,25848,58.05170109479997
166,28280,44.27188724235731
166,28707,125.21980673998823
167,22910,185.9139585937538
167,23978,109.65856099730654
167,24861,150.41608956491322
167,28166,142.414886862294
167,29069,70.83078426785913
167,29458,136.2130683891968
167,29985,128.70120434556935
168,21595,191.36614120580475
168,25171,109.22453936730518
168,28803,226.58552469211267
168,30499,109.04127658827184
168,31664,155.6181223379848
169,24843,94.37160589923221
169,25490,139.97856978837868
169,25976,48.08326112068523
169,26738,55.154328932550705
169,29434,113.00442469213318
169,29485,114.20157617125956
169,30252,101.39033484509261
169,30470,107.5174404457249
170,26103,66.88796603276258
170,27026,30.886890422961002
170,27157,48.30113870293329
170,28157,129.38701635017324
170,30164,75.23961722390672
171,174,60.74537019394976
171,176,42.20189569201838
171,24965,107.78682665335315
171,25602,80.99382692526635
171,29304,59.81638571495272
172,24511,130.50670480860362
172,24626,123.0447073221762
172,27069,48.82622246293481
172,27378,158.8584275384847
172,27544,68.35202996254024
172,29033,68.35202996254024
172,29472,43.41658669218482
172,30630,77.64663547121665
173,27856,51.54609587543949
173,27912,18.439088914585774
173,27970,21.633307652783937
173,29967,89.62700485902673
173,30278,62.03224967708329
174,176,23.345235059857504
174,24965,118.4229707446997
174,28559,150.00333329629711
174,28677,13.92838827718412
174,30683,90.4267659490264
175,27594,67.11929677819934
175,28070,16.1245154965971
175,28617,12.041594578792296
175,29865,46.06517122512408
176,187,113.74093370462545
176,28677,10.04987562112089
176,29304,74.33034373659252
176,32336,135.08515832614626
177,26445,81.25269226308751
177,26840,87.11486669908874
177,28973,107.11675872616759
177,29836,34.17601498127012
178,28320,48.104053883222775
178,28374,46.010868281309364
178,29442,27.018512172212592
178,30067,39.44616584663204
178,30102,53.71219600798314
178,30605,46.647615158762406
179,26731,103.84603988597736
179,27056,119.00420160649792
179,27422,82.63776376451628
179,28702,119.25183436744275
179,30419,98.2700361249552
179,30737,41.86884283091664
179,31751,75.8023746329889
180,28356,51.0
180,28611,56.08029957123981
180,28763,66.03029607687671
180,29980,27.018512172212592
180,31099,61.84658438426491
180,31931,70.51950084905593
181,29154,43.139309220245984
181,29377,25.495097567963924
181,29545,169.07099100673656
181,30162,166.00301202086666
181,30359,46.69047011971501
181,31570,70.76722405181653
181,31989,170.09703113223347
181,32323,77.20103626247513
