T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
0.00000000000000000000000000,0.00000000000000000000000000,0.92150255987344464880806072,0.77791155483402130155212717,0.00000000000000000000000000,0.38803992432041201077197456,0.00000000000000000000000000,0.91722262693804279543030589,0.75887397682510615570805612,0.00000000000000000000000000
0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000016241791677,0.00000000000000000000000000,0.00000000000000005415695864,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.95968941757524250935063037
0.00000000000000000000000000,0.00000000000000000000000000,0.00124165167661763808579223,0.00106955013350742804412175,0.00000000000000000000000000,0.00070257974863072311048212,0.00000000000000000000000000,0.00123768922542514397955316,0.00103627990881968029546201,0.00017345894798482641274012
0.00000000000000005566313640,0.00000000000000001078141797,0.00000000000000000000000000,0.00000000000000000000000000,0.75511082737059809222301965,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
0.00000000000000000000000000,0.00000000000000000469455216,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000002491008221,0.00000000000000287435618081,0.00000000000000000000000000,0.19611222498653740897722741,0.00000000000000003062963678
0.07980861809824991992545762,0.00235242755835545413675702,0.00000000000000000000000000,0.00000000000000000000000000,0.22388640337668633262246942,0.00000000000000000000000000,0.97570399169807087158545755,0.02564855298693363011564017,0.00000000000000000000000000,0.02860315344386693200973149
0.00135208824582631155150625,0.00000000000000000000000000,0.00061444339472221411440483,0.00205203020619363447549222,0.01620273499847831380482610,0.00000000000000000000000000,0.00000000000000000000000000,0.00233224993780297047696326,0.00082665410943544314660569,0.00086159758829548304531754
0.00000000000000000000000000,0.00000000000000000000000000,0.00200731907127908292681751,0.00179981103081110573906065,0.00000000000000000000000000,0.00121278094376435561889405,0.00000000000000000000000000,0.00212235562909100826736730,0.00164015589757155735503580,0.00002212497966551065769884
0.00419910834854865955972913,0.00000000000000000000000000,0.00052748928732596035099528,0.00054446913687112522689526,0.00000000000000000000000000,0.00020759154930777813587335,0.00000000000000000000000000,0.00082028673916248180490729,0.00061808030598778775175500,0.00052327319332050249885147
0.06760579702785252109720204,0.00000000000000000000000000,0.01008640965490522657665995,0.00991047834716715127234554,0.00000000000000000000000000,0.00672246026275862603588385,0.00000000000000000000000000,0.01005638996437009137496776,0.00827530082748539029535717,0.00048991253603503212479126
0.80302985542720406453298665,0.00000000000000000719513405,0.00000000000000000000000000,0.00000000000000000763322899,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000010643940810,0.58153471607293483192080430,0.00000000000000000000000000,0.00000000000000001909935072,0.00000000000000000000000000,0.00000000000000001786220543
0.00000000000000000000000000,0.00000000000000000000000000,0.01148953816707766646676436,0.01095669230103804570042314,0.00000000000000000000000000,0.00562119582304754748791620,0.00000000000000000000000000,0.01194120959350505536966658,0.00937032763225298034881483,0.00248904202032741370120839
0.00000000000000000000000000,0.00000000000000002997176390,0.00000000000000000000000000,0.17183939103026815709007735,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000782203891
0.02871528606809718026093847,0.00000000000000000000000000,0.00472441820531079720302259,0.00475025266278633444272383,0.00000000000000000000000000,0.00288784747434340854574386,0.00000000000000000000000000,0.00588835735505380611365389,0.00487037827554138037094988,0.00253659258175902707632687
0.00000000000000000000000000,0.00000000000000001787194811,0.02602431240382437060976173,0.00000000000000000861824062,0.00000000000000003790054969,0.00000000000000000000000000,0.00000000000000000000000000,0.00000000000000000680082597,0.00000000000000000000000000,0.00000000000000000070670087
0.00000000000000000000000000,0.00000000000000000000000000,0.00643649562568161803799427,0.00546080830631635177896399,0.00000000000000000000000000,0.00336857495083929623508334,0.00000000000000000000000000,0.00639607150783487194561916,0.00530221187608624893589093,0.00011928549856924736344635
0.00000000000000000000000000,0.00000000000000000000000000,0.01203974427221839518797886,0.01023747519520042982554831,0.00000000000000000000000000,0.00688350675657504670890141,0.00000000000000000000000000,0.01198295432657233393347607,0.00985296732909630296193271,0.00216662943841456267710099
0.01436297477166758457256535,0.00000000000000000000000000,0.00016477846767786946745142,0.00059675688616322465889635,0.00480003425423716854197886,0.00000000000000000000000000,0.00000000000000000000000000,0.00104865485884896567948810,0.00046245602631863117187166,0.00152489128547508953799572
0.00000000000000000000000000,0.00000000000000000021146572,0.00000000000000000075210809,0.00000000000000000056085344,0.00000000000000000493294507,0.00000000000000000000000000,0.02429600830192618285408024,0.00000000000000000044258066,0.00000000000000000000000000,0.00000000000000000018396127
0.00092627201255364769415246,0.00011452306824243599521745,0.00069632104301857293288808,0.00060519318800540883914602,0.00000000000000000000000000,0.00172587623889555123041228,0.00000000000000000000000000,0.00071499522355063845763246,0.00064653219260314004346313,0.00015738074672572234025993
